C_b,cc,u,M,N,D,lnw_local,neff,lnw_chin_full,lnw_chin_M100,lnw_kappa_full,lnw_kappa_M100,design
9e+19,45.9463,2.68684,14.6852,1.01066e+09,1.48418e+10,-0.063228,35.767,-0.0223778,-0.187537,0.015267,-0.0546791,"Marin, Comma"
9e+19,45.9463,3.40801,30.2052,7.04701e+08,2.12856e+10,0.234064,31.5651,0.302314,0.0599548,0.357516,0.241198,"Marin, Comma"
9e+19,45.9463,4.12918,62.1272,4.91366e+08,3.05272e+10,0.624871,26.9859,0.627006,0.307447,0.699765,0.537076,"Marin, Comma"
9e+19,45.9463,4.85035,127.786,3.42614e+08,4.37811e+10,1.09938,22.1814,0.951697,0.554938,1.04201,0.832953,"Marin, Comma"
9e+19,45.9463,5.57152,262.835,2.38894e+08,6.27895e+10,1.64367,17.6516,1.27639,0.80243,1.38426,1.12883,"Marin, Comma"
9e+19,45.9463,6.2927,540.608,1.66573e+08,9.00507e+10,2.28631,13.5247,1.60108,1.04992,1.72651,1.42471,"Marin, Comma"
9e+19,45.9463,7.01387,1111.94,1.16146e+08,1.29148e+11,3.14949,9.75742,1.92577,1.29741,2.06876,1.72059,"Marin, Comma"
1.8e+20,46.6395,-1.6682,0.188585,1.26127e+10,2.37856e+09,-1.81438,21.936,-2.04743,-1.75047,-2.1157,-1.90004,"Marin, Comma"
1.8e+20,46.6395,-0.947034,0.38789,8.7944e+09,3.41126e+09,-1.47427,29.1808,-1.72273,-1.50298,-1.77345,-1.60417,"Marin, Comma"
1.8e+20,46.6395,-0.225863,0.797827,6.13206e+09,4.89232e+09,-1.13989,35.351,-1.39804,-1.25549,-1.4312,-1.30829,"Marin, Comma"
1.8e+20,46.6395,0.495307,1.641,4.27569e+09,7.01641e+09,-0.828556,38.3153,-1.07335,-1.008,-1.08895,-1.01241,"Marin, Comma"
1.8e+20,46.6395,1.21648,3.37528,2.9813e+09,1.00627e+10,-0.567307,37.6501,-0.74866,-0.760504,-0.746706,-0.716533,"Marin, Comma"
1.8e+20,46.6395,1.93765,6.9424,2.07877e+09,1.44316e+10,-0.355091,34.8492,-0.423969,-0.513013,-0.404457,-0.420656,"Marin, Comma"
1.8e+20,46.6395,2.65882,14.2794,1.44946e+09,2.06974e+10,-0.138067,31.2731,-0.0992771,-0.265521,-0.0622075,-0.124779,"Marin, Comma"
1.8e+20,46.6395,3.37999,29.3704,1.01066e+09,2.96835e+10,0.149791,27.6944,0.225414,-0.0180294,0.280042,0.171099,"Marin, Comma"
1.8e+20,46.6395,4.10116,60.4102,7.04702e+08,4.25712e+10,0.53581,24.0335,0.550106,0.229462,0.622291,0.466976,"Marin, Comma"
1.8e+20,46.6395,4.82233,124.254,4.91366e+08,6.10542e+10,1.00455,20.1918,0.874798,0.476954,0.96454,0.762853,"Marin, Comma"
1.8e+20,46.6395,5.5435,255.57,3.42614e+08,8.75621e+10,1.52771,16.4419,1.19949,0.724446,1.30679,1.05873,"Marin, Comma"
1.8e+20,46.6395,6.26467,525.667,2.38894e+08,1.25579e+11,2.09723,12.8456,1.52418,0.971937,1.64904,1.35461,"Marin, Comma"
1.8e+20,46.6395,6.98584,1081.21,1.66573e+08,1.80101e+11,2.75963,9.40697,1.84887,1.21943,1.99129,1.65049,"Marin, Comma"
1.8e+20,46.6395,7.70701,2223.88,1.16146e+08,2.58295e+11,3.68761,6.48491,2.17356,1.46692,2.33354,1.94636,"Marin, Comma"
3e+20,47.1503,-1.15741,0.314299,1.26129e+10,3.96421e+09,-1.57969,25.193,-1.86483,-1.62556,-1.92059,-1.73367,"Marin, Comma"
3e+20,47.1503,-0.436239,0.646463,8.79454e+09,5.68535e+09,-1.235,30.8423,-1.54013,-1.37807,-1.57834,-1.43779,"Marin, Comma"
3e+20,47.1503,0.284934,1.32967,6.13214e+09,8.15375e+09,-0.91033,34.1149,-1.21544,-1.13058,-1.23609,-1.14191,"Marin, Comma"
3e+20,47.1503,1.00611,2.73493,4.27574e+09,1.16939e+10,-0.642929,33.9734,-0.890748,-0.883083,-0.893836,-0.84603,"Marin, Comma"
3e+20,47.1503,1.72728,5.62533,2.98134e+09,1.6771e+10,-0.438471,31.6184,-0.566055,-0.635591,-0.551586,-0.550152,"Marin, Comma"
3e+20,47.1503,2.44845,11.5704,2.07879e+09,2.40525e+10,-0.244141,28.4674,-0.241363,-0.388098,-0.209336,-0.254274,"Marin, Comma"
3e+20,47.1503,3.16962,23.7986,1.44947e+09,3.44953e+10,0.0121316,25.3084,0.0833298,-0.140606,0.132914,0.0416048,"Marin, Comma"
3e+20,47.1503,3.8908,48.9499,1.01067e+09,4.94722e+10,0.366751,22.2712,0.408023,0.106887,0.475165,0.337483,"Marin, Comma"
3e+20,47.1503,4.61197,100.682,7.04707e+08,7.09515e+10,0.8112,19.1316,0.732715,0.354379,0.817415,0.633361,"Marin, Comma"
3e+20,47.1503,5.33314,207.088,4.91369e+08,1.01757e+11,1.30967,16.0009,1.05741,0.601872,1.15967,0.92924,"Marin, Comma"
3e+20,47.1503,6.05432,425.947,3.42616e+08,1.45936e+11,1.82852,12.9711,1.3821,0.849364,1.50192,1.22512,"Marin, Comma"
3e+20,47.1503,6.77549,876.107,2.38895e+08,2.09297e+11,2.37969,9.88498,1.70679,1.09686,1.84417,1.521,"Marin, Comma"
3e+20,47.1503,7.49666,1802.02,1.66573e+08,3.00168e+11,3.05865,7.01693,2.03149,1.34435,2.18642,1.81687,"Marin, Comma"
3e+20,47.1503,8.21783,3706.46,1.16146e+08,4.30492e+11,4.13805,4.699,2.35618,1.59184,2.52867,2.11275,"Marin, Comma"
3e+18,42.5451,1.0964,2.99338,4.08699e+08,1.22339e+09,-0.345946,27.1271,-0.409179,-0.365229,-0.378101,-0.377116,"Marin, DCLM"
3e+18,42.5451,1.28996,3.63265,3.70999e+08,1.34771e+09,-0.259133,27.1317,-0.318261,-0.288082,-0.281999,-0.292168,"Marin, DCLM"
3e+18,42.5451,1.48352,4.40844,3.36777e+08,1.48466e+09,-0.172071,27.0771,-0.227343,-0.210934,-0.185897,-0.207221,"Marin, DCLM"
3e+18,42.5451,1.67708,5.34991,3.05711e+08,1.63553e+09,-0.0854051,26.951,-0.136425,-0.133787,-0.0897955,-0.122273,"Marin, DCLM"
3e+18,42.5451,1.87064,6.49244,2.77511e+08,1.80173e+09,0.000389933,26.7341,-0.0455073,-0.0566393,0.00630646,-0.0373257,"Marin, DCLM"
3e+18,42.5451,2.0642,7.87898,2.51913e+08,1.98481e+09,0.0850868,26.4071,0.0454107,0.0205082,0.102408,0.0476218,"Marin, DCLM"
3e+18,42.5451,2.25776,9.56162,2.28675e+08,2.18651e+09,0.168768,25.9577,0.136329,0.0976558,0.19851,0.132569,"Marin, DCLM"
3e+18,42.5451,2.45132,11.6036,2.07581e+08,2.40869e+09,0.251848,25.3853,0.227247,0.174803,0.294612,0.217517,"Marin, DCLM"
3e+18,42.5451,2.64487,14.0817,1.88433e+08,2.65346e+09,0.335044,24.7014,0.318165,0.251951,0.390714,0.302464,"Marin, DCLM"
3e+18,42.5451,2.83843,17.089,1.71052e+08,2.92309e+09,0.419301,23.9272,0.409083,0.329098,0.486816,0.387412,"Marin, DCLM"
3e+18,42.5451,3.03199,20.7385,1.55273e+08,3.22013e+09,0.50569,23.089,0.500001,0.406246,0.582918,0.472359,"Marin, DCLM"
3e+18,42.5451,3.22555,25.1674,1.4095e+08,3.54735e+09,0.595298,22.2133,0.590919,0.483393,0.67902,0.557307,"Marin, DCLM"
3e+18,42.5451,3.41911,30.5422,1.27948e+08,3.90783e+09,0.689133,21.3219,0.681837,0.560541,0.775122,0.642254,"Marin, DCLM"
3e+18,42.5451,3.61267,37.0648,1.16146e+08,4.30493e+09,0.788051,20.429,0.772755,0.637689,0.871224,0.727202,"Marin, DCLM"
9e+18,43.6438,0.0414001,1.04227,1.19965e+09,1.25036e+09,-0.881156,32.092,-0.972948,-0.873655,-0.985174,-0.911659,"Marin, DCLM"
9e+18,43.6438,0.400622,1.49275,1.00242e+09,1.49637e+09,-0.736119,33.4647,-0.804215,-0.730479,-0.806821,-0.754007,"Marin, DCLM"
9e+18,43.6438,0.759843,2.13794,8.37621e+08,1.79079e+09,-0.583396,34.3783,-0.635482,-0.587302,-0.628467,-0.596355,"Marin, DCLM"
9e+18,43.6438,1.11906,3.06199,6.99913e+08,2.14312e+09,-0.424587,34.8309,-0.466749,-0.444126,-0.450114,-0.438702,"Marin, DCLM"
9e+18,43.6438,1.47829,4.38542,5.84844e+08,2.56479e+09,-0.262912,34.8044,-0.298016,-0.30095,-0.27176,-0.28105,"Marin, DCLM"
9e+18,43.6438,1.83751,6.28087,4.88693e+08,3.06941e+09,-0.101736,34.264,-0.129284,-0.157773,-0.0934066,-0.123398,"Marin, DCLM"
9e+18,43.6438,2.19673,8.99555,4.08349e+08,3.67333e+09,0.0571574,33.2089,0.0394491,-0.0145966,0.0849468,0.0342544,"Marin, DCLM"
9e+18,43.6438,2.55595,12.8835,3.41215e+08,4.39606e+09,0.214859,31.7231,0.208182,0.12858,0.2633,0.191907,"Marin, DCLM"
9e+18,43.6438,2.91517,18.452,2.85118e+08,5.26099e+09,0.375342,29.9357,0.376915,0.271756,0.441654,0.349559,"Marin, DCLM"
9e+18,43.6438,3.27439,26.4272,2.38243e+08,6.2961e+09,0.544138,27.9386,0.545647,0.414933,0.620007,0.507211,"Marin, DCLM"
9e+18,43.6438,3.63362,37.8494,1.99075e+08,7.53486e+09,0.726625,25.7578,0.71438,0.558109,0.798361,0.664863,"Marin, DCLM"
9e+18,43.6438,3.99284,54.2085,1.66346e+08,9.01736e+09,0.926899,23.4058,0.883113,0.701286,0.976714,0.822516,"Marin, DCLM"
9e+18,43.6438,4.35206,77.6382,1.38998e+08,1.07915e+10,1.14768,20.97,1.05185,0.844462,1.15507,0.980168,"Marin, DCLM"
9e+18,43.6438,4.71128,111.194,1.16146e+08,1.29148e+10,1.39148,18.616,1.22058,0.987638,1.33342,1.13782,"Marin, DCLM"
1.8e+19,44.3369,-0.87721,0.415942,2.68562e+09,1.11706e+09,-1.29011,29.879,-1.44747,-1.29527,-1.4938,-1.35994,"Marin, DCLM"
1.8e+19,44.3369,-0.394007,0.674349,2.1092e+09,1.42234e+09,-1.1025,33.8212,-1.2205,-1.10267,-1.25389,-1.14788,"Marin, DCLM"
1.8e+19,44.3369,0.089196,1.09329,1.6565e+09,1.81105e+09,-0.910819,36.8382,-0.993535,-0.910082,-1.01398,-0.935814,"Marin, DCLM"
1.8e+19,44.3369,0.572399,1.77251,1.30097e+09,2.30598e+09,-0.709031,38.7542,-0.766566,-0.71749,-0.774067,-0.72375,"Marin, DCLM"
1.8e+19,44.3369,1.0556,2.8737,1.02174e+09,2.93617e+09,-0.497288,39.5784,-0.539597,-0.524897,-0.534156,-0.511686,"Marin, DCLM"
1.8e+19,44.3369,1.5388,4.65902,8.02442e+08,3.73859e+09,-0.280738,39.3141,-0.312628,-0.332305,-0.294246,-0.299622,"Marin, DCLM"
1.8e+19,44.3369,2.02201,7.55347,6.30213e+08,4.7603e+09,-0.0655878,37.9486,-0.0856593,-0.139713,-0.054336,-0.0875576,"Marin, DCLM"
1.8e+19,44.3369,2.50521,12.2461,4.9495e+08,6.06122e+09,0.146778,35.7132,0.14131,0.0528791,0.185574,0.124507,"Marin, DCLM"
1.8e+19,44.3369,2.98841,19.8542,3.88718e+08,7.71767e+09,0.363107,33.0161,0.368279,0.245471,0.425484,0.336571,"Marin, DCLM"
1.8e+19,44.3369,3.47162,32.1887,3.05287e+08,9.82681e+09,0.595473,30.0025,0.595248,0.438064,0.665394,0.548635,"Marin, DCLM"
1.8e+19,44.3369,3.95482,52.1863,2.39763e+08,1.25123e+10,0.855966,26.5734,0.822217,0.630656,0.905305,0.760699,"Marin, DCLM"
1.8e+19,44.3369,4.43802,84.6074,1.88303e+08,1.59318e+10,1.15358,22.9163,1.04919,0.823248,1.14521,0.972763,"Marin, DCLM"
1.8e+19,44.3369,4.92122,137.171,1.47887e+08,2.02857e+10,1.49612,19.5081,1.27615,1.01584,1.38512,1.18483,"Marin, DCLM"
1.8e+19,44.3369,5.40443,222.389,1.16146e+08,2.58296e+10,1.89488,16.5041,1.50312,1.20843,1.62504,1.39689,"Marin, DCLM"
3e+19,44.8477,-1.42672,0.240096,4.56344e+09,1.09566e+09,-1.54644,25.6867,-1.7373,-1.55517,-1.80534,-1.63437,"Marin, DCLM"
3e+19,44.8477,-0.86195,0.422338,3.44077e+09,1.45316e+09,-1.3209,31.8033,-1.47202,-1.33007,-1.52494,-1.38651,"Marin, DCLM"
3e+19,44.8477,-0.297183,0.742908,2.59428e+09,1.92731e+09,-1.0991,37.0073,-1.20674,-1.10497,-1.24453,-1.13865,"Marin, DCLM"
3e+19,44.8477,0.267584,1.3068,1.95605e+09,2.55617e+09,-0.868235,40.5432,-0.941461,-0.879866,-0.964123,-0.890785,"Marin, DCLM"
3e+19,44.8477,0.832351,2.29872,1.47483e+09,3.39022e+09,-0.624957,42.1565,-0.67618,-0.654764,-0.683716,-0.642925,"Marin, DCLM"
3e+19,44.8477,1.39712,4.04353,1.112e+09,4.4964e+09,-0.373654,42.0251,-0.410899,-0.429663,-0.403309,-0.395065,"Marin, DCLM"
3e+19,44.8477,1.96188,7.11272,8.38431e+08,5.96352e+09,-0.122695,40.3039,-0.145618,-0.204561,-0.122902,-0.147204,"Marin, DCLM"
3e+19,44.8477,2.52665,12.5115,6.32164e+08,7.90934e+09,0.124581,37.4165,0.119663,0.0205405,0.157504,0.100656,"Marin, DCLM"
3e+19,44.8477,3.09142,22.0083,4.76642e+08,1.04901e+10,0.377668,34.0647,0.384944,0.245642,0.437911,0.348516,"Marin, DCLM"
3e+19,44.8477,3.65619,38.7134,3.5938e+08,1.39128e+10,0.655477,30.3464,0.650225,0.470744,0.718318,0.596377,"Marin, DCLM"
3e+19,44.8477,4.22095,68.0983,2.70967e+08,1.84524e+10,0.977228,26.0818,0.915506,0.695845,0.998724,0.844237,"Marin, DCLM"
3e+19,44.8477,4.78572,119.788,2.04305e+08,2.44732e+10,1.35743,21.8176,1.18079,0.920947,1.27913,1.0921,"Marin, DCLM"
3e+19,44.8477,5.35049,210.711,1.54043e+08,3.24585e+10,1.81086,17.9749,1.44607,1.14605,1.55954,1.33996,"Marin, DCLM"
3e+19,44.8477,5.91525,370.648,1.16146e+08,4.30493e+10,2.35728,14.4815,1.71135,1.37115,1.83994,1.58782,"Marin, DCLM"
9e+19,45.9463,-2.36135,0.0942927,1.26127e+10,1.18928e+09,-1.9032,15.1967,-2.24453,-2.01562,-2.35265,-2.11608,"Marin, DCLM"
9e+19,45.9463,-1.64018,0.193945,8.7944e+09,1.70563e+09,-1.65817,22.8904,-1.90579,-1.72818,-1.99459,-1.79958,"Marin, DCLM"
9e+19,45.9463,-0.91901,0.398914,6.13206e+09,2.44616e+09,-1.39887,31.2438,-1.56704,-1.44074,-1.63653,-1.48308,"Marin, DCLM"
9e+19,45.9463,-0.197839,0.820502,4.27569e+09,3.50821e+09,-1.11617,38.2926,-1.22829,-1.1533,-1.27847,-1.16658,"Marin, DCLM"
9e+19,45.9463,0.523331,1.68764,2.9813e+09,5.03136e+09,-0.811508,41.7838,-0.889546,-0.86586,-0.920408,-0.850077,"Marin, DCLM"
9e+19,45.9463,1.2445,3.4712,2.07877e+09,7.21582e+09,-0.495609,41.4584,-0.5508,-0.57842,-0.562346,-0.533575,"Marin, DCLM"
9e+19,45.9463,1.96567,7.13971,1.44946e+09,1.03487e+10,-0.180539,38.677,-0.212053,-0.29098,-0.204285,-0.217074,"Marin, DCLM"
9e+19,45.9463,2.68684,14.6852,1.01066e+09,1.48418e+10,0.12916,34.7483,0.126694,-0.00353999,0.153776,0.0994276,"Marin, DCLM"
9e+19,45.9463,3.40801,30.2052,7.04701e+08,2.12856e+10,0.454513,30.6792,0.46544,0.2839,0.511837,0.415929,"Marin, DCLM"
9e+19,45.9463,4.12918,62.1272,4.91366e+08,3.05272e+10,0.838771,26.2259,0.804187,0.57134,0.869898,0.732431,"Marin, DCLM"
9e+19,45.9463,4.85035,127.786,3.42614e+08,4.37811e+10,1.32037,21.4676,1.14293,0.85878,1.22796,1.04893,"Marin, DCLM"
9e+19,45.9463,5.57152,262.835,2.38894e+08,6.27895e+10,1.91379,16.753,1.48168,1.14622,1.58602,1.36543,"Marin, DCLM"
9e+19,45.9463,6.2927,540.608,1.66573e+08,9.00507e+10,2.59107,12.2373,1.82043,1.43366,1.94408,1.68193,"Marin, DCLM"
9e+19,45.9463,7.01387,1111.94,1.16146e+08,1.29148e+11,3.45728,8.48347,2.15917,1.7211,2.30214,1.99844,"Marin, DCLM"
1.8e+20,46.6395,-1.6682,0.188585,1.26127e+10,2.37856e+09,-1.66125,21.3744,-1.96199,-1.79483,-2.06104,-1.85701,"Marin, DCLM"
1.8e+20,46.6395,-1.04851,0.350461,9.25211e+09,3.2425e+09,-1.4648,27.6378,-1.6709,-1.54783,-1.75336,-1.58504,"Marin, DCLM"
1.8e+20,46.6395,-0.428809,0.651284,6.78696e+09,4.42024e+09,-1.23232,33.28,-1.37982,-1.30084,-1.44568,-1.31308,"Marin, DCLM"
1.8e+20,46.6395,0.190888,1.21032,4.97863e+09,6.02575e+09,-0.975838,36.8575,-1.08874,-1.05384,-1.138,-1.04111,"Marin, DCLM"
1.8e+20,46.6395,0.810585,2.24922,3.65211e+09,8.21442e+09,-0.709536,37.533,-0.797656,-0.806844,-0.830319,-0.76914,"Marin, DCLM"
1.8e+20,46.6395,1.43028,4.17988,2.67904e+09,1.11981e+10,-0.442074,36.0178,-0.506573,-0.559849,-0.52264,-0.497173,"Marin, DCLM"
1.8e+20,46.6395,2.04998,7.76775,1.96523e+09,1.52654e+10,-0.178203,33.3633,-0.21549,-0.312854,-0.21496,-0.225205,"Marin, DCLM"
1.8e+20,46.6395,2.66968,14.4353,1.44161e+09,2.08101e+10,0.0821534,30.3245,0.0755925,-0.0658584,0.0927197,0.0467628,"Marin, DCLM"
1.8e+20,46.6395,3.28937,26.8261,1.0575e+09,2.83687e+10,0.352432,27.3391,0.366675,0.181137,0.400399,0.31873,"Marin, DCLM"
1.8e+20,46.6395,3.90907,49.8527,7.7574e+08,3.86727e+10,0.660492,24.3315,0.657758,0.428132,0.708079,0.590698,"Marin, DCLM"
1.8e+20,46.6395,4.52877,92.6445,5.69051e+08,5.27194e+10,1.03479,21.112,0.948841,0.675128,1.01576,0.862666,"Marin, DCLM"
1.8e+20,46.6395,5.14847,172.167,4.17432e+08,7.18681e+10,1.48533,17.7724,1.23992,0.922123,1.32344,1.13463,"Marin, DCLM"
1.8e+20,46.6395,5.76816,319.95,3.0621e+08,9.79719e+10,1.98558,14.3369,1.53101,1.16912,1.63112,1.4066,"Marin, DCLM"
1.8e+20,46.6395,6.38786,594.584,2.24623e+08,1.33557e+11,2.47417,10.9485,1.82209,1.41611,1.9388,1.67857,"Marin, DCLM"
3e+20,47.1503,-1.15741,0.314299,1.26129e+10,3.96421e+09,-1.50911,24.7051,-1.75378,-1.63212,-1.84614,-1.6661,"Marin, DCLM"
3e+20,47.1503,-0.436239,0.646463,8.79454e+09,5.68535e+09,-1.24587,30.332,-1.41503,-1.34468,-1.48808,-1.3496,"Marin, DCLM"
3e+20,47.1503,0.284934,1.32967,6.13214e+09,8.15375e+09,-0.94463,33.4733,-1.07628,-1.05724,-1.13002,-1.03309,"Marin, DCLM"
3e+20,47.1503,1.00611,2.73493,4.27574e+09,1.16939e+10,-0.637088,33.1637,-0.737534,-0.769799,-0.771958,-0.716592,"Marin, DCLM"
3e+20,47.1503,1.72728,5.62533,2.98134e+09,1.6771e+10,-0.334112,30.762,-0.398786,-0.482358,-0.413896,-0.40009,"Marin, DCLM"
3e+20,47.1503,2.44845,11.5704,2.07879e+09,2.40525e+10,-0.0366812,27.6563,-0.0600387,-0.194917,-0.0558339,-0.0835871,"Marin, DCLM"
3e+20,47.1503,3.16962,23.7986,1.44947e+09,3.44953e+10,0.266182,24.5827,0.278709,0.0925233,0.302228,0.232915,"Marin, DCLM"
3e+20,47.1503,3.8908,48.9499,1.01067e+09,4.94722e+10,0.611681,21.6432,0.617457,0.379964,0.66029,0.549418,"Marin, DCLM"
3e+20,47.1503,4.61197,100.682,7.04707e+08,7.09515e+10,1.04404,18.5501,0.956204,0.667405,1.01835,0.86592,"Marin, DCLM"
3e+20,47.1503,5.33314,207.088,4.91369e+08,1.01757e+11,1.5639,15.2899,1.29495,0.954846,1.37641,1.18242,"Marin, DCLM"
3e+20,47.1503,6.05432,425.947,3.42616e+08,1.45936e+11,2.08278,11.874,1.6337,1.24229,1.73448,1.49892,"Marin, DCLM"
3e+20,47.1503,6.77549,876.107,2.38895e+08,2.09297e+11,2.54354,8.60308,1.97245,1.52973,2.09254,1.81543,"Marin, DCLM"
3e+20,47.1503,7.49666,1802.02,1.66573e+08,3.00168e+11,3.15111,6.01012,2.31119,1.81717,2.4506,2.13193,"Marin, DCLM"
3e+20,47.1503,8.21783,3706.46,1.16146e+08,4.30492e+11,5.50186,3.61655,2.64994,2.10461,2.80866,2.44843,"Marin, DCLM"
1.8e+18,42.0343,1.78267,5.94572,2.24625e+08,1.33556e+09,0.0255769,27.2333,-0.083555,-0.150477,-0.0338326,-0.0625173,"Marin, Nemotron-CC"
1.8e+18,42.0343,1.88415,6.58074,2.13513e+08,1.40507e+09,0.0632944,27.0556,-0.0367433,-0.114959,0.0146612,-0.0189701,"Marin, Nemotron-CC"
1.8e+18,42.0343,1.98562,7.28358,2.0295e+08,1.4782e+09,0.100352,26.8608,0.0100685,-0.0794404,0.063155,0.0245772,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.0871,8.06149,1.92909e+08,1.55514e+09,0.136796,26.6474,0.0568802,-0.0439221,0.111649,0.0681244,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.18857,8.92248,1.83366e+08,1.63608e+09,0.172701,26.4142,0.103692,-0.00840385,0.160143,0.111672,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.29005,9.87542,1.74294e+08,1.72123e+09,0.208165,26.1605,0.150504,0.0271144,0.208637,0.155219,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.39152,10.9301,1.65671e+08,1.81081e+09,0.243313,25.8861,0.197316,0.0626327,0.25713,0.198766,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.493,12.0975,1.57475e+08,1.90506e+09,0.278289,25.5913,0.244127,0.098151,0.305624,0.242313,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.59448,13.3896,1.49685e+08,2.00421e+09,0.313256,25.2772,0.290939,0.133669,0.354118,0.285861,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.69595,14.8196,1.4228e+08,2.10853e+09,0.348393,24.9457,0.337751,0.169187,0.402612,0.329408,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.79743,16.4024,1.35241e+08,2.21827e+09,0.383894,24.599,0.384563,0.204706,0.451106,0.372955,"Marin, Nemotron-CC"
1.8e+18,42.0343,2.8989,18.1542,1.2855e+08,2.33372e+09,0.419959,24.2399,0.431374,0.240224,0.499599,0.416502,"Marin, Nemotron-CC"
1.8e+18,42.0343,3.00038,20.0931,1.2219e+08,2.45519e+09,0.456796,23.8714,0.478186,0.275742,0.548093,0.460049,"Marin, Nemotron-CC"
1.8e+18,42.0343,3.10185,22.2391,1.16145e+08,2.58297e+09,0.494616,23.4963,0.524998,0.311261,0.596587,0.503597,"Marin, Nemotron-CC"
3e+18,42.5451,1.0964,2.99338,4.08699e+08,1.22339e+09,-0.314126,31.5067,-0.428091,-0.420511,-0.394955,-0.387312,"Marin, Nemotron-CC"
3e+18,42.5451,1.28996,3.63265,3.70999e+08,1.34771e+09,-0.234506,31.5041,-0.3388,-0.352762,-0.302456,-0.304248,"Marin, Nemotron-CC"
3e+18,42.5451,1.48352,4.40844,3.36777e+08,1.48466e+09,-0.155418,31.3907,-0.249509,-0.285013,-0.209957,-0.221184,"Marin, Nemotron-CC"
3e+18,42.5451,1.67708,5.34991,3.05711e+08,1.63553e+09,-0.0774947,31.176,-0.160219,-0.217264,-0.117457,-0.13812,"Marin, Nemotron-CC"
3e+18,42.5451,1.87064,6.49244,2.77511e+08,1.80173e+09,-0.00112229,30.8629,-0.0709279,-0.149515,-0.0249581,-0.0550564,"Marin, Nemotron-CC"
3e+18,42.5451,2.0642,7.87898,2.51913e+08,1.98481e+09,0.0736078,30.4502,0.0183629,-0.0817658,0.0675412,0.0280075,"Marin, Nemotron-CC"
3e+18,42.5451,2.25776,9.56162,2.28675e+08,2.18651e+09,0.146924,29.936,0.107654,-0.0140167,0.16004,0.111071,"Marin, Nemotron-CC"
3e+18,42.5451,2.45132,11.6036,2.07581e+08,2.40869e+09,0.21937,29.3221,0.196944,0.0537324,0.25254,0.194135,"Marin, Nemotron-CC"
3e+18,42.5451,2.64487,14.0817,1.88433e+08,2.65346e+09,0.291771,28.6164,0.286235,0.121482,0.345039,0.277199,"Marin, Nemotron-CC"
3e+18,42.5451,2.83843,17.089,1.71052e+08,2.92309e+09,0.365172,27.8328,0.375526,0.189231,0.437538,0.360263,"Marin, Nemotron-CC"
3e+18,42.5451,3.03199,20.7385,1.55273e+08,3.22013e+09,0.440762,26.9892,0.464817,0.25698,0.530037,0.443327,"Marin, Nemotron-CC"
3e+18,42.5451,3.22555,25.1674,1.4095e+08,3.54735e+09,0.519789,26.1021,0.554108,0.324729,0.622537,0.526391,"Marin, Nemotron-CC"
3e+18,42.5451,3.41911,30.5422,1.27948e+08,3.90783e+09,0.603479,25.1823,0.643398,0.392478,0.715036,0.609455,"Marin, Nemotron-CC"
3e+18,42.5451,3.61267,37.0648,1.16146e+08,4.30493e+09,0.692953,24.2314,0.732689,0.460227,0.807535,0.692519,"Marin, Nemotron-CC"
9e+18,43.6438,0.0414001,1.04227,1.19965e+09,1.25036e+09,-0.825579,34.8517,-0.974894,-0.853932,-0.970452,-0.905199,"Marin, Nemotron-CC"
9e+18,43.6438,0.400622,1.49275,1.00242e+09,1.49637e+09,-0.697332,36.6933,-0.809181,-0.728198,-0.798785,-0.751043,"Marin, Nemotron-CC"
9e+18,43.6438,0.759843,2.13794,8.37621e+08,1.79079e+09,-0.560247,38.0736,-0.643468,-0.602464,-0.627118,-0.596886,"Marin, Nemotron-CC"
9e+18,43.6438,1.11906,3.06199,6.99913e+08,2.14312e+09,-0.415698,38.9202,-0.477756,-0.47673,-0.45545,-0.44273,"Marin, Nemotron-CC"
9e+18,43.6438,1.47829,4.38542,5.84844e+08,2.56479e+09,-0.266806,39.1699,-0.312043,-0.350996,-0.283783,-0.288573,"Marin, Nemotron-CC"
9e+18,43.6438,1.83751,6.28087,4.88693e+08,3.06941e+09,-0.116844,38.7877,-0.14633,-0.225262,-0.112116,-0.134417,"Marin, Nemotron-CC"
9e+18,43.6438,2.19673,8.99555,4.08349e+08,3.67333e+09,0.0322865,37.7881,0.019383,-0.0995277,0.0595516,0.0197395,"Marin, Nemotron-CC"
9e+18,43.6438,2.55595,12.8835,3.41215e+08,4.39606e+09,0.181117,36.2499,0.185096,0.0262064,0.231219,0.173896,"Marin, Nemotron-CC"
9e+18,43.6438,2.91517,18.452,2.85118e+08,5.26099e+09,0.332744,34.2915,0.350809,0.15194,0.402886,0.328052,"Marin, Nemotron-CC"
9e+18,43.6438,3.27439,26.4272,2.38243e+08,6.2961e+09,0.492014,32.0102,0.516522,0.277675,0.574554,0.482209,"Marin, Nemotron-CC"
9e+18,43.6438,3.63362,37.8494,1.99075e+08,7.53486e+09,0.66427,29.4413,0.682234,0.403409,0.746221,0.636365,"Marin, Nemotron-CC"
