param,value
a1,-3.64018052694574
g1,0.04227158138097161
b1,2.426767169414907
a2,6.521067537526011
g2,-0.12577666979396562
b2,-1.8538051793707684
a3,-2.0823163727130565
g3,0.05307598573983473
b3,1.277014316755749
