uid,band_lo,band_hi,pt_min,pt_max,band_lo_nohoff,band_hi_nohoff,band_lo_core,band_hi_core,n_tech,techs_used
B:mosaicml/mpt-7b,1.414279139437574,4.501391498215112,1.414279139437574,2.965020239324573,1.4191158769174037,4.501391498215112,1.4191158769174037,2.686877531909686,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:facebook/xglm-564M,2.3440089363516483,6.107453990753608,2.727690385619174,4.248810563167708,2.3440089363516483,6.107453990753608,2.3440089363516483,4.712676406198658,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:facebook/xglm-1.7B,1.7848828628026796,4.700139473224086,1.8761202491984397,3.3236120436892245,1.7848828628026796,4.700139473224086,1.7848828628026796,3.263958306261369,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:facebook/xglm-4.5B,1.2944710372069115,3.8218927611421263,1.2944710372069115,2.6052518383651426,1.3458022176691102,3.8218927611421263,1.3458022176691102,2.238663582824427,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:facebook/xglm-7.5B,1.101678630499688,3.632243864297237,1.1339872313866097,2.388514597762449,1.101678630499688,3.632243864297237,1.101678630499688,1.9718480837395413,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:codellama/CodeLlama-7b-hf,1.7814741916594001,6.415090894276459,1.8642396286109804,3.908610780383156,1.7814741916594001,6.415090894276459,1.7814741916594001,4.039149005714922,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:codellama/CodeLlama-13b-hf,1.3805467037790877,5.566273581766131,1.4911464694384406,3.3758414032955613,1.3805467037790877,5.566273581766131,1.3805467037790877,3.2031448304436694,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:codellama/CodeLlama-34b-hf,0.853883554293463,4.919652037254107,1.079412046312257,2.7308245051876394,0.853883554293463,4.919652037254107,0.853883554293463,2.3526533918449366,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:codellama/CodeLlama-70b-hf,0.6268445220188102,4.477714801683828,0.8344490132336858,2.4544647764126495,0.6268445220188102,4.477714801683828,0.6268445220188102,1.9965483287754673,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:bigcode/starcoderbase-1b,2.557198841347111,6.694145877987248,2.6197001549385375,4.4433082272424045,2.557198841347111,6.694145877987248,3.2077466463016147,5.011509905691278,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:bigcode/starcoderbase-3b,1.885180162838152,5.402010848621994,1.885180162838152,3.5804248787130555,1.971426360068176,5.402010848621994,2.143763148552804,3.619348667418236,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:bigcode/starcoderbase-7b,1.3681602834028395,4.468398707755507,1.3797840659600986,2.917362772244,1.3681602834028395,4.468398707755507,1.3681602834028395,2.6189768746575903,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:bigcode/starcoderbase,0.9514246395032786,4.10852856645807,1.0800202010488251,2.484180143776871,0.9514246395032786,4.10852856645807,0.9514246395032786,2.0637881328674816,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:bigcode/starcoder2-15b,1.4703794638289125,6.507989501552296,1.62038526152287,3.766437289220765,1.4703794638289125,6.507989501552296,1.4703794638289125,3.7437759515775197,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:bigcode/starcoder2-7b,2.0361059280829696,7.308781427224707,2.0361059280829696,4.308287007304987,2.0968766940062045,7.308781427224707,2.0968766940062045,4.652006938663915,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:bigcode/starcoder2-3b,2.601379841027402,8.431614895663103,2.6399373502128896,5.04907851525024,2.601379841027402,8.431614895663103,2.9002098946419834,5.998679543741299,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/deepseek-coder-1.3b-base,2.8916640224479417,8.417756258330305,3.0500450316496432,5.272342734601935,2.8916640224479417,8.417756258330305,3.263106363682818,6.430536170993981,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/deepseek-coder-6.7b-base,1.7452722875076188,5.88253450746879,1.7452722875076188,3.6551866720295303,1.7893662506723131,5.88253450746879,1.7893662506723131,3.6678360082560757,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/deepseek-coder-33b-base,0.7996694428397861,4.5073556293793935,1.0147351158991882,2.5607354616597635,0.7996694428397861,4.5073556293793935,0.7996694428397861,2.143418298915073,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:openlm-research/open_llama_3b_v2,1.885180162838152,5.402010848621994,1.885180162838152,3.5804248787130555,1.971426360068176,5.402010848621994,2.0500691475269726,3.619348667418236,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:openlm-research/open_llama_7b_v2,1.414279139437574,4.501391498215112,1.414279139437574,2.965020239324573,1.4191158769174037,4.501391498215112,1.4191158769174037,2.686877531909686,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:openlm-research/open_llama_7b,1.414279139437574,4.501391498215112,1.414279139437574,2.965020239324573,1.4191158769174037,4.501391498215112,1.4191158769174037,2.686877531909686,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:openlm-research/open_llama_3b,1.885180162838152,5.402010848621994,1.885180162838152,3.5804248787130555,1.971426360068176,5.402010848621994,2.0500691475269726,3.619348667418236,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:openlm-research/open_llama_13b,1.0383018991444408,4.2263024413094135,1.1464174966837006,2.583367254219858,1.0383018991444408,4.2263024413094135,1.0383018991444408,2.1923217206791055,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/deepseek-llm-67b-base,0.560002301025419,3.7981078707362768,0.7431349546015279,2.192326200203018,0.560002301025419,3.7981078707362768,0.560002301025419,1.6849973843460628,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/deepseek-llm-7b-base,1.723052782135343,5.834824476955215,1.723052782135343,3.624582556510314,1.7515067028886553,5.834824476955215,1.7515067028886553,3.6231871546813488,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/deepseek-moe-16b-base,2.3511472656737133,7.109147431200976,2.3511472656737133,4.444616851289301,2.3579986849745413,7.109147431200976,2.7094053903209203,4.982550240663221,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:stabilityai/stablelm-base-alpha-3b,2.1160272727479117,6.288407272084428,2.1160272727479117,4.026809090859846,2.165318290539621,6.288407272084428,2.3688361895952705,4.3021571145298685,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:stabilityai/stablelm-base-alpha-7b-v2,1.4610790792443062,4.679796768421315,1.4610790792443062,3.0588733085462074,1.472120443529146,4.679796768421315,1.472120443529146,2.8138487094218454,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:stabilityai/stablelm-2-1_6b,2.718509558176245,7.973398109604941,2.8162796180623837,5.003555186245006,2.718509558176245,7.973398109604941,3.211206439830257,5.969526618410145,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:stabilityai/stablelm-base-alpha-7b,1.5874627207104135,5.2385433861181845,1.5874627207104135,3.3346797820785934,1.6047363107526913,5.2385433861181845,1.6047363107526913,3.193148398707961,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:RWKV/rwkv-4-169m-pile,3.0529026444051386,7.188537892133765,3.6468495086564285,6.176796729522152,3.0529026444051386,7.188537892133765,3.6693890396288964,7.188537892133765,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:RWKV/rwkv-4-430m-pile,2.466094081073262,5.468231781483667,2.6567122122467866,4.06426747519701,2.466094081073262,5.468231781483667,2.6979477175669113,4.538133440159166,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:RWKV/rwkv-4-1b5-pile,1.7389490480165808,4.1279670553102275,1.7389490480165808,3.0298307199773578,1.8308516751701833,4.1279670553102275,1.8632939903325374,2.8442792853042684,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:RWKV/rwkv-4-7b-pile,1.0067021985408824,3.0921232932067015,1.0312400163097355,2.1503346438775863,1.0067021985408824,3.0921232932067015,1.0067021985408824,1.6755387479450314,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:RWKV/rwkv-4-14b-pile,0.7109240440498439,2.683758066944436,0.815174118539146,1.8428952175575932,0.7109240440498439,2.683758066944436,0.7109240440498439,1.3326824071702705,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:RWKV/rwkv-4-3b-pile,1.3746036179570027,3.5878293408540016,1.3746036179570027,2.5966472519768478,1.4775919738937675,3.5878293408540016,1.4775919738937675,2.2430139973699017,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:togethercomputer/RedPajama-INCITE-Base-7B-v0.1,1.414279139437574,4.501391498215112,1.414279139437574,2.965020239324573,1.4191158769174037,4.501391498215112,1.4191158769174037,2.686877531909686,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:togethercomputer/RedPajama-INCITE-Base-3B-v1,1.7690625891907943,4.966276329225421,1.7690625891907943,3.356237387429625,1.8729070636612604,4.966276329225421,1.929411281516288,3.2909685687839567,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:LLM360/Amber,1.5298290993064187,4.946214718691699,1.5298290993064187,3.1966423879458317,1.5503542385011286,4.946214718691699,1.5503542385011286,3.003596708552672,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Salesforce/codegen-6B-nl,1.113868876396234,3.3150478104134673,1.113868876396234,2.282220739805689,1.116412352651705,3.3150478104134673,1.116412352651705,1.8356938750892453,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Salesforce/codegen-16B-nl,0.6828802679844604,2.698764377235197,0.7986297333090685,1.8346046145964803,0.6828802679844604,2.698764377235197,0.6828802679844604,1.3205652771325114,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:HuggingFaceTB/SmolLM-135M,3.7264385490067684,9.857883594559706,4.67206252705636,8.249234245849479,3.7264385490067684,9.857883594559706,4.221231725778891,9.857883594559706,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:HuggingFaceTB/SmolLM-360M,2.965469144502883,7.2963401256707545,3.34000061283145,5.294347775835672,2.965469144502883,7.2963401256707545,3.244145346602564,6.05624886781866,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:HuggingFaceTB/SmolLM-1.7B,2.280560434167286,6.095938624392918,2.280560434167286,4.056915004321827,2.2916218084412936,6.095938624392918,2.4288346203655373,4.392122919265567,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:cerebras/Cerebras-GPT-111M,0.8176378096445547,1.795645350614156,0.9151847566263237,1.5596754576173366,0.8176378096445547,1.795645350614156,0.8176378096445547,1.795645350614156,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:cerebras/Cerebras-GPT-256M,0.8751405150571987,1.5294387661812878,0.9305013582351802,1.39287753892562,0.8751405150571987,1.5294387661812878,0.8751405150571987,1.5294387661812878,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:cerebras/Cerebras-GPT-590M,0.9069161229019018,1.5945496939399093,0.9238438504878048,1.42044586978875,0.9069161229019018,1.5945496939399093,0.9069161229019018,1.305287506736739,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:cerebras/Cerebras-GPT-1.3B,0.885051846516588,1.7708420187469174,0.885051846516588,1.4978748753313915,0.8973901436186787,1.7708420187469174,0.8973901436186787,1.1835337548160874,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:cerebras/Cerebras-GPT-2.7B,0.8506145048892692,1.9817961053919122,0.8506145048892692,1.5732642116519786,0.8844692464476578,1.9817961053919122,0.8844692464476578,1.115382589786718,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:cerebras/Cerebras-GPT-6.7B,0.7784341686829275,2.2379034829637865,0.8096549488260996,1.6723247578831082,0.7784341686829275,2.2379034829637865,0.7784341686829275,1.1717362224861134,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:cerebras/btlm-3b-8k-base,1.6504196416999848,4.530154751953752,1.6504196416999848,3.127434294740597,1.7693437861134618,4.530154751953752,1.86255458075894,2.9663215888097594,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:h2oai/h2o-danube-1.8b-base,2.2288062212973134,6.007815063907406,2.2288062212973134,3.996261973761166,2.249787917314079,6.007815063907406,2.403519914572379,4.294278053379655,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:h2oai/h2o-danube2-1.8b-base,2.9169480083797206,9.06903871742772,3.0479241623696245,5.494279625307907,2.9169480083797206,9.06903871742772,3.326388120276803,6.842576830611309,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:h2oai/h2o-danube3-500m-base,4.344468750227959,13.729019446322074,5.091877191597882,8.43045414007529,4.344468750227959,13.729019446322074,5.285800841998852,11.81190625979806,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:h2oai/h2o-danube3-4b-base,2.797425020277086,9.956534996899379,2.858123996948679,5.656380413639915,2.797425020277086,9.956534996899379,3.2052033015480355,7.043353170384346,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:allenai/OLMo-1B-hf,1.0763253183624855,10.051887121509658,2.0090711021625784,6.062585188606877,1.0763253183624855,10.051887121509658,1.0763253183624855,7.870983979460606,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/OLMo-7B-hf,0.4321652300940797,6.365769726433691,1.1976908251840295,3.880589896599922,0.4321652300940797,6.365769726433691,0.4321652300940797,3.9972051846264747,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/OLMo-7B-0424-hf,0.42582218290885343,5.909559478055648,1.1609367878905081,3.663728973347646,0.42582218290885343,5.909559478055648,0.42582218290885343,3.6798510558862683,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:TinyLlama/TinyLlama_v1.1,3.026211182074772,8.769535890800826,3.227865556908593,5.472080536118172,3.026211182074772,8.769535890800826,3.452669774317152,6.779621738551802,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-70m,3.6740485089840185,10.883480436052361,4.775595585472634,8.874573762901882,3.6740485089840185,10.883480436052361,5.212952322237223,10.883480436052361,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-160m,3.0065406369014926,7.108941981967891,3.5976510407682345,6.103958157556734,3.0065406369014926,7.108941981967891,3.6347014168447265,7.108941981967891,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-410m,2.4483937330854157,5.307084822736081,2.6376048456559786,4.050258440721126,2.4483937330854157,5.307084822736081,2.6738034600500207,4.522575752437684,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-1b,1.9339911164618815,4.359460977052719,1.9339911164618815,3.2169345905890365,1.9787222390699175,4.359460977052719,2.0734987077350104,3.1168122802348543,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-1.4b,1.726155971659485,4.032164777448168,1.726155971659485,2.9856722033399037,1.8171498842170997,4.032164777448168,1.8483274438949835,2.7830266786251983,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-2.8b,1.3734538598551445,3.528468341142027,1.3734538598551445,2.5698193714525166,1.4720656769049927,3.528468341142027,1.4720656769049927,2.209994256143278,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-6.9b,0.9883276335731137,2.9779852534437627,1.010547626031291,2.1011523892801867,0.9883276335731137,2.9779852534437627,0.9883276335731137,1.622624214969001,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:EleutherAI/pythia-12b,0.7506872943174646,2.6633030185070687,0.8395055123690809,1.8604185768288768,0.7506872943174646,2.6633030185070687,0.7506872943174646,1.3551433858442241,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:meta-llama/Llama-3.2-1B,3.5320974472099986,15.034390697042937,4.708799125417594,8.369907837843979,3.5320974472099986,15.034390697042937,3.5320974472099986,12.323198446478735,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:meta-llama/Llama-3.2-3B,2.7896595866157776,12.125954414105458,3.4444781515721337,6.665380646088001,2.7896595866157776,12.125954414105458,2.7896595866157776,9.009583981080203,8,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:meta-llama/Llama-4-Scout-17B-16E,2.5259853605817897,14.20851396691402,2.993994568671025,7.087402086359044,2.5259853605817897,14.20851396691402,2.5259853605817897,9.475125169912511,7,"chin,besi,hoff,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:meta-llama/Llama-4-Maverick-17B-128E,2.22951026653577,11.595855158960532,2.5251102128024474,5.960068024527958,2.22951026653577,11.595855158960532,2.22951026653577,7.383194716451313,7,"chin,besi,hoff,farseer_emb,gadre_rw,meta_a2,meta_a3"
B:Qwen/Qwen2.5-0.5B,6.204060022503841,23.673492042909416,7.919496572390691,14.843925389361603,6.204060022503841,23.673492042909416,8.514430613785041,22.663921246339193,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen2.5-1.5B,4.6237588994962495,18.41629834636061,5.38093350629259,9.99299448360288,4.6237588994962495,18.41629834636061,6.059310427556301,15.347698281969135,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen2.5-3B,3.8648622343106203,15.784805462219559,4.254214246545028,8.221446851284043,3.8648622343106203,15.784805462219559,4.871013781387114,12.275378651507038,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen2.5-7B,3.047792488605562,12.931595864627976,3.13144774394352,6.723932707174863,3.047792488605562,12.931595864627976,3.2664470267053343,8.940856630190206,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen2.5-14B,2.368705796395238,11.172749149811539,2.5012973771353737,5.802167796305677,2.368705796395238,11.172749149811539,2.368705796395238,7.107495503751972,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen2.5-32B,1.5876249606062722,9.37114225684865,1.9089627283994233,4.859281516908146,1.5876249606062722,9.37114225684865,1.5876249606062722,5.40669312720594,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen2.5-72B,1.0613180908276154,8.00564666380166,1.424590198193654,4.069281073586771,1.0613180908276154,8.00564666380166,1.0613180908276154,4.074223923219145,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-0.6B-Base,6.950166428513579,29.353218069245372,9.0533040005946,17.93756707217954,6.950166428513579,29.353218069245372,9.872161336534987,28.51515493719224,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-1.7B-Base,5.271684399143927,23.3408395103139,6.318914620845126,12.41266176252351,5.271684399143927,23.3408395103139,7.2893396682851455,19.8489819267078,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-4B-Base,4.245367410091497,19.011588486398875,4.737389362498889,9.474528867924281,4.245367410091497,19.011588486398875,5.369217539167613,15.025896131343723,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-8B-Base,3.5100033329795606,16.10602389662465,3.722064094781736,8.087531219118633,3.5100033329795606,16.10602389662465,3.888470324157555,11.70788796198507,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-14B-Base,2.92670909155948,14.141182610537646,3.0475159956787685,7.09303198585072,2.92670909155948,14.141182610537646,2.92670909155948,9.519202530890677,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-32B,1.97621385073831,11.86074959613466,2.325780780222316,5.940288893918719,1.97621385073831,11.86074959613466,1.97621385073831,7.3285200620792095,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:Qwen/Qwen3-30B-A3B-Base,4.4755961564728075,19.956203791001887,5.0664416449237075,9.901371831931243,4.4755961564728075,19.956203791001887,5.856856606805649,16.106768825882813,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:Qwen/Qwen3-235B-A22B,2.402183025260251,12.950400427057836,2.662154153337944,6.490884353787453,2.402183025260251,12.950400427057836,2.402183025260251,8.33859464700626,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:google/gemma-3-270m,5.522242721595926,18.657578223379403,7.125418958016055,12.445570111649907,5.522242721595926,18.657578223379403,8.418956088921277,17.541381748271036,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:google/gemma-3-1b-pt,3.1058578803879047,8.977036880970616,3.3340540660898044,5.589551807701679,3.1058578803879047,8.977036880970616,3.7741105411863587,7.000670459372242,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:google/gemma-3-4b-pt,2.5540087810375227,8.590195316510536,2.56372057293199,5.051882318967631,2.5540087810375227,8.590195316510536,2.872937066749462,5.968110075137966,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:google/gemma-3-12b-pt,2.352440912233659,10.208514620245046,2.40679823005881,5.426369354767124,2.352440912233659,10.208514620245046,2.352440912233659,6.460728190770205,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:google/gemma-3-27b-pt,1.622894855493229,8.978173437266312,1.8972372559524635,4.716220932354497,1.622894855493229,8.978173437266312,1.622894855493229,5.197786213882469,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:allenai/OLMo-2-0425-1B,1.0129231134487398,10.633485060885661,2.0096692830678986,6.279729641635977,1.0129231134487398,10.633485060885661,1.0129231134487398,8.29646258692223,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/OLMo-2-1124-7B,0.4422188098318152,7.53252595608384,1.2815459658661288,4.405684207000529,0.4422188098318152,7.53252595608384,0.4422188098318152,4.805596899706342,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/OLMo-2-1124-13B,0.3407716957966248,7.194075166238102,1.118398901770214,4.1045395793935535,0.3407716957966248,7.194075166238102,0.3407716957966248,4.293705379624469,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/OLMo-2-0325-32B,0.22945249108935592,6.424992848503907,0.9098185562611738,3.5727123793419975,0.22945249108935592,6.424992848503907,0.22945249108935592,3.4165536282915103,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/OLMoE-1B-7B-0924,1.0523822053545744,12.010803742777973,2.1231349937335415,6.927014015541547,1.0523822053545744,12.010803742777973,1.0523822053545744,9.558285270023358,6,"chin,besi,hoff,farseer_emb,gadre_rw,olmo"
B:allenai/Olmo-3-1025-7B,0.45562380062274765,8.74427198994326,1.3642330032469265,4.944384086007685,0.45562380062274765,8.74427198994326,0.45562380062274765,5.694847394472093,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:allenai/Olmo-3-1125-32B,0.2276247364486205,6.25816737578172,0.8965323791540565,3.477045002850679,0.2276247364486205,6.25816737578172,0.2276247364486205,3.2835229813129048,7,"chin,besi,hoff,farseer,farseer_emb,gadre_rw,olmo"
B:HuggingFaceTB/SmolLM2-135M,4.926780196314936,14.676240227558742,6.5838025973479475,12.022495622979294,4.926780196314936,14.676240227558742,5.9936210062295965,14.676240227558742,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:HuggingFaceTB/SmolLM2-360M,4.69532534601276,14.959633326874247,5.734270116202085,9.584506511066898,4.69532534601276,14.959633326874247,5.660040031812697,13.322770241741212,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:HuggingFaceTB/SmolLM2-1.7B,4.010223416646109,14.974148399511755,4.515796487223244,8.127618008882271,4.010223416646109,14.974148399511755,4.924029703684268,12.074987125037666,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:HuggingFaceTB/SmolLM3-3B-Base,3.458222397487048,13.286337200048191,3.7207699242256362,7.170994953183473,3.458222397487048,13.286337200048191,4.20380573347996,10.04206326994109,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:microsoft/Phi-3-mini-4k-instruct,2.6905908431258734,9.301147237618322,2.7311888816507617,5.377106071245935,2.6905908431258734,9.301147237618322,3.0443050626190677,6.5438959184838135,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:microsoft/Phi-3-small-8k-instruct,2.170643460139716,8.005641406496212,2.170643460139716,4.6148972504255195,2.229665461832145,8.005641406496212,2.229665461832145,5.143659673364632,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:microsoft/Phi-3-medium-4k-instruct,1.6283887948805134,6.980235183282128,1.7495661724264984,4.005921569347992,1.6283887948805134,6.980235183282128,1.6283887948805134,4.13206528712376,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:microsoft/Phi-3.5-mini-instruct,2.4611224163992422,8.110763913978124,2.4611224163992422,4.836783759236812,2.4685824458926575,8.110763913978124,2.73002794109059,5.600363332557715,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:microsoft/Phi-3.5-MoE-instruct,2.2690285009511575,8.267340569611713,2.2690285009511575,4.761193093028189,2.3363103066877544,8.267340569611713,2.3628996131772997,5.400330322563088,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:microsoft/phi-4,1.9747672233043643,9.02509897618224,2.1088466934831294,4.8730726963340825,1.9747672233043643,9.02509897618224,1.9747672233043643,5.52978252785084,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:microsoft/Phi-4-mini-instruct,2.7006286652496523,9.363945702407538,2.7433201203451243,5.403980432149995,2.7006286652496523,9.363945702407538,3.082583450163001,6.591405360643128,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:deepseek-ai/DeepSeek-V2-Lite,3.13841873011127,10.881541866729975,3.3386699170720826,6.230709973972758,3.13841873011127,10.881541866729975,3.9363540265156836,8.216260917486153,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:deepseek-ai/DeepSeek-V3-Base,1.3976640283451414,8.535799793283937,1.7324708206179664,4.468730881179226,1.3976640283451414,8.535799793283937,1.3976640283451414,4.728644919259126,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:moonshotai/Kimi-K2-Base,1.5323791834595402,8.953267645519599,1.8440428941584774,4.677722416656228,1.5323791834595402,8.953267645519599,1.5323791834595402,5.1008290533301075,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:zai-org/GLM-4.5-Base,1.7391636830046175,10.238490130194236,2.0634871969085147,5.2444554657433695,1.7391636830046175,10.238490130194236,1.7391636830046175,6.091235423032641,5,"chin,besi,hoff,farseer_emb,gadre_rw"
B:tiiuae/Falcon3-7B-Base,2.8915809619443054,11.928670744100971,2.9361561546333963,6.281302287079406,2.8915809619443054,11.928670744100971,3.0586924657983094,8.093511770329254,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
B:tiiuae/falcon-11B,1.898857556729296,7.717312077153669,1.965670473431622,4.385030597319284,1.898857556729296,7.717312077153669,1.898857556729296,4.756285852115064,6,"chin,besi,hoff,farseer,farseer_emb,gadre_rw"
