uid,Mstar,rho,w,TD,C_over_Cmin
A:DBRX,16.0,0.4,3.3690193475665517,7.107058042699656,2.3878723057441076
A:Aramco Metabrain AI,16.0,0.4,1.2508787635704217,0.7526362907112651,1.0317452822138071
A:StarCoder 2 15B,16.0,0.4,3.1120467155150093,6.336140146545028,2.150428226638503
A:StarCoder 2 7B,16.0,0.4,3.9609012446195413,8.882703733858623,3.0072386482251416
A:StarCoder 2 3B,16.0,0.4,5.295860421199725,12.887581263599175,4.78943354886454
A:Griffin,16.0,0.4,1.1239559599002398,0.37186787970071933,1.0085659976525054
A:Hawk,16.0,0.4,1.4830687804487084,1.4492063413461251,1.1012617052470064
A:Nemotron-4 15B,16.0,0.4,4.13289959250276,9.39869877750828,3.2064666712325973
A:DeciCoder-6B,16.0,0.4,1.3676633991889597,1.1029901975668792,1.0629228982162728
A:InternLM2-20B,16.0,0.4,2.311688688141974,3.9350660644259214,1.532054360247816
A:Stable Code 3B,16.0,0.4,3.7948229857135454,8.384468957140637,2.8231510058754337
A:DeepSeek-LLM-1.3b-base,16.0,0.4,3.567489205892632,7.702467617677896,2.584229029272526
A:Poro 34B,16.0,0.4,1.2727454833609015,0.8182364500827046,1.03693164203274
A:CRYSTALCODER,16.0,0.4,2.7805153890837593,5.341546167251278,1.871939529259277
A:XVERSE-65B-2,16.0,0.4,1.5676411521056532,1.7029234563169597,1.1334569261367862
A:Mamba-2.8B,16.0,0.4,2.1396231900072773,3.418869570021832,1.423621119255751
A:SEA-LION V1 3B,16.0,0.4,3.3419037321672977,7.025711196501893,2.3619251686900666
A:SEA-LION V1 7B,16.0,0.4,2.3812402851268817,4.143720855380645,1.5784184253166054
A:Granite 13B,16.0,0.4,2.957282106180116,5.8718463185403476,2.016523044725504
A:Yuan 2.0,16.0,0.4,0.49927706788174553,-1.5021687963547634,1.3440191772588448
A:Nemotron-3-8B,16.0,0.4,3.881766885023493,8.645300655070479,2.918512650071237
A:HGRN 1B (WT 103),16.0,0.4,2.081383018504683,3.2441490555140486,1.3889877915686006
A:Jais-30b (phase 1),16.0,0.4,0.9542774361196285,-0.13716769164111464,1.0013697612728716
A:XVERSE-13B-2,16.0,0.4,2.9842462536990144,5.952738761097043,2.039361626120755
A:DeepSeek Coder 33B,16.0,0.4,1.703563903257578,2.110691709772734,1.1916182476728348
A:BlueLM 70B,16.0,0.4,0.9556806459207632,-0.13295806223771045,1.001285054113298
A:BlueLM 130B,16.0,0.4,0.7460615634247536,-0.7618153097257392,1.0548995755654014
A:BlueLM 175B,16.0,0.4,0.6624251114231564,-1.0127246657305307,1.111011374018277
A:DeepSeek Coder 1.3B,16.0,0.4,6.211359475485347,15.63407842645604,6.338245928708552
A:DeepSeek Coder 6.7B,16.0,0.4,3.2235475746775832,6.670642724032749,2.2511361589356063
A:Nanbeige-16B,16.0,0.4,2.488169815959358,4.464509447878074,1.6524870960559082
A:Calm2-7B,16.0,0.4,2.666184085937948,4.998552257813845,1.7831834781378477
A:BlueLM 7B,16.0,0.4,3.5137170806464333,7.5411512419393,2.529907936396211
A:Mi:dm 200B,16.0,0.4,0.627971607877395,-1.116085176367815,1.1434946373095976
A:Skywork-13B,16.0,0.4,2.9842462536990144,5.952738761097043,2.039361626120755
A:Stockmark-13B,16.0,0.4,1.0164628412224457,0.049388523667337036,1.0001666555578512
A:Aquila2 34B,16.0,0.4,1.6833423062903319,2.0500269188709956,1.182495005969752
A:Jiutian,16.0,0.4,2.407454484659259,4.222363453977777,1.5962654951394961
A:CodeFuse-13B,16.0,0.4,1.8740219182374627,2.622065754712388,1.2745701289484346
A:Phi-1,16.0,0.4,1.332204481979042,0.9966134459371259,1.0525819631628452
A:TinyLlama-1.1B (3T token checkpoint),16.0,0.4,8.107088256084328,21.321264768252984,10.461296131409133
A:PLaMo-13B,16.0,0.4,2.203997865790529,3.6119935973715864,1.4631309198721756
A:Baichuan 2-7B,16.0,0.4,3.518050992971921,7.554152978915763,2.5342551502124975
A:DeciLM 6B,16.0,0.4,1.6100915343766642,1.8302746031299926,1.1508064718173954
A:Persimmon-8B,16.0,0.4,1.8964693258195846,2.689407977458754,1.286264054046228
A:FLM-101B,16.0,0.4,0.517641376797738,-1.447075869606786,1.3050385947418612
A:XGen-7B,16.0,0.4,2.818371121492932,5.455113364478796,1.902152161552567
A:Baichuan2-13B,16.0,0.4,2.7464013582652944,5.239204074795883,1.845064359511788
A:Jais,16.0,0.4,1.2924492660789646,0.8773477982368938,1.0418733434630791
A:Refact-1.6B,16.0,0.4,4.65989909148919,10.979697274467568,3.8721500893038927
A:PULI GPTrio,16.0,0.4,1.3584968393200898,1.0754905179602694,1.0601807973069357
A:VARCO LLM 2.0 base,16.0,0.4,2.2616357426390943,3.784907227917283,1.4995835318051811
A:VARCO LLM 2.0 small Finetuning,16.0,0.4,2.8970819746309173,5.691245923892752,1.9662818380521303
A:VARCO LLM KO/EN-13B-IST ver.1,16.0,0.4,1.2314077534333916,0.6942232603001748,1.0274010404426692
A:DeciCoder-1B,16.0,0.4,3.643584755580648,7.930754266741944,2.6625312556167158
A:Japanese-LM-3.6B,16.0,0.4,1.094272640177361,0.2828179205320831,1.0050837816235534
A:Japanese StableLM Base Alpha 7B,16.0,0.4,2.1396231900072773,3.418869570021832,1.423621119255751
A:Baichuan2-53B,16.0,0.4,1.5654204331406165,1.6962612994218496,1.1325705731889315
A:Weblab-10B,16.0,0.4,1.6959896904256624,2.087969071276987,1.18818246094541
A:bilingual-gpt-neox-4b,16.0,0.4,2.3710304306804506,4.113091292041352,1.5715223675498748
A:RetNet,16.0,0.4,0.9725727247423512,-0.0822818257729463,1.000483488604946
A:Baichuan 1-13B,16.0,0.4,2.1267753321421674,3.380325996426502,1.4158895318651132
A:InternLM,16.0,0.4,0.9844341348625557,-0.04669759541233287,1.0001538366881968
A:CodeGen2.5,16.0,0.4,2.7448313129595596,5.234493938878678,1.8438354930314014
A:LongNet,16.0,0.4,2.17097590391446,3.51292771174338,1.4427039573355727
A:Polyglot-Ko-12.8B,16.0,0.4,0.918800322010467,-0.24359903396859894,1.0044910886141933
A:Baichuan1-7B,16.0,0.4,2.582090156206717,4.746270468620151,1.720299558294852
A:WeLM,16.0,0.4,1.2180707753142805,0.6542123259428416,1.0245796166494858
A:PaLM 2,16.0,0.4,0.8477766297836242,-0.4566701106491273,1.0171705331234144
A:StarCoder,16.0,0.4,0.9243966749061859,-0.2268099752814422,1.003869071760241
A:ruGPT-3.5 13B,16.0,0.4,1.7966838737785984,2.390051621335795,1.2356279917036388
A:Incoder-6.7B,16.0,0.4,0.7487268771079111,-0.7538193686762668,1.053540871235581
A:Cerebras-GPT-13B,16.0,0.4,1.088467576392676,0.2654027291780283,1.0045000576383294
A:BloombergGPT,16.0,0.4,0.8687163095910897,-0.3938510712267309,1.0124462210387994
A:CPM-Bee,16.0,0.4,0.9481693758330975,-0.15549187250070762,1.0017717304527187
A:LightOn Mini,16.0,0.4,1.1954406247375462,0.5863218742126386,1.0200899681510909
A:Palmyra Large 20B,16.0,0.4,1.4426999059072136,1.328099717721641,1.087077711408962
A:gpt-sw3-40b,16.0,0.4,0.757858283255199,-0.726425150234403,1.049057556012994
A:CodeGen-Mono 16.1B,16.0,0.4,1.0624287916689392,0.18728637500681766,1.002294292053941
A:Hyena-2 355M,16.0,0.4,1.474677891570833,1.4240336747124989,1.0982481753837399
A:Hyena-2 153M,16.0,0.4,2.06496140172736,3.1948842051820803,1.379415889524912
A:Hybrid H3-1.3B,16.0,0.4,3.2628616731018125,6.788585019305438,2.2874919106256075
A:ALM 1.0,16.0,0.4,1.78122259020899,2.34366777062697,1.2280987148524698
A:Verbatim Memory Transformer (117M),16.0,0.4,2.0058070419168645,3.0174211257505936,1.345651594405617
A:CPM-Ant,16.0,0.4,0.5343804897644487,-1.3968585307066537,1.2731772675354587
A:NeMO Megatron GPT 20B,16.0,0.4,1.0259591232818295,0.07787736984548843,1.0004105664760397
A:Luminous-supreme,16.0,0.4,0.9816408383295789,-0.055077485011263194,1.0002146154838438
A:Luminous-extended,16.0,0.4,0.9831202410986843,-0.05063927670394697,1.0001811462957442
A:Luminous-base,16.0,0.4,1.3015626792953958,0.9046880378861875,1.0442424333292164
A:GLM-130B,16.0,0.4,0.5171287253641341,-1.4486138239075976,1.3060671978450857
A:BLOOM-1.7B,16.0,0.4,2.791089373098434,5.373268119295302,1.8803373721449508
A:GPT-SW3,16.0,0.4,1.2695598237598773,0.8086794712796319,1.0361562958129376
A:YaLM,16.0,0.4,0.5119181277698048,-1.4642456166905855,1.3167099600122611
A:CodeGeeX,16.0,0.4,1.756071668564198,2.2682150056925936,1.216037490750492
A:BIG-G 137B,16.0,0.4,0.6265758267096857,-1.120272519870943,1.144952582503979
A:GPT-2 Medium (FlashAttention),16.0,0.4,1.260388534584111,0.7811656037523331,1.0339615544381755
A:OPT-175B,16.0,0.4,0.4092500712291732,-1.7722497863124806,1.6211322283717098
A:Sparse all-MLP,16.0,0.4,0.8490165528861506,-0.4529503413415481,1.016865758283716
A:PaLM (540B),16.0,0.4,0.3820496319967933,-1.8538511040096202,1.7465006664277092
A:NoPos,16.0,0.4,0.42986776791095255,-1.7103966962671422,1.5416727564273625
A:Chinchilla,16.0,0.4,1.0933620739432781,0.28008622182983434,1.0049900615211815
A:GPT3-6.7B + muP,16.0,0.4,1.5092826782022193,1.5278480346066579,1.110891120819825
A:Statement Curriculum Learning,16.0,0.4,3.9000735618491205,8.700220685547361,2.938874391201255
A:PolyCoder,16.0,0.4,0.9628608340552188,-0.11141749783434352,1.000895565655574
A:LaMDA,16.0,0.4,0.9792399297260004,-0.06228021082199886,1.0002750960660456
A:RETRO-7B,16.0,0.4,1.649648678341771,1.948946035025313,1.1676504001162555
A:AlphaCode,16.0,0.4,1.1667716490566151,0.5003149471698454,1.0149650189802077
A:Primer (GPT-3 XL-like 1.9B),16.0,0.4,5.336574354399839,13.009723063199516,4.852508292304781
A:Fairseq-dense 13B,16.0,0.4,1.2992456975679225,0.8977370927037676,1.0436351930624994
A:GLaM,16.0,0.4,0.6727738272736477,-0.981678518179057,1.1024614840808378
A:Gopher (280B),16.0,0.4,0.33910742282744655,-1.9826777315176605,2.009480832070691
A:Japanese dialog transformers,16.0,0.4,1.2262814167057436,0.6788442501172309,1.026301491777826
A:Yuan 1.0,16.0,0.4,0.2912579153168143,-2.1262262540495573,2.4503079186306738
A:Megatron-Turing NLG 530B,16.0,0.4,0.25187621866642473,-2.244371344000726,3.017790290070431
A:HyperCLOVA 82B,16.0,0.4,0.5542107785267618,-1.3373676644197146,1.2394019766324145
A:HyperCLOVA 204B,16.0,0.4,0.4940548315358213,-1.517835505392536,1.355953593093446
A:NLM,16.0,0.4,1.8652562613636872,2.5957687840910615,1.2700508417090035
A:MEB,16.0,0.4,0.5569375516318907,-1.329187345104328,1.235064776130647
"A:GPT-2 (1.5B, Curriculum Learning 45K)",16.0,0.4,2.558134397120378,4.674403191361133,1.7027597237029344
"A:GPT-2 (117M, SLW 110K)",16.0,0.4,5.880815077446203,14.64244523233861,5.747191193329259
A:Jurassic-1-Jumbo,16.0,0.4,0.406473753485455,-1.780578739543635,1.6327771443522199
A:EMDR,16.0,0.4,6.277111730750444,15.83133519225133,6.460194432307436
A:PanGu-α,16.0,0.4,0.17288271271674155,-2.481351861849775,5.5814112896907195
A:GLM-10B,16.0,0.4,0.7666085897015944,-0.7001742308952168,1.0450029288008114
A:GLM-2B,16.0,0.4,1.0123847268239228,0.03715418047176833,1.0000946933831112
A:AraGPT2-Mega,16.0,0.4,2.4357375860365424,4.307212758109627,1.6157482978756168
A:CPM-Large,16.0,0.4,0.6941434919324477,-0.9175695242026568,1.0863701899644589
A:GShard (dense),16.0,0.4,2.751700742400713,5.255102227202139,1.8492173746061156
A:GShard (600B),16.0,0.4,0.45401165457111015,-1.6379650362866696,1.4622510979960408
A:GPT-3 6.7B,16.0,0.4,1.5129020702189746,1.5387062106569238,1.1122458638634054
A:GPT-3 XL,16.0,0.4,2.8904864400802324,5.671459320240697,1.9608402390316888
A:GPT-3 Small,16.0,0.4,7.420556969510295,19.261670908530885,8.819883624461355
A:GPT-3 Medium,16.0,0.4,4.882255570835251,11.646766712505752,4.178478733071616
A:GPT-3 Large,16.0,0.4,3.604749347694062,7.814248043082186,2.6223600319474127
A:GPT-3 2.7B,16.0,0.4,2.1872688059755903,3.5618064179267708,1.4527406367452018
A:GPT-3 13B,16.0,0.4,1.1631594615962708,0.48947838478881245,1.0143656984372587
A:GPT-3 175B (davinci),16.0,0.4,0.4096215655412457,-1.7711353033762631,1.619592159014724
A:GPT3-6.7B (rerun of original),16.0,0.4,1.5092826782022193,1.5278480346066579,1.110891120819825
A:FFN SwiGLU,16.0,0.4,2.904313060643373,5.712939181930119,1.9722620572809304
A:RMSNorm (Transformer-base),16.0,0.4,2.203997865790529,3.6119935973715864,1.4631309198721756
A:Megatron-LM (8.3B),16.0,0.4,1.1877062252836044,0.5631186758508131,1.0186440500293639
A:Megatron-LM (2.5B),16.0,0.4,1.7291420656207541,2.1874261968622624,1.2033834892839494
A:Megatron-LM (355M),16.0,0.4,4.190336776551602,9.571010329654806,3.274955406585118
A:Megatron-LM (1.2B),16.0,0.4,2.317604734984065,3.952814204952195,1.535941974186462
A:Grover-Mega,16.0,0.4,3.4101537055037294,7.230461116511188,2.4276371006577278
A:GPT-2 (1.5B),16.0,0.4,2.396287879158682,4.188863637476046,1.5886382686891385
B:meta-llama/Llama-2-7b-hf,20.0,0.3,2.246118278950729,3.7383548368521864,1.7013234559441863
B:meta-llama/Llama-2-13b-hf,20.0,0.3,1.843563370237957,2.530690110713871,1.359437361677583
B:meta-llama/Llama-2-70b-hf,20.0,0.3,1.1178650143455158,0.3535950430365473,1.0103937605293793
B:huggyllama/llama-7b,20.0,0.3,1.8244149545772728,2.4732448637318183,1.345585502835078
B:huggyllama/llama-13b,20.0,0.3,1.4974387653103585,1.4923162959310754,1.1444639394927414
B:huggyllama/llama-30b,20.0,0.3,1.2584860582426343,0.7754581747279028,1.0449321536703515
B:huggyllama/llama-65b,20.0,0.3,1.021137112882224,0.06341133864667192,1.0003646543908764
B:meta-llama/Meta-Llama-3-70B,20.0,0.3,2.0321811974989847,3.096543592496954,1.5076236284171454
B:meta-llama/Meta-Llama-3-8B,20.0,0.3,3.900313145113234,8.700939435339702,4.210115376938925
B:meta-llama/Llama-3.1-405B,20.0,0.3,1.216515446907375,0.6495463407221247,1.0324753324941311
B:meta-llama/Llama-3.1-70B,20.0,0.3,2.0321811974989847,3.096543592496954,1.5076236284171454
B:meta-llama/Llama-3.1-8B,20.0,0.3,3.900313145113234,8.700939435339702,4.210115376938925
B:Qwen/Qwen1.5-72B,20.0,0.3,1.2448231574482571,0.7344694723447713,1.040691621952274
B:Qwen/Qwen1.5-32B,20.0,0.3,1.7246263559694708,2.1738790679084126,1.277015950918533
B:Qwen/Qwen1.5-14B,20.0,0.3,2.212702137794283,3.6381064133828485,1.66927001629999
B:Qwen/Qwen1.5-7B,20.0,0.3,2.654614465064802,4.963843395194406,2.148188064789215
B:Qwen/Qwen1.5-4B,20.0,0.3,2.784601579972225,5.353804739916674,2.3123713884387302
B:Qwen/Qwen1.5-1.8B,20.0,0.3,3.503755389838677,7.5112661695160305,3.4291467035608827
B:Qwen/Qwen1.5-0.5B,20.0,0.3,4.854306817899756,11.562920453699268,6.645777815289732
B:Qwen/Qwen-72B,20.0,0.3,1.2448231574482571,0.7344694723447713,1.040691621952274
B:Qwen/Qwen-14B,20.0,0.3,2.0297443186274804,3.089232955882441,1.5055740213891884
B:Qwen/Qwen-7B,20.0,0.3,2.277439410126793,3.8323182303803796,1.731975460393392
B:Qwen/Qwen2-72B,20.0,0.3,1.602318963966921,1.8069568919007633,1.2014534910590535
B:Qwen/Qwen2-7B,20.0,0.3,3.1528905385624335,6.458671615687301,2.83861795764108
B:Qwen/Qwen2-1.5B,20.0,0.3,5.08920956564427,12.26762869693281,7.379694539702955
B:Qwen/Qwen2-0.5B,20.0,0.3,8.420127125392947,22.26038137617884,25.260946860149627
B:deepseek-ai/DeepSeek-V2,20.0,0.3,2.4298010675970843,4.289403202791252,1.8895447208660634
B:deepseek-ai/DeepSeek-Coder-V2-Base,20.0,0.3,2.603785861189118,4.811357583567354,2.0869353460647524
B:01-ai/Yi-6B,20.0,0.3,2.618564820408585,4.855694461225756,2.1045761453243945
B:01-ai/Yi-34B,20.0,0.3,1.5556139430534663,1.666841829160399,1.175156204831927
B:01-ai/Yi-1.5-34B,20.0,0.3,1.6430705098356022,1.9292115295068066,1.2255687716562418
B:01-ai/Yi-1.5-9B,20.0,0.3,2.4705991471018223,4.411797441305467,1.934143873798466
B:01-ai/Yi-1.5-6B,20.0,0.3,2.7657804519681073,5.297341355904322,2.287920858135638
B:google/gemma-7b,20.0,0.3,2.9089375705069713,5.726812711520914,2.4797634548782552
B:google/gemma-2b,20.0,0.3,3.4129041700701834,7.238712510210551,3.267505736362046
B:google/gemma-2-27b,20.0,0.3,2.5904395107260845,4.771318532178253,2.0711232306912155
B:google/gemma-2-9b,20.0,0.3,3.096651648799967,6.289954946399901,2.7522365579373056
B:google/gemma-2-2b,20.0,0.3,2.9839482403507898,5.951844721052369,2.5857527370136664
B:tiiuae/falcon-180B,20.0,0.3,0.9923747398124316,-0.022875780562705117,1.0000488269738605
B:tiiuae/falcon-40b,20.0,0.3,1.0549358389008883,0.1648075167026648,1.0023859787230616
B:tiiuae/falcon-7b,20.0,0.3,2.0184032729406245,3.0552098188218735,1.4960816993545447
B:tiiuae/falcon-rw-1b,20.0,0.3,2.3599968027716853,4.079990408315056,1.8156037640964118
B:microsoft/phi-2,20.0,0.3,2.632272164888987,4.896816494666961,2.121061569084669
B:microsoft/phi-1_5,20.0,0.3,1.648126862441158,1.944380587323474,1.228635749515176
B:bigscience/bloom-560m,20.0,0.3,2.787685437712777,5.363056313138331,2.316399713029325
B:bigscience/bloom-1b1,20.0,0.3,2.297597698317277,3.892793094951831,1.7520152387560168
B:bigscience/bloom-3b,20.0,0.3,1.6837201822678647,2.051160546803594,1.2506866609202059
B:bigscience/bloom-7b1,20.0,0.3,1.3022957535117583,0.9068872605352749,1.0596815278877683
B:bigscience/bloom,20.0,0.3,0.5068723561365502,-1.4793829315903493,1.4587508191509377
B:EleutherAI/gpt-neox-20b,20.0,0.3,1.0423200538438386,0.1269601615315159,1.0014326091561334
B:EleutherAI/gpt-neo-2.7B,20.0,0.3,1.860491787559135,2.5814753626774047,1.3718676215636596
B:EleutherAI/gpt-neo-1.3B,20.0,0.3,2.2278775473745225,3.6836326421235674,1.6837436849708447
B:EleutherAI/gpt-neo-125m,20.0,0.3,4.202885361474439,9.608656084423316,4.893315979832386
B:EleutherAI/gpt-j-6b,20.0,0.3,1.4336139055117063,1.300841716535119,1.1135349889738073
B:facebook/opt-6.7b,20.0,0.3,1.2735175578326936,0.8205526734980808,1.049797794250639
B:facebook/opt-1.3b,20.0,0.3,2.082784667907069,3.248354003721207,1.5509818822965125
B:facebook/opt-350m,20.0,0.3,3.087499986804552,6.262499960413656,2.7383896371832828
B:facebook/opt-13b,20.0,0.3,1.043865085949641,0.131595257848923,1.0015369007565136
B:facebook/opt-2.7b,20.0,0.3,1.6727007378143364,2.018102213443009,1.243773857600843
B:facebook/opt-30b,20.0,0.3,0.8122523963562356,-0.5632428109312932,1.0366239596685747
B:facebook/opt-125m,20.0,0.3,4.204887431174572,9.614662293523715,4.898100867855242
B:facebook/opt-66b,20.0,0.3,0.6411567178765024,-1.0765298463704926,1.1773883589708445
B:mosaicml/mpt-30b,20.0,0.3,1.1656136506907158,0.4968409520721473,1.0197439747428647
B:mosaicml/mpt-7b,20.0,0.3,1.803688720088377,2.4110661602651313,1.3308425988133403
B:facebook/xglm-564M,20.0,0.3,3.1188771702102267,6.35663151063068,2.7861087489737475
B:facebook/xglm-1.7B,20.0,0.3,2.2399964300585324,3.7199892901755973,1.6954011998934364
B:facebook/xglm-4.5B,20.0,0.3,1.6132607913241555,1.8397823739724664,1.2078225006881065
B:facebook/xglm-7.5B,20.0,0.3,1.4350387341664474,1.3051162024993423,1.1141930449158666
B:codellama/CodeLlama-7b-hf,20.0,0.3,2.407361390663237,4.222084171989712,1.8654504268261287
B:codellama/CodeLlama-13b-hf,20.0,0.3,1.9759120951258673,2.927736285377602,1.4611964894591711
B:codellama/CodeLlama-34b-hf,20.0,0.3,1.4847464975712046,1.4542394927136137,1.138080314464276
B:codellama/CodeLlama-70b-hf,20.0,0.3,1.2649750596701972,0.7949251790105916,1.0470071488938897
B:bigcode/starcoderbase-1b,20.0,0.3,3.1112800920595127,6.333840276178538,2.774491702875616
B:bigcode/starcoderbase-3b,20.0,0.3,2.3257049910364844,3.9771149731094533,1.7803665550811258
B:bigcode/starcoderbase-7b,20.0,0.3,1.7647244807764713,2.294173442329414,1.3038352396334913
B:bigcode/starcoderbase,20.0,0.3,1.4209915384475351,1.2629746153426054,1.1077715306949854
B:bigcode/starcoder2-15b,20.0,0.3,2.1819204152822884,3.5457612458468653,1.6403345408569985
B:bigcode/starcoder2-7b,20.0,0.3,2.6510901125595665,4.953270337678699,2.1438879091406604
B:bigcode/starcoder2-3b,20.0,0.3,3.317389217897195,6.952167653691585,3.1042256532400385
B:deepseek-ai/deepseek-coder-1.3b-base,20.0,0.3,3.6797388186021323,8.039216455806397,3.760285469608341
B:deepseek-ai/deepseek-coder-6.7b-base,20.0,0.3,2.245908812835196,3.737726438505588,1.701120447750881
B:deepseek-ai/deepseek-coder-33b-base,20.0,0.3,1.3902683373306444,1.170805011991933,1.094247709928902
B:openlm-research/open_llama_3b_v2,20.0,0.3,2.3257049910364844,3.9771149731094533,1.7803665550811258
B:openlm-research/open_llama_7b_v2,20.0,0.3,1.803688720088377,2.4110661602651313,1.3308425988133403
B:openlm-research/open_llama_7b,20.0,0.3,1.803688720088377,2.4110661602651313,1.3308425988133403
B:openlm-research/open_llama_3b,20.0,0.3,2.3257049910364844,3.9771149731094533,1.7803665550811258
B:openlm-research/open_llama_13b,20.0,0.3,1.4979868315817226,1.493960494745168,1.1447421506037287
B:deepseek-ai/deepseek-llm-67b-base,20.0,0.3,1.1276583996019938,0.3829751988059813,1.0120939915808962
B:deepseek-ai/deepseek-llm-7b-base,20.0,0.3,2.220601291150048,3.6618038734501437,1.6767866989340274
B:deepseek-ai/deepseek-moe-16b-base,20.0,0.3,2.9231600225915537,5.769480067774661,2.4995675641637956
B:stabilityai/stablelm-base-alpha-3b,20.0,0.3,2.626527804403767,4.879583413211301,2.114138477064788
B:stabilityai/stablelm-base-alpha-7b-v2,20.0,0.3,1.8648938187354687,2.594681456206406,1.3751282368133722
B:stabilityai/stablelm-2-1_6b,20.0,0.3,3.4291668938504434,7.287500681551331,3.295982687977732
B:stabilityai/stablelm-base-alpha-7b,20.0,0.3,2.0369903285499067,3.11097098564972,1.511678831106365
B:RWKV/rwkv-4-169m-pile,20.0,0.3,3.95256637642416,8.85769912927248,4.3225313820199895
B:RWKV/rwkv-4-430m-pile,20.0,0.3,2.9867897110320625,5.960369133096187,2.589842770232885
B:RWKV/rwkv-4-1b5-pile,20.0,0.3,2.053136413658844,3.1594092409765318,1.525394127252522
B:RWKV/rwkv-4-7b-pile,20.0,0.3,1.2933491180305163,0.880047354091549,1.0565302661078717
B:RWKV/rwkv-4-14b-pile,20.0,0.3,1.0505259204455106,0.1515777613365319,1.0020265076168255
B:RWKV/rwkv-4-3b-pile,20.0,0.3,1.6676649720406433,2.00299491612193,1.2406403866602642
B:togethercomputer/RedPajama-INCITE-Base-7B-v0.1,20.0,0.3,1.803688720088377,2.4110661602651313,1.3308425988133403
B:togethercomputer/RedPajama-INCITE-Base-3B-v1,20.0,0.3,2.1751119829601957,3.525335948880587,1.6340108618209022
B:LLM360/Amber,20.0,0.3,1.954930768939195,2.864792306817585,1.4443667768905766
B:Salesforce/codegen-6B-nl,20.0,0.3,1.3903891703159093,1.1711675109477278,1.0942994760439244
B:Salesforce/codegen-16B-nl,20.0,0.3,1.0359666070047535,0.10789982101426054,1.001040950551283
B:HuggingFaceTB/SmolLM-135M,20.0,0.3,5.064133592175584,12.192400776526753,7.298628364398141
B:HuggingFaceTB/SmolLM-360M,20.0,0.3,3.7634677803845933,8.29040334115378,3.9263972308221353
B:HuggingFaceTB/SmolLM-1.7B,20.0,0.3,2.752246581037992,5.256739743113975,2.270481824289066
B:cerebras/Cerebras-GPT-111M,20.0,0.3,1.0,0.0,1.0
B:cerebras/Cerebras-GPT-256M,20.0,0.3,1.0,0.0,1.0
B:cerebras/Cerebras-GPT-590M,20.0,0.3,1.0,0.0,1.0
B:cerebras/Cerebras-GPT-1.3B,20.0,0.3,1.0,0.0,1.0
B:cerebras/Cerebras-GPT-2.7B,20.0,0.3,1.0,0.0,1.0
B:cerebras/Cerebras-GPT-6.7B,20.0,0.3,1.0,0.0,1.0
B:cerebras/btlm-3b-8k-base,20.0,0.3,2.0217846137267204,3.065353841180161,1.4989038508614725
B:h2oai/h2o-danube-1.8b-base,20.0,0.3,2.696933117590539,5.090799352771617,2.200442708949604
B:h2oai/h2o-danube2-1.8b-base,20.0,0.3,3.7497865997642084,8.249359799292625,3.8988707579633157
B:h2oai/h2o-danube3-500m-base,20.0,0.3,5.985822468298396,14.957467404895189,10.73587763782761
B:h2oai/h2o-danube3-4b-base,20.0,0.3,3.6624130070298904,7.987239021089671,3.7266097363122523
B:allenai/OLMo-1B-hf,20.0,0.3,4.281742242007712,9.845226726023135,5.084477358523577
B:allenai/OLMo-7B-hf,20.0,0.3,2.3858506348037163,4.157551904411148,1.8426428276857423
B:allenai/OLMo-7B-0424-hf,20.0,0.3,2.2479539331040783,3.743861799312235,1.703103642218024
B:TinyLlama/TinyLlama_v1.1,20.0,0.3,3.868852695027354,8.606558085082062,4.143528049365283
B:EleutherAI/pythia-70m,20.0,0.3,4.9941276106771,11.982382832031298,7.075782498152965
B:EleutherAI/pythia-160m,20.0,0.3,3.887467174887408,8.662401524662224,4.182827325670635
B:EleutherAI/pythia-410m,20.0,0.3,2.954179009583437,5.862537028750311,2.543233162653353
B:EleutherAI/pythia-1b,20.0,0.3,2.245198182680153,3.735594548040459,1.7004319227061009
B:EleutherAI/pythia-1.4b,20.0,0.3,2.030421720088789,3.091265160266367,1.5061434155303317
B:EleutherAI/pythia-2.8b,20.0,0.3,1.6587925015588039,1.9763775046764116,1.2351587685061138
B:EleutherAI/pythia-6.9b,20.0,0.3,1.2645464661047359,0.7936393983142076,1.0468688979042176
B:EleutherAI/pythia-12b,20.0,0.3,1.0732687021724305,0.2198061065172916,1.0041742720882454
B:meta-llama/Llama-3.2-1B,20.0,0.3,5.866482489482406,14.599447468447218,10.235354266655204
B:meta-llama/Llama-3.2-3B,20.0,0.3,4.404541249368869,10.213623748106606,5.393325885189563
B:meta-llama/Llama-4-Scout-17B-16E,20.0,0.3,4.179981140338563,9.539943421015689,4.838827552370932
B:meta-llama/Llama-4-Maverick-17B-128E,20.0,0.3,3.4936800435895825,7.481040130768747,3.4109124882926336
B:Qwen/Qwen2.5-0.5B,20.0,0.3,9.509244765219666,25.527734295659,34.923947141259724
B:Qwen/Qwen2.5-1.5B,20.0,0.3,6.756202754576188,17.268608263728566,14.402972693999663
B:Qwen/Qwen2.5-3B,20.0,0.3,5.48853660329071,13.465609809872129,8.761730126442801
B:Qwen/Qwen2.5-7B,20.0,0.3,4.185633833063825,9.556901499191476,4.85223211168138
B:Qwen/Qwen2.5-14B,20.0,0.3,3.4312969741168633,7.29389092235059,3.29972727557433
B:Qwen/Qwen2.5-32B,20.0,0.3,2.7018060469578518,5.105418140873555,2.2065335464378077
