unit,unit_type,family,dev,n_members,members,reading,bound,fam_class,year,date,C_total,N_flagship,D_flagship,M_cw,w_ref,s_ref,w_lab1,s_lab1,w_ra2primary,s_ra2primary,serve_any,serve_all,serve_flagship,serve_hi_any,serve_developer,tier_share,tier_any,ondevice,local,has_lab,lab_path,unit_kind,id_class,own_cap,syn_protocol,syn_fixlist,R_CO,R_INF,R_DEV,deployment_rationale,codes_file,emb_share_min,emb_share_max,emb_share_cw,N_emb_share_flagship,w_band_ptmin,w_band_ptmax,all_tech_gt1,w_ref_lo,w_ref_hi,w_lab1_lo,w_lab1_hi
B:allenai/OLMo-2-1124-13B,model,OLMo-2,AI2,1,OLMo-2-1124-13B,,lower bound,size-specific-D,2024,2024-12-31 00:00:00,4.2383053056e+23,13716198400.0,5150000000000.0,375.4684679976631,3.3823441819031577,0.704347060435072,1.6776252385045005,0.4039193157993746,2.5916690686886463,0.6141482675849552,0,0,0,0,0,1.0,1,0,0,1,ai2,size-specific member,lower bound,1,1,1,0,0,0,0,readings_final.csv,0.07491904462390975,0.07491904462390975,0.07491904462390975,0.07491904462390975,1.0157793294241535,4.4287461555070236,True,2.716585403686523,4.206801416784018,1.3813763493786726,2.090877960742295
B:allenai/OLMo-2-0325-32B,model,OLMo-2,AI2,1,OLMo-2-0325-32B,,lower bound,size-specific-D,2025,2025-03-13 00:00:00,1.1894449296384e+24,32234279936.0,6150000000000.0,190.79067415839913,2.540531887552256,0.6063816380736409,1.1420935201411113,0.12441496045223596,1.2770480396458865,0.2169441015881512,0,0,0,0,0,1.0,1,0,0,1,ai2,size-specific member,lower bound,1,1,1,0,0,0,0,readings_final.csv,0.031879244147543284,0.031879244147543284,0.031879244147543284,0.031879244147543284,0.8150478820162842,3.5727123793419975,False,2.0125597068932475,3.19854668690297,0.9742285796365387,1.3899240991746564
Olmo-3,family,Olmo-3,AI2,2,Olmo-3-1025-7B; Olmo-3-1125-32B,choice,point (family share),common-D,2025,2025-09-12 19:24:57,1.34708838801408e+24,32233522176.0,5600000000000.0,235.8436746153352,2.6960441531478128,0.6290861932537593,1.236557092522097,0.19130300893718724,1.4086715385472368,0.29011130512986716,0,0,0,0,0,1.0,1,0,0,1,ai2,common-budget,point,0,1,0,0,0,1,1,readings_final.csv,0.03185648513349737,0.11256181453982372,0.04767549169535919,0.03185648513349737,0.8613003078874786,3.6917948360067965,False,2.1431802159514723,3.3786041642259956,1.051806555309999,1.4956773176381422
B:HuggingFaceTB/SmolLM2-135M,model,SmolLM2,Hugging Face,1,SmolLM2-135M,,point (member),size-specific-D,2024,2024-10-31 00:46:04,1.614180096e+21,134515008.0,2000000000000.0,14868.22942463045,16.020520283377447,0.9375800546853913,16.020520283377447,0.9375800546853913,16.020520283377447,0.9375800546853913,0,0,0,0,0,0.0,0,1,1,0,,size-specific member,point,0,1,1,0,1,1,1,readings_final.csv,0.21047132525167744,0.21047132525167744,0.21047132525167744,0.21047132525167744,2.044352519301528,239.3274817579061,True,12.431785404248519,21.23791812124569,12.431785404248519,21.23791812124569
B:HuggingFaceTB/SmolLM2-360M,model,SmolLM2,Hugging Face,1,SmolLM2-360M,,point (member),size-specific-D,2024,2024-10-31 00:43:11,8.68370688e+21,361821120.0,4000000000000.0,11055.186607127851,14.187999867403722,0.929517901794075,14.187999867403722,0.929517901794075,14.187999867403722,0.929517901794075,0,0,0,0,0,0.0,0,1,1,0,,size-specific member,point,0,1,1,0,1,1,1,readings_final.csv,0.13041228770725155,0.13041228770725155,0.13041228770725155,0.13041228770725155,1.9154905512204634,150.5666007779725,True,10.965888404378552,18.813849241647823,10.965888404378552,18.813849241647823
B:HuggingFaceTB/SmolLM2-1.7B,model,SmolLM2,Hugging Face,1,SmolLM2-1.7B,,lower bound,size-specific-D,2024,2024-10-30 22:50:10,1.12950841344e+23,1711376384.0,11000000000000.0,6427.574964128993,11.341912093495042,0.9118314450194397,11.341912093495042,0.9118314450194397,11.341912093495042,0.9118314450194397,0,0,0,0,0,0.0,0,1,1,0,,size-specific member,lower bound,1,1,1,0,1,1,1,readings_final.csv,0.058820080106936845,0.058820080106936845,0.05882008010693684,0.058820080106936845,1.7179708940854475,68.11017532430321,True,8.689753055664552,15.06281222669002,8.689753055664552,15.06281222669002
B:HuggingFaceTB/SmolLM3-3B-Base,model,SmolLM3,Hugging Face,1,SmolLM3-3B-Base,,point (member),singleton,2025,2025-06-19 11:33:11,2.066466275328e+23,3075098624.0,11200000000000.0,3642.1596083417217,8.913539383807574,0.887811120034247,8.913539383807574,0.887811120034247,8.913539383807574,0.887811120034247,0,0,0,0,0,1.0,1,1,1,0,,singleton,point,0,1,1,0,1,0,1,readings_final.csv,0.08541784187016699,0.08541784187016699,0.08541784187016699,0.08541784187016699,1.5983930785744862,37.059170533642856,True,6.896752653168312,11.747370053897965,6.896752653168312,11.747370053897965
B:tiiuae/Falcon3-7B-Base,model,Falcon3,TII,1,Falcon3-7B-Base,,point (member),singleton,2024,2024-12-17 00:00:00,6.26266238976e+23,7455550464.0,14000000000000.0,1877.7956191968171,6.7383767726828285,0.8515963066870987,6.7383767726828285,0.8515963066870987,6.7383767726828285,0.8515963066870987,0,0,0,0,0,1.0,1,0,0,0,,singleton,point,0,0,0,0,0,0,0,readings_final.csv,0.10801434071012139,0.10801434071012139,0.10801434071012139,0.10801434071012139,1.457519055672676,17.453832024583676,True,5.173561208532948,8.839074336119126,5.173561208532948,8.839074336119126
B:tiiuae/falcon-11B,model,Falcon2,TII,1,falcon-11B,,point (member),singleton,2024,2024-05-09 00:00:00,3.663931392e+23,11102822400.0,5500000000000.0,495.3695377492484,3.805993143498089,0.7372564893585437,3.805993143498089,0.7372564893585437,3.805993143498089,0.7372564893585437,0,0,0,0,0,0.0,0,0,0,0,,singleton,point,0,0,0,0,1,1,1,readings_final.csv,0.04797668455905413,0.04797668455905413,0.04797668455905413,0.04797668455905413,1.0873605135252506,5.241574377012127,True,3.045849282043561,4.755697513183761,3.045849282043561,4.755697513183761
Granite-3.0,family,Granite-3.0,IBM,2,granite-3.0-2b-base; granite-3.0-8b-base,cap or choice,lower bound (point if choice),common-D,2024,2024-10-21 00:00:00,7.70714025984e+23,8170835968.0,12000000000000.0,1937.6579144954449,6.684818764034058,0.8504073131525657,6.684818764034058,0.8504073131525657,6.684818764034058,0.8504073131525657,1,1,1,1,1,1.0,1,0,0,0,,common-budget,lower bound (point if choice),0,1,0,0,1,1,1,readings_final.csv,0.024639656552703948,0.039732497597150696,0.02821185446604472,0.024639656552703948,1.4695664252519933,16.701493604271732,True,5.159080370141951,8.724072058326582,5.159080370141951,8.724072058326582
Apertus,family,Apertus,Swiss AI,2,Apertus-8B-2509; Apertus-70B-2509,choice,point (family share),common-D,2025,2025-09-02 00:00:00,7.07878823904e+24,70599864480.0,15000000000000.0,265.3529890734777,2.849525401212539,0.6490643671488323,2.849525401212539,0.6490643671488323,2.849525401212539,0.6490643671488323,0,0,0,0,0,1.0,1,0,0,0,,common-budget,point,0,1,0,0,0,0,0,readings_final.csv,0.03041767379891147,0.1333287887003045,0.040954790945874696,0.03041767379891147,0.7812999673390547,4.043883931206465,False,2.1849556287872476,3.706233368961893,2.1849556287872476,3.706233368961893
B:marin-community/marin-8b-base,model,Marin,Marin,1,marin-8b-base,,point (member),singleton,2025,2025-05-19 00:00:00,6.119059070976e+23,8030261248.0,12700000000000.0,1581.5176627239916,6.261061640533761,0.8402826776970129,5.221094375858128,0.8084692732956695,5.081706446921882,0.8032157090447983,0,0,0,0,0,1.0,1,0,0,1,marin,singleton,point,0,1,0,0,0,0,0,readings_final.csv,0.13083922422345584,0.13083922422345584,0.13083922422345584,0.13083922422345584,1.431983243664545,14.84312035837684,True,4.82652195323475,8.1610050406707,2.0932811959427555,14.795230602825296
B:m-a-p/neo_7b,model,MAP-Neo,M-A-P,1,neo_7b,,point (member),singleton,2024,2024-07-10 00:00:00,2.0668935426048e+23,7793716224.0,4420000000000.0,567.1235483772215,4.025435220045099,0.7515796565249915,4.025435220045099,0.7515796565249915,4.025435220045099,0.7515796565249915,0,0,0,0,0,1.0,1,0,0,0,,singleton,point,0,0,0,0,0,0,0,readings_final.csv,0.05065476502522448,0.05065476502522448,0.05065476502522448,0.05065476502522448,1.146731660753702,6.2394184865744435,True,3.232044209831567,5.000781161300329,3.232044209831567,5.000781161300329
B:stabilityai/stablelm-3b-4e1t,model,StableLM-3B-4E1T,Stability AI,1,stablelm-3b-4e1t,,lower bound,singleton,2023,2023-09-29 00:00:00,6.70906368e+22,2795443200.0,4000000000000.0,1430.900116303561,5.958112688136584,0.8321616168839612,5.958112688136584,0.8321616168839612,5.958112688136584,0.8321616168839612,0,0,0,0,0,1.0,1,0,0,0,,singleton,lower bound,1,0,0,0,0,0,0,readings_final.csv,0.09213439929668399,0.09213439929668399,0.09213439929668399,0.09213439929668399,1.4812591392034722,17.073821082569612,True,4.789828313946013,7.51484124339694,4.789828313946013,7.51484124339694
