rep,sig_chin|web|P,sig_kappa|web|P,sig_mf_P|web|P,n_levels_P|web|P,sig_mf_P6|web|P,n_levels_P6|web|P,q3_slope|web|P,q3_mean|web|P,q3_n|web|P,q3_slope_mainonly|web|P,sig_chin|edu|P,sig_kappa|edu|P,sig_mf_P|edu|P,n_levels_P|edu|P,sig_mf_P6|edu|P,n_levels_P6|edu|P,q3_slope|edu|P,q3_mean|edu|P,q3_n|edu|P,q3_slope_mainonly|edu|P,ce_chi|val1|P,ce_alpha|val1|P,ce_beta|val1|P,ce_chi|val2|P,ce_alpha|val2|P,ce_beta|val2|P,sig_chin|web|T,sig_kappa|web|T,sig_mf_T|web|T,n_levels_T|web|T,q3_slope|web|T,q3_mean|web|T,q3_n|web|T,q3_slope_mainonly|web|T,sig_chin|edu|T,sig_kappa|edu|T,sig_mf_T|edu|T,n_levels_T|edu|T,q3_slope|edu|T,q3_mean|edu|T,q3_n|edu|T,q3_slope_mainonly|edu|T,ce_chi|val1|T,ce_alpha|val1|T,ce_beta|val1|T,ce_chi|val2|T,ce_alpha|val2|T,ce_beta|val2|T,secs,cell,chi_true
22,0.7337483946532873,0.7331795609976428,0.7319579000726066,9,0.7365979511703041,10,0.002223985326675899,0.006568170902212534,15,-0.08812803010281783,0.7325934605488413,0.736367350387898,0.7607999431965672,8,0.7663777214336291,9,-0.08388287297295952,-0.0039692711047879595,17,0.0033698912618311634,0.1825119860202058,0.3551360288447309,0.37469702358187634,0.1972559822437665,0.35174538115833337,0.379228492124255,0.6594098612119006,0.6583858245339361,0.6775711374462623,10,0.147282115010866,0.15987951660625202,10,-0.28766076320489087,0.657179303853738,0.6617065542590094,0.7124141427531666,9,0.07586125810655876,0.11619401319191176,12,-0.008724860423529952,0.20866032964111003,0.665604528586597,0.3746833637386604,0.21155962050173294,0.6714608044474982,0.38317346169038063,7.850383043289185,chin_s005_r5,0.22
23,0.7366836423178633,0.7379258650352384,0.7381307355042946,8,0.7407460701591522,10,-0.07254780131958947,-0.011138743362044397,15,-0.0762536919396737,0.7297998656024012,0.7276672908854916,0.7082422347890471,8,0.7201422232506434,9,-0.0028169474116857603,0.01079930074778291,17,-0.04025810828064164,0.24607503493966298,0.36680247550185024,0.3656977376737337,0.23751874421963848,0.3576878214189848,0.3538181424375655,0.6488828037542584,0.6502610070767165,0.6926159777577053,9,0.09149421826618014,0.09971409080212582,10,-0.19199652523601723,0.6453581055863515,0.6499189744830745,0.6625306256847084,9,0.20689857043971877,0.2914562993478223,12,-0.09333660254463058,0.2642759638873864,0.7054905337574243,0.38771135042909755,0.2529649798477447,0.700336422307433,0.36535966999906166,7.845675230026245,chin_s005_r5,0.22
24,0.7344444455776262,0.7358955549801035,0.7208331250260369,8,0.74678307170973,10,-0.035754347227199515,-0.0009110796013932276,15,-0.07131398832746935,0.7329911832337757,0.7332196782363241,0.750354059326669,8,0.7542071585238019,9,0.017867124846558825,0.0914291146398015,17,-0.016506685974760134,0.2624496610955278,0.3482863371407363,0.38181151763657784,0.24042744165450802,0.3517160708778037,0.36505913502709564,0.6554776244633873,0.657734888203081,0.6718327504539955,9,0.09901892632323099,0.13289298646002867,10,-0.2029297299820198,0.6497085359108031,0.6573855595580894,0.7019253880894287,9,0.2032484680736433,0.2982005558023911,12,-0.11533243333794006,0.2517879098351834,0.6750854073774123,0.39356478823416036,0.2354720435629325,0.6583045543931229,0.3791416441841952,8.10422396659851,chin_s005_r5,0.22
25,0.7292538677229705,0.7284700817284976,0.7232258494371793,8,0.7315313534795974,10,-0.02791913961361423,0.006120283192076692,15,-0.0944019939795971,0.7360334192392349,0.7341998466790695,0.74680729296212,8,0.7417484101266323,9,-0.12503032286061672,-0.1762483035962907,17,-0.09047071587704018,0.2355740175291432,0.35801448074010384,0.3784466278047297,0.26494683860714563,0.36765559292774774,0.38643141930449276,0.6391420821177282,0.6403514793096318,0.672913329105126,9,0.15078239962273962,0.17217915138376533,10,-0.2471422115425613,0.6600831361548204,0.6665230154115186,0.6890712725095561,8,0.07870744645563604,0.054369799514615035,12,-0.2216646947792779,0.2273837200774178,0.7099605946609934,0.3525770954979866,0.22804898374984273,0.7142512942638035,0.353893761494398,8.249797105789185,chin_s005_r5,0.22
26,0.7350799670857504,0.7318645017063025,0.7202129488741599,8,0.7333555790232716,10,-0.08000022558276958,-0.0643451493186959,15,-0.06602379991992711,0.741661440003435,0.7414997330470791,0.7667596046956813,7,0.7552716087063708,9,-0.09028329341857337,-0.12257888405609195,17,0.008255303021523394,0.2044317406542957,0.34292883512233896,0.3639987705277978,0.1983167786212121,0.3502877992914698,0.36294036410530794,0.6530149140614342,0.6523277617740946,0.6757170718631236,9,0.1025474943012163,0.12171792893590912,10,-0.12201192674006595,0.6562519251639151,0.6572652530358641,0.7119348947982421,8,0.06840305132656747,0.017208575356483402,12,-0.04867246899131692,0.19819676951431742,0.6884094004738894,0.37359316528149605,0.214209599520359,0.6878800897922895,0.3741708362177194,8.260352849960327,chin_s005_r5,0.22
27,0.7352484562833426,0.7364285114460349,0.7315351576462567,9,0.7427463411920548,10,-0.04165098645716606,-0.029094632497538932,15,0.01873166748726901,0.7436922058040063,0.7435278478990092,0.7322750724530468,8,0.7436850781704416,9,-0.06542323129474945,-0.030761333484329027,17,-0.02955990534287019,0.2301148281734431,0.3408069110323675,0.3684785663833708,0.23872878435121248,0.34546331674125536,0.3573638826636658,0.6577666178089361,0.6598367690160689,0.6796837545676576,9,0.10517849777153401,0.11942844908502595,10,-0.033673524715186004,0.668271237092719,0.6697074360357478,0.7024836104610848,9,0.11392425643320526,0.15619709527614775,12,-0.004845459612568292,0.22476925722001617,0.6625569458984581,0.36739539336792787,0.2229658865443458,0.6732897732043854,0.37484208692943394,8.03095817565918,chin_s005_r5,0.22
28,0.7441264593919766,0.7465356064061296,0.7312125637852407,8,0.7420049242657389,10,-0.03827660972502026,0.019465629290139633,15,-0.015041439863108975,0.7459037329018205,0.7458739045766605,0.743136255932024,8,0.7546831305506227,9,-0.12656409481114983,-0.13580876398116787,17,-0.06970314732552794,0.23112463350931023,0.3318189266902088,0.3512620587035446,0.2407543833866015,0.34352049537715795,0.3558854713260008,0.6633698552637411,0.6688100026541468,0.6781518054192386,9,0.12395758427270288,0.1724351281460772,10,-0.07397504460881416,0.6667940477233281,0.6770819166444448,0.6989391746838274,9,0.051282925325308724,0.02535486467435742,12,-0.17798952555638117,0.2274426472940254,0.6358005642894494,0.36926279929152256,0.22940654512446557,0.6486170467586774,0.3643680307841202,7.830966949462891,chin_s005_r5,0.22
29,0.7325608977991099,0.7345631273582413,0.7195150090897702,8,0.7338079822211538,10,-0.030388966724592622,-0.002454282018952155,15,-0.006620829027693308,0.7440085638245457,0.7489472705427554,0.7438763492409893,8,0.7518017835033687,9,-0.08887053332942044,0.01787565860944289,17,-0.037891829693527244,0.2242754868332062,0.3519817755641034,0.34384132545889623,0.23120439234800116,0.3350135161275603,0.35371224168710313,0.6498175211523667,0.6568945554924753,0.6668248800905259,9,0.11073899262080937,0.11865090777701896,10,-0.020461312360819994,0.6636618318641674,0.6752095037540541,0.7110327491019417,9,0.09468187014293755,0.1466638111158863,12,-0.15496103088541358,0.2030759158510156,0.6932887955253311,0.35168760810242,0.22475948891960407,0.6689982295299854,0.3530551186310608,7.815402984619141,chin_s005_r5,0.22
30,0.7353839426482583,0.7382593899435517,0.764463742479679,8,0.7461242171787307,10,-0.06630582086453558,0.024792618449436445,15,-0.0423804181127349,0.7351800169027807,0.7352410640676867,0.7231919627512685,8,0.7351014424853946,9,0.0740145521217626,0.10799098908911584,17,-0.08207172655940878,0.19828527324780154,0.3496826448257136,0.3704018948399882,0.20588258969854234,0.3473191561401133,0.3683003268565317,0.6403988215680253,0.6484769961314596,0.7048417926669885,9,0.14445479075227863,0.25261353680288334,10,-0.08859660979132497,0.6537960372685045,0.6561933805523397,0.6821039676925243,9,0.1729121475990325,0.1717924986213415,12,-0.2690850250836616,0.21383303170654688,0.6896357985329846,0.38360038031112287,0.19947270449970134,0.6687042820019216,0.39006628870165067,7.799896955490112,chin_s005_r5,0.22
31,0.7354199221737852,0.7352687401519006,0.7280630239468694,9,0.7357127682449838,10,0.06356718444776784,-0.024584053087690145,15,0.0009386008962426171,0.7277430509915257,0.7307767009787288,0.761455277163439,8,0.7402665767276305,9,-0.044214930935671394,0.06930798780051621,17,0.06279919136887588,0.23568386808473551,0.36332678799161533,0.367443067567838,0.21155194107247244,0.34996654111532133,0.36550257815978837,0.655402922901421,0.6563135888246483,0.6755471970828245,9,0.13219853884711324,0.14223194033376124,10,-0.06224352589216073,0.6414617515496973,0.648894805969569,0.7051439408645883,9,0.1319526673090417,0.22228794247349562,12,0.1318550470455934,0.20928997212738576,0.7021657401277744,0.37186100100218844,0.20220948882039735,0.6890998383164703,0.38029614011330554,7.81367826461792,chin_s005_r5,0.22
32,0.738700321791835,0.7425163762431082,0.7461135602456899,8,0.7485835953471904,10,-0.04034159525113456,-0.0010487042303722585,15,-0.03317833275186756,0.7389338201972746,0.7525624334647903,0.747957555941098,8,0.7520835816386041,9,-0.09492988956138562,0.03094866920535558,17,-0.14630593975582484,0.20807850575886722,0.3403819321530061,0.36676378137737564,0.19431524793920207,0.35179990014368756,0.3766487904629362,0.6590875815810815,0.663559013082481,0.69883484298698,9,0.12703654212054297,0.17317706735375965,10,-0.11954830050371401,0.6630822087296916,0.6725940720118414,0.7098381907739008,9,0.07390409406759396,0.17318835628376042,12,-0.19500483192302256,0.1966222064070111,0.6569096973241847,0.37158070318816994,0.19565078967511962,0.6699347688040758,0.39860871888467836,7.765159368515015,chin_s005_r5,0.22
33,0.7346172100873912,0.7270398511509404,0.7252625072603262,9,0.734290654361844,10,-0.011043198096158642,-0.003585232333115969,15,-0.042409212575980085,0.732606269623551,0.7349298826871039,0.7204561141996834,8,0.7448944498667639,9,0.054395073744983084,0.0476155078994041,17,-0.1406379442555907,0.25451964841533403,0.3516734707458694,0.37670540687265064,0.2542619755347353,0.3487676778764111,0.3884545760576943,0.6511981760058598,0.6533378910395888,0.6730202396312686,9,0.17358224384463683,0.24205946577156107,10,-0.2108863968414637,0.658162345638915,0.664920215908554,0.6789604891546732,9,0.1600079349715865,0.11209748697120409,12,-0.338031051629789,0.25747675953215143,0.6658771379105334,0.3858462408357099,0.24977546093500358,0.6554998776686658,0.388797208941613,7.662783861160278,chin_s005_r5,0.22
34,0.7374914284081052,0.738097385815837,0.7532314244836303,9,0.7522281483656106,10,-0.18474447467747782,-0.09724449806869778,15,-0.08679467612964703,0.7407554750495688,0.7407579137019583,0.7424335669228533,8,0.7350331486329513,9,-0.15818263255446066,-0.12294035958587836,17,-0.04164045179109228,0.208913984633595,0.35173195845077193,0.35861987124930106,0.24865017359082664,0.3562874482230643,0.3491989505570436,0.6563191027801193,0.6546155092334377,0.6992567057620631,10,0.03520520608444863,0.04463522801976165,10,-0.2475921549911322,0.6483691705458551,0.6536564354453107,0.6776585951735629,8,0.0688895880893545,0.15316053101329694,12,-0.13090669582665065,0.21432032770748766,0.690906970758872,0.36839724178989186,0.24497506156522952,0.6751427537564423,0.3721709437937022,7.750241041183472,chin_s005_r5,0.22
35,0.7322709364823251,0.7362084628842168,0.7312651478887846,9,0.7369348087997419,10,0.015739600060325026,0.0364868077477758,15,0.12863442989530147,0.731912249731712,0.7346438696139236,0.7550416479821763,8,0.7551249968420625,9,-0.06334098664535794,0.03750703967353944,17,0.019525434466454064,0.2306677396922998,0.3592505073450869,0.37360628335877066,0.23788147030798612,0.36530632687910003,0.37142924037212127,0.6429308715289672,0.6513697765915389,0.6748895616036232,9,0.14727739205049908,0.19679800523607874,10,0.2583354579663341,0.6470170313887936,0.6618203763479009,0.7213401423940673,9,0.1212384507583149,0.22908193960968073,12,0.010786819934367397,0.2531588212713691,0.7203307547365276,0.37958318728024704,0.2537820250699232,0.7260240259424563,0.3796111004668981,7.893919944763184,chin_s005_r5,0.22
36,0.7319687324559657,0.7377807942002385,0.7304636699704381,9,0.7287798596793393,10,-0.021622125987767755,0.05426465404508288,15,0.05439424418443504,0.7298831694673846,0.7281842024089776,0.714478774968776,8,0.7295066113781474,9,-0.03163902161110661,0.0157010547982069,17,-0.07236973595570095,0.23667422450492204,0.34556906441487095,0.39015290262165,0.23125914416228532,0.34586928090042074,0.38874997853067667,0.647907979818066,0.6560609509258499,0.6809577846703354,9,0.146279292417174,0.2567265063497363,10,-0.0037814123768140882,0.6533434444178692,0.6485787173762659,0.6616649432279366,9,0.1096266046219758,0.128323574223044,12,-0.3710920224476421,0.24470901679169454,0.6795495684267715,0.40370151128004106,0.22721899691429837,0.6764827976621935,0.38569230837598195,7.644045829772949,chin_s005_r5,0.22
37,0.7463960698640744,0.7454476413443043,0.7693933696223154,9,0.7465880043518666,10,-0.10429158872840784,-0.01319202940031327,15,-0.07498930915272622,0.7385943928452049,0.7385887566233392,0.7177944837481752,8,0.7339933493272963,9,-0.04128620506976151,-0.005644057388625253,17,-0.0567669728009569,0.23717337625765023,0.3362321986179836,0.3609558452573919,0.22699562375883353,0.3349454125149975,0.34940567580178855,0.6544955506205969,0.6630187741035876,0.7154004944291292,9,0.06576499709216328,0.10786449031667308,10,-0.20242864401363656,0.6532622665204638,0.6540138212209811,0.6611276503082325,8,0.11962265694036628,0.15643048344055255,12,-0.14693627980262208,0.24516703861135447,0.6756360847602619,0.3831628116573122,0.23107777198339363,0.6581835829038031,0.37067713944501346,7.7890260219573975,chin_s005_r5,0.22
38,0.7416157606362835,0.7414585223730821,0.7481071342270482,8,0.7410954028131304,10,-0.03828531913739462,0.00331999208458457,15,0.009933876544763472,0.740754817355904,0.7417900957360346,0.7266040227756592,8,0.7377268562234804,9,-0.04782128800608239,0.0277889242181958,17,0.013858892933393402,0.21560821978693223,0.33308071943911394,0.3720694038516658,0.21181602199418137,0.3372081457562538,0.38165735141549634,0.6634372526552161,0.6633686532405069,0.6883103564248169,9,0.10867628586448524,0.14582423690861354,10,-0.07716460159873656,0.6598742977807128,0.6637915711135154,0.673781317857128,9,0.12190422576738216,0.1736425768974975,12,-0.07957441747077441,0.21651701607364604,0.6439363712925945,0.38257764300758057,0.2141894979750214,0.6547639794426949,0.40030601313035535,7.6404430866241455,chin_s005_r5,0.22
39,0.7241002776858261,0.7274527256500218,0.752469087853239,9,0.7372317470679872,10,0.039619810825754345,0.06407825410980345,15,-0.07781939692200464,0.7433704774691828,0.7396656263177056,0.7304924702999007,8,0.7402385548900227,9,-0.11808249104342478,-0.09297950020236352,17,-0.030077114095516066,0.2268678555761694,0.3455996623699825,0.3893018988424648,0.24627456775239853,0.3381116766324034,0.3759769493609621,0.6408932400853766,0.6466250584806895,0.6903281045837397,10,0.1700676949922351,0.18745843921070868,10,-0.20019857524923118,0.6649386879321686,0.6627088555929782,0.7006080018910867,9,0.06401473841754356,0.09656622195393348,12,-0.009997936027056491,0.24242595547239443,0.6891502304750642,0.39272281374921464,0.2438266884602287,0.661606585982874,0.37737318284548726,7.666118144989014,chin_s005_r5,0.22
40,0.738096630245433,0.7403330412703604,0.7476377322534891,8,0.7492360154458153,10,-0.12985824365182846,-0.13129852791504887,15,-0.09321751327502613,0.7386831110502438,0.7373438712874394,0.7043126314483397,8,0.7205226980502474,9,-0.022194837046807615,0.09283260839218146,17,0.06310571787607161,0.23432226346032703,0.35359473056219287,0.35950925269207146,0.23192627817427702,0.3395676513486382,0.36428019516693644,0.6547220631598727,0.6626401640615771,0.7024322548463307,9,0.05921355339077765,0.08003829477913801,10,-0.26130431461910675,0.6622050172860423,0.6621487589288685,0.660260164233128,9,0.11141128345847846,0.14162116743951678,12,-0.017866914277887138,0.2058839669496475,0.658508716627562,0.3694212688357866,0.22996128953945139,0.6520370301845956,0.3854934517532614,7.742629289627075,chin_s005_r5,0.22
41,0.749859266014569,0.7492697537229335,0.7564732251192384,9,0.7582891720712736,10,-0.05060084092724102,-0.030127242018049807,15,0.0033240747245596087,0.7320368747811139,0.7301188914853122,0.7179415836415592,8,0.7235616579854317,9,0.07625206399076062,0.18061023605630455,17,0.04501223176188855,0.21971497962385556,0.3336475058084323,0.3517214188742472,0.2178801687766212,0.33951883173290154,0.34597348922679255,0.6696836357523578,0.6768199337607187,0.7137443045594367,9,0.08032711508971031,0.0870872980211255,10,-0.020898977156067772,0.652023473412815,0.6527558158347969,0.6710515401124258,9,0.19605366355133383,0.2505223173142716,12,-0.0554193955311795,0.23760443103837403,0.6695405500942705,0.36573265319766785,0.24131422066080965,0.6712853889958718,0.3606169327996231,7.805010080337524,chin_s005_r5,0.22
42,0.7353590881586364,0.7352950732547208,0.744313753281878,9,0.7322001662239602,10,0.03629667865252944,0.02940850183484784,15,0.11490149532267323,0.7463761979650397,0.7433727054160827,0.7548339747568453,8,0.7310083166122121,9,-0.06782984890989326,-0.0710496987308175,17,0.08049188816554888,0.2286003105311636,0.3380326327645437,0.3716704859739839,0.21292133807365854,0.3457023854877532,0.37730623815635,0.648798999477339,0.6502790902369092,0.6875935830232709,10,0.1668849580095563,0.15659550926897287,10,0.2082020509996789,0.6612707645934738,0.6615555193718785,0.6987316878883588,9,0.07675411707947558,0.07029140116935532,12,0.06748359983309392,0.22965925058264958,0.6745634810362716,0.36362096631259566,0.21188649481035604,0.6714770248712509,0.3789810979996053,7.938201904296875,chin_s005_r5,0.22
43,0.7492159462587888,0.7480961523018511,0.7231586341236975,9,0.7355785556705279,10,-0.0103564467111623,-0.024356918749857563,15,0.026665583520413847,0.7383964755320008,0.7293449040125765,0.7309229502470646,8,0.7372817880507204,9,-0.1558206000658405,-0.1997873410529054,17,-0.09116243662389742,0.23136678972740654,0.344153294266879,0.34705210975209977,0.21945326582083613,0.35308356564525106,0.35781575530882953,0.6618092514122507,0.6616143538202819,0.6666092334666118,9,0.12802186428630885,0.11472302056266319,10,0.02476179903084358,0.6564762423052801,0.6579846309408485,0.6937727133983311,9,0.11536722024753103,0.1313743381936215,12,-0.0997039159907693,0.2248866896690993,0.6675734559509129,0.37703952487306097,0.20821956074892967,0.6704544879750316,0.37027708431183565,7.888416767120361,chin_s005_r5,0.22
44,0.7388131247221142,0.7402065318110205,0.7399141246038052,8,0.7373547332208787,10,-0.08099682659561029,0.018454625370538658,15,0.040781672586556475,0.7219474435840083,0.7232191384930688,0.7710315856366008,8,0.7612785916944155,9,0.025513124990296808,0.08172922150353638,17,-0.04039587867725509,0.2288169454919462,0.359945779952359,0.36736057734760874,0.22859070019421068,0.35125193810699695,0.37204698053828217,0.652925970800554,0.6580237594172198,0.6861562227593169,9,0.06210060544749588,0.13526671473802737,10,-0.008974665766575693,0.633804100882055,0.6340419110833948,0.7281531469877278,9,0.2261416616055341,0.3371370874846773,12,-0.11661824448907888,0.2186486048434153,0.7191273252147852,0.3635274385149331,0.2210223253641157,0.7148120992655572,0.3819148417584187,7.822191953659058,chin_s005_r5,0.22
45,0.7300356177667494,0.7354220812436859,0.7191152792469357,9,0.7315370407545753,10,0.05628155897928445,0.14748533013409967,15,0.039347686250187565,0.7401238995599205,0.7412209486415332,0.710230818819807,8,0.7443888966391532,9,-0.06050038916822982,-0.0925805852458372,17,-0.03535629606558122,0.22123175096243486,0.3571586612718467,0.3626943530478393,0.20790928381007667,0.3657532658728693,0.36508020661568125,0.6528689207988286,0.6561530036975649,0.6687866879511812,9,0.15049856320461713,0.20281515002153316,10,-0.042216769964255434,0.6656008709543134,0.6670896784633819,0.6659751076679352,8,0.09747829443908175,0.05308113846935505,12,-0.1511386050027752,0.23472349679440985,0.6736139963109385,0.364029000359294,0.2039035059803247,0.6927008039052058,0.35233910910573946,7.716441869735718,chin_s005_r5,0.22
46,0.7402132117050445,0.7367124547471497,0.7435805507590673,9,0.7416538742396359,10,-0.007288515585641678,-0.04704601486035854,15,-0.07015936808968709,0.7465330350507402,0.7451821566714599,0.7379303126108483,8,0.7481970966566855,9,-0.07674064335410528,-0.07361287778141688,17,-0.10818723643893319,0.24464039660908465,0.33360847331424986,0.3607819499748766,0.2168974048285799,0.3412565056990314,0.3633396260650536,0.6679859028333394,0.6687327725010563,0.6889316751625059,10,0.14114145026296773,0.10290685737473848,10,-0.18105237531856466,0.6653512189059129,0.6650785674766085,0.6916536451675802,9,0.07750588349456061,0.04166289392547582,12,-0.2722789116161683,0.2208823741022412,0.6328846604896595,0.3699477433709377,0.20848408734515989,0.651568367090349,0.3543084922747744,7.759896993637085,chin_s005_r5,0.22
47,0.736678458865269,0.7373555531980027,0.7531986799338075,9,0.763786611217834,10,0.03500568954248784,0.017637055870142623,15,0.07736103605745726,0.7405612712738469,0.7356684765189874,0.7229013781259767,8,0.7343528248207912,9,-0.002867272187574889,0.023994497666229325,17,0.032186181570530464,0.20769824318420405,0.33087604114533986,0.3821569262610507,0.19917631366632804,0.34373300503221577,0.37803977395772026,0.6547319135210349,0.6555925057813276,0.6904106050190154,9,0.14991401342344793,0.1664486618740854,10,0.21677897678644073,0.6617965428093965,0.6618025274040711,0.6839512793234219,9,0.1578386385132272,0.21083416882269382,12,-0.011212298956240261,0.21814481124128715,0.6387562071457248,0.4034089707797112,0.20138204744784538,0.6480824056621296,0.38831759225335644,7.910522937774658,chin_s005_r5,0.22
48,0.7318615724803237,0.7319850060512602,0.7273745486115306,9,0.7274318684911185,10,-0.06140386715482439,-0.03658736794538921,15,0.01680570594246378,0.7471381712951448,0.7467807050230221,0.7579970564174217,8,0.7597929916818784,9,-0.11996430780568974,-0.08116058701840487,17,-0.10162928682531498,0.214363434207252,0.35154624588865213,0.36310117442701906,0.20253154185292477,0.3583526812570432,0.37261672920552386,0.6504949724175468,0.6541590063967171,0.6751639980034515,10,0.10871367575790157,0.15626779111975975,10,-0.058428601560678,0.6638962012515193,0.6670261612941545,0.7114586535086792,9,0.0567342390734903,0.04033381198018138,12,-0.26872425051322696,0.20471639280872633,0.6775288309891767,0.3757944155896721,0.21405683486477578,0.693148338799636,0.38085269468989913,7.702303886413574,chin_s005_r5,0.22
49,0.7359874034419829,0.733126294677285,0.7305174686039081,8,0.7273131058824268,10,0.06649799629766157,0.036536953929052846,15,0.0019798120404423626,0.7308184880570473,0.7304728881773358,0.740589437390359,8,0.7456291885691206,9,-0.08924649982418623,-0.029837585855474677,17,0.021447696898088082,0.2534475482816294,0.3577552816601378,0.3679252780320075,0.25796779826491534,0.35777389744618854,0.3702748932223767,0.6525679235914406,0.6532844115446886,0.6726074291114005,9,0.1757740703190394,0.18974728013196035,10,-0.05684871106841241,0.6518626554371013,0.655232438946938,0.6949662446958755,9,0.08663837920187659,0.08483537495234779,12,-0.015092713799967216,0.25270131280038477,0.6911502834664528,0.3740948246457312,0.25996382603953183,0.6842178225005202,0.3784253676994904,7.633938789367676,chin_s005_r5,0.22
50,0.7326538287517645,0.7322680099952965,0.7672088191889369,9,0.7518629418057918,10,0.031672491897043645,-0.05229930284086241,15,-0.10584852723963954,0.7398591343591133,0.7390120789433584,0.7448708484716648,8,0.7509455612158791,9,-0.10570699517917366,-0.09773789178822134,17,-0.09291127081697938,0.2307602033293401,0.3454800716820654,0.36890545046942785,0.21785118419400185,0.34304833555065584,0.3639531796940405,0.6650375383338024,0.6751322114873126,0.7045320127820559,10,0.15865962138070733,0.1400588809593182,10,-0.2200612999477124,0.6571356774680284,0.6640847346569968,0.7016082103254556,9,0.09158880664987637,0.11164548882239962,12,-0.18986957843133173,0.23760607813251422,0.6565425796122328,0.375715230627822,0.21307415340059954,0.652313999857632,0.36620039374715596,7.863658905029297,chin_s005_r5,0.22
51,0.7394512316699495,0.7450430483923242,0.7529142635554367,8,0.7520185453377157,10,-0.09497765119197948,-0.057638141166213235,15,-0.05089526114472041,0.7357716088574703,0.7319824597171758,0.7340595646834712,8,0.7463070780480315,9,-0.11990104358420685,-0.0991782777469645,17,-0.019552166966683365,0.21228222629428561,0.36172013687271426,0.3508210494600743,0.2191498106840699,0.36889211725095844,0.3535144230440138,0.6522065483614565,0.6709993315432083,0.7087478579391928,9,0.06755042875114492,0.13828724614365848,10,-0.1408492425977679,0.6494159283933576,0.6497770107140951,0.6823599573832402,9,0.08057877564907545,0.10766812410803915,12,-0.11725568834697672,0.22306064561121808,0.7071556224324907,0.3693764845835392,0.21780776370064192,0.7039399844202253,0.3744518912965827,7.863950967788696,chin_s005_r5,0.22
52,0.7390226554311998,0.7381133066602623,0.7329075602135418,9,0.7380799798339173,10,-0.055993256908085105,-0.05713819621252057,15,-0.04933591727780627,0.7379373737822936,0.7394994633267221,0.7480769449742812,8,0.7455656720576428,9,-0.11617136023694163,-0.14369252311328815,17,-0.05405124403402234,0.23114664901665982,0.3486953664190333,0.35971338385886353,0.2282259185673201,0.35172287900371857,0.36615014125410217,0.6556033057549496,0.6554367064847308,0.6753701053004026,9,0.12243539597202656,0.13079875611208946,10,-0.14872617672021105,0.6532219372429436,0.6546875369568677,0.7000268576621359,8,0.09438715254432502,0.10744762798633672,12,-0.14773559690196142,0.239100496846131,0.6804297072474075,0.37744668043004864,0.21757851906982317,0.6913063168202862,0.37559959484615085,7.647657871246338,chin_s005_r5,0.22
53,0.74379076375499,0.7358460757460157,0.7045741494369155,9,0.7131333010932284,10,-0.028243749168425144,-0.03207772464609451,15,-0.1510033899514324,0.7411771284794592,0.736443019410924,0.7791477290062268,8,0.7671533703293874,9,-0.01980137740038773,0.008601397401483116,17,-0.053308422770509456,0.23386866421727337,0.3513222288600046,0.3481249749066335,0.22503318679012363,0.34679321607695174,0.35134593217754817,0.6603063083119007,0.6591878373225712,0.6485638671681193,9,0.09417934640437242,0.09820759363251978,10,-0.40507601362658013,0.6591113804029272,0.6598226352441847,0.7247656236531884,9,0.11225477936084476,0.09695281154439998,12,-0.17067181063469858,0.24716624380216867,0.6873879243279732,0.3473036234941125,0.21175534898757764,0.6851293623191396,0.3565155309329555,7.69636082649231,chin_s005_r5,0.22
54,0.743176094967407,0.7418310830751249,0.7471836387673635,9,0.7437870329486311,10,-0.0348350091295252,-0.05090480493297773,15,-0.11944026222911719,0.7329009602060461,0.7334390121654742,0.7418906861464417,8,0.7453103296746874,9,-0.09646336431200639,-0.058443865377244754,17,0.020328703549020347,0.19278537724269107,0.3364413931397777,0.3701948772589523,0.2088699044982869,0.3397249275697825,0.3698067252014701,0.6686458761803071,0.670745013980923,0.6969654416143564,10,0.12309171756384873,0.08105572400919969,10,-0.27276899149942513,0.6526184118247775,0.6547652199954859,0.6971237634858831,9,0.012542590077995353,-0.03850088266150122,12,-0.15635157946936612,0.19022028144336822,0.6730408586444463,0.3757129005564272,0.21108039605946516,0.6617281019382514,0.37255368421560475,7.699115037918091,chin_s005_r5,0.22
55,0.7287343743657176,0.7330893876091628,0.7561960023891598,9,0.749877792847919,10,-0.056510666734116755,0.03714770714593438,15,-0.0776570529071617,0.7370704296840382,0.7341191390855202,0.7265318560293049,8,0.7348147529823148,9,0.00834176496546074,0.014798058436641125,17,-0.10833990360639985,0.24174748493492704,0.34642513697184785,0.36935369235507465,0.24729456621413082,0.36218218516926814,0.37958537871777553,0.6363521221331083,0.6421459783997558,0.6979610252896483,9,0.10721200322760982,0.16980030066443283,10,-0.19279229877565673,0.6556032959571173,0.6518863726430306,0.6823490102897358,9,0.13091097315042244,0.12192928214580327,12,-0.2367435928053513,0.21690009857396575,0.6785781788241753,0.37839557494115245,0.22881940441811288,0.693342907031179,0.36960545775592196,7.752338171005249,chin_s005_r5,0.22
