rep,sig_chin|web|P,sig_kappa|web|P,sig_mf_P|web|P,n_levels_P|web|P,sig_mf_P6|web|P,n_levels_P6|web|P,q3_slope|web|P,q3_mean|web|P,q3_n|web|P,q3_slope_mainonly|web|P,sig_chin|edu|P,sig_kappa|edu|P,sig_mf_P|edu|P,n_levels_P|edu|P,sig_mf_P6|edu|P,n_levels_P6|edu|P,q3_slope|edu|P,q3_mean|edu|P,q3_n|edu|P,q3_slope_mainonly|edu|P,ce_chi|val1|P,ce_alpha|val1|P,ce_beta|val1|P,ce_chi|val2|P,ce_alpha|val2|P,ce_beta|val2|P,sig_chin|web|T,sig_kappa|web|T,sig_mf_T|web|T,n_levels_T|web|T,q3_slope|web|T,q3_mean|web|T,q3_n|web|T,q3_slope_mainonly|web|T,sig_chin|edu|T,sig_kappa|edu|T,sig_mf_T|edu|T,n_levels_T|edu|T,q3_slope|edu|T,q3_mean|edu|T,q3_n|edu|T,q3_slope_mainonly|edu|T,ce_chi|val1|T,ce_alpha|val1|T,ce_beta|val1|T,ce_chi|val2|T,ce_alpha|val2|T,ce_beta|val2|T,secs,cell,chi_true
84,0.7339202266299968,0.7271314724106757,0.7523534341214577,9,0.739922841766987,10,0.05001165881150026,0.01901908419471161,15,0.08974543363555121,0.7300629081705978,0.7299700850121614,0.7059949843796314,8,0.7156408190267584,9,0.06032481667201407,0.044877970306555236,17,-0.1397872915978733,0.19907136276100168,0.34935590459292465,0.3758351864066902,0.19151473295814725,0.3527864583949577,0.36577682910557446,0.6447171358529799,0.6590389669299495,0.6938516080739755,9,0.23608514680593715,0.30004310211177815,10,0.14281269678037245,0.6518940980394713,0.6523886018418791,0.6553869722432013,9,0.16957005837323524,0.18360883790191607,12,-0.3536379169095807,0.1875205658050607,0.6866519927128181,0.3911335309339385,0.16834338356203737,0.687107951437197,0.4029077380671223,4.787009000778198,chin_s010_r5,0.22
85,0.7161927617431327,0.7339339893264082,0.7243153678341419,9,0.7337768249006577,10,-0.2855700446158439,-0.06607573032183599,15,-0.2700937555063754,0.733030218916467,0.7358013782756582,0.7070091711520258,8,0.7238000357374753,9,0.05197174832905276,0.153583413632284,17,0.09525307377280365,0.22621188560910355,0.3681874670361804,0.38384465944037915,0.2967399208064707,0.36658413045161153,0.38545450064859926,0.6526581282056351,0.6615089079675117,0.668970739372394,9,-0.04290428236221463,0.0729827694063988,10,-0.429593643740735,0.6584106310197003,0.6651134297825727,0.6527368270105773,9,0.16403582553294785,0.2096111458987692,12,0.16247241144679334,0.1973938843707259,0.6885463246291292,0.3645867246602776,0.27288147536926655,0.7163405054174462,0.3991442401780517,4.949067115783691,chin_s010_r5,0.22
86,0.7465764550002919,0.743956839048621,0.7630962046143683,9,0.7577650813713633,10,-0.1478084101145751,-0.0601689917788685,15,-0.04183731717781946,0.7250486341228126,0.72513397496944,0.7305404592941792,8,0.7329089962720168,9,0.02060671840964206,0.13277100442881837,17,0.07571978089863006,0.22020879887739575,0.3600161490613693,0.34570984238132435,0.2681415160346692,0.35747385232547013,0.36210208643894615,0.6653675347810716,0.6704874476896867,0.7103610921686411,9,0.08647648497425865,-0.012464962895714925,10,-0.12822021324853597,0.6439242096064394,0.643407654189018,0.6901439082587797,9,0.25109387841416664,0.4810543732683888,12,0.2063290356075369,0.2215276946566327,0.6865990171485282,0.34211099814865503,0.2816820129559927,0.6935688229902909,0.36594690661228535,4.870119094848633,chin_s010_r5,0.22
87,0.7463722999971493,0.7506068677982407,0.7369575910468835,8,0.7483393583920543,10,-0.038342233106906716,0.1270385131368386,15,0.027758820761664568,0.7394345687398128,0.7482395675468793,0.746678826450158,8,0.7382060494352125,9,-0.08752706346844062,-0.003331548519000239,17,0.06115911286440309,0.2537417195337053,0.3166298875794564,0.3684987535650429,0.27684775443664744,0.3313727594802371,0.40060669689467887,0.6565964269424169,0.6599261138479099,0.6792240892112028,9,0.13391212642362696,0.2576473866375094,10,0.05427584572295898,0.6579092739884579,0.6708148248020126,0.6848090844526802,9,0.12086655881541226,0.23634007683561412,12,0.029128781806757348,0.2354323251352115,0.6405469040093319,0.3996302184986773,0.2510127891870626,0.6493499720602817,0.44047612814978987,4.884961843490601,chin_s010_r5,0.22
88,0.7504047897839816,0.7504942401746256,0.6860797667377014,8,0.7095888036659113,9,-0.011264906199639158,0.17745013833977902,15,-0.04023130091756883,0.7419421552723844,0.7464077691093977,0.741685385785421,8,0.7579670797394801,9,0.004092597210171035,0.07116266996693212,17,-0.05952101970838351,0.29369922257383063,0.3372297531857904,0.3317828546685109,0.24732001427581007,0.3677267560994649,0.34497827802180037,0.6684411788935867,0.6713134863655825,0.6327297934909046,9,0.015750308161482072,0.08372767645410986,10,-0.24984164496773198,0.6645538663154031,0.6711938284216507,0.6992017801138515,8,0.14117152498445798,0.18692392631865687,12,-0.17954561634204858,0.27627468005050115,0.6427178465176406,0.3455746946406277,0.24995132996986147,0.6908719274427091,0.35681077844621223,5.000322103500366,chin_s010_r5,0.22
89,0.7414819250907781,0.7404462603622867,0.7323437850606178,8,0.7442897755481065,10,0.0563807425727873,0.10168500227544636,15,-0.034874360082416844,0.7464940753325389,0.7426263282821816,0.7659352058101012,7,0.7569855394090136,9,-0.07260919522167066,-0.0930989793461545,17,-0.09810982835262337,0.2279739570544459,0.33706006308505915,0.35468007026247667,0.23767146908394832,0.33752601090917783,0.36032640499953017,0.6635199598290885,0.6686799148790382,0.6900892685863966,9,0.17522912010793057,0.14971572251978887,10,-0.11719685580511088,0.6576249422964618,0.6563633347170355,0.7120749010375087,7,0.08116207507945912,0.0026595940423435604,12,-0.24620209891174477,0.2281213230905399,0.6591100667154102,0.35789926301368025,0.24938657741195414,0.6553737430565604,0.3505811296212125,4.838223934173584,chin_s010_r5,0.22
90,0.7397553516501689,0.7379603742333958,0.7304548482634523,9,0.7372246215105085,10,-0.09563596165712089,-0.07865282963593086,15,-0.07683246724661463,0.7280106927784862,0.7243831013948475,0.7109235731021485,8,0.7252819857912338,9,-0.03744659271882254,0.04804316978405758,17,-0.041032823859200845,0.2312309138826425,0.34585418811436663,0.36964001852842965,0.22093898100096787,0.3484632026658892,0.3950452789610766,0.6660213604814319,0.6593301584507856,0.6697951632304862,9,0.0893512878307337,-0.008701430851296089,10,-0.11497323584857698,0.6525816050912246,0.6528058105975141,0.6581161374981583,9,0.10179543790985666,0.2312610656145123,12,-0.05353139161967101,0.22664329782062076,0.6584087196428902,0.3728451125732633,0.23898664443437223,0.6760575230234216,0.38972605328847815,4.829999923706055,chin_s010_r5,0.22
91,0.7308718756169539,0.7316770953955622,0.7343814898242963,8,0.7402771066957043,10,0.02127745347331727,0.10430984626519017,15,-0.15077652409590264,0.7502969160184187,0.7502044219040356,0.7819438070466311,8,0.7524536362096518,9,0.10381720917156718,0.1493239755341251,17,0.100674457404426,0.21498409255479967,0.344557038959411,0.38071373173346107,0.26617789434527594,0.31826581200885246,0.37185270338872395,0.6425249302718634,0.6496098292283726,0.7008441225134555,9,0.16944588680877845,0.170245460983196,10,-0.37301876751764995,0.6559782205369732,0.6576907808116161,0.7096454314376611,9,0.3164766680407597,0.44471025430145755,12,0.15323314903504448,0.20994416407669192,0.6919184535442208,0.38420159957680783,0.26109232919076586,0.6471077856656238,0.38331658206992747,4.980874061584473,chin_s010_r5,0.22
92,0.7545337873700626,0.7515491664277015,0.7149212121418734,8,0.7331367240483656,10,-0.33721012049830745,-0.14335507379040738,15,0.025332279903151924,0.7537431186234475,0.7418312979645516,0.69344294594382,8,0.716172876664478,8,-0.0246414263681917,0.14514491266016655,17,0.11275999894665976,0.2636955499386886,0.31621009635411657,0.3393217816154871,0.24730679890427876,0.3064290152188422,0.35391004826710765,0.6675884709167185,0.6720287317947756,0.6653694427694252,9,-0.09124698825570823,-0.03253326768500142,10,-0.052640336445605604,0.6800576419705152,0.6738192576463232,0.6464871622724511,8,0.1537521693086904,0.2735670592516887,12,0.10886396091856926,0.2523490332156886,0.6287645890772093,0.3486352469029548,0.2482494710127634,0.6254271954909761,0.3544400965908892,4.7854180335998535,chin_s010_r5,0.22
93,0.7518413404481115,0.7511160659263361,0.770011751319131,9,0.7636034655673056,10,-0.06745140814182246,-0.014038543037429034,15,-0.004059521648828192,0.7461795214766157,0.7448413991009037,0.743119583866192,8,0.7545882530278124,8,0.02694410933479371,-0.2153749951844637,17,-0.24655101299025886,0.29781019239994944,0.32119542008847835,0.3432842835715656,0.29362050264609163,0.31253708819054593,0.34217584568218096,0.6810666478409664,0.6791246628218254,0.6976518471733116,5,0.1211019697899937,0.17966119892474627,10,-0.008081911599612092,0.6724188935739037,0.6655876137460898,0.6615753107679144,8,0.10326013142213904,-0.11130584914819229,12,-0.43645289900885376,0.2638387455083482,0.6113060436577668,0.3437492399081679,0.2947387073334484,0.608924500565713,0.3607625588003667,4.999312877655029,chin_s010_r5,0.22
94,0.7514891207655804,0.7537394582583764,0.8273059165649906,4,0.7723699350077302,6,-0.1558263902124032,-0.12825694121865477,15,-0.252121213522502,0.7255119136979663,0.7352193823274301,0.7230173360345962,8,0.7345393455740876,9,-0.25295372455014653,-0.11215581050989709,16,-0.08459095270354075,0.24453784385226118,0.3363419660495237,0.356143931417677,0.2097663710237354,0.3334592687029962,0.38764166195770267,0.6665198617681969,0.6922181554156343,0.7308917915392934,5,0.023609798314461264,-0.09181394184970644,10,-0.4777016165445197,0.653861187507491,0.658922114233937,0.6047772587985817,7,-0.16100961375928816,-0.12624120335536468,12,-0.0947512633471694,0.23542004299452302,0.6308213658529898,0.366521093973356,0.1865720298788487,0.6544059368187389,0.421916855791569,5.157631874084473,chin_s010_r5,0.22
95,0.7522435099545987,0.7464975132731889,0.7407531418750996,7,0.7395319994436317,10,0.0062601771579469554,-0.0091626805147821,15,-0.09282074069396695,0.727301131651305,0.7312986208754221,0.7683777448677594,8,0.7500889982758014,10,0.10013609789765962,0.2575283096634807,17,0.07920776332317633,0.1507238762100469,0.3147512075708297,0.3718443818985825,0.1656249337592195,0.2838084131848387,0.3829354576807908,0.6759846433267345,0.6690340445872981,0.7152145252275274,6,0.17493957776278038,0.1742197282426952,10,-0.23876813821398563,0.6542795234479297,0.6595176583471948,0.698498727079297,9,0.28978465334672676,0.48659674965891986,12,0.14354975983415214,0.17313485064870715,0.6269131450943303,0.3828697611125559,0.18179544391664404,0.580597957572383,0.38658266998245755,4.9598939418792725,chin_s010_r5,0.22
96,0.7218348538029209,0.7191965833026419,0.7038159920872757,8,0.7182405401923859,10,-0.07013088826647074,-0.046020949375830456,15,-0.061620744026167185,0.732338354438842,0.7250257920399343,0.6959586252919241,6,0.7139056968171152,6,0.02335063294698963,0.1065776345629431,17,-0.1183712040823782,0.18739542880598226,0.36709122014793044,0.4083301215517906,0.21935698615751775,0.3347060137354384,0.3718235200179655,0.6403416667846069,0.641149787757162,0.6595820150251398,9,0.12371910991065287,0.1648830091525319,10,-0.2132873549427872,0.6753876873098148,0.6599789769609254,0.6903676055726076,4,0.15061213644832883,0.19957407953772277,12,-0.49071406271625734,0.221756325932696,0.6915343943336143,0.3863038240589231,0.2523419958714017,0.6623973923676778,0.3675182002872988,5.041370868682861,chin_s010_r5,0.22
97,0.706082243970861,0.6993475075929731,0.7147863127063435,8,0.7472382248708546,10,-0.1660294558447008,-0.1588194781552841,15,-0.39500797216466926,0.7417539925287921,0.7416652563567115,0.7096126488661345,8,0.7219085918245993,8,-0.0775626233202595,-0.03041679152311918,17,0.025139723988239656,0.2755410210039706,0.37630132962772295,0.36650459431937404,0.24796530974856879,0.37593416720373396,0.3747103931473955,0.6334435724234558,0.6276988962720754,0.6480059311159316,4,0.07176181633682023,0.009301797600159057,10,-0.7959408020469322,0.6601686865578033,0.6613711556966438,0.6773283357556383,9,0.10949298346988529,0.19960631554266497,12,0.1134687168988903,0.28651553729858925,0.7236356168874074,0.3490882892642427,0.23938909241002282,0.7028713453368942,0.3641528534438651,5.0567028522491455,chin_s010_r5,0.22
98,0.7457652438495497,0.74948657876756,0.7656025405999246,8,0.7668451973514618,10,-0.09691740961091456,-0.0016264226783206863,15,-0.07187072626397159,0.7475969479798986,0.7499970592233522,0.6972507666570387,8,0.7196183569071803,9,-0.01644188405297298,0.17521072267923668,17,0.004261091772539759,0.1942718936825285,0.31554652254105514,0.3675422317642213,0.24667779631559572,0.32363810229068807,0.3809725729785799,0.6736966162641175,0.678927818402871,0.7266596300942545,10,0.056555026371028376,0.09775968142406286,10,-0.2633656966902608,0.6660822549853656,0.6691621128624573,0.6533786390852895,9,0.11522057612832311,0.212578038205906,12,0.010135757845300616,0.183035707834188,0.6272701880879449,0.3632754233201767,0.2413115100586536,0.648408508756879,0.38894665435889914,4.849692344665527,chin_s010_r5,0.22
99,0.7239309315172617,0.7334346624143547,0.7438840833794842,8,0.7398076670429424,10,-0.06014535437287651,0.1278142755620016,15,0.013102081207462602,0.7257818821951348,0.7324008215965303,0.7328239473942978,8,0.7395898487871224,9,-0.1586747037241183,0.00966148435447806,17,-0.07010669071632106,0.20169194065108442,0.34975957033576227,0.4000740172767697,0.23137619881980953,0.3493466544548393,0.3888307907377722,0.6394994818080221,0.647269547470154,0.7055130142922172,9,0.0708477840006833,0.19894554312616397,10,-0.048828135638752615,0.6455768600639482,0.6567051315483088,0.6994316001402809,9,0.07890235384314685,0.17973227420253182,12,-0.19747757296389648,0.22824134501091375,0.6990319973183156,0.40004425257392173,0.24101985365062095,0.6763931869205994,0.4175842322681637,4.838584899902344,chin_s010_r5,0.22
100,0.7300416321361659,0.7300607495623856,0.7163467730238444,7,0.7290927991572311,10,0.15470803688813783,0.11664098827434714,15,0.07791705409661298,0.7414538465560019,0.7436302386702787,0.7147171182712843,6,0.7440666118442171,8,-0.05759626434134662,-0.025323957559021466,17,0.0879799955212027,0.24834593806382532,0.3524319077763042,0.3780571655258629,0.2785257203819489,0.3387481917512185,0.33553103988323224,0.6433996466292967,0.6419969921526011,0.6550758017760935,8,0.24938316361853277,0.24811100978871706,10,0.11251939328616889,0.6673907344224311,0.6713734015215269,0.7064784509716967,5,0.13419625696620494,0.1905956318596879,12,0.07191786925416976,0.2542929811071559,0.6863434773693498,0.3688356761434658,0.27810621276503333,0.6893824724158364,0.3261525353424704,4.966195106506348,chin_s010_r5,0.22
101,0.735093822351689,0.7437218998187558,0.7508533686347152,9,0.7364257642098739,10,-0.11395344092227064,-0.13794688783501735,15,-0.015723534079942855,0.7598031630101151,0.7554719309176294,0.6919860872236963,8,0.7379043334502904,9,0.007371869250008021,0.027789695233585897,17,-0.058348312336382706,0.26536420975724795,0.318949925512442,0.3699639668429359,0.23593063996542618,0.3204332445773318,0.3781717013871318,0.6435293759832146,0.6492222561044272,0.6773381827734648,10,0.08479013161543575,0.13880170105930018,10,-0.06248339214902402,0.6802174352391747,0.6824166970293187,0.6491964824669394,8,0.1634337744362728,0.24517074092547975,12,-0.1717808424397659,0.2734392124807279,0.6125114507639269,0.36969734555262934,0.23812337282581897,0.6134213177182894,0.39512055544345176,5.280591011047363,chin_s010_r5,0.22
102,0.746201759271179,0.7493637485162231,0.6779664811134194,8,0.7328533966770201,10,0.05943110158924295,0.06559122724160261,15,0.1568354455358333,0.7644418473589717,0.7576996892890406,0.7062845919841791,7,0.7292181057843385,9,-0.30955241695542063,-0.18951530439793698,17,-0.03176021934790386,0.19369450976376346,0.3186638796776173,0.35931410899045135,0.15771974129014588,0.3386381084309361,0.3631906760660501,0.6676008942693761,0.6753276604202882,0.64249332009239,9,0.17061790832764887,0.26795114252102054,10,0.18254864522761835,0.670203151932437,0.6653806761827985,0.6562871041510464,7,-0.04007098863141478,0.06359744769037917,12,-6.4004749561906715,0.2235853688292666,0.6284793777163334,0.3665987961823887,0.15232526705559302,0.6407526001941548,0.3980290391080912,5.030362844467163,chin_s010_r5,0.22
103,0.7381198287723072,0.741001650304166,0.7341351228098192,9,0.7446371298874163,10,-0.06251862142360422,0.0881539307732768,15,-0.13469180303486414,0.7704969860965555,0.7645629904122698,0.7631847812855757,8,0.7681823055401211,8,-0.1005266339193648,0.03452411553268059,17,-0.02368122728245762,0.2635948163143702,0.3386903950551714,0.3311755233733323,0.2823776767430246,0.33801165583628817,0.3254824122792427,0.6527444166810026,0.6627148936619693,0.675190030886698,10,0.012936379829750046,0.07154536968709872,10,-0.7629632134902862,0.6848325480293288,0.6900231346349126,0.7429007089182734,8,0.09249366812168162,0.16724560235137076,12,-0.09846426994027185,0.27706691506562287,0.6425608669349462,0.342118803188617,0.27128486380537353,0.6732447987130948,0.34305669282607276,4.956342935562134,chin_s010_r5,0.22
104,0.7315998826965187,0.7330860075506302,0.724233672912391,8,0.7350367041445618,10,-0.021899541138192147,0.08226073123784589,15,-0.053980499540476415,0.7235174111445489,0.7179106176996393,0.7186896368077386,8,0.7302937405154282,9,-0.11341674973916059,-0.1364091580924616,17,-0.21374294539399444,0.17667985771717998,0.3557083212224098,0.3969519366548921,0.21142864660275063,0.3368355107202185,0.38561759862630757,0.6583020978796914,0.6569789869770857,0.6729353917295051,9,0.12396901047357363,0.1174964990284453,10,-0.10532461209436993,0.6430599482069237,0.6416841550041196,0.6818264137264924,9,0.1352130903471366,0.04805404110590117,12,-0.35939708037870927,0.16949926623650313,0.6740607123458727,0.3720916030112382,0.20410275676278022,0.6456508094423373,0.37160274960260586,4.916737079620361,chin_s010_r5,0.22
105,0.7360291415819977,0.7306782417668596,0.73439699824706,9,0.7400598332826778,10,0.029144595814416998,0.1452233068194083,15,-0.12411795613793028,0.7528130326880492,0.7453124001698009,0.7482512355841482,8,0.7534474122264948,9,-0.07277359655365152,-0.16299894697213718,17,-0.071564248607565,0.22960710693308606,0.3307124943838714,0.3752233280496407,0.24438049743162704,0.3430051476432642,0.34376321161067325,0.662916962271734,0.6621465474710945,0.6821868907442953,9,0.12445951628367129,0.13325912321578595,10,-0.5023703606647086,0.6676489427747848,0.6616952812449678,0.6982024186356979,7,0.12056312807781372,-0.008232239837160685,12,-0.057485929731113765,0.24035811279135189,0.6475402682396815,0.35453970953645814,0.24586250274086296,0.6829579110604657,0.37053284777137646,5.029041051864624,chin_s010_r5,0.22
106,0.7305011058706422,0.7485298505633055,0.7369750624670307,8,0.7292977900477863,10,0.13358009153222922,0.1498500431331265,15,0.13023406160227607,0.7476028716263494,0.7457955702675259,0.7086311284046523,8,0.7270217950264817,9,-0.059332401148609416,-0.03915755538839887,17,0.06406355819000248,0.19037458381722594,0.3265850816663384,0.3803297248161505,0.21198001168965863,0.3396378561496586,0.4079650237021579,0.6522345184041094,0.6566993621985153,0.6836890516721845,9,0.30281515338091286,0.3961289431493113,10,0.20550758638944483,0.6708264209642475,0.668301027732157,0.6646776049308961,8,0.1068151893295684,0.10029065756016625,12,-0.03834048935808438,0.17429253445417459,0.6262288699035783,0.39402481335990747,0.21624445246488566,0.6694220543743616,0.42831175669716626,4.938133001327515,chin_s010_r5,0.22
107,0.7336573355768189,0.7315323465516422,0.7189820681580976,8,0.7313156101674129,10,-0.08957704433690183,-0.05204300548245115,15,-0.04225226372504108,0.7352862640947554,0.7358423513863435,0.7224876885472485,8,0.7246893172638951,9,-0.2736520995603959,-0.2878498204709634,17,-0.4262394557282429,0.20609575895406884,0.3704547067514175,0.3558621896074597,0.21326822827097747,0.3666046200040628,0.3728772317368704,0.6482948503045712,0.6526849532600582,0.6612695169149094,9,0.09394497433466559,0.15605093199498968,10,-0.0967278705037818,0.6544690656851956,0.6677385500864578,0.6673712429739143,9,0.14223684107042836,0.04843326518188871,12,-1.4397015479503994,0.19703110863623774,0.7104314170049423,0.3624635802467952,0.17359896477961723,0.6721440862692295,0.36451367613387636,4.918943166732788,chin_s010_r5,0.22
108,0.711561797339753,0.7016733820933826,0.7204378508767224,3,0.7073033202285792,6,0.10315418964316589,0.08715266196426323,15,0.0935048532075548,0.7206099120625934,0.7233512383824238,0.7054633058758666,8,0.7197025523388635,9,0.0814752506655967,0.1918195728725009,17,-0.06222575471715992,0.2216686707088149,0.374926379394107,0.40802394681684534,0.2114583217496211,0.3868251516481099,0.3806322702725959,0.6373016075914034,0.6367066714555271,0.6421821865732227,4,0.3185089621725719,0.5209457514036364,10,0.11407672853506563,0.6484992559683475,0.6518724765906945,0.653856186962251,9,0.20769918449686117,0.31873418464437214,12,-0.07883477270769977,0.22881153774908825,0.7171843320554391,0.3992933006144277,0.2349395721783658,0.7470044543652907,0.38237709450494706,4.907094717025757,chin_s010_r5,0.22
109,0.7412135828605222,0.7463164476797132,0.7260508433736484,9,0.7289966163734357,10,0.00925146326705306,-0.11750839664454803,15,-0.00796553641861522,0.7453154146829519,0.7515598746398482,0.7323661719259175,8,0.7443379693331799,10,-0.15587159899662925,-0.03367330539215609,17,0.03651339229197205,0.19364047733763456,0.3397774874173613,0.3594191318194965,0.19499045220039957,0.3385467879756902,0.384679433562905,0.659614041235022,0.662165108829971,0.6773275726279667,10,0.19077039089041395,0.152782760275418,10,-0.023682308610729015,0.6522164503417148,0.6591066373910671,0.8007239290858135,5,0.0664296676408408,0.14278117669778376,12,0.019690891692766315,0.19465324454104582,0.6674002572869527,0.3832492536171103,0.20642652747585988,0.6431170718789555,0.37571710795199914,4.915880918502808,chin_s010_r5,0.22
110,0.7302146423147796,0.7251957528579258,0.7162559022622484,9,0.7171103197932501,10,-0.026208374418556245,0.00027012879669550125,15,0.11159682723387485,0.7457524863588659,0.7327100701084459,0.673771690167414,8,0.7301723575312327,9,-0.22963179710604567,-0.09680207387061401,17,0.0435307539993779,0.24485719574644538,0.3487545736939635,0.37423415811649563,0.18270683594930226,0.35589576898265884,0.40650391787970686,0.6483206984626791,0.6478348308613678,0.6630478649554469,9,0.13139964537054347,0.23928006951799743,10,0.11913276317552145,0.6575867233082237,0.6594927755200474,0.6264791866821676,8,0.028648535239904616,0.15924025681929158,12,0.023417006227621457,0.23751459902472583,0.6727688886013018,0.37955265881453193,0.19427773857300856,0.6562678233777057,0.413656246047903,4.840409278869629,chin_s010_r5,0.22
111,0.7271146399852959,0.7191699978645921,0.7205716370006511,9,0.7268282610466464,10,0.03547369518506807,0.07489464521043947,15,-0.14023004405264775,0.7185618170215292,0.719210549235169,0.7056741957765658,8,0.7092376787720398,9,0.09732719926667988,0.20233473229777593,17,0.04624984335210527,0.22690297790621727,0.3582294190700559,0.4026243649574315,0.2811059822483939,0.36185741791474085,0.36623354936532304,0.6452758863367114,0.6491706667161733,0.68052807289396,9,0.19621886471571276,0.14223266186540032,10,-0.3851145069364287,0.652444224770747,0.6548900566855678,0.6564452834191099,9,0.21597363994388483,0.30984030420895964,12,-0.14155918732583067,0.24901255425881175,0.6627841129671338,0.3990751958901712,0.2864324289459086,0.7118851384000663,0.3801550423852244,4.917500734329224,chin_s010_r5,0.22
112,0.719504500337152,0.7421708265331362,0.7705305925237309,9,0.7565501360620687,10,-0.1395126831013227,0.0011009902208458508,15,0.05641399776808083,0.7333616083282419,0.7330267542699659,0.783517699681203,8,0.7698958922898027,9,-0.08107647125045848,-0.01909955617528767,17,-0.10390087264490197,0.1700139265359022,0.3653267154716273,0.36385966864727476,0.22259895556692832,0.3429438620119072,0.37315149956238514,0.6355344833445096,0.6655791840629732,0.7129217274185992,10,0.07590491409342688,0.20305704971045477,10,0.04764475484334376,0.6541816747025598,0.6716348367248305,0.7262817619909105,9,0.10921581829531624,0.14466789047686773,12,-0.25851369674595226,0.14613193046430073,0.7194714387651556,0.3904171075820449,0.22532584288432478,0.6804040462790549,0.36620097367933474,5.015470266342163,chin_s010_r5,0.22
113,0.7549973955008655,0.7508031732168161,0.7535853946252132,9,0.75624163338631,10,-0.12989968175042438,-0.12340328936046245,15,-0.10619517961091897,0.7355593480416439,0.7289512314644156,0.7098319604332334,8,0.7250802529608733,9,-0.09317764103731503,-0.060083313109741604,17,-0.10548503981536106,0.24992082536062288,0.34393940846544,0.35541247362748274,0.21805992281875675,0.3498338117365429,0.36674413761826624,0.6813682418159113,0.6809107595869742,0.7178955955537396,9,0.05190666974007355,-0.026846335151100707,10,-0.2298657921324813,0.6551886024929348,0.6571131863917153,0.6744454542344047,9,0.010519841973906218,0.08446467313902972,12,-0.2808220440041355,0.2173090846448842,0.6433379967929367,0.3800464796903579,0.20720527760356244,0.6722502497865184,0.3893477806506156,4.8224098682403564,chin_s010_r5,0.22
114,0.7411336059674969,0.7451593779647254,0.7387311005843857,8,0.7495676810682257,10,-0.03163490436749291,0.049072668549427614,15,-0.004146330075010549,0.7640899284615229,0.7642248391264164,0.7476462520934659,8,0.7214008781448686,8,-0.12266491023071652,-0.14246065041620493,17,0.006070389135970763,0.2557299099445185,0.3270915381108761,0.33345434390882855,0.20184943695134105,0.34556141832836323,0.33891955577065686,0.6557193772617507,0.6673110436575519,0.6788704414350029,9,0.14305760479033355,0.3231631246124476,10,0.007565861836187945,0.6658941993039712,0.6630372880592627,0.6856701644911911,9,0.022341732592293623,-0.0030864900808822795,12,-0.10436653646625166,0.24343641443956354,0.662927892568445,0.37102698074765317,0.196829306980292,0.7016961945374279,0.3284730047396677,4.90712308883667,chin_s010_r5,0.22
115,0.7288031649589799,0.7300024331585221,0.7239544938863349,8,0.73517532164814,10,-0.05686339505283235,0.006275364102547135,15,-0.02365513531193503,0.7163300517823259,0.7161174466205742,0.6925616784936759,8,0.7092733393014399,9,-0.049735376780149755,0.059616776307746484,17,0.05628905527062368,0.23194279616974445,0.40179694097266805,0.3743418223530237,0.1836053523573966,0.39700061455185676,0.4104358763409261,0.6438317770909825,0.6456528451359488,0.6872897660671824,8,0.13005743385022314,0.2196705422213025,10,-0.04845841050435578,0.6288498332748663,0.6310223442498136,0.7033807834762369,4,0.12780358641103087,0.17388347608330457,12,0.09532337511132796,0.2408040409057035,0.7639452165078392,0.3877522155691422,0.19187848207859215,0.7563287028414807,0.3828816868023327,4.850231885910034,chin_s010_r5,0.22
116,0.7400385107658056,0.7350127112762133,0.7212964077815938,9,0.7381361904394675,10,-0.012403767588536488,-0.027032163931786795,15,-0.2308031639551379,0.7317022172320862,0.7309623015524515,0.7280548619810712,8,0.7391858310356569,9,0.08329070593830407,0.22937891898122711,17,0.041571762426078324,0.270107287358587,0.3513069008558831,0.3541671659930212,0.28438434201398977,0.3605556113374232,0.37135875509923394,0.6556701857150744,0.6585229111721742,0.6707098689011484,9,0.08763314802533324,0.07013779142332292,10,-0.7794990122774337,0.6467817420315296,0.6472667996402475,0.6780792789913173,8,0.29475740201,0.48846704241627803,12,-0.0649429439212695,0.2631343925354539,0.6824238867463628,0.3949196887532224,0.28583092163713353,0.6835288934291884,0.347881473252843,4.887568950653076,chin_s010_r5,0.22
117,0.7595478901595183,0.7593111785971143,0.7477856869729971,8,0.7523485661783106,10,-0.03260659440266562,-0.0426536825424597,15,-0.03179149527418382,0.7219440222707835,0.7213604265230183,0.7228868400071493,8,0.7275078994881405,9,0.09613182007337874,0.11369744195700006,17,-0.01406814229024623,0.2674435204665908,0.3512812084061048,0.3386263760535576,0.25480662766326745,0.31903034455166734,0.2925786038146512,0.6775641115650637,0.6841932527158717,0.6954222438072334,9,0.11283269654934522,0.0783315699089376,10,-0.10943816547162838,0.6524745173466698,0.6539372184035883,0.6774936670741758,9,0.27939239451700687,0.36532265539437025,12,-0.0003369873143066145,0.29785911299467127,0.651908903218926,0.3341005414232033,0.2500897069060066,0.6332763175456099,0.3228366896537465,4.960687160491943,chin_s010_r5,0.22
