design,E,ssr,gamma,in_set
Chinchilla,0.6090384507173583,0.004896605028558693,0.0703604458954871,False
Chinchilla,0.6108729038821696,0.004889972591557305,0.07042697020448374,False
Chinchilla,0.612707357046981,0.004883332295386721,0.0704936196896096,False
Chinchilla,0.6145418102117922,0.00487668413097601,0.07056039540882439,False
Chinchilla,0.6163762633766036,0.004870028089269018,0.07062729718451512,False
Chinchilla,0.6182107165414149,0.004863364161225058,0.07069432532379849,False
Chinchilla,0.6200451697062263,0.0048566923378192545,0.07076148031340619,False
Chinchilla,0.6218796228710376,0.004850012610042775,0.07082876287078141,False
Chinchilla,0.6237140760358488,0.004843324968903195,0.07089617274283673,False
Chinchilla,0.6255485292006602,0.004836629405424597,0.07096371054067076,False
Chinchilla,0.6273829823654715,0.004829925910648237,0.071031376774805,False
Chinchilla,0.6292174355302829,0.0048232144756324286,0.07109917168510703,False
Chinchilla,0.6310518886950941,0.00481649509145355,0.07116709555942768,False
Chinchilla,0.6328863418599054,0.0048097677492053076,0.07123514887426065,False
Chinchilla,0.6347207950247168,0.0048030324400002095,0.071303332252726,False
Chinchilla,0.6365552481895281,0.004796289154969125,0.07137164552026302,False
Chinchilla,0.6383897013543395,0.004789537885262099,0.0714400891634352,False
Chinchilla,0.6402241545191507,0.004782778622048152,0.0715086638594385,False
Chinchilla,0.6420586076839621,0.004776011356516058,0.07157736988013465,False
Chinchilla,0.6438930608487734,0.004769236079874875,0.07164620739363783,False
Chinchilla,0.6457275140135847,0.004762452783353372,0.07171517722065486,False
Chinchilla,0.647561967178396,0.004755661458201713,0.07178427932203804,False
Chinchilla,0.6493964203432073,0.004748862095690327,0.07185351420806829,False
Chinchilla,0.6512308735080187,0.004742054687111683,0.0719228819580485,False
Chinchilla,0.65306532667283,0.004735239223779503,0.07199238358333095,False
Chinchilla,0.6548997798376414,0.004728415697030094,0.07206201918489837,False
Chinchilla,0.6567342330024526,0.004721584098221988,0.07213178920506715,False
Chinchilla,0.6585686861672639,0.00471474441873654,0.0722016935982916,False
Chinchilla,0.6604031393320753,0.004707896649978504,0.07227173320815988,False
Chinchilla,0.6622375924968866,0.0047010407833760915,0.07234190830723966,False
Chinchilla,0.6640720456616979,0.0046941768103817,0.07241221919762676,False
Chinchilla,0.6659064988265092,0.004687304722471836,0.07248266644633845,False
Chinchilla,0.6677409519913206,0.004680424511148229,0.07255325050204799,False
Chinchilla,0.6695754051561319,0.0046735361679375075,0.07262397142963269,False
Chinchilla,0.6714098583209432,0.0046666396843916685,0.0726948300685719,False
Chinchilla,0.6732443114857545,0.004659735052089232,0.07276582616593978,False
Chinchilla,0.6750787646505658,0.004652822262634704,0.0728369605456434,False
Chinchilla,0.6769132178153772,0.004645901307659368,0.07290823400652247,False
Chinchilla,0.6787476709801885,0.004638972178822167,0.07297964643880382,False
Chinchilla,0.6805821241449997,0.004632034867809319,0.0730511982601347,False
Chinchilla,0.6824165773098111,0.004625089366334834,0.07312288990188837,False
Chinchilla,0.6842510304746224,0.004618135666141998,0.0731947218794948,False
Chinchilla,0.6860854836394338,0.00461117375900233,0.07326669455030523,False
Chinchilla,0.6879199368042451,0.004604203636716959,0.07333880825604712,False
Chinchilla,0.6897543899690564,0.004597225291116966,0.07341106363236004,False
Chinchilla,0.6915888431338677,0.004590238714063411,0.07348346082199395,False
Chinchilla,0.693423296298679,0.004583243897448159,0.0735560006971859,False
Chinchilla,0.6952577494634904,0.0045762408331942,0.07362868291627922,False
Chinchilla,0.6970922026283016,0.004569229513256263,0.07370150857634492,False
Chinchilla,0.698926655793113,0.004562209929620951,0.07377447792135616,False
Chinchilla,0.7007611089579243,0.004555182074307442,0.07384759114337693,False
Chinchilla,0.7025955621227357,0.004548145939368114,0.07392084874918793,False
Chinchilla,0.7044300152875469,0.0045411015168885195,0.07399425148874937,False
