design,budget_C,c,n_budget,nwin,nleft,nright,xstar,Nstar,Mstar,Lstar,curv,slope,S,sigma,sigma_pop,se_sigma,lo_sigma,hi_sigma,se_curv,se_slope,weight,share_nonconvex_draws
Chinchilla,6e+18,43.238291143120875,12,9,3,6,19.242560877416597,227477269.57706863,19.325199523657194,3.0807750485324106,0.2480561329787372,-0.23710122579392245,1.0462035029474552,0.6565549537530351,0.6812791500822964,0.0648594614185922,0.5688944009285903,0.799828024972527,0.06424022022657985,0.01051364925024385,0.04504023058370931,0.0
Chinchilla,1e+19,43.74911676688687,26,14,4,10,19.561564361073522,312953245.2265013,17.01726769861666,2.9617501524447385,0.17550322749877667,-0.21433960944882147,0.8188091223553439,0.7095194861327955,0.724949338697878,0.054230219193558894,0.6052464263527785,0.8123566200426835,0.04512129697112027,0.006570818548574347,0.1007493952275114,0.0
Chinchilla,3e+19,44.84772905555498,17,14,3,11,20.223657223348678,606768094.0266527,13.580774319711333,2.7519346213896134,0.13380981869127084,-0.1740766946171121,0.7686831312232251,0.7223650758172478,0.7146123680098068,0.046685438985998896,0.6396463812249121,0.818934042884548,0.030932031622084584,0.0023864472240825896,0.14051416377854645,0.0
Chinchilla,6e+19,45.540876236114926,15,15,8,7,20.579822691841418,866370056.16559,13.322727124118929,2.6360298937549995,0.15011111785679915,-0.1530019495351894,0.9811059160541914,0.6708919630226393,0.6708036440011899,0.03854632314478128,0.6115562828841126,0.7847267293835514,0.02574761733358886,0.002165473064987812,0.3398725480598108,0.0
Chinchilla,1e+20,46.051701859880914,15,14,7,7,20.872160199645432,1160550385.3230717,12.374303095601109,2.5687185421365877,0.09348910267290389,-0.1399075483156269,0.6682205770770531,0.7495632172175711,0.7084936430441594,0.05987346702160516,0.6584883308781367,0.8670604454223639,0.029395387531013846,0.002387609015703049,0.07705259100124434,0.0
Chinchilla,3e+20,47.15031414854902,13,10,5,5,21.36784450899894,1905184152.817992,13.77514196979524,2.4204193017909867,0.1022224480204148,-0.1150595908254143,0.8884304844741023,0.6924175640543903,0.6705128026401241,0.05699644767516596,0.5950208844390902,0.8168467410393623,0.027183507857254298,0.0018692815040573622,0.09718379861792255,0.0
Chinchilla,6e+20,47.84346132910897,13,10,6,4,21.502991438594268,2180873755.222175,21.0251424834043,2.3492227523495446,0.1486785035575411,-0.10266486668590988,1.4481926325624528,0.5800139995408962,0.5983629615255901,0.049972269346243714,0.49139408809623697,0.6800932865639422,0.030273706415232842,0.0017690220894045591,0.05748713805319988,0.0
Chinchilla,1e+21,48.35428695287496,17,14,10,4,21.785547062606447,2892962968.8708544,19.91420623977404,2.299226478167779,0.12475513110804082,-0.09459152693512234,1.318882728191996,0.6026124343024093,0.6119891277943457,0.03831678557668323,0.5374071994314211,0.685460587508391,0.019328145012250504,0.0026024117919984423,0.11291703890505284,0.0
Chinchilla,3e+21,49.45289924154307,9,8,3,5,22.18357304975232,4307282577.472445,26.950279619972836,2.202679630300749,0.12161037177783096,-0.08016878205099451,1.5169292668120604,0.5686779142456029,0.5924665871673102,0.054180909137564404,0.47576365970660034,0.6791831402780092,0.029588197888240197,0.0064437161850545615,0.029183095773002304,0.0
Llama 3,6e+18,43.238291143120875,16,13,4,9,19.280614529292343,236300422.30042675,17.908986308996198,0.9000484629521918,0.0393185800460108,-0.0421376245976547,0.933099110864432,0.6818726283717592,0.6943755840104933,0.0272114373588337,0.637442646166957,0.7430164384689738,0.0043171042940781,0.0020415334167381,0.048321242075526,0.0
