block,cell,estimator,param,stat,v1,v2,diff
summary,fact,primal,lnMstar,bias,0.0214592266421241,0.021459228757191612,2.115067513491775e-09
summary,fact,primal,lnMstar,median_bias,0.0217808680504751,0.02178086805047519,8.673617379884035e-17
summary,fact,primal,lnMstar,rmse,0.2766221875500965,0.2766221863831657,-1.1669307742323554e-09
summary,fact,primal,lnMstar,mae,0.1768807625202371,0.1768807625202371,0.0
summary,fact,primal,lnMstar,q05,2.427368562279605,2.427368606120798,4.384119289824184e-08
summary,fact,primal,lnMstar,q95,3.360771158092736,3.360771159308557,1.2158212214785635e-09
summary,fact,primal,lnMstar,wald_cover,0.964,0.964,0.0
summary,fact,primal,lnMstar,boot_cover,0.9466666666666668,0.9466666666666667,-1.1102230246251565e-16
summary,fact,primal,lnMstar,corner_share,0.0,0.0,0.0
summary,opt_s0,primal,alpha,bias,0.8470527745711163,0.45158859180057187,-0.3954641827705444
summary,opt_s0,primal,alpha,median_bias,0.0228421185759474,0.009546116061834337,-0.013296002514113062
summary,opt_s0,primal,alpha,rmse,1.595915620738317,1.1291389133369842,-0.4667767074013327
summary,opt_s0,primal,alpha,mae,0.1419170080261053,0.028714562876860694,-0.1132024451492446
summary,opt_s0,primal,alpha,q05,0.0542356630461405,0.21026204772441717,0.15602638467827668
summary,opt_s0,primal,alpha,q95,3.525318744627569,3.5252799945488977,-3.8750078671156984e-05
summary,opt_s0,primal,alpha,wald_cover,1.0,1.0,0.0
summary,opt_s0,primal,alpha,corner_share,0.51,0.868,0.358
summary,opt_s0,primal,beta,bias,0.7782667867149917,1.1428601076113531,0.36459332089636143
summary,opt_s0,primal,beta,median_bias,0.0332528989483928,0.7628246826993968,0.7295717837510041
summary,opt_s0,primal,beta,rmse,1.4687493324739402,1.6089856377079528,0.14023630523401254
summary,opt_s0,primal,beta,mae,0.1362780312575351,0.7628246826993968,0.6265466514418617
summary,opt_s0,primal,beta,q05,0.0511300435541948,0.3314829866960417,0.2803529431418469
summary,opt_s0,primal,beta,q95,3.4159977064314013,3.415835579136865,-0.00016212729453624064
summary,opt_s0,primal,beta,wald_cover,1.0,1.0,0.0
summary,opt_s0,primal,beta,corner_share,0.51,0.868,0.358
summary,opt_s0,primal,a,bias,-0.0072209459187088,0.14021549157549787,0.14743643749420668
summary,opt_s0,primal,a,median_bias,0.0226016376956491,0.2578946215913976,0.2352929838957485
summary,opt_s0,primal,a,rmse,0.358363546381854,0.33072516238207533,-0.027638383999778693
summary,opt_s0,primal,a,mae,0.3925939132096278,0.36259921085884433,-0.029994702350783442
summary,opt_s0,primal,a,q05,0.0706562498242548,0.09053128095943457,0.01987503113517977
summary,opt_s0,primal,a,q95,0.9283603485291884,0.9182824281993146,-0.010077920329873757
summary,opt_s0,primal,a,wald_cover,0.2678571428571428,0.43478260869565216,0.16692546583850937
summary,opt_s0,primal,a,corner_share,0.51,0.868,0.358
summary,opt_s0,primal,gamma,bias,0.0586780182680507,0.09264574272779526,0.03396772445974456
summary,opt_s0,primal,gamma,median_bias,0.0988228996931278,0.103388534502725,0.004565634809597208
summary,opt_s0,primal,gamma,rmse,0.1170001086021592,0.11268718623783873,-0.004312922364320473
summary,opt_s0,primal,gamma,mae,0.1252642413587172,0.10966543603876405,-0.01559880531995314
summary,opt_s0,primal,gamma,q05,0.0344856741517153,0.09252413985828808,0.058038465706572784
summary,opt_s0,primal,gamma,q95,0.3418965944975441,0.33827436594123317,-0.003622228556310947
summary,opt_s0,primal,gamma,wald_cover,1.0,1.0,0.0
summary,opt_s0,primal,gamma,corner_share,0.51,0.868,0.358
summary,opt_s0,primal,sigma_star,bias,-0.2202367454912464,-0.2400060233708743,-0.0197692778796279
summary,opt_s0,primal,sigma_star,median_bias,-0.2972130397161775,-0.26650471351990823,0.030708326196269287
summary,opt_s0,primal,sigma_star,rmse,0.2818862432792252,0.2717343902300434,-0.010151853049181758
summary,opt_s0,primal,sigma_star,mae,0.2972130397161775,0.26650471351990823,-0.030708326196269287
summary,opt_s0,primal,sigma_star,q05,0.3377118665898934,0.33901134875975153,0.001299482169858146
summary,opt_s0,primal,sigma_star,q95,0.7869952876837506,0.6927506085687742,-0.09424467911497636
summary,opt_s0,primal,sigma_star,wald_cover,1.0,1.0,0.0
summary,opt_s0,primal,sigma_star,corner_share,0.51,0.868,0.358
summary,opt_s0,primal,lnMstar,bias,-2.8043443999263515,-11.766175356375404,-8.961830956449052
summary,opt_s0,primal,lnMstar,median_bias,-1.8518540664426373,-18.39687236742688,-16.545018300984243
summary,opt_s0,primal,lnMstar,rmse,23.995371033653125,27.726354893903498,3.7309838602503724
summary,opt_s0,primal,lnMstar,mae,10.876213313096972,21.706206439110048,10.829993126013076
summary,opt_s0,primal,lnMstar,q05,-42.51234340001432,-38.960769637543365,3.5515737624709587
summary,opt_s0,primal,lnMstar,q95,34.846681854237595,34.624094728595814,-0.2225871256417804
summary,opt_s0,primal,lnMstar,wald_cover,0.25,0.4782608695652174,0.2282608695652174
summary,opt_s0,primal,lnMstar,corner_share,0.51,0.868,0.358
summary,opt_s0,dual,alpha,bias,0.0007570259806854,0.0007570259631213594,-1.756404060821587e-11
summary,opt_s0,dual,alpha,median_bias,0.0006613537907049,0.0006613532101863995,-5.805185005662919e-10
summary,opt_s0,dual,alpha,rmse,0.0208971447361322,0.020897144852373692,1.1624149212630108e-10
summary,opt_s0,dual,alpha,mae,0.0151304412861034,0.015130442023112478,7.370090787661709e-10
summary,opt_s0,dual,alpha,q05,0.314750572457292,0.31475057634499876,3.887706767624621e-09
summary,opt_s0,dual,alpha,q95,0.3836758942714884,0.3836758942628565,-8.631928505309361e-12
summary,opt_s0,dual,beta,bias,0.0007962050136139,0.0007962049951408376,-1.847306238100116e-11
summary,opt_s0,dual,beta,median_bias,0.0006955814164464,0.0006955808058837498,-6.105626501346634e-10
summary,opt_s0,dual,beta,rmse,0.0219786530893536,0.021978653211611028,1.2225742640481485e-10
summary,opt_s0,dual,beta,mae,0.0159135003520887,0.015913501127240853,7.751521542698203e-10
summary,opt_s0,dual,beta,q05,0.3310401362992455,0.3310401403881562,4.088910710020599e-09
summary,opt_s0,dual,beta,q95,0.4035326110537973,0.40353261104471855,-9.078737761569755e-12
summary,opt_s0,dual,a,bias,3.3306690738754696e-16,3.3306690738754696e-16,0.0
summary,opt_s0,dual,a,median_bias,3.3306690738754696e-16,3.3306690738754696e-16,0.0
summary,opt_s0,dual,a,rmse,3.3306690738754696e-16,3.3306690738754696e-16,0.0
summary,opt_s0,dual,a,mae,3.3306690738754696e-16,3.3306690738754696e-16,0.0
summary,opt_s0,dual,a,q05,0.5126121076233188,0.5126121076233188,0.0
summary,opt_s0,dual,a,q95,0.5126121076233188,0.5126121076233188,0.0
summary,opt_s0,dual,gamma,bias,0.0003880606834849,0.0003880606744813205,-9.003579511720344e-12
summary,opt_s0,dual,gamma,median_bias,0.000339017960538,0.00033901766295720004,-2.975807999539351e-10
summary,opt_s0,dual,gamma,rmse,0.0107121294064983,0.010712129466085069,5.958676954631592e-11
summary,opt_s0,dual,gamma,mae,0.0077560473969402,0.00775604777474001,3.777998105330971e-10
summary,opt_s0,dual,gamma,q05,0.1613449543229785,0.16134495631586412,1.992885634294339e-09
summary,opt_s0,dual,gamma,q95,0.1966769088067693,0.19667690880234445,-4.424849375794793e-12
summary,opt_s0,dual,sigma_star,bias,-0.0002383445561374,-0.00023834454421202422,1.1925375780191122e-11
summary,opt_s0,dual,sigma_star,median_bias,-0.0003683664596454,-0.00036836613647572847,3.2316967152465e-10
summary,opt_s0,dual,sigma_star,rmse,0.0116189126181683,0.011618912688811796,7.064349626106914e-11
summary,opt_s0,dual,sigma_star,mae,0.0084537078697206,0.008453707120293918,-7.494266821700402e-10
summary,opt_s0,dual,sigma_star,q05,0.7175638264186245,0.717563826423189,4.564570943443869e-12
summary,opt_s0,dual,sigma_star,q95,0.7559176966325909,0.7559176943536925,-2.278898403318408e-09
summary,opt_s0,dual,lnMstar,bias,-1.1102230246251564e-14,-1.1102230246251565e-14,-1.5777218104420236e-30
summary,opt_s0,dual,lnMstar,median_bias,-1.1102230246251564e-14,-1.1102230246251565e-14,-1.5777218104420236e-30
summary,opt_s0,dual,lnMstar,rmse,1.1102230246251564e-14,1.1102230246251565e-14,1.5777218104420236e-30
summary,opt_s0,dual,lnMstar,mae,1.1102230246251564e-14,1.1102230246251565e-14,1.5777218104420236e-30
summary,opt_s0,dual,lnMstar,q05,2.8979598554678745,2.8979598554678745,0.0
summary,opt_s0,dual,lnMstar,q95,2.8979598554678745,2.8979598554678745,0.0
summary,opt_s0.05,primal,alpha,bias,0.0121591679163017,0.01013765863764943,-0.002021509278652269
summary,opt_s0.05,primal,alpha,median_bias,-0.0160114445775652,-0.009994463810008486,0.006016980767556714
summary,opt_s0.05,primal,alpha,rmse,0.3132242536025945,0.30225891080242084,-0.010965342800173639
summary,opt_s0.05,primal,alpha,mae,0.1347391818919687,0.14322046528367177,0.008481283391703065
summary,opt_s0.05,primal,alpha,q05,0.0510444862041442,0.053290739200058064,0.0022462529959138625
summary,opt_s0.05,primal,alpha,q95,0.750587094537141,0.6497526615107517,-0.10083443302638928
summary,opt_s0.05,primal,alpha,wald_cover,0.974477958236659,0.9629629629629629,-0.011514995273696038
summary,opt_s0.05,primal,alpha,corner_share,0.006,0.132,0.126
summary,opt_s0.05,primal,beta,bias,0.0882175660742756,0.17531056133054798,0.08709299525627238
summary,opt_s0.05,primal,beta,median_bias,0.0303039792443743,0.03693840207925819,0.006634422834883892
summary,opt_s0.05,primal,beta,rmse,0.3828893280980237,0.5592361386386633,0.1763468105406396
summary,opt_s0.05,primal,beta,mae,0.1417556786390301,0.13951299098484632,-0.0022426876541837837
summary,opt_s0.05,primal,beta,q05,0.0608836432770224,0.09469385529788721,0.03381021202086481
summary,opt_s0.05,primal,beta,q95,0.9021761517660258,1.133650141021824,0.2314739892557982
summary,opt_s0.05,primal,beta,wald_cover,0.9837587006960556,0.9867724867724867,0.003013786076431102
summary,opt_s0.05,primal,beta,corner_share,0.006,0.132,0.126
summary,opt_s0.05,primal,a,bias,0.0338380686335551,0.05619510005224366,0.022357031418688555
summary,opt_s0.05,primal,a,median_bias,0.0331141545751739,0.04490602896559037,0.01179187439041647
summary,opt_s0.05,primal,a,rmse,0.2634951748709829,0.2593051718582391,-0.004190003012743804
summary,opt_s0.05,primal,a,mae,0.2296001896599885,0.2226208512069588,-0.006979338453029699
summary,opt_s0.05,primal,a,q05,0.0828567236267969,0.10836010244972002,0.025503378822923126
summary,opt_s0.05,primal,a,q95,0.927212553457908,0.9273179310957529,0.00010537763784490561
summary,opt_s0.05,primal,a,wald_cover,0.8538283062645011,0.8544973544973545,0.0006690482328534086
summary,opt_s0.05,primal,a,corner_share,0.006,0.132,0.126
summary,opt_s0.05,primal,gamma,bias,-0.0374901721065272,-0.025198228742017187,0.012291943364510012
summary,opt_s0.05,primal,gamma,median_bias,-0.0206939364526619,-0.014851745876043931,0.005842190576617969
summary,opt_s0.05,primal,gamma,rmse,0.0664902826165799,0.06749964759946396,0.0010093649828840645
summary,opt_s0.05,primal,gamma,mae,0.0276261406724535,0.03699388474485585,0.009367744072402349
summary,opt_s0.05,primal,gamma,q05,0.0389495555112368,0.040791392421624724,0.0018418369103879242
summary,opt_s0.05,primal,gamma,q95,0.1997373833153184,0.24927636464960204,0.04953898133428364
summary,opt_s0.05,primal,gamma,wald_cover,1.0,1.0,0.0
summary,opt_s0.05,primal,gamma,corner_share,0.006,0.132,0.126
summary,opt_s0.05,primal,sigma_star,bias,-0.0174203661005987,-0.03195777427562798,-0.014537408175029281
summary,opt_s0.05,primal,sigma_star,median_bias,-0.0047006381169625,-0.009831318652139154,-0.005130680535176654
summary,opt_s0.05,primal,sigma_star,rmse,0.0669533241724746,0.08865316595837491,0.021699841785900315
summary,opt_s0.05,primal,sigma_star,mae,0.0205052817222866,0.025454653579084552,0.004949371856797953
summary,opt_s0.05,primal,sigma_star,q05,0.6289833867980896,0.5680646484271458,-0.06091873837094386
summary,opt_s0.05,primal,sigma_star,q95,0.7857922386745375,0.7804035347664485,-0.005388703908088988
summary,opt_s0.05,primal,sigma_star,wald_cover,1.0,1.0,0.0
summary,opt_s0.05,primal,sigma_star,corner_share,0.006,0.132,0.126
summary,opt_s0.05,primal,lnMstar,bias,-0.754655376324226,-0.20102725755684908,0.5536281187673768
summary,opt_s0.05,primal,lnMstar,median_bias,-1.1720467354903252,-1.3800805250242312,-0.20803378953390594
summary,opt_s0.05,primal,lnMstar,rmse,5.873860985694982,10.227628911391019,4.353767925696037
summary,opt_s0.05,primal,lnMstar,mae,4.299617285789901,5.257432156841922,0.9578148710520216
summary,opt_s0.05,primal,lnMstar,q05,-5.544551573314553,-7.092629772860269,-1.5480781995457153
summary,opt_s0.05,primal,lnMstar,q95,11.049147953980953,24.742198392746527,13.693050438765574
summary,opt_s0.05,primal,lnMstar,wald_cover,0.8074245939675174,0.8015873015873016,-0.005837292380215797
summary,opt_s0.05,primal,lnMstar,corner_share,0.006,0.132,0.126
summary,opt_s0.05,dual,alpha,bias,-0.0005061411714679,-0.0005061411094126499,6.205525004444878e-11
summary,opt_s0.05,dual,alpha,median_bias,0.0002584807834633,0.000258479779931986,-1.0035313139831158e-09
summary,opt_s0.05,dual,alpha,rmse,0.0213837408286268,0.02138374111394256,2.8531576060086827e-10
summary,opt_s0.05,dual,alpha,mae,0.0146802324921762,0.014680233697520029,1.205343828220018e-09
summary,opt_s0.05,dual,alpha,q05,0.3120502368659658,0.31205023772791557,8.619497893214145e-10
summary,opt_s0.05,dual,alpha,q95,0.381812875052902,0.381812873917027,-1.135875005164877e-09
summary,opt_s0.05,dual,beta,bias,-0.0005896767429401,-0.0005896766779652402,6.497485980239831e-11
summary,opt_s0.05,dual,beta,median_bias,0.0004548788357683,0.00045487881085087833,-2.491742164163757e-11
summary,opt_s0.05,dual,beta,rmse,0.0225836590068374,0.02258365930375474,2.9691733793857367e-10
summary,opt_s0.05,dual,beta,mae,0.0156439560862912,0.015643957786393353,1.700102152807359e-09
summary,opt_s0.05,dual,beta,q05,0.3276482605906786,0.32764826031685285,-2.73825739860456e-10
summary,opt_s0.05,dual,beta,q95,0.4029183846198406,0.40291838339957825,-1.220262335621669e-09
summary,opt_s0.05,dual,a,bias,-4.337046312875748e-05,-4.337046312875748e-05,0.0
summary,opt_s0.05,dual,a,median_bias,-1.9093415079884934e-05,-1.9093415079884934e-05,0.0
summary,opt_s0.05,dual,a,rmse,0.0013284730772116,0.0013284730772116584,5.854691731421724e-17
summary,opt_s0.05,dual,a,mae,0.0009072006332344,0.0009072006332344063,6.288372600415926e-18
summary,opt_s0.05,dual,a,q05,0.5104000074321308,0.5104000074321308,0.0
summary,opt_s0.05,dual,a,q95,0.5148342831029278,0.5148342831029278,0.0
summary,opt_s0.05,dual,gamma,bias,-0.0002743345008545,-0.00027433446911443094,3.174006906912427e-11
summary,opt_s0.05,dual,gamma,median_bias,0.0001329756032837,0.00013297609070934968,4.874256496741145e-10
summary,opt_s0.05,dual,gamma,rmse,0.0109733861081227,0.010973386253730897,1.4560819737441388e-10
summary,opt_s0.05,dual,gamma,mae,0.0075630065806501,0.007563003808437857,-2.7722122427492613e-09
summary,opt_s0.05,dual,gamma,q05,0.1598960037156285,0.15989600281888883,-8.967396825099172e-10
summary,opt_s0.05,dual,gamma,q95,0.1965085169014865,0.19650851690924867,7.762179787818013e-12
summary,opt_s0.05,dual,sigma_star,bias,0.0004912336745806,0.0004912336452126662,-2.936793386601466e-11
summary,opt_s0.05,dual,sigma_star,median_bias,-0.0001428687657662,-0.0001428692953687749,-5.296025749022826e-10
summary,opt_s0.05,dual,sigma_star,rmse,0.0119641103929823,0.011964110551678614,1.5869631476983503e-10
summary,opt_s0.05,dual,sigma_star,mae,0.0081973184579726,0.008197316687296508,-1.7706760918612119e-09
summary,opt_s0.05,dual,sigma_star,q05,0.7177240100287626,0.71772401002076,-8.002598583800591e-12
summary,opt_s0.05,dual,sigma_star,q95,0.7575678607113158,0.757567861741263,1.02994723860661e-09
summary,opt_s0.05,dual,lnMstar,bias,0.0011743312658222,0.0011743312658222854,8.543513119185775e-17
summary,opt_s0.05,dual,lnMstar,median_bias,0.0008995842010679,0.0008995842010679489,4.889751797909625e-17
summary,opt_s0.05,dual,lnMstar,rmse,0.0245765900173297,0.024576590017329706,6.938893903907228e-18
summary,opt_s0.05,dual,lnMstar,mae,0.0163978013477428,0.016397801347742824,2.42861286636753e-17
summary,opt_s0.05,dual,lnMstar,q05,2.860546828991469,2.860546828991469,0.0
summary,opt_s0.05,dual,lnMstar,q95,2.937377324962172,2.937377324962172,0.0
summary,opt_s0.1,primal,alpha,bias,-0.0017250951524918,-0.001486045183278564,0.000239049969213236
summary,opt_s0.1,primal,alpha,median_bias,-0.0076914993391978,-0.008724400844112828,-0.0010329015049150283
summary,opt_s0.1,primal,alpha,rmse,0.1673115237261733,0.16833089041374125,0.0010193666875679408
summary,opt_s0.1,primal,alpha,mae,0.1227547018200081,0.1227546622383935,-3.9581614597050674e-08
summary,opt_s0.1,primal,alpha,q05,0.0826942919345795,0.08269429193457951,1.3877787807814457e-17
summary,opt_s0.1,primal,alpha,q95,0.6337538170895782,0.6353791638625569,0.001625346772978653
summary,opt_s0.1,primal,alpha,wald_cover,0.9291845493562232,0.9290322580645162,-0.0001522912917070185
summary,opt_s0.1,primal,alpha,corner_share,0.0,0.002,0.002
summary,opt_s0.1,primal,beta,bias,0.0275153585150271,0.02821307156789827,0.0006977130528711684
summary,opt_s0.1,primal,beta,median_bias,0.0113516967489138,0.012427951373398083,0.0010762546244842824
summary,opt_s0.1,primal,beta,rmse,0.1891241356914012,0.1887682740106624,-0.0003558616807388115
summary,opt_s0.1,primal,beta,mae,0.13214319085689,0.13182611268361732,-0.0003170781732726724
summary,opt_s0.1,primal,beta,q05,0.1034011602732923,0.10340161419490763,4.5392161533708286e-07
summary,opt_s0.1,primal,beta,q95,0.7124936379335373,0.7124936379335373,0.0
summary,opt_s0.1,primal,beta,wald_cover,0.9527896995708156,0.9526881720430107,-0.00010152752780490104
summary,opt_s0.1,primal,beta,corner_share,0.0,0.002,0.002
summary,opt_s0.1,primal,a,bias,0.0135794279391352,0.014172862913372485,0.0005934349742372849
summary,opt_s0.1,primal,a,median_bias,0.009725829418867,0.011121697532722963,0.0013958681138559626
summary,opt_s0.1,primal,a,rmse,0.2257106957079854,0.22538766288239062,-0.00032303282559478785
summary,opt_s0.1,primal,a,mae,0.1805000469837292,0.18050004698372926,5.551115123125783e-17
summary,opt_s0.1,primal,a,q05,0.1555508204186047,0.15555102342458774,2.0300598302380735e-07
summary,opt_s0.1,primal,a,q95,0.8963214028283598,0.8963214028283598,0.0
summary,opt_s0.1,primal,a,wald_cover,0.8776824034334764,0.8774193548387097,-0.0002630485947666683
summary,opt_s0.1,primal,a,corner_share,0.0,0.002,0.002
summary,opt_s0.1,primal,gamma,bias,-0.0321397229053469,-0.03184425995176782,0.0002954629535790801
summary,opt_s0.1,primal,gamma,median_bias,-0.0194338193943502,-0.019325501283676688,0.00010831811067351163
summary,opt_s0.1,primal,gamma,rmse,0.0513279321816602,0.0512850646122842,-4.2867569375999726e-05
summary,opt_s0.1,primal,gamma,mae,0.0210549921876606,0.02105499218766066,5.898059818321144e-17
summary,opt_s0.1,primal,gamma,q05,0.0533691898786321,0.05336918987863212,2.0816681711721685e-17
summary,opt_s0.1,primal,gamma,q95,0.1901390821135143,0.1903539624593599,0.00021488034584560278
summary,opt_s0.1,primal,gamma,wald_cover,0.9957081545064378,0.9956989247311828,-9.229775254970818e-06
summary,opt_s0.1,primal,gamma,corner_share,0.0,0.002,0.002
summary,opt_s0.1,primal,sigma_star,bias,-0.0061379467202885,-0.006354514112366411,-0.0002165673920779109
summary,opt_s0.1,primal,sigma_star,median_bias,-0.0033167068302931,-0.0034808432750292884,-0.00016413644473618847
summary,opt_s0.1,primal,sigma_star,rmse,0.0246247763363455,0.025102402907813078,0.0004776265714675765
summary,opt_s0.1,primal,sigma_star,mae,0.0121016000569851,0.012188220128905192,8.66200719200922e-05
summary,opt_s0.1,primal,sigma_star,q05,0.6875653203893419,0.6870026558655566,-0.0005626645237852834
summary,opt_s0.1,primal,sigma_star,q95,0.7655963815864797,0.7655963815864797,0.0
summary,opt_s0.1,primal,sigma_star,wald_cover,0.9892703862660944,0.989247311827957,-2.3074438137427045e-05
summary,opt_s0.1,primal,sigma_star,corner_share,0.0,0.002,0.002
summary,opt_s0.1,primal,lnMstar,bias,-0.2715680697872183,-0.24934177410414599,0.022226295683072328
summary,opt_s0.1,primal,lnMstar,median_bias,-0.4196882739211902,-0.43248482941255695,-0.012796555491366768
summary,opt_s0.1,primal,lnMstar,rmse,4.490758329288034,4.5801262584441504,0.08936792915611669
summary,opt_s0.1,primal,lnMstar,mae,3.583359226602223,3.583360229359375,1.0027571519799494e-06
summary,opt_s0.1,primal,lnMstar,q05,-4.442887279818094,-4.442887279818094,0.0
summary,opt_s0.1,primal,lnMstar,q95,10.062246954079384,10.227535207519232,0.1652882534398472
summary,opt_s0.1,primal,lnMstar,wald_cover,0.8605150214592274,0.8623655913978494,0.001850569938621982
summary,opt_s0.1,primal,lnMstar,corner_share,0.0,0.002,0.002
summary,opt_s0.1,dual,alpha,bias,-0.0003781670933513,-0.0003781672594214347,-1.6607013469472146e-10
summary,opt_s0.1,dual,alpha,median_bias,0.0009809042608881,0.0009809031094777376,-1.1514103624536698e-09
summary,opt_s0.1,dual,alpha,rmse,0.0214473930425387,0.0214473931684316,1.2589290027120725e-10
summary,opt_s0.1,dual,alpha,mae,0.0137093966869627,0.013709396299974197,-3.869885037421916e-10
summary,opt_s0.1,dual,alpha,q05,0.3131805556315538,0.3131805522169554,-3.4145983818234527e-09
summary,opt_s0.1,dual,alpha,q95,0.3814573621909423,0.38145736291847904,7.275367530645838e-10
summary,opt_s0.1,dual,beta,bias,-0.0003991957047121,-0.0003991958795886447,-1.7487654466880054e-10
summary,opt_s0.1,dual,beta,median_bias,0.0013836441835888,0.0013836431584715592,-1.0251172408767134e-09
summary,opt_s0.1,dual,beta,rmse,0.022110843798545,0.02211084392995787,1.3141287016904535e-10
summary,opt_s0.1,dual,beta,mae,0.0143639309153962,0.014363930816755827,-9.86403736469299e-11
summary,opt_s0.1,dual,beta,q05,0.3277094383065108,0.3277094385999245,2.93413737750825e-10
summary,opt_s0.1,dual,beta,q95,0.4009911183508363,0.4009911104536731,-7.897163201153745e-09
summary,opt_s0.1,dual,a,bias,1.6997779259503076e-05,1.6997779259503076e-05,0.0
summary,opt_s0.1,dual,a,median_bias,-0.000135767889811,-0.00013576788981106702,-6.703079931391631e-17
summary,opt_s0.1,dual,a,rmse,0.0026694414512147,0.002669441451214713,1.3010426069826053e-17
summary,opt_s0.1,dual,a,mae,0.0017379778982074,0.0017379778982074545,5.442694905877232e-17
summary,opt_s0.1,dual,a,q05,0.5081928138517509,0.5081928138517509,0.0
summary,opt_s0.1,dual,a,q95,0.51725940925527,0.51725940925527,0.0
summary,opt_s0.1,dual,gamma,bias,-0.0001992880285803,-0.00019928811375768857,-8.517738855277728e-11
summary,opt_s0.1,dual,gamma,median_bias,0.0005532656800155,0.0005532643873172455,-1.2926982545383506e-09
summary,opt_s0.1,dual,gamma,rmse,0.0108463773559953,0.01084637742060974,6.461444053418308e-11
summary,opt_s0.1,dual,gamma,mae,0.0070080051709471,0.007008005390288341,2.1934124135036814e-10
summary,opt_s0.1,dual,gamma,q05,0.1600318396379499,0.16003183968762388,4.967398714583737e-11
summary,opt_s0.1,dual,gamma,q95,0.1954767279848467,0.19547672417868178,-3.806164911024368e-09
summary,opt_s0.1,dual,sigma_star,bias,0.0003998944654928,0.00039989456041919567,9.49263956827838e-11
summary,opt_s0.1,dual,sigma_star,median_bias,-0.0006332399969654,-0.0006332385936162477,1.4033491522709787e-09
summary,opt_s0.1,dual,sigma_star,rmse,0.0118087432475531,0.011808743322632079,7.507897949177167e-11
summary,opt_s0.1,dual,sigma_star,mae,0.0076374903694232,0.0076374910429817255,6.735585257947041e-10
summary,opt_s0.1,dual,sigma_star,q05,0.7188049134520844,0.7188049173884633,3.936378889513037e-09
summary,opt_s0.1,dual,sigma_star,q95,0.757427837946848,0.7574278384916069,5.447589046525536e-10
summary,opt_s0.1,dual,lnMstar,bias,-0.000127212154711,-0.00012721215471100678,-6.776263578034403e-18
summary,opt_s0.1,dual,lnMstar,median_bias,0.0008321869448688,0.0008321869448688624,6.23416249179165e-17
summary,opt_s0.1,dual,lnMstar,rmse,0.048790814891329,0.048790814891329005,6.938893903907228e-18
summary,opt_s0.1,dual,lnMstar,mae,0.0317675931215712,0.03176759312157129,9.020562075079397e-17
summary,opt_s0.1,dual,lnMstar,q05,2.809533411328462,2.809533411328462,0.0
summary,opt_s0.1,dual,lnMstar,q95,2.9767155229238615,2.9767155229238615,0.0
summary,opt_s0.2,primal,alpha,bias,0.0003546941227574,0.0003546952491589439,1.1264015438699343e-09
summary,opt_s0.2,primal,alpha,median_bias,-0.0005184266264973,-0.0005184213431667639,5.2833305360863725e-09
summary,opt_s0.2,primal,alpha,rmse,0.1077756204100202,0.10777562201307951,1.6030593102955848e-09
summary,opt_s0.2,primal,alpha,mae,0.0666012852512501,0.06660129253208827,7.280838168477466e-09
summary,opt_s0.2,primal,alpha,q05,0.1760735451514374,0.17607354515143744,5.551115123125783e-17
summary,opt_s0.2,primal,alpha,q95,0.5345521776034711,0.5345521784933797,8.899085912617011e-10
summary,opt_s0.2,primal,alpha,wald_cover,0.9274193548387096,0.9274193548387096,0.0
summary,opt_s0.2,primal,alpha,corner_share,0.0,0.0,0.0
summary,opt_s0.2,primal,beta,bias,0.0117468653253028,0.01174686390870654,-1.4165962604339999e-09
summary,opt_s0.2,primal,beta,median_bias,0.0029617355913728,0.00296172610017828,-9.491194519987284e-09
summary,opt_s0.2,primal,beta,rmse,0.119507127225131,0.11950712976836385,2.5432328465413434e-09
summary,opt_s0.2,primal,beta,mae,0.0747416144096454,0.07474161440964547,6.938893903907228e-17
summary,opt_s0.2,primal,beta,q05,0.1849276682658797,0.18492731130196796,-3.5696391173511977e-07
summary,opt_s0.2,primal,beta,q95,0.5885896668122002,0.5885896811373333,1.4325133190773442e-08
summary,opt_s0.2,primal,beta,wald_cover,0.9193548387096774,0.9193548387096774,0.0
summary,opt_s0.2,primal,beta,corner_share,0.0,0.0,0.0
summary,opt_s0.2,primal,a,bias,0.0055401381874823,0.0055401361552982085,-2.0321840911441402e-09
summary,opt_s0.2,primal,a,median_bias,0.0040537701284887,0.004053770128488732,3.209238430557093e-17
summary,opt_s0.2,primal,a,rmse,0.1489266110559364,0.1489266144556998,3.399763387479382e-09
summary,opt_s0.2,primal,a,mae,0.0975555652879721,0.09755551886019001,-4.642778209107412e-08
summary,opt_s0.2,primal,a,q05,0.2619041574262437,0.2619041574262437,0.0
summary,opt_s0.2,primal,a,q95,0.7547980126119694,0.7547980126119694,0.0
summary,opt_s0.2,primal,a,wald_cover,0.905241935483871,0.905241935483871,0.0
summary,opt_s0.2,primal,a,corner_share,0.0,0.0,0.0
summary,opt_s0.2,primal,gamma,bias,-0.013467549418109,-0.013467550137442032,-7.193330323757019e-10
summary,opt_s0.2,primal,gamma,median_bias,-0.0082731955323506,-0.008273195532350675,-7.45931094670027e-17
summary,opt_s0.2,primal,gamma,rmse,0.0277288820201939,0.02772888278791121,7.677173098630252e-10
summary,opt_s0.2,primal,gamma,mae,0.0115948374970756,0.011594837786267825,2.891922257219903e-10
summary,opt_s0.2,primal,gamma,q05,0.1178850806347784,0.11788508063477848,8.326672684688674e-17
