block,cell,estimator,param,stat,v1,v2,diff
summary,opt_s0.2,primal,gamma,q95,0.1914986988944179,0.19149869889441795,5.551115123125783e-17
summary,opt_s0.2,primal,gamma,wald_cover,0.9818548387096774,0.9818548387096774,0.0
summary,opt_s0.2,primal,gamma,corner_share,0.0,0.0,0.0
summary,opt_s0.2,primal,sigma_star,bias,-0.0029884755893638,-0.0029884755049622226,8.440157730701947e-11
summary,opt_s0.2,primal,sigma_star,median_bias,-0.003093482123296,-0.003093481564857725,5.584382747891858e-10
summary,opt_s0.2,primal,sigma_star,rmse,0.0146948150492352,0.014694815200439653,1.5120445347183153e-10
summary,opt_s0.2,primal,sigma_star,mae,0.008870835761547,0.00887083523139548,-5.301515199063189e-10
summary,opt_s0.2,primal,sigma_star,q05,0.7089087798605814,0.708908779667401,-1.9318047161931418e-10
summary,opt_s0.2,primal,sigma_star,q95,0.7553908436262905,0.7553908436262905,0.0
summary,opt_s0.2,primal,sigma_star,wald_cover,0.9657258064516128,0.9657258064516129,1.1102230246251565e-16
summary,opt_s0.2,primal,sigma_star,corner_share,0.0,0.0,0.0
summary,opt_s0.2,primal,lnMstar,bias,-0.1632024113514136,-0.1632023879540659,2.339734772593971e-08
summary,opt_s0.2,primal,lnMstar,median_bias,-0.1396617805743913,-0.13966178057439138,-8.326672684688674e-17
summary,opt_s0.2,primal,lnMstar,rmse,2.9949092580542955,2.994909311244509,5.319021356697817e-08
summary,opt_s0.2,primal,lnMstar,mae,1.8901425938455287,1.8901425938455287,0.0
summary,opt_s0.2,primal,lnMstar,q05,-1.963148872246359,-1.963148872246359,0.0
summary,opt_s0.2,primal,lnMstar,q95,7.961636636182632,7.961638213822955,1.5776403223810576e-06
summary,opt_s0.2,primal,lnMstar,wald_cover,0.8931451612903226,0.8931451612903226,0.0
summary,opt_s0.2,primal,lnMstar,corner_share,0.0,0.0,0.0
summary,opt_s0.2,dual,alpha,bias,0.0015167886440109,0.0015167884551514606,-1.8885943937202443e-10
summary,opt_s0.2,dual,alpha,median_bias,0.0014426818732649,0.0014426828881687892,1.014903889227925e-09
summary,opt_s0.2,dual,alpha,rmse,0.0212518659737242,0.021251865770602594,-2.031216063402841e-10
summary,opt_s0.2,dual,alpha,mae,0.0145611432637747,0.014561139464558143,-3.799216557673346e-09
summary,opt_s0.2,dual,alpha,q05,0.3150282623337298,0.3150282682119328,5.878202979925362e-09
summary,opt_s0.2,dual,alpha,q95,0.3831958612146189,0.383195861941924,7.273051050304957e-10
summary,opt_s0.2,dual,beta,bias,0.0016955147113975,0.001695514510717274,-2.0068022590913337e-10
summary,opt_s0.2,dual,beta,median_bias,0.0027193270280777,0.0027193270388246593,1.0746959312052384e-11
summary,opt_s0.2,dual,beta,rmse,0.0224323953450548,0.022432395106673848,-2.3838095386530256e-10
summary,opt_s0.2,dual,beta,mae,0.0159115998220107,0.015911591640555278,-8.181455422862083e-09
summary,opt_s0.2,dual,beta,q05,0.3300115465892586,0.3300115465695911,-1.9667489858932186e-11
summary,opt_s0.2,dual,beta,q95,0.4045298931837721,0.4045298927099156,-4.738565095863123e-10
summary,opt_s0.2,dual,a,bias,6.488298384890356e-05,6.488298384890356e-05,0.0
summary,opt_s0.2,dual,a,median_bias,-0.0002576636149734,-0.0002576636149734246,-2.461138931542095e-17
summary,opt_s0.2,dual,a,rmse,0.0051088955408826,0.005108895540882617,1.734723475976807e-17
summary,opt_s0.2,dual,a,mae,0.0034981517372966,0.003498151737296673,7.28583859910259e-17
summary,opt_s0.2,dual,a,q05,0.5041174192799202,0.5041174192799202,0.0
summary,opt_s0.2,dual,a,q95,0.521012261156312,0.521012261156312,0.0
summary,opt_s0.2,dual,gamma,bias,0.0007826181753568,0.0007826180780539627,-9.730283733692252e-11
summary,opt_s0.2,dual,gamma,median_bias,0.0006998023424455,0.0006998030091365792,6.666910791876604e-10
summary,opt_s0.2,dual,gamma,rmse,0.0107554827233262,0.010755482611564301,-1.1176189834705141e-10
summary,opt_s0.2,dual,gamma,mae,0.0075612448538922,0.007561246618772624,1.7648804240960603e-09
summary,opt_s0.2,dual,gamma,q05,0.1616270767580011,0.16162707699461865,2.366175588797148e-10
summary,opt_s0.2,dual,gamma,q95,0.1967864186765111,0.19678641904812866,3.716175700496649e-10
summary,opt_s0.2,dual,sigma_star,bias,-0.0006875609962502,-0.0006875608940696429,1.0218055709280277e-10
summary,opt_s0.2,dual,sigma_star,median_bias,-0.000835276172224,-0.0008352761778298023,-5.605802389126169e-12
summary,opt_s0.2,dual,sigma_star,rmse,0.0116567341744683,0.011656734067620047,-1.0684825246798368e-10
summary,opt_s0.2,dual,sigma_star,mae,0.0082467103882972,0.008246710345342911,-4.295428943090762e-11
summary,opt_s0.2,dual,sigma_star,q05,0.7174349096407313,0.7174349092578967,-3.8283465286781393e-10
summary,opt_s0.2,dual,sigma_star,q95,0.7556708683603672,0.755670868090078,-2.70289235437815e-10
summary,opt_s0.2,dual,lnMstar,bias,-0.0026463348171877,-0.002646334817187796,-9.584347204771859e-17
summary,opt_s0.2,dual,lnMstar,median_bias,-0.0014636339575848,-0.0014636339575848645,-6.440160904563896e-17
summary,opt_s0.2,dual,lnMstar,rmse,0.094324105952755,0.09432410595275509,8.326672684688674e-17
summary,opt_s0.2,dual,lnMstar,mae,0.0630466699669263,0.06304666996692632,1.3877787807814457e-17
summary,opt_s0.2,dual,lnMstar,q05,2.7453257541408407,2.7453257541408407,0.0
summary,opt_s0.2,dual,lnMstar,q95,3.0512184158490885,3.0512184158490885,0.0
summary,opt_s0.3,primal,alpha,bias,0.0027660927312995,0.0027660926417131635,-8.958633661293458e-11
summary,opt_s0.3,primal,alpha,median_bias,0.0005017953956115,0.0005017953956115151,1.5070410197548512e-17
summary,opt_s0.3,primal,alpha,rmse,0.0714313850850062,0.07143138505805734,-2.694885981036066e-11
summary,opt_s0.3,primal,alpha,mae,0.0481227726973187,0.048122772697318794,9.71445146547012e-17
summary,opt_s0.3,primal,alpha,q05,0.2375094857447001,0.2375094857447001,0.0
summary,opt_s0.3,primal,alpha,q95,0.4742615783653297,0.4742615266426583,-5.1722671368104045e-08
summary,opt_s0.3,primal,alpha,wald_cover,0.946,0.946,0.0
summary,opt_s0.3,primal,alpha,boot_cover,0.9533333333333334,0.9533333333333334,0.0
summary,opt_s0.3,primal,alpha,corner_share,0.0,0.0,0.0
summary,opt_s0.3,primal,beta,bias,0.0048012102762539,0.004801210543140206,2.66886305590186e-10
summary,opt_s0.3,primal,beta,median_bias,0.00039731312217,0.00039731312217008985,8.982614999042404e-17
summary,opt_s0.3,primal,beta,rmse,0.0788367177325466,0.0788367184158678,6.833212051748916e-10
summary,opt_s0.3,primal,beta,mae,0.0506891455303475,0.05068914553034751,6.938893903907228e-18
summary,opt_s0.3,primal,beta,q05,0.242490243993286,0.24249024399328603,2.7755575615628914e-17
summary,opt_s0.3,primal,beta,q95,0.502487308134115,0.5024873054179173,-2.716197711194468e-09
summary,opt_s0.3,primal,beta,wald_cover,0.952,0.952,0.0
summary,opt_s0.3,primal,beta,boot_cover,0.9733333333333334,0.9733333333333334,0.0
summary,opt_s0.3,primal,beta,corner_share,0.0,0.0,0.0
summary,opt_s0.3,primal,a,bias,0.0002819064049235,0.0002819065439429076,1.3901940758504275e-10
summary,opt_s0.3,primal,a,median_bias,-0.0021321166789806,-0.0021322593994926864,-1.4272051208647635e-07
summary,opt_s0.3,primal,a,rmse,0.0983862592818952,0.09838625955335314,2.714579394602623e-10
summary,opt_s0.3,primal,a,mae,0.0654392459410018,0.06543924758760156,1.646599759319578e-09
summary,opt_s0.3,primal,a,q05,0.3430705682788538,0.3430705691109012,8.320474309542192e-10
summary,opt_s0.3,primal,a,q95,0.6686501601277034,0.668650160509815,3.8211156461187556e-10
summary,opt_s0.3,primal,a,wald_cover,0.93,0.93,0.0
summary,opt_s0.3,primal,a,boot_cover,0.96,0.96,0.0
summary,opt_s0.3,primal,a,corner_share,0.0,0.0,0.0
summary,opt_s0.3,primal,gamma,bias,-0.0051048084392933,-0.005104808458013852,-1.8720552018292036e-11
summary,opt_s0.3,primal,gamma,median_bias,-0.0038415609144608,-0.0038415609144608065,-6.5052130349130266e-18
summary,opt_s0.3,primal,gamma,rmse,0.0164465077105143,0.016446507355009556,-3.555047436987202e-10
summary,opt_s0.3,primal,gamma,mae,0.0086396662896301,0.008639666289630143,4.336808689942018e-17
summary,opt_s0.3,primal,gamma,q05,0.1469040605200478,0.14690406052004787,5.551115123125783e-17
summary,opt_s0.3,primal,gamma,q95,0.1949166842143593,0.19491668421435934,5.551115123125783e-17
summary,opt_s0.3,primal,gamma,wald_cover,0.97,0.97,0.0
summary,opt_s0.3,primal,gamma,boot_cover,0.9133333333333332,0.9133333333333333,1.1102230246251565e-16
summary,opt_s0.3,primal,gamma,corner_share,0.0,0.0,0.0
summary,opt_s0.3,primal,sigma_star,bias,-0.0018205510983239,-0.0018205511486800111,-5.035611120793315e-11
summary,opt_s0.3,primal,sigma_star,median_bias,-0.0023134331082844,-0.002313433695757705,-5.874733052455006e-10
summary,opt_s0.3,primal,sigma_star,rmse,0.0131109733026529,0.01311097324512517,-5.752773084288787e-11
summary,opt_s0.3,primal,sigma_star,mae,0.0087399223615641,0.008739923001623129,6.400590283478502e-10
summary,opt_s0.3,primal,sigma_star,q05,0.7137171266855467,0.7137171268231054,1.3755874217480368e-10
summary,opt_s0.3,primal,sigma_star,q95,0.7558930615246456,0.755893064024046,2.4994003533507225e-09
summary,opt_s0.3,primal,sigma_star,wald_cover,0.932,0.932,0.0
summary,opt_s0.3,primal,sigma_star,boot_cover,0.96,0.96,0.0
summary,opt_s0.3,primal,sigma_star,corner_share,0.0,0.0,0.0
summary,opt_s0.3,primal,lnMstar,bias,0.0029082518684235,0.0029082580772326026,6.208809102698637e-09
summary,opt_s0.3,primal,lnMstar,median_bias,-0.0236716191091059,-0.02367161910910598,-7.979727989493313e-17
summary,opt_s0.3,primal,lnMstar,rmse,1.9749503118738068,1.9749503188431379,6.969331112216537e-09
summary,opt_s0.3,primal,lnMstar,mae,1.2876023221188722,1.2876023496121345,2.7493262333422308e-08
summary,opt_s0.3,primal,lnMstar,q05,-0.3987405942736909,-0.39874059916269466,-4.889003757391208e-09
summary,opt_s0.3,primal,lnMstar,q95,6.344177812347926,6.344177812347926,0.0
summary,opt_s0.3,primal,lnMstar,wald_cover,0.938,0.938,0.0
summary,opt_s0.3,primal,lnMstar,boot_cover,0.9666666666666668,0.9666666666666667,-1.1102230246251565e-16
summary,opt_s0.3,primal,lnMstar,corner_share,0.0,0.0,0.0
summary,opt_s0.3,dual,alpha,bias,0.0009339898004964,0.0009339897686801852,-3.181621481031238e-11
summary,opt_s0.3,dual,alpha,median_bias,0.0005107239096695,0.0005107244688812296,5.592117295486268e-10
summary,opt_s0.3,dual,alpha,rmse,0.0221451264661551,0.022145126362353985,-1.0380111700736272e-10
summary,opt_s0.3,dual,alpha,mae,0.01519048653588,0.01519048766656636,1.1306863605120565e-09
summary,opt_s0.3,dual,alpha,q05,0.3120867582838763,0.31208675815786513,-1.2601114596222374e-10
summary,opt_s0.3,dual,alpha,q95,0.3854461021291729,0.3854461014137053,-7.154676295861861e-10
summary,opt_s0.3,dual,beta,bias,0.001503953560992,0.0015039535257665563,-3.522544365572311e-11
summary,opt_s0.3,dual,beta,median_bias,0.0015808751147688,0.0015808768444062204,1.7296374204851112e-09
summary,opt_s0.3,dual,beta,rmse,0.0236516325030424,0.02365163236526071,-1.3778169230538317e-10
summary,opt_s0.3,dual,beta,mae,0.0153267235794888,0.015326723285127353,-2.9436144667605024e-10
summary,opt_s0.3,dual,beta,q05,0.3299304253416972,0.3299304254276449,8.594769340675157e-11
summary,opt_s0.3,dual,beta,q95,0.4045318078447763,0.40453180780346576,-4.1310566079033606e-11
summary,opt_s0.3,dual,a,bias,0.0003393170934825,0.00033931709348250175,1.734723475976807e-18
summary,opt_s0.3,dual,a,median_bias,0.0006597837506948,0.0006597837506948645,6.451002926288751e-17
summary,opt_s0.3,dual,a,rmse,0.007760727880126,0.007760727880126053,5.2909066017292616e-17
summary,opt_s0.3,dual,a,mae,0.0053920663843021,0.005392066384302174,7.45931094670027e-17
summary,opt_s0.3,dual,a,q05,0.5002956207721508,0.5002956207721508,0.0
summary,opt_s0.3,dual,a,q95,0.5250681616434475,0.5250681616434475,0.0
summary,opt_s0.3,dual,gamma,bias,0.0005596694284939,0.0005596694117793908,-1.6714509225475294e-11
summary,opt_s0.3,dual,gamma,median_bias,0.0001960893098643,0.00019608892736827643,-3.8249602356960066e-10
summary,opt_s0.3,dual,gamma,rmse,0.0110922734240811,0.011092273362678672,-6.14024282807879e-11
summary,opt_s0.3,dual,gamma,mae,0.0075327421171459,0.007532742552677968,4.3553206787588783e-10
summary,opt_s0.3,dual,gamma,q05,0.1610563296954808,0.1610563302224874,5.270065772666754e-10
summary,opt_s0.3,dual,gamma,q95,0.1966827069204555,0.19668270662296042,-2.974950841228008e-10
summary,opt_s0.3,dual,sigma_star,bias,-0.0004648894049192,-0.00046488938885801633,1.6061183687274966e-11
summary,opt_s0.3,dual,sigma_star,median_bias,-0.0003712301702084,-0.00037122957149376967,5.987146303363354e-10
summary,opt_s0.3,dual,sigma_star,rmse,0.0120530958908807,0.012053095826976876,-6.390382494003699e-11
summary,opt_s0.3,dual,sigma_star,mae,0.0082851218543874,0.008285122713043935,8.586565347634689e-10
summary,opt_s0.3,dual,sigma_star,q05,0.7176069265103437,0.7176069268168556,3.0651181592844523e-10
summary,opt_s0.3,dual,sigma_star,q95,0.756361395968248,0.756361395365294,-6.029540200458428e-10
summary,opt_s0.3,dual,lnMstar,bias,-0.0070389551340916,-0.007038955134091655,-5.4643789493269423e-17
summary,opt_s0.3,dual,lnMstar,median_bias,-0.0181687210124441,-0.018168721012444156,-5.551115123125783e-17
summary,opt_s0.3,dual,lnMstar,rmse,0.1433735801358216,0.14337358013582163,2.7755575615628914e-17
summary,opt_s0.3,dual,lnMstar,mae,0.1001162419942822,0.10011624199428226,5.551115123125783e-17
summary,opt_s0.3,dual,lnMstar,q05,2.672345763033607,2.672345763033607,0.0
summary,opt_s0.3,dual,lnMstar,q95,3.1207587573344475,3.1207587573344475,0.0
summary,opt_s0.5,primal,alpha,bias,0.0023890887767175,0.002389088246247594,-5.304699058489293e-10
summary,opt_s0.5,primal,alpha,median_bias,0.002596095999586,0.002596094136388921,-1.863197078826734e-09
summary,opt_s0.5,primal,alpha,rmse,0.0470376252492639,0.04703762600438498,7.551210767786642e-10
summary,opt_s0.5,primal,alpha,mae,0.0287180914944013,0.028718091494401382,8.326672684688674e-17
summary,opt_s0.5,primal,alpha,q05,0.2685053050427426,0.26850530504274267,5.551115123125783e-17
summary,opt_s0.5,primal,alpha,q95,0.4296555750435637,0.42965557476518274,-2.78380984930493e-10
summary,opt_s0.5,primal,alpha,wald_cover,0.946,0.946,0.0
summary,opt_s0.5,primal,alpha,corner_share,0.0,0.0,0.0
summary,opt_s0.5,primal,beta,bias,-0.0022438463069645,-0.002243845916968687,3.8999581298757025e-10
summary,opt_s0.5,primal,beta,median_bias,-0.0040898651764189,-0.004089865176418961,-6.071532165918825e-17
summary,opt_s0.5,primal,beta,rmse,0.0514759928825223,0.051475993241443564,3.589212607679748e-10
summary,opt_s0.5,primal,beta,mae,0.0348045594676849,0.034804562880942996,3.4132580997714435e-09
summary,opt_s0.5,primal,beta,q05,0.2814317797838059,0.28143177433424915,-5.4495567503032305e-09
summary,opt_s0.5,primal,beta,q95,0.4437769750569945,0.4437769750569945,0.0
summary,opt_s0.5,primal,beta,wald_cover,0.94,0.94,0.0
summary,opt_s0.5,primal,beta,corner_share,0.0,0.0,0.0
summary,opt_s0.5,primal,a,bias,-0.0036088304593281,-0.003608829780890107,6.784379928508055e-10
summary,opt_s0.5,primal,a,median_bias,-0.0024138310682274,-0.002413831068227401,-1.3010426069826053e-18
summary,opt_s0.5,primal,a,rmse,0.0611821032713149,0.061182104321752084,1.0504371816821845e-09
summary,opt_s0.5,primal,a,mae,0.0385206089200254,0.038520611401034494,2.4810090926141726e-09
summary,opt_s0.5,primal,a,q05,0.4093769510531105,0.4093769510531105,0.0
summary,opt_s0.5,primal,a,q95,0.6153741748492642,0.6153741777573551,2.9080909902390317e-09
summary,opt_s0.5,primal,a,wald_cover,0.926,0.926,0.0
summary,opt_s0.5,primal,a,corner_share,0.0,0.0,0.0
summary,opt_s0.5,primal,gamma,bias,-0.0025835081671377,-0.0025835083046707834,-1.3753308344618964e-10
summary,opt_s0.5,primal,gamma,median_bias,-0.0024463499596671,-0.0024463499596671656,-6.548581121812447e-17
summary,opt_s0.5,primal,gamma,rmse,0.0117842326384182,0.011784232595397818,-4.302038239534234e-11
summary,opt_s0.5,primal,gamma,mae,0.0082203791621426,0.008220379230358635,6.821603525108966e-11
summary,opt_s0.5,primal,gamma,q05,0.1573875972683636,0.15738759726836365,5.551115123125783e-17
summary,opt_s0.5,primal,gamma,q95,0.1931242396730172,0.19312423952167387,-1.5134332675970086e-10
summary,opt_s0.5,primal,gamma,wald_cover,0.944,0.944,0.0
summary,opt_s0.5,primal,gamma,corner_share,0.0,0.0,0.0
summary,opt_s0.5,primal,sigma_star,bias,0.0001624828766764,0.00016248291057199382,3.389559382412262e-11
summary,opt_s0.5,primal,sigma_star,median_bias,-0.0004061681327334,-0.00040616779391366986,3.3881973013913727e-10
summary,opt_s0.5,primal,sigma_star,rmse,0.0122264417529587,0.012226441623493409,-1.2946529091839576e-10
summary,opt_s0.5,primal,sigma_star,mae,0.0079467657247097,0.007946764930258088,-7.944516121349832e-10
summary,opt_s0.5,primal,sigma_star,q05,0.7178398820335037,0.7178398820335037,0.0
summary,opt_s0.5,primal,sigma_star,q95,0.75743619807997,0.75743619807997,0.0
summary,opt_s0.5,primal,sigma_star,wald_cover,0.94,0.94,0.0
summary,opt_s0.5,primal,sigma_star,corner_share,0.0,0.0,0.0
summary,opt_s0.5,primal,lnMstar,bias,0.0819669326171718,0.08196692003543875,-1.2581733058181221e-08
summary,opt_s0.5,primal,lnMstar,median_bias,0.0393125426554907,0.03931261747031711,7.48148264104187e-08
summary,opt_s0.5,primal,lnMstar,rmse,1.249302649603944,1.249302673287997,2.3684052941064238e-08
summary,opt_s0.5,primal,lnMstar,mae,0.7937344431062536,0.7937345938533753,1.507471216743994e-07
summary,opt_s0.5,primal,lnMstar,q05,0.9354383136592188,0.9354381074754341,-2.0618378471226606e-07
summary,opt_s0.5,primal,lnMstar,q95,5.022740221103882,5.022740490398121,2.6929423935229124e-07
summary,opt_s0.5,primal,lnMstar,wald_cover,0.932,0.932,0.0
summary,opt_s0.5,primal,lnMstar,corner_share,0.0,0.0,0.0
summary,opt_s0.5,dual,alpha,bias,-0.0008020562935463,-0.0008020562161042379,7.7442062094632e-11
summary,opt_s0.5,dual,alpha,median_bias,-0.0010410956371745,-0.0010410969900382927,-1.3528637927799625e-09
summary,opt_s0.5,dual,alpha,rmse,0.023888247745613,0.02388824777906439,3.3451390962779826e-11
summary,opt_s0.5,dual,alpha,mae,0.0154314828690049,0.015431483742161856,8.731569547254514e-10
summary,opt_s0.5,dual,alpha,q05,0.309231985726576,0.3092319847074101,-1.0191659183256263e-09
summary,opt_s0.5,dual,alpha,q95,0.3835722418484533,0.38357223903438736,-2.814065924727771e-09
summary,opt_s0.5,dual,beta,bias,-0.0006781713347265,-0.0006781712550283767,7.969812331788673e-11
summary,opt_s0.5,dual,beta,median_bias,0.0008435176015502,0.0008435175495357938,-5.2014406128585156e-11
summary,opt_s0.5,dual,beta,rmse,0.0258329694872699,0.025832969508562155,2.1292256152660727e-11
summary,opt_s0.5,dual,beta,mae,0.0179268494134931,0.01792684963076499,2.1727189145059889e-10
summary,opt_s0.5,dual,beta,q05,0.3236567717265801,0.32365677223120193,5.046218443105488e-10
summary,opt_s0.5,dual,beta,q95,0.4076315854824806,0.407631588024637,2.542156429807818e-09
summary,opt_s0.5,dual,a,bias,7.453538047185892e-05,7.453538047185892e-05,0.0
summary,opt_s0.5,dual,a,median_bias,-9.89155491307736e-05,-9.89155491307736e-05,0.0
summary,opt_s0.5,dual,a,rmse,0.0130148563353306,0.013014856335330685,8.500145032286355e-17
summary,opt_s0.5,dual,a,mae,0.0089094907169132,0.008909490716913215,1.5612511283791264e-17
summary,opt_s0.5,dual,a,q05,0.4920784873208105,0.4920784873208105,0.0
summary,opt_s0.5,dual,a,q95,0.5346769866149579,0.5346769866149579,0.0
summary,opt_s0.5,dual,gamma,bias,-0.0004932234310374,-0.0004932233918563073,3.918109272357112e-11
summary,opt_s0.5,dual,gamma,median_bias,-0.0001566479830101,-0.00015664747979106386,5.03219036129517e-10
summary,opt_s0.5,dual,gamma,rmse,0.0114897162326249,0.011489716244177457,1.1552555786997765e-11
summary,opt_s0.5,dual,gamma,mae,0.0081101742079757,0.008110173688549008,-5.194266926300539e-10
summary,opt_s0.5,dual,gamma,q05,0.1588147351777884,0.15881473550032077,3.2253236192936185e-10
summary,opt_s0.5,dual,gamma,q95,0.1960281538864129,0.19602815078435787,-3.1020550295135507e-09
summary,opt_s0.5,dual,sigma_star,bias,0.0006155731402223,0.0006155730981569698,-4.206533027722309e-11
summary,opt_s0.5,dual,sigma_star,median_bias,-8.353488719453628e-05,-8.353458471660469e-05,3.024779315907722e-10
summary,opt_s0.5,dual,sigma_star,rmse,0.0125809991285083,0.012580999150476793,2.196849299695991e-11
summary,opt_s0.5,dual,sigma_star,mae,0.0088945585933777,0.008894558915691297,3.223135976865299e-10
summary,opt_s0.5,dual,sigma_star,q05,0.7175680021742984,0.7175680003273304,-1.8469680229671326e-09
summary,opt_s0.5,dual,sigma_star,q95,0.7585134118062199,0.7585134104872286,-1.3189912495548128e-09
summary,opt_s0.5,dual,lnMstar,bias,-0.0015284612728135,-0.0015284612728135335,-3.361026734705064e-17
summary,opt_s0.5,dual,lnMstar,median_bias,0.0011079677742382,0.001107967774238272,7.19910242530375e-17
summary,opt_s0.5,dual,lnMstar,rmse,0.2423120056453006,0.24231200564530062,2.7755575615628914e-17
summary,opt_s0.5,dual,lnMstar,mae,0.1710633002529178,0.17106330025291783,2.7755575615628914e-17
summary,opt_s0.5,dual,lnMstar,q05,2.508535647950102,2.5085356479501026,4.440892098500626e-16
summary,opt_s0.5,dual,lnMstar,q95,3.2820103016585236,3.2820103016585236,0.0
summary,opt_s1,primal,alpha,bias,0.0035839338265152,0.0035839334572345923,-3.6928060782870364e-10
summary,opt_s1,primal,alpha,median_bias,0.0048041409789472,0.004804131761610209,-9.217336991752811e-09
summary,opt_s1,primal,alpha,rmse,0.0282839887274587,0.02828398889140779,1.6394909041483885e-10
summary,opt_s1,primal,alpha,mae,0.0193377971249958,0.019337796941412244,-1.835835546082354e-10
summary,opt_s1,primal,alpha,q05,0.3072058077499437,0.30720580774994377,5.551115123125783e-17
summary,opt_s1,primal,alpha,q95,0.3962671818302845,0.39626718183028453,5.551115123125783e-17
summary,opt_s1,primal,alpha,wald_cover,0.956,0.956,0.0
summary,opt_s1,primal,alpha,boot_cover,0.9733333333333334,0.9733333333333334,0.0
summary,opt_s1,primal,alpha,corner_share,0.0,0.0,0.0
summary,opt_s1,primal,beta,bias,0.0006742841593681,0.0006742840417622092,-1.176058908461744e-10
summary,opt_s1,primal,beta,median_bias,-0.0009281508625225,-0.0009281471177087497,3.744813750327508e-09
summary,opt_s1,primal,beta,rmse,0.0316908799954813,0.03169087971586315,-2.7961814808019625e-10
summary,opt_s1,primal,beta,mae,0.0200760316300857,0.02007602458385732,-7.046228378548847e-09
summary,opt_s1,primal,beta,q05,0.3177256181905704,0.31772560782413556,-1.0366434821662551e-08
summary,opt_s1,primal,beta,q95,0.4174822608039548,0.41748226080395484,5.551115123125783e-17
summary,opt_s1,primal,beta,wald_cover,0.942,0.942,0.0
summary,opt_s1,primal,beta,boot_cover,0.9733333333333334,0.9733333333333334,0.0
summary,opt_s1,primal,beta,corner_share,0.0,0.0,0.0
summary,opt_s1,primal,a,bias,-0.0022756884725143,-0.0022756882616507936,2.108635063433062e-10
summary,opt_s1,primal,a,median_bias,-0.0031115848711957,-0.0031115848711957828,-8.283304597789254e-17
summary,opt_s1,primal,a,rmse,0.0290987025189455,0.02909870269492578,1.7598028242971075e-10
summary,opt_s1,primal,a,mae,0.017555621903531,0.01755562245372294,5.501919406181166e-10
summary,opt_s1,primal,a,q05,0.4634379292304459,0.46343792923044597,5.551115123125783e-17
summary,opt_s1,primal,a,q95,0.5606017776960004,0.5606017776960004,0.0
summary,opt_s1,primal,a,wald_cover,0.95,0.95,0.0
summary,opt_s1,primal,a,boot_cover,0.9733333333333334,0.9733333333333334,0.0
summary,opt_s1,primal,a,corner_share,0.0,0.0,0.0
summary,opt_s1,primal,gamma,bias,0.0004944899086144,0.0004944897776391498,-1.3097525017671807e-10
summary,opt_s1,primal,gamma,median_bias,0.0004262227117703,0.0004262227117703965,9.64939933512099e-17
summary,opt_s1,primal,gamma,rmse,0.0106800023226262,0.010680002270744927,-5.188127184807545e-11
summary,opt_s1,primal,gamma,mae,0.0070742182850375,0.007074218499362628,2.1432512795765968e-10
summary,opt_s1,primal,gamma,q05,0.1617797227085434,0.1617797225645359,-1.4400750036891452e-10
summary,opt_s1,primal,gamma,q95,0.1954737344545042,0.19547373445450422,2.7755575615628914e-17
summary,opt_s1,primal,gamma,wald_cover,0.954,0.954,0.0
summary,opt_s1,primal,gamma,boot_cover,0.98,0.98,0.0
summary,opt_s1,primal,gamma,corner_share,0.0,0.0,0.0
summary,opt_s1,primal,sigma_star,bias,-0.0009724202483035,-0.0009724201186931707,1.2961032930507849e-10
summary,opt_s1,primal,sigma_star,median_bias,-0.0011116556978474,-0.0011116559670410475,-2.691936476246354e-10
summary,opt_s1,primal,sigma_star,rmse,0.0116227577650096,0.011622757689137862,-7.587173771195221e-11
summary,opt_s1,primal,sigma_star,mae,0.007557166603096,0.007557166603096077,7.719519468096792e-17
summary,opt_s1,primal,sigma_star,q05,0.7173263779029813,0.7173263779029813,0.0
summary,opt_s1,primal,sigma_star,q95,0.7554079411800539,0.7554079408746621,-3.0539182294120337e-10
summary,opt_s1,primal,sigma_star,wald_cover,0.954,0.954,0.0
summary,opt_s1,primal,sigma_star,boot_cover,0.9533333333333334,0.9533333333333334,0.0
summary,opt_s1,primal,sigma_star,corner_share,0.0,0.0,0.0
summary,opt_s1,primal,lnMstar,bias,0.0434014069531689,0.04340140290432352,-4.048845383963773e-09
summary,opt_s1,primal,lnMstar,median_bias,0.0558995875915462,0.05589958759154623,2.7755575615628914e-17
summary,opt_s1,primal,lnMstar,rmse,0.5902999589184018,0.5902999616091292,2.6907274186527275e-09
summary,opt_s1,primal,lnMstar,mae,0.3802725550127952,0.38027219575115856,-3.5926163666211153e-07
summary,opt_s1,primal,lnMstar,q05,1.9598585933080117,1.9598585895025267,-3.805485038199663e-09
summary,opt_s1,primal,lnMstar,q95,3.87737245886522,3.8773730052279474,5.463627275048566e-07
summary,opt_s1,primal,lnMstar,wald_cover,0.948,0.948,0.0
summary,opt_s1,primal,lnMstar,boot_cover,0.98,0.98,0.0
summary,opt_s1,primal,lnMstar,corner_share,0.0,0.0,0.0
summary,opt_s1,dual,alpha,bias,5.065412097092481e-05,5.065424386119744e-05,1.2289027262436195e-10
summary,opt_s1,dual,alpha,median_bias,0.00053197266696,0.0005319721867417804,-4.802182195732391e-10
summary,opt_s1,dual,alpha,rmse,0.0315396451205615,0.03153964496103583,-1.5952567045118826e-10
summary,opt_s1,dual,alpha,mae,0.0217661213657213,0.021766121325995064,-3.9726236189530084e-11
summary,opt_s1,dual,alpha,q05,0.2980194446782176,0.29801944427419325,-4.0402436951580967e-10
