gC,sigma,scenario,spec,stock,year,C,m_D,w_sigma,D_w,U,r_obs,r_opt,life_penalty,train_penalty,N_ratio,ratio_proc,ratio_proc_vs_w,w_hat_proc,shadow_usd_per_Mtok,epochs,s_true_c,s_hat_proc,extra_life_usd_bn
hat,0.7,trend,DN,100T,2030.0,1.893820330496557e+29,13.297167887387415,9.188024199570016,1.0500422640197986e+16,134009564062500.05,78.35577045307562,5.892666101282919,0.24659364743973833,-0.3549533239860929,1.3200603296043343,0.33790624696187715,0.6530252717460677,6.000011999733656,3150.6462005244157,38.28849950548441,0.9436824048057109,0.8333336666586015,435.6991194007422
hat,0.7,trend,DN,100T,2031.0,9.586171257564732e+29,27.385414016864818,17.067087280759573,4.837037699659495e+16,140710042265625.05,343.75923862835526,12.552639825589537,0.42704083995555453,-0.6946476043620842,1.4968536457688935,0.09094939215184913,0.42504496058948205,7.254279440627703,41153.67040172809,70.12556460315477,0.9874626566434034,0.8621503337189514,7094.436346792291
hat,0.7,catchup,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.6208965197726328,,,
hat,0.7,catchup,D15,100T,2027.0,1.4602242200599083e+27,1.5222243868442225,1.4335415763376376,107420879047675.0,115762500000000.02,0.9279419418868371,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.4335415763376376,0.0,0.9279419418868371,,,
hat,0.7,catchup,D15,100T,2027.5,3.285282740472747e+27,2.184533729979877,1.9537947246506127,230555267108388.94,118621263804439.83,1.943625111670405,0.8897208063197583,0.0072930028268365366,-0.007975572800111963,1.0233012436278555,0.962315505006431,0.9771268207989757,1.9091052277916634,1.2565872397461377,1.8842189434466807,0.4959337542019205,0.4761944048748224,0.04753373706502936
hat,0.7,catchup,D15,100T,2028.0,7.3913872517505e+27,3.1350093052399366,2.6628553291247434,494836121829063.4,121550625000000.02,4.071029020451876,1.2985699958362011,0.027476813398050748,-0.013050019337394025,1.0518486466090475,0.9147438454027116,0.9523056991387284,2.5358523059074276,7.571459934532278,3.8198480608068563,0.6392755827018165,0.6056552671973691,0.5491408934751292
hat,0.7,catchup,D15,100T,2028.5,1.6629498835000692e+28,4.499030254859706,3.6292443696284713,1062056792446699.6,124552326994661.81,8.526992775431793,1.8952957176096368,0.0586067448152614,-0.029519023085259777,1.0921242713405623,0.8393279756848282,0.9155442273549663,3.3227337322738606,37.40286674947558,7.577236854820762,0.7473983643250139,0.699042992736085,3.5915909269515582
hat,0.7,catchup,D15,100T,2029.0,3.741384696598062e+28,6.456527322043733,4.946350089101268,2279471082694778.0,127628156250000.03,17.860252389995466,2.766231984958445,0.10365023476769597,-0.0804600101718439,1.1503035323167405,0.7129640606888158,0.8557136847383773,4.232659460750847,174.98243228548893,14.277289288982672,0.8315564794900036,0.7637419194071884,19.477418679888434
hat,0.7,catchup,D15,100T,2030.0,1.893820330496557e+29,7.132473292165013,5.387021433794758,5632325971359297.0,134009564062500.05,42.02928358704656,5.892666101282919,0.24483806052504598,-0.14907991652654984,1.3346297296555198,0.4982209655749327,0.7288633004964984,3.9264022220810264,2059.5347659973536,26.796616847018587,0.8731100540914855,0.7453139175665014,253.63565309401966
hat,0.7,catchup,D15,100T,2031.0,9.586171257564732e+29,7.132473292165013,5.387021433794758,1.259796261789959e+16,140710042265625.05,89.53136830218426,12.552639825589537,0.5632699918990931,-0.18866140992158742,1.7346690637222417,0.29619269085721106,0.5706977963320751,3.074361261060324,23490.333775071897,41.87556903229384,0.9036571613724224,0.6747291827196953,2953.6184671454316
hat,0.7,catchup,D15,22T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,25132331179875.76,2.822256908057422,2.2561940412295454,0.03078520500963866,0.021542172090979417,1.0744828238014918,0.9405918674820091,0.949102452587237,1.14985904882721,3.049914629524023,2.6832019909407014,0.1819937683306848,0.13032819020736292,0.03559218342770558
hat,0.7,catchup,D15,22T,2027.0,1.4602242200599083e+27,1.5222243868442225,1.4335415763376376,107420879047675.0,25467750000000.004,4.2179179176674415,2.7708910421621593,0.05533680031891608,0.033685757863762156,1.1052767452673384,0.9120724363072577,0.9311762295930182,1.3348798400189132,7.795381603588162,3.9447149304463442,0.3167381745054035,0.25086890218835617,0.11762178812068402
hat,0.7,catchup,D15,22T,2027.5,3.285282740472747e+27,2.184533729979877,1.9537947246506127,230555267108388.94,26096678036976.76,8.834659598501842,4.044185483271629,0.11931617318575216,0.05538931013233683,1.1863398853129425,0.8338719615164751,0.8843811131405921,1.7278991534347254,40.178573237516694,7.8594721583160165,0.5174070431952579,0.42126252101449574,0.7776691903843918
hat,0.7,catchup,D15,22T,2028.0,7.3913872517505e+27,3.1350093052399366,2.6628553291247434,494836121829063.4,26741137500000.004,18.504677365690345,5.90259089016455,0.21706884776044655,0.055194674883675354,1.3144159651203042,0.7023599619315966,0.8101068456163263,2.15719733100987,200.36845564140938,14.855295077711395,0.6744108886863893,0.5364355473535376,4.338253467676305
hat,0.7,catchup,D15,22T,2028.5,1.6629498835000692e+28,4.499030254859706,3.6292443696284713,1062056792446699.6,27401511938825.598,38.75905807014452,8.614980534589257,0.3638296281128295,-0.002826288626769813,1.5032825907111327,0.5153852587296555,0.7048899080784271,2.5582177301015623,965.2412946684591,25.710078746307634,0.7985373751947241,0.6091028577304483,22.296532513539667
hat,0.7,catchup,D15,22T,2029.0,3.741384696598062e+28,6.456527322043733,4.946350089101268,2279471082694778.0,28078194375000.008,81.1829654090703,12.573781749811111,0.5688762695931993,-0.14024159922424528,1.7485658188746565,0.3184708283097706,0.5811415446968192,2.8745295313915604,4356.65208396958,39.91713423476172,0.8892094080676921,0.6521169850302774,106.90030085077184
hat,0.7,catchup,D15,22T,2030.0,1.893820330496557e+29,7.132473292165013,5.387021433794758,5632325971359297.0,29482104093750.008,191.0421981229389,26.78484591492236,1.3946907556562378,-0.1380468283157208,2.7440707637329584,0.14245586132057433,0.39577293221954757,2.132037268782503,63668.74748203127,60.00917715897089,0.9331832217914635,0.5309650470739432,1444.8051904857953
hat,0.7,catchup,D15,22T,2031.0,9.586171257564732e+29,7.132473292165013,5.387021433794758,1.259796261789959e+16,30956209298437.51,406.9607650099284,57.05745375267971,4.533023713736811,0.3022606139233881,6.497405393575979,0.05324956498371877,0.2262458855400954,1.2187914347123694,1489226.747213582,81.56624738369327,0.9563095346200184,0.17951507409797593,23769.81331414465
hat,0.7,catchup,D15,490T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,559765558097232.94,0.1267135754638026,0.10129850797357141,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.1267135754638026,,,
hat,0.7,catchup,D15,490T,2027.0,1.4602242200599083e+27,1.5222243868442225,1.4335415763376376,107420879047675.0,567236250000000.0,0.18937590650751782,0.12440735291340309,0.0,0.0,1.0,1.0,1.0,1.4335415763376376,0.0,0.18937590650751782,,,
hat,0.7,catchup,D15,490T,2027.5,3.285282740472747e+27,2.184533729979877,1.9537947246506127,230555267108388.94,581244192641755.1,0.3966581860551847,0.18157567475913433,0.0,0.0,1.0,1.0,1.0,1.9537947246506127,0.0,0.3966581860551847,,,
hat,0.7,catchup,D15,490T,2028.0,7.3913872517505e+27,3.1350093052399366,2.6628553291247434,494836121829063.4,595598062500000.1,0.8308222490718113,0.2650142848645308,0.0,0.0,1.0,1.0,1.0,2.6628553291247434,0.0,0.8308222490718113,,,
hat,0.7,catchup,D15,490T,2028.5,1.6629498835000692e+28,4.499030254859706,3.6292443696284713,1062056792446699.6,610306402273842.9,1.7402026072309782,0.38679504441012996,0.0026924555036351716,-0.01491376593047744,1.0093887602052785,0.9683391028149755,0.985646006594393,3.577150219879488,0.9992649940440018,1.6983046576885839,0.7292987313103115,0.7204478597396758,0.16500146507981306
hat,0.7,catchup,D15,490T,2029.0,3.741384696598062e+28,6.456527322043733,4.946350089101268,2279471082694778.0,625377965625000.1,3.644949467346014,0.5645371397874377,0.012108230966192401,-0.033140853251908964,1.0235742902859337,0.9229619972928768,0.9661566914591135,4.778949236884573,6.394139117242604,3.4429867625471617,0.8068692610983745,0.7907489804909695,2.2753164479548427
hat,0.7,catchup,D15,490T,2030.0,1.893820330496557e+29,7.132473292165013,5.387021433794758,5632325971359297.0,656646863906250.2,8.57740481368297,1.202584918629167,0.03914300234278989,-0.058656641892596006,1.0614359511490121,0.8387535068608547,0.9258947118905442,4.987814658391584,78.64776817371235,7.606943256838502,0.831839479951461,0.7995113955732932,40.54950011441809
hat,0.7,catchup,D15,490T,2031.0,9.586171257564732e+29,7.132473292165013,5.387021433794758,1.259796261789959e+16,689479207101562.8,18.2717078167723,2.56176322971215,0.09699876577821076,-0.09321507262172302,1.1403570764841149,0.708335803783209,0.8569215026029469,4.616254501601685,838.1106774717367,14.529229122506141,0.8465561628940865,0.7833741619633333,508.63236105814445
hat,0.7,catchup,D3,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.6208965197726328,,,
hat,0.7,catchup,D3,100T,2027.0,1.4602242200599083e+27,1.5222243868442225,1.4335415763376376,107420879047675.0,115762500000000.02,0.9279419418868371,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.4335415763376376,0.0,0.9279419418868371,,,
hat,0.7,catchup,D3,100T,2027.5,3.285282740472747e+27,2.184533729979877,1.9537947246506127,230555267108388.94,118621263804439.83,1.943625111670405,0.8897208063197583,0.03240105132731674,-0.03720704266735719,1.1053812138252506,0.8421647987359178,0.9030517069989596,1.764377661221298,5.706413449462551,1.6929078817391339,0.5226845038646808,0.43322791827470636,0.21118092108175665
hat,0.7,catchup,D3,100T,2028.0,7.3913872517505e+27,3.1350093052399366,2.6628553291247434,494836121829063.4,121550625000000.02,4.071029020451876,1.2985699958362011,0.1273358897575041,-0.06598979271970218,1.2435971658235132,0.6677186731351875,0.8059261222406076,2.1460646694892413,36.80073376348341,3.0575678071109276,0.6888636756253468,0.5340308173294713,2.544885509825785
hat,0.7,catchup,D3,100T,2028.5,1.6629498835000692e+28,4.499030254859706,3.6292443696284713,1062056792446699.6,124552326994661.81,8.526992775431793,1.8952957176096368,0.277471319930658,-0.1306990976364849,1.4327138003490223,0.47112006394954814,0.6923291673839458,2.5126317326577525,188.25509192273202,5.173763603257171,0.812499357615285,0.6020109166804785,17.004245471977068
hat,0.7,catchup,D3,100T,2029.0,3.741384696598062e+28,6.456527322043733,4.946350089101268,2279471082694778.0,127628156250000.03,17.860252389995466,2.766231984958445,0.4829543978533297,-0.25925958159945994,1.6710304586930866,0.2830087295003872,0.5665804506114374,2.80250526236492,863.3993537250388,7.91715720038492,0.8990158079983166,0.643176405971798,90.75430491175739
hat,0.7,catchup,D3,100T,2030.0,1.893820330496557e+29,7.132473292165013,5.387021433794758,5632325971359297.0,134009564062500.05,42.02928358704656,5.892666101282919,1.2219571634091246,-0.28433677005323943,2.565309471163734,0.12463886148995197,0.3869728100287598,2.084630821920716,12229.851500636476,11.72521802237337,0.940210583006197,0.5202987553073641,1265.864884444648
hat,0.7,catchup,D3,100T,2031.0,9.586171257564732e+29,7.132473292165013,5.387021433794758,1.259796261789959e+16,140710042265625.05,89.53136830218426,12.552639825589537,3.8329777882277556,0.0033719283779671816,5.705917644493102,0.04691423640511972,0.2259734960535979,1.2173240667102672,261583.36271629712,15.74387631591223,0.9614611772755778,0.17852605781266626,20098.982978478776
hat,0.7,catchup,DN,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.6208965197726328,,,
hat,0.7,catchup,DN,100T,2027.0,1.4602242200599083e+27,1.5222243868442225,1.4335415763376376,107420879047675.0,115762500000000.02,0.9279419418868371,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.4335415763376376,0.0,0.9279419418868371,,,
hat,0.7,catchup,DN,100T,2027.5,3.285282740472747e+27,2.184533729979877,1.9537947246506127,230555267108388.94,118621263804439.83,1.943625111670405,0.8897208063197583,0.0072930028268365366,-0.007975572800111963,1.0233012436278555,0.962315505006431,0.9771268207989757,1.9091052277916634,1.2565872397461377,1.8842189434466807,0.4959337542019205,0.4761944048748224,0.04753373706502936
hat,0.7,catchup,DN,100T,2028.0,7.3913872517505e+27,3.1350093052399366,2.6628553291247434,494836121829063.4,121550625000000.02,4.071029020451876,1.2985699958362011,0.027476813398050748,-0.013050019337394025,1.0518486466090475,0.9147438454027116,0.9523056991387284,2.5358523059074276,7.571459934532278,3.8198480608068563,0.6392755827018165,0.6056552671973691,0.5491408934751292
hat,0.7,catchup,DN,100T,2028.5,1.6629498835000692e+28,4.499030254859706,3.6292443696284713,1062056792446699.6,124552326994661.81,8.526992775431793,1.8952957176096368,0.0586067448152614,-0.029519023085259777,1.0921242713405623,0.8393279756848282,0.9155442273549663,3.3227337322738606,37.40286674947558,7.577236854820762,0.7473983643250139,0.699042992736085,3.5915909269515582
hat,0.7,catchup,DN,100T,2029.0,3.741384696598062e+28,6.456527322043733,4.946350089101268,2279471082694778.0,127628156250000.03,17.860252389995466,2.766231984958445,0.10365023476769597,-0.0804600101718439,1.1503035323167405,0.7129640606888158,0.8557136847383773,4.232659460750847,174.98243228548893,14.277289288982672,0.8315564794900036,0.7637419194071884,19.477418679888434
hat,0.7,catchup,DN,100T,2030.0,1.893820330496557e+29,7.132473292165013,5.387021433794758,5632325971359297.0,134009564062500.05,42.02928358704656,5.892666101282919,0.24634358857560024,-0.14082294951661312,1.3345963003380124,0.5045519053774778,0.7319155371026541,3.9428446860994004,2325.2397738332834,27.057317555205852,0.87203353275459,0.7463760103141963,255.19527821739644
hat,0.7,catchup,DN,100T,2031.0,9.586171257564732e+29,7.132473292165013,5.387021433794758,1.259796261789959e+16,140710042265625.05,89.53136830218426,12.552639825589537,0.856326511084194,0.06304265972007617,2.0371516707821105,0.31999812544317485,0.5587931945401237,3.0102309160462903,68112.68168852621,46.719969481600515,0.8936964856292593,0.6677995715646213,4490.318734212982
hat,0.74,baseline,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.1703528709240336,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.1703528709240336,0.0,0.6208965197726328,,,
hat,0.74,baseline,D15,100T,2027.0,1.4602242200599083e+27,1.2508928117367921,1.1703528709240336,88273454684138.53,115762500000000.02,0.762539291084233,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.1703528709240336,0.0,0.762539291084233,,,
hat,0.74,baseline,D15,100T,2027.5,3.285282740472747e+27,1.2508928117367921,1.1703528709240336,132018985276366.69,118621263804439.83,1.1129453610780482,0.8897208063197583,0.0002951611301977852,-0.000847047061886208,1.0070001152990857,0.9936758104068811,0.9948117572582467,1.1642807961361719,0.1820227681869863,1.1042726083994885,0.14653250856276856,0.14110066633526944,0.0011523718329502323
hat,0.74,baseline,D15,100T,2028.0,7.3913872517505e+27,1.2508928117367921,1.1703528709240336,197443416435509.75,121550625000000.02,1.62437187332858,1.2985699958362011,0.0062529864527598455,0.0014413760052509605,1.0344979489321677,0.9722750960535703,0.9769465717106729,1.1433722249409783,1.9144986618003137,1.57246634045967,0.14964254435710142,0.12539418206383254,0.0549255180782638
hat,0.74,baseline,D15,100T,2028.5,1.6629498835000692e+28,1.2508928117367921,1.1703528709240336,295290125220382.2,124552326994661.81,2.3708117892734193,1.8952957176096368,0.020948223652025977,0.012657102040922075,1.069618501799561,0.9502820724159364,0.9580624989901174,1.121271196217738,8.315683290097303,2.244556719962171,0.15249577834388375,0.10815509809474183,0.413987359438775
hat,0.74,baseline,D15,100T,2029.0,3.741384696598062e+28,1.2508928117367921,1.1703528709240336,441626566369460.3,127628156250000.03,3.4602597055809166,2.766231984958445,0.04711582887872434,0.03499372734390871,1.1182746034216022,0.9249411690659126,0.9357743079235958,1.095186147815331,30.718324636147955,3.202564986541969,0.15544844051307796,0.08691321379950584,2.094883706861072
hat,0.74,baseline,D15,100T,2030.0,1.893820330496557e+29,1.2508928117367921,1.1703528709240336,987797049120557.8,134009564062500.05,7.371093668059871,5.892666101282919,0.15823010010697613,0.1342918855486579,1.2987514451742574,0.8521602707042869,0.8701443501622181,1.0183759383306796,381.42388247128576,6.437699658673018,0.1632164128885971,0.018044356351154017,35.61136289463518
hat,0.74,baseline,D15,100T,2031.0,9.586171257564732e+29,1.2508928117367921,1.1703528709240336,2209430058233850.5,140710042265625.05,15.702006926151043,12.552639825589626,0.4552820048054558,0.4024259554463292,1.7655559031696157,0.7284962034734579,0.7559525059892471,0.8847311856667331,5195.150971579845,12.472503434356973,0.1765903414781708,-0.13028682180610635,518.6643356779554
hat,0.74,trend,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.1703528709240336,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.1703528709240336,0.0,0.6208965197726328,,,
hat,0.74,trend,D15,100T,2027.0,1.4602242200599083e+27,1.5893400390964956,1.3848272676416675,112157120580202.12,115762500000000.02,0.9688553770020698,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.3848272676416675,0.0,0.9688553770020698,,,
hat,0.74,trend,D15,100T,2027.5,3.285282740472747e+27,2.4693124280127963,1.8874012827608109,260610755788055.03,118621263804439.83,2.196998644506945,0.8897208063197583,0.010672175509521376,-0.009524797853147526,1.0334318601696943,0.9543913949871893,0.9738525763881334,1.8380506018948835,1.52379257889063,2.1056760105857935,0.48075891164079604,0.45594533743027543,0.06719451903431169
hat,0.74,trend,D15,100T,2028.0,7.3913872517505e+27,3.8365005078489975,2.5723667387295532,605560892443326.9,121550625000000.02,4.9819644485030565,1.2985699958362011,0.03870483414611492,-0.01776081673500063,1.074616081497187,0.8933241862461562,0.9446784108420031,2.4300593228458607,9.371657028512097,4.553701340608232,0.6323858525396091,0.5884874123859278,0.747253479024067
hat,0.74,trend,D15,100T,2028.5,1.6629498835000692e+28,5.960661753349156,3.5059161498729865,1407094627955359.8,124552326994661.81,11.297216695242204,1.8952957176096368,0.0840691023697342,-0.04775532872185273,1.1366743865083386,0.7889970324335792,0.8982222012065384,3.1490917213844662,48.477544920677175,9.464200589022415,0.7494525081388532,0.6824481188625525,4.976923774734714
hat,0.74,trend,D15,100T,2029.0,3.741384696598062e+28,9.260910682834675,4.778264259477541,3269556070624462.5,127628156250000.03,25.61782734070063,2.766231984958445,0.1524684604424844,-0.13149985403078734,1.227626865194337,0.6207048902493578,0.8236530673883811,3.9356320141109475,233.29207231005876,18.12365582378363,0.8422858417596306,0.7459112039909813,27.677473137584766
hat,0.74,trend,D15,100T,2030.0,1.893820330496557e+29,22.354869105315657,8.8757986913937,1.7653050308161458e+16,134009564062500.05,131.7297793755104,5.892666101282919,0.3608037766019907,-0.48329476933687787,1.4679800236105967,0.229516149415905,0.6044576760244542,5.365044649860727,4010.5913698162417,46.3667522327815,0.9572200858716314,0.8136082613914575,615.8304879041455
hat,0.74,trend,D15,100T,2031.0,9.586171257564732e+29,53.96231427240492,16.487117106151842,9.53126903013973e+16,140710042265625.05,677.3694952167734,12.552639825589626,0.5806651072266436,-0.8014121384861992,1.669905553737108,0.04945175953361926,0.3936125309467735,6.489535892168271,47524.50518950106,80.55387276768032,0.9923797694696013,0.8459057756030252,9318.790078390612
hat,0.74,catchup,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.1703528709240336,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.1703528709240336,0.0,0.6208965197726328,,,
hat,0.74,catchup,D15,100T,2027.0,1.4602242200599083e+27,1.5893400390964956,1.3848272676416675,112157120580202.12,115762500000000.02,0.9688553770020698,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.3848272676416675,0.0,0.9688553770020698,,,
hat,0.74,catchup,D15,100T,2027.5,3.285282740472747e+27,2.469312428012796,1.8874012827608107,260610755788055.0,118621263804439.83,2.1969986445069445,0.8897208063197583,0.010672175509521376,-0.009524797853147304,1.0334318601696941,0.9543913949871894,0.9738525763881335,1.8380506018948835,1.5237925788906297,2.105676010585793,0.48075891164079587,0.45594533743027543,0.06719451903431169
hat,0.74,catchup,D15,100T,2028.0,7.3913872517505e+27,3.836500507848997,2.5723667387295532,605560892443326.8,121550625000000.02,4.981964448503055,1.2985699958362011,0.03870483414611492,-0.01776081673500063,1.074616081497187,0.8933241862461562,0.9446784108420031,2.4300593228458607,9.371657028512095,4.55370134060823,0.6323858525396091,0.5884874123859278,0.747253479024067
hat,0.74,catchup,D15,100T,2028.5,1.6629498835000692e+28,5.960661753349156,3.5059161498729865,1407094627955359.8,124552326994661.81,11.297216695242204,1.8952957176096368,0.0840691023697342,-0.04775532872185273,1.1366743865083386,0.7889970324335792,0.8982222012065384,3.1490917213844662,48.477544920677175,9.464200589022415,0.7494525081388532,0.6824481188625525,4.976923774734714
hat,0.74,catchup,D15,100T,2029.0,3.741384696598062e+28,9.260910682834675,4.778264259477541,3269556070624462.5,127628156250000.03,25.61782734070063,2.766231984958445,0.1524684604424844,-0.13149985403078734,1.227626865194337,0.6207048902493578,0.8236530673883811,3.9356320141109475,233.29207231005876,18.12365582378363,0.8422858417596306,0.7459112039909813,27.677473137584766
hat,0.74,catchup,D15,100T,2030.0,1.893820330496557e+29,10.456790532463597,5.203960803109655,8257451585238427.0,134009564062500.05,61.618375098864405,5.892666101282919,0.3437930287798474,-0.23121270782480507,1.4805701690850857,0.3956409912504014,0.6915561838146004,3.598831273719276,2601.4831649346534,31.995392538378958,0.8900640343603774,0.7221320134393152,344.0438113635561
hat,0.74,catchup,D15,100T,2031.0,9.586171257564732e+29,10.456790532463597,5.203960803109655,1.8469645918743656e+16,140710042265625.05,131.26032528565108,12.552639825589626,0.7416881784063967,-0.2884187340583617,1.9867206515214628,0.22359230265748617,0.5472713925455542,2.8479788754703015,27596.533447584483,47.013347529833034,0.9214908844362256,0.6488738000787085,3757.0281580292362
epoch,0.6,baseline,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.3478041702819772,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.3478041702819772,0.0,0.6208965197726328,,,
epoch,0.6,baseline,D15,100T,2027.0,1.38801372243837e+27,1.2508928117367921,1.3478041702819772,86078895151049.38,115762500000000.02,0.743581860715252,0.5944409095155258,0.0,0.0,1.0,1.0,1.0,1.3478041702819772,0.0,0.743581860715252,,,
epoch,0.6,baseline,D15,100T,2027.5,2.844581655260463e+27,1.2508928117367921,1.3478041702819772,122909335704409.33,118621263804439.83,1.036149268372649,0.8283277820855137,2.910598357841465e-05,-0.00036419971860868205,1.0011599311311552,0.9978187361535334,0.9982113269336633,1.3453933892638976,0.05383363583837583,1.0345718709801035,0.258344255207417,0.25672297189810933,0.00011331081770085497
epoch,0.6,baseline,D15,100T,2028.0,5.829657634241176e+27,1.2508928117367921,1.3478041702819772,175498358532487.28,121550625000000.02,1.4438293388659027,1.1542390565513199,0.0031847449845618936,-0.00022882664755163873,1.0129993818514695,0.9794314520759639,0.9827755767212019,1.324589020756111,1.1591749509023295,1.424975156056221,0.2605771022344138,0.24504885339516624,0.025409048440194395
epoch,0.6,baseline,D15,100T,2028.5,1.194724295209399e+28,1.2508928117367921,1.3478041702819772,250588563277804.8,124552326994661.81,2.0119139427121646,1.6083823680453793,0.012059651198150334,0.006608286229697002,1.0277333130867754,0.9632401369833699,0.9684566383879304,1.3052898959565173,4.794680504069875,1.9705591130761848,0.26204888280583305,0.23388666142458775,0.19718466225426795
epoch,0.6,baseline,D15,100T,2029.0,2.448456206381286e+28,1.2508928117367921,1.3478041702819772,357807495014319.4,127628156250000.03,2.8035153490225184,2.2412114952759223,0.028055814537431223,0.02133214183230492,1.0473875916684394,0.9473180902846514,0.9535545108630661,1.2852047463324314,16.062856144667787,2.733773398552274,0.2629049239134868,0.22191386014276382,0.940125670054805
epoch,0.6,baseline,D15,100T,2030.0,1.0283516066801441e+29,1.2508928117367921,1.3478041702819772,729500860059173.8,134009564062500.05,5.443647736358171,4.351809911514307,0.09390796077869945,0.0864229448310474,1.1154287376618046,0.9076842651757604,0.9139378437038997,1.231809237122634,157.13155046039697,5.302090222952686,0.2631291941794433,0.18818598703165587,13.216447329220305
epoch,0.6,baseline,D15,100T,2031.0,4.319076748056622e+29,1.2508928117367921,1.3478041702819772,1487312346002636.5,140710042265625.05,10.57005116376105,8.450005519725664,0.25839878387396675,0.2522349096086385,1.2761210390738718,0.8361266716225745,0.84024233684978,1.1324821256536073,1645.3398773825074,10.37220346528962,0.26168665033895566,0.11698385577356975,152.73974999011926
epoch,0.6,trend,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.3478041702819772,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.3478041702819772,0.0,0.6208965197726328,,,
epoch,0.6,trend,D15,100T,2027.0,1.38801372243837e+27,1.4191528803337325,1.5947976143075453,97657537754930.61,115762500000000.02,0.843602528927162,0.5944409095155258,0.0,0.0,1.0,1.0,1.0,1.5947976143075453,0.0,0.843602528927162,,,
epoch,0.6,trend,D15,100T,2027.5,2.844581655260463e+27,1.7901138910656336,2.1735729309504057,175891736783286.0,118621263804439.83,1.4828010690668652,0.8283277820855137,0.0022734937195101335,-0.005101347517924015,1.0085575865465846,0.9780631021563745,0.9853131472545366,2.1416499853820117,0.6219879239137311,1.4627194373352381,0.5433132823606959,0.5330702930798342,0.014273493234222091
epoch,0.6,trend,D15,100T,2028.0,5.829657634241176e+27,2.258042658682806,2.9623942522711024,316799949905340.2,121550625000000.02,2.606321028010676,1.1542390565513199,0.010662213289974298,-0.00779802243600114,1.0200692097202848,0.9510534252081373,0.9687480789322136,2.8698137409274618,3.5088833682956735,2.5351190424304035,0.6686009925854013,0.6515453300196334,0.18697225480563723
epoch,0.6,trend,D15,100T,2028.5,1.194724295209399e+28,2.8482861754656774,4.037490337189473,570590808274755.4,124552326994661.81,4.581133263766404,1.6083823680453793,0.02252793796302277,-0.009913201340619349,1.033208182409054,0.920821972551875,0.9509935836933004,3.839627404890889,14.253522264523276,4.3899377149519685,0.7601793415218,0.7395580626583175,1.1034293351988815
epoch,0.6,trend,D15,100T,2029.0,2.448456206381286e+28,3.5928170383111064,5.502754473143148,1027695460762916.6,127628156250000.03,8.052262846686045,2.2412114952759223,0.03735403442758911,-0.018149030461347082,1.049680503752085,0.8763976174886121,0.9259395086116969,5.095217772872984,54.19200664552967,7.531931911413348,0.8279960432398854,0.8037375349638606,5.1103881057444305
epoch,0.6,trend,D15,100T,2030.0,1.0283516066801441e+29,5.7166033693572755,10.221565468027325,3333832471843154.0,134009564062500.05,24.877571202965072,4.351809911514307,0.07983135757546345,-0.09902394356104349,1.0992266871164864,0.6857492009074306,0.8218792111955869,8.400892164046349,757.5627462398551,20.390785866947898,0.9183718600933529,0.8809650236578751,85.2072311974842
epoch,0.6,trend,D15,100T,2031.0,4.319076748056622e+29,9.095802467555876,18.9869275700193,1.081491489907424e+16,140710042265625.05,76.85958105718147,8.450005519725664,0.14723749306967426,-0.33415552826594463,1.1740009866936774,0.3566376402777031,0.6144799419914596,11.667086151821506,9616.383951866772,43.591553777861414,0.9694321584981163,0.9142887961066546,1226.049267668376
