tech,sigma_star,r,cost_D15,shadow_usd_per_Mtok,ratio_proc,cost_D3,cost_DN
q60,0.6,4.0,0.07715351095669631,3.0223252744774083,0.9277833979382087,0.513900513897217,0.4199237190194891
q60,0.6,16.0,0.7676907940413487,125.67097679762901,0.7389379534534449,inf,inf
kq,0.7005534249155089,4.0,0.0738288217945764,2.841041395469015,0.9164257734374196,0.39778555279946604,0.40269335501433523
kq,0.7005534249155089,16.0,0.6340953324595457,88.18657001010965,0.7199019781087717,50.76133203607973,inf
q74,0.74,4.0,0.07199706144002338,2.7445362302860654,0.9142675746492149,0.352881363854328,0.3951770081613284
q74,0.74,16.0,0.5802020217220598,75.41810185487795,0.724253811971752,11.7613404454667,inf
