corpus,conv,sample,subset,n,cond_raw,cond_normalized,sd_lnM_dev_from_path,sigma_hat_profile,set_lo,set_hi,share_grid_in_set,flat,LR_at_050,LR_at_070,LR_at_090
edu,P,main,full,44,4185820.5074315243,6411.764689497533,1.9771816987899309,0.6691935737420142,0.65,0.69,0.0625,False,84.12704656936371,8.17695462408271,100.0283358291783
edu,P,main,onpath1,9,14690573.36558294,33961.36828440907,0.48301625201711185,0.9299999999938087,0.35,0.95,0.6458333333333334,False,0.7682641321721151,0.19877947238803334,0.11194389799413582
edu,P,main,onpath2,18,8808165.488801828,13739.962046296898,0.7857014085555315,0.6106042922239054,0.53,0.71,0.20833333333333334,False,5.927739131538469,2.562117380220195,12.462856445971084
edu,T,main,full,44,3152540.7098629237,6422.701323062504,1.7022794167118394,0.6022694981093492,0.59,0.61,0.041666666666666664,False,50.08798192637501,44.349013237534606,114.66273001613982
edu,T,main,onpath1,9,12004171.995283322,31116.361202683234,0.34232879690985,0.3900000028059123,0.23,0.87,0.6875,False,0.33690790324980824,0.9577089643255914,6.445962283667397
edu,T,main,onpath2,17,7798325.735573017,15655.415720513623,0.5762714954825713,0.5783637779547223,0.41,0.93,0.5625,False,0.6569138881229948,0.7908724125412443,2.2399704022629487
