object,A2_A1,A2_A1_se,A2_A1_rse,A2_A1_se_wild,A2_A1_rse_wild,A2_se_ols,A2_A1_Efixed,A3_analytic,A3_analytic_se,A3_analytic_rse,A3_analytic_se_wild,A3_design_se_wild,A3_design,A3_design_se,A3_design_rse,dataset
a,0.49774571480475843,0.020183781968907674,0.013168535686312108,0.09564905460751191,0.02687566301069581,0.025234883887089454,0.49774571480475843,0.5138995166400605,0.0177385807242686,0.017852060334212282,0.016059608112100724,0.016294399911689073,0.5151683377074491,0.019862309914315895,0.01895576866240682,Chinchilla n=240
lnNstar_ref,20.589286083363678,0.02660710335176078,0.0215501054477006,0.11176633915460814,0.04029704658705036,,20.589286083363678,20.52766946995943,0.035756105883246646,0.03948854695382945,0.033325636382736355,0.031219318034766155,20.559692204435972,0.04509439962876429,0.04135454479187737,Chinchilla n=240
gamma,0.16815612871000626,0.007474203617715321,0.007028537206967876,0.010368286141994296,0.009586845640336216,,0.18138787099167797,0.17848269733395822,0.004797424092634091,0.004339946730057437,0.004532445073984584,0.004477640385398817,0.17693977851933465,0.006076273185568768,0.0051576744599216,Chinchilla n=240
Lstar_ref,2.5570055634381217,0.0022183466527431026,0.002322882116119456,0.0025058428728961463,0.0023753131469524593,,2.553745787778185,2.5621211339749568,0.0013307796162040795,0.0011582522421645905,0.0013688539741538066,0.0014489326203267763,2.5627010199179128,0.0018668876820714453,0.0015564884177042258,Chinchilla n=240
a,0.48536477329548655,0.05356526943497381,0.013906744142352614,0.45899374921971553,0.17708932241929434,0.027149975647786876,0.48536477329548655,0.5646443737941063,0.032285238797832363,0.03464294748225822,0.02406940009598662,0.02202001196295967,0.5608503843178556,0.04514154992842301,0.02973099102340323,Chinchilla n=245
lnNstar_ref,20.571902762211693,0.05487287280657777,0.02287409319908823,0.669237588234044,0.27387367293585796,,20.571902762211693,20.521213859195598,0.03844208153214865,0.0376669520689634,0.033279887422782296,0.031361283705278874,20.548480266097375,0.1071734497778364,0.04325096640466965,Chinchilla n=245
gamma,0.15438360113483282,0.012519009803944032,0.010580112939278252,0.04074802632684246,0.018886796057030215,,0.19503892155962488,0.19723756095929681,0.011551474501648585,0.012313286036051281,0.009222101783514115,0.008777645653735615,0.19488037536124786,0.01770566982332235,0.012306077841652099,Chinchilla n=245
Lstar_ref,2.5638373467586004,0.002886860387079584,0.003031448269184328,0.024254482626251305,0.004721482218035384,,2.554134651539622,2.567893149636671,0.00289217034624049,0.0031843122894461284,0.002371140805827857,0.0026260283242937744,2.567868710533455,0.005630597497975805,0.0036450525882657406,Chinchilla n=245
