C,Mstar_lo,Mstar_hi,n_anchors
1e+22,5.523480110396482,41.844179268881085,4
1e+23,3.856672796354576,60.788541668804804,4
1e+24,2.692853918337683,88.30969713792709,4
1e+25,1.880237865229552,128.29066785450556,4
