N,D,C,L,budget,D_over_N,pred_n240,resid_log_n240
6795600349.289497,245105957.9245427,9.993852799709755e+18,5.005581996196243,1e+19,0.03606833029110803,3.782479334722905,0.2801739856888563
2979521172.1967993,516164661.4650344,9.22754122304918e+18,4.665232074214,1e+19,0.1732374538169388,3.4172351586637397,0.31130579004080183
2282804341.3355317,702550210.7696397,9.62270802690676e+18,3.793872243318985,1e+19,0.3077575235197861,3.2959192413250307,0.14070208787633143
2638630840.924473,616042128.0471745,9.753046550244106e+18,3.7655629197937,1e+19,0.2334703735333198,3.3425633969801707,0.11915936721612708
2006673381.123053,811602861.044372,9.77173114380632e+18,3.446995430227908,1e+19,0.4044518996859125,3.245768476504297,0.06015082104508851
1793808923.9024398,818680776.817937,8.811341299700383e+18,3.4059279641864753,1e+19,0.45639240941944537,3.2532676334938113,0.04585751540565419
73824671.6486735,3154403320.4849367,1.3972367362937152e+18,3.4059279641864753,6e+18,42.72830816636102,3.3986529288813387,0.002138276608475209
1730543416.124146,875041997.0045102,9.08578900048968e+18,3.395737776160633,1e+19,0.505645792443809,3.2293028775303316,0.05025476341693613
