rep,slope|edu|P,mean|edu|P,slope_main|edu|P,mean_main|edu|P,slope|edu|T,mean|edu|T,slope_main|edu|T,mean_main|edu|T,slope|web|P,mean|web|P,slope_main|web|P,mean_main|web|P,slope|web|T,mean|web|T,slope_main|web|T,mean_main|web|T
3,-0.2655970088705672,-0.6283584658026914,-0.1362611757037776,-0.3910338581160437,-0.038183769003540396,-0.5100680804015947,-0.1573434032916802,-0.49841583068150125,-0.5936439768592642,-1.1124501117567827,-0.2853027926009324,-0.7649448362769754,0.03489920002663953,-0.4455002408992881,-0.03993116781746243,-0.5942302398015511
0,-0.7094560496991879,-1.1809450867211135,-0.2842919181745311,-0.7780172987034465,-0.2118700455414001,-0.7628123270336921,-0.5715932525222354,-0.8373233308938953,-0.27820763134339405,-0.8403472792849461,-0.45028808271642645,-0.9004122224314177,-0.033319588005394765,-0.6616172334326652,-0.6970706980578733,-1.0452673227161047
1,-0.19594070280452477,-0.6883232489276954,0.031448655514238824,-0.6297443983077056,0.017871644629669073,-0.4768462820671671,0.056218973832040386,-0.5671747494948017,-0.3413599137066345,-0.9959768678749429,-0.13984758856632395,-0.8864195374351426,-0.2559773478590479,-0.8267546893074773,-0.23159844051127051,-0.8403360734187011
2,-0.33750255242969296,-1.0157051740538954,-0.33556397111607317,-1.0244550709042601,-0.13435753633346403,-0.820522013841948,-0.5536171017833047,-0.9776081243419691,-0.24972749066562994,-0.9651214897350077,-0.3599436664712993,-0.9021793622237844,-0.0102899499803386,-0.6198623526145572,-0.44177854436775105,-0.9280360979642758
4,-0.44157729611558233,-1.0005406146732472,-0.46687339280773366,-0.9318332641377668,-0.1479574724498011,-0.7625574229282108,-0.6551178929813829,-0.9864208600956689,-0.33493954203775034,-0.9296180425887297,-0.33049690270671606,-0.8753210967867715,-0.09394310283997963,-0.8150841406644485,-0.45899502734069053,-0.9530902906062856
5,-0.5298266600388901,-1.1346131134164166,-0.6989056038236736,-1.2021066900722497,-0.16443828815159786,-0.8656062157729648,-1.1277957389306836,-1.3200092591152104,-0.05499995986170637,-0.6973279721876718,-0.13534605930691607,-0.7871668446251547,0.1299063518826002,-0.48547598667410313,-0.20654309681584215,-0.829661222247832
6,0.07911953146299223,-0.7410695888893555,0.03151592708812428,-0.9105381520932219,0.1899583610477186,-0.5301670038868365,0.13778698252723484,-0.9011842497109948,-0.33946691177741145,-0.9104270705378869,-0.27321448299029655,-0.7763060753346923,0.05221028150662939,-0.4715559786003059,-0.25338535375092813,-0.7595116471468274
7,-0.4978401421846431,-0.9352171155928346,-0.5774953625546799,-0.9175382668984142,-0.08537167719236767,-0.6464955369363826,-1.0091211337658517,-1.0416109138716425,-0.23295294855670284,-0.872196649770613,-0.2725671374526505,-0.7753356809558135,-0.08692029948183325,-0.7499236227814269,-0.437542737257295,-0.8572348676466398
9,-0.36870032812268067,-0.8724824379837084,-0.07080067051874811,-0.7767673253043624,0.1333658870493857,-0.27618112302266146,-0.8328211280833077,-0.9372067858778671,-0.4184455815405353,-1.0153074398012303,-0.3542907393949222,-0.8806058648022558,-0.01297023711082811,-0.5940083298271632,-0.405915941628762,-0.8939355848632324
10,-0.23303813723347488,-0.8365328998093411,-0.5413045137563709,-0.9003455238617973,0.019117381921127146,-0.5663454255722044,-1.9697758354570145,-1.3523540163935877,-0.15357864102194946,-0.8432077333535006,-0.07019332886622884,-0.8364630338715032,0.0778743705816268,-0.5552394786519674,-0.02482349723613066,-0.8747017727438874
8,-0.18730904948983196,-0.886025765481654,-0.41193900045692605,-0.9965628637422115,-0.006769724976571581,-0.6657225494073272,-0.5054960578607304,-0.9750542234709526,-0.45222128259766453,-0.9388296105747924,-0.2208878005860078,-0.713607972935879,-0.26475990686944617,-0.7981656326546519,-0.251810152793702,-0.7118185494744917
11,-0.697625927059024,-1.1246824279585008,-0.14792374218404472,-0.7855143935278067,-0.023129045157303595,-0.6060504744930938,-0.15230540466998443,-0.826638040539441,-0.42994084787475956,-0.9854663927068327,-0.3036061438729529,-0.8171150169430333,-0.14708063463480528,-0.7538041575583627,-0.4283496697165796,-0.7857756090590068
13,-0.10419774643333306,-0.7125974762295902,-0.2160900077211114,-0.8397423592294629,0.055586062066926976,-0.38858619287396606,-0.3553886891497958,-0.7581442172605839,-0.2956699047398247,-0.797746092221976,-0.41934824779984187,-0.8058149437588931,-0.05372391460632305,-0.7130766805976594,-0.715612086233645,-0.9283526690415346
14,-0.2327065240137397,-0.926457458538801,-0.37497752973836007,-0.8512065991649745,0.11626107492564461,-0.5202693974477133,-0.6220560217178299,-0.9453570547930985,-0.08870509787143716,-0.7374649030946518,-0.38664370044785434,-0.9163199656197876,0.10711428476354615,-0.5430834915123727,-0.6348527864572728,-1.0556133006337587
12,-0.36107567536519886,-0.955319813695515,-0.2963489853137735,-0.9258890956446812,-0.13431189645781091,-0.6929796564437346,-0.5775507652997507,-0.9132707208076166,-0.39912026957190266,-1.0283001220096497,-0.4282701578880219,-0.9029875082953083,-0.06197558233828358,-0.5789861251744188,-1.3686785299269215,-1.0341550106750899
15,-0.8404399368214172,-1.2493390636118875,-0.2161221273661165,-0.7673170336584723,-0.20386724502218467,-0.8676898107603686,-0.2464984848111045,-0.7916181435341217,-0.05311999729902191,-0.648062951327177,-0.15779989658160118,-0.7021248077485492,0.18019929488922148,-0.32282928541186773,-0.274126234168012,-0.7125441200086744
16,-0.32820025289647753,-0.848160867605718,-0.16516717383179932,-0.678459516771357,-0.06438259113945088,-0.669777109705394,-0.2796142116456824,-0.7934238009238902,-0.25496508226751147,-0.792859934106147,0.14782427579530383,-0.49593949601359805,-0.04348350578739615,-0.5429939226657878,0.010461422292199143,-0.5240097076176301
18,-0.3290874931951332,-0.8605949418730696,-0.42975396538771404,-0.9286832706039093,0.029002694668887632,-0.46322456395165396,-0.7200117688709154,-0.9689539576499467,-0.36690971212553736,-1.051387319738477,-0.2401370370933558,-0.9878460341626468,-0.0685024079097981,-0.8457482748383587,-0.2792230108124435,-1.0195355988308434
17,-0.6168375245410128,-1.0179437389057395,-0.29965225262282347,-0.6628392763378047,-0.28237741761402646,-0.7596744717907088,-0.5271430806829394,-0.8076403177587813,-0.14584092783190336,-0.9033357651963735,-0.4387188866307706,-1.0685213395445912,0.07431781349707281,-0.6941850852239385,-0.6947053073662727,-1.145818964170146
19,-0.2553376855997436,-0.7981663805235751,-0.3155603573269889,-0.7143302665030441,-0.03140454784283537,-0.634951154640405,-0.5319069434545884,-0.8376073466245252,-0.07572139971730922,-0.8203519083342339,-0.2305974210833278,-0.8767569827707231,0.18263018721192725,-0.33586710341604525,-0.3547830518081554,-0.8264625510614626
20,-0.42934135248743893,-1.1652924676089709,-0.4227688780956597,-1.0324033501055077,-0.012216957731582396,-0.48768495573543724,-0.41490329952131155,-0.8473760529210468,-0.2979286792116084,-1.1048061275122552,-0.5141626149909045,-1.0862594265484338,0.026614910426467075,-0.6513520953026842,-0.4650662723477373,-1.0498743844775495
23,-0.3248840168472019,-1.015712102911705,-0.3388895909111891,-0.9814427544117763,-0.04423617302744645,-0.7969784403087218,-0.5667519992453866,-1.1081096416063039,-0.2955919057759963,-0.8569271633821951,-0.29040546722813876,-0.8417604291158607,0.011125178762768745,-0.41293486324900075,-0.20633885823336237,-0.5402865657872701
22,-0.27453938117259474,-1.1379007886274017,-0.3485141258660719,-1.208982862897213,0.030248154920680486,-0.683731169125119,-0.5603264711037872,-1.1760686624572447,-0.46850473596961045,-1.0218283727403454,-0.36150018337437323,-0.8635233186765144,-0.18124226240061914,-0.7656275562290434,-0.47071673243345197,-0.8825707157411166
