E,A,B,alpha,beta,objective_refit,sd_alpha_plus_beta,sd_ln_Mstar,Mstar_full,M_design_max,C_design_max,B_boot,n_boot_outliers_6mad,S_boot_min,S_boot_max,sd_lnw_at_1875,sd_lnw_Mstar_part,sd_lnw_S_part,n_dominating_support_points,wb_max_refit,wb_max_besiroglu
1.8172180965899636,477.82584710174757,2143.4174189774017,0.34731049622773563,0.3671724339024632,0.0010182740178006043,0.020015294960143176,0.40068347657604103,17.8101878696082,341.0964613180141,1.2956022673438285e+22,300,0,0.6536854371376819,0.7827696510066762,0.16111650416186965,0.14300790584705514,0.04660548153201131,10,0.7664256014353564,0.7629404122610679
