key,dataset,subset,estimator,role,n_obs,n_runs,n_clusters,cluster_unit,B_boot,sd_offpath,N_convention,D_definition,loss_units,eval_set,notes,E,se_E,E_lo,E_hi,A,se_A,A_lo,A_hi,B,se_B,B_lo,B_hi,alpha,se_alpha,alpha_lo,alpha_hi,beta,se_beta,beta_lo,beta_hi,q,se_q,q_lo,q_hi,a,se_a,a_lo,a_hi,gamma,se_gamma,gamma_lo,gamma_hi,sigma_star,se_sigma_star,sigma_star_lo,sigma_star_hi,sigma_min,se_sigma_min,sigma_min_lo,sigma_min_hi,sigma_max,se_sigma_max,sigma_max_lo,sigma_max_hi,Mstar_1e21,se_Mstar_1e21,Mstar_1e21_lo,Mstar_1e21_hi,Mstar_1e23,se_Mstar_1e23,Mstar_1e23_lo,Mstar_1e23_hi,Mstar_1e25,se_Mstar_1e25,Mstar_1e25_lo,Mstar_1e25_hi,boot_file
chinchilla|all,chinchilla,all,huber_q,generalized_form,240,240,240,run (pairs),200,1.3493184227859492,total (Hoffmann et al. 2022; incl. embeddings),C/(6N) (imputed by Epoch from digitized FLOP),"nats/token, MassiveText val (SentencePiece 32k); digitized",MassiveText val (digitized),"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",1.7571362423910764,0.02855257757141638,1.7075887328299895,1.8097785443860748,2305.02002328122,1976.9087537994037,871.1143880794848,6794.429661328119,9957.18549124613,22469.991505732527,3418.6129366094133,80361.1959547231,0.42435902082421423,0.02705971744442322,0.37035053878575247,0.4793099787201938,0.4305267435858486,0.035907201971721446,0.3847351499519842,0.5243519710519514,0.7741442167597321,0.05978964462079193,0.6582089014464193,0.8953196516747304,0.5036073373884583,0.0146162999820029,0.4815008480909371,0.534943283960486,0.16544260563769686,0.005857888438610639,0.1557491156066434,0.17669732675043145,0.7005534249155089,0.014017833939527675,0.6696418738437432,0.7217574053351388,0.6997715304588427,0.015150539373274595,0.6624994824909894,0.7200618727414997,0.7015944993446094,0.01293490201436935,0.6779880536393831,0.7257112710562713,22.668669901844687,2.338215227337079,18.013847512686826,26.573319808323006,21.927882168908436,4.933889256601856,13.244426301261303,31.682902527469675,21.21130258173658,7.467834154303334,9.886041758898486,37.76189566530203,data/processed/m2_techpanel/boot/chinchilla__all__huber_q.npy
farseer|all,farseer,all,huber_q,generalized_form,404,404,404,run (pairs),200,1.9671329460555753,"non-embedding (excl. input and output embeddings; vocab 65,536 untied)",tokens processed (single epoch),"bits/char, IntelliValSet-Raw English (web/paper/book average)",IntelliValSet-Raw en,"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",0.2654687996471139,0.007308353251042182,0.25349572845977403,0.28107439407503326,105.44001415120069,10.262112699697076,86.12495958048396,127.42678547967354,784.6377284148168,67.06040238066126,657.3543602348329,893.946471973829,0.3915371025578741,0.006287043918420007,0.3779097204863177,0.403516126142107,0.4253095697996484,0.005165940130840605,0.4145304582756969,0.43326086538523895,0.47167751306777245,0.014016110011991913,0.4475556224742777,0.502649395508998,0.5206724642363436,0.0034232639822158414,0.5129030350889041,0.5263503927874771,0.09615739852896832,0.0025202696480274337,0.09218727877562302,0.10164532256790454,0.7100137965003706,0.002554795763676535,0.7053685684639963,0.7157466531926118,0.703826135060926,0.0025153372588340617,0.6998258188627142,0.7089636974433867,0.7162063069932416,0.002953880534488867,0.710867490147359,0.7226430612568712,24.328946130881658,0.44370352584977696,23.453538692747532,25.19038538068994,20.11098952694096,0.9772609378426989,18.43409792868838,22.31246543734761,16.624308244874722,1.3447582691498923,14.431615470404514,19.824361924535197,data/processed/m2_techpanel/boot/farseer__all__huber_q.npy
gadre|C4,gadre,C4,huber_q,generalized_form,34,34,34,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,1.4580789950423096,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",1.4024360069676185,0.21900706258257063,0.9195580561631969,1.8263039921255753,1569735.0110996787,21978543874987.227,14080.461692449288,344174341215.74133,2385319.738247868,496405770251.4225,43586.04456094195,76795333360.93715,0.6960115353310007,0.20248334301823143,0.4759381515349386,1.2238254383623384,0.6003541763769288,0.1398523514245451,0.4667988748002699,1.0086494580969199,0.3528673804026429,0.08037679574921888,0.21823465506586034,0.5152755025675263,0.4631055657789476,0.027274845989898586,0.41504705699079353,0.5206696865371855,0.1137386191453859,0.01132326902112285,0.0964642883189536,0.14214371688197155,0.6067287961698127,0.053845174659574335,0.471277214145208,0.6781840023618685,0.5974075000737666,0.05971294983652078,0.45356480874857263,0.6777386211840474,0.6206732599168309,0.04768945662133825,0.49615054249352575,0.679416629779159,47.145567053051074,24.46807576117177,14.36377126519066,102.14505760848483,66.22448666194073,57.17964480010311,12.736429448183344,218.70589715423677,93.02428431293507,127.57327915163846,11.466922197290101,468.30422826283996,data/processed/m2_techpanel/boot/gadre__C4__huber_q.npy
gadre|RedPajama,gadre,RedPajama,huber_q,generalized_form,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,1.473648619295586,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",1.6190228261892992,0.16444296234908493,1.1706206997475765,1.7586285660630077,247175.24348187933,569712558.0586033,526.2929893825841,235899177.992619,1466832.3223980404,4191163403.2738576,1782.5839538196105,2510830032.729482,0.6110770779465969,0.1571530008086536,0.3231249322305028,0.9254910985367938,0.5982696491087418,0.13900074482191885,0.34399972258544476,0.8365203929689189,0.3945600332861967,0.13904834424031196,0.251042055217851,0.7668093765790374,0.4947048151901647,0.019985762404136912,0.46286154751033304,0.5398508558486351,0.1192765921428723,0.00831921504995055,0.10122186367506461,0.13093207020874473,0.6231797839540552,0.05892264535794375,0.5305379790155466,0.7456020678751417,0.6219838035643891,0.06015435090434324,0.5142275675147785,0.7446870447908229,0.6250244206741312,0.05705972725275187,0.5487371552807989,0.74774947531541,30.056664298514097,11.88215039801517,9.342658812539918,52.41189949039743,31.55887549013193,18.027550661128885,6.6245615918417515,69.79919621980122,33.13616615303805,28.23492856869074,4.492093870656685,93.41776358704688,data/processed/m2_techpanel/boot/gadre__RedPajama__huber_q.npy
gadre|RefinedWeb,gadre,RefinedWeb,huber_q,generalized_form,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,1.4653983655513654,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",1.7038027223137988,0.1593633683833651,1.2350809745955411,1.8799218246170937,1552063.0034390935,3296858253179.2495,2025.431499929752,4310240520.2463455,5222920.508024427,1263890125604.474,8528.75756220721,22493135898.214664,0.7136175704619248,0.19874748308519935,0.3873358676288247,1.0737246098212023,0.650683259401287,0.16613449713557848,0.4088452356158905,1.00898069973348,0.3550655441592255,0.12049866030948406,0.22915886243476186,0.6374095561433171,0.47693532478942063,0.024353501205750056,0.45104497561417023,0.5310217732256645,0.1208463547660962,0.009458450508756691,0.10074837437293788,0.13771645043686373,0.594477159190701,0.06233703009044871,0.48941941898021507,0.7152631100176852,0.5881061035524664,0.0646470127877175,0.46565000122831035,0.7116659002662855,0.6032221734803076,0.059345873919000515,0.5055371276419898,0.7165867371249436,44.32052719993323,15.825667303472018,12.102150049963846,69.8111098339622,54.8104816654972,27.456198221068174,9.080160293102747,104.99523146597328,67.78323928439937,47.25357517272261,6.378045187038892,164.85768941662297,data/processed/m2_techpanel/boot/gadre__RefinedWeb__huber_q.npy
olmo_ladder|all,olmo_ladder,all,huber_q,generalized_form,30,30,25,"(size, multiplier) cell (reruns clustered with originals)",200,0.9383966764815819,"excl. input embedding only (incl. LM head; OLMo MODEL_PARAMS; vocab 100,352)",tokens processed at final step (single epoch),"nats/token, C4-en validation (dolma2 tokenizer)",C4-en val,"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",1.7417408740521223,0.08882866797191268,1.5407564204003963,1.880114802885744,487449179.29636806,24291593651.443985,32055135.678539313,63142034581.20035,82952110.10341723,2662716034.2952504,7777370.419144413,5692094236.511522,0.9535114548455763,0.0882060067627742,0.8057130101404876,1.161626530486617,0.7216632941131307,0.06191108828601304,0.6404203853230247,0.8705474901777279,0.22275406938677725,0.0223853779937128,0.1760660155101193,0.25701920644910947,0.4307988134143727,0.009304907151771102,0.415521919600145,0.4516933578513303,0.09150104622906041,0.005554775175153028,0.08067123761700025,0.10248987249351994,0.5441918103531439,0.02113592043870298,0.4972509234604683,0.576947040598519,0.5246135950617962,0.023380442474986062,0.47297981136337847,0.565559218154789,0.5663791999321215,0.019330127809132812,0.5225734141933929,0.593647923745948,54.45839894586283,3.780442258573476,49.20895732738954,63.619522059492546,103.00768228036436,14.913234890134543,75.18131955698226,135.5536994278177,194.83831354132323,44.17880149107806,115.74649076306483,290.2647570611805,data/processed/m2_techpanel/boot/olmo_ladder__all__huber_q.npy
datablations|single_epoch,datablations,single_epoch,huber_q,generalized_form,33,33,33,run (pairs),200,1.9705900669225807,Muennighoff PARAMS_MAP (as used by the authors; convention UNVERIFIED),tokens processed (single-epoch subset: D = unique tokens),"nats/token, C4 validation (GPT-2 tokenizer)",C4 val,"generalized form L = E + (A N^-alpha + B D^-beta)^q (Huber-LSE); alpha, beta, A, B are inner-aggregator parameters; sigma, M* and the wedge eps_N/eps_D = alpha u/(beta v) use them directly",2.022558058583179,0.10059561385012492,1.8134322579037458,2.202044244257659,694185190.4713681,3.271800199038751e+17,80256.3849064647,2992502935442.8955,237967066.03836578,1397267566869823.2,101799.27588793135,7399508745791.129,1.0646891421202895,0.25686026231624476,0.6113066067200736,1.4886558227593514,0.8512695529978023,0.21110843484520297,0.5103587098284391,1.2696170662664539,0.42215072114273333,0.10394354406567695,0.3094372976685281,0.6821913472097485,0.44430475206321374,0.041146679918956625,0.3537720848355651,0.5205435692954804,0.1996968980233754,0.016806573671891586,0.17045156440744622,0.24043086327318233,0.5107306168712504,0.05559833782603195,0.43485119966101665,0.6288150245644772,0.4844369910390875,0.05682530694283657,0.40191592063639187,0.6162456643726005,0.5333146443451432,0.056050389914356694,0.4404431344853186,0.6470837446962225,46.31813446212912,21.194261909436054,27.575616846071686,108.03133456869205,77.36277703486537,134.52461993803507,23.71475301266035,414.4226668102176,129.2150329465402,941.205134871756,19.199271680746598,1636.4210968108036,data/processed/m2_techpanel/boot/datablations__single_epoch__huber_q.npy
