experiment,estimator,R,alpha_CE,beta_CE,sigma_star_CE,a_CE,E_r_min,E_r_max,tilt_range,Mstar21_min,Mstar21_max,Mstar21_ratio,Lref_min,Lref_max,N_ref,D_ref,spearman_Lref_lnMstar,sd_alpha_r,sd_beta_r,sd_a_r,sd_sigma_r,min_sigma_r,max_sigma_r,spearman_E_lnMstar,spearman_E_lnMstar_lo,spearman_E_lnMstar_hi,tilt_range_lo,tilt_range_hi,wedge_ratio,B_ce
gadre,nls,3,0.23067027078871702,0.25259059007658574,0.8053926317282234,0.522679593013822,1.4880391044186263,1.6541432398663856,0.018555442122764276,12.14949623105202,13.119246635653303,1.0798181575728851,2.2982475850810333,2.4309085633845604,6889410560.0,137788211200.0,1.0,0.02591929799345422,0.01736157861263138,0.04493121722408414,0.002939764153355893,0.8029507825264198,0.8088300369293309,1.0,-1.0,1.0,0.012335166919263308,0.09130271690706887,1.0187286640835629,200
gadre,huber,3,0.24495101834784921,0.2696082707372848,0.7953680029265306,0.5239595833876357,1.6047627538754252,1.7487273597042317,0.04172699342837394,5.1432375666605665,6.048849716143816,1.1760782265539507,2.307353676706965,2.4304948258017496,6889410560.0,137788211200.0,-0.5,0.015326488797741272,0.013880012924261961,0.028517454179544315,0.0005994684859594863,0.7948841498996213,0.796064243465083,-0.5,-1.0,1.0,0.01572387869773244,0.2076050743318457,1.0426098005658275,200
datadecide,nls,25,0.26557304924179154,0.14714031295376226,0.828942232151445,0.35651938229236096,1.4399161045807711,2.1287091543455836,0.22197341345261545,272.1096742343142,797.820428618528,2.9319811243885554,2.672680481736881,3.177908273146077,1176832000.0,100015669248.0,-0.7484615384615385,0.016731531246067178,0.014746557891466916,0.017831552583452884,0.00952539900781187,0.7947455220901246,0.8399095785270518,-0.8515384615384616,-0.916826923076923,-0.5480384615384617,0.13292236731265725,0.3225172547311638,1.2485381831034519,100
datadecide,huber,25,0.2844345096725089,0.13092005004219043,0.8280357813124708,0.3152007049883295,1.2901845769285316,2.0083157820106976,0.2561156420109403,470.4067992920443,1614.5902216389402,3.432327560037134,2.6664922370920046,3.1686753914224908,1176832000.0,100015669248.0,-0.803076923076923,0.016945118921889338,0.02117015572564272,0.031555223266429164,0.010263853090126333,0.7896919807989915,0.8386377445862344,-0.8438461538461538,-0.9296923076923076,-0.4468076923076926,0.17650489082835197,0.4714720554587297,1.2919021174604863,100
datadecide_avg11,nls,25,0.31227422777280756,0.17709159424596768,0.8034174737636915,0.3618797763918489,1.5184743513806913,2.3530182909351636,0.298506738947113,181.0413542580699,613.2049837488225,3.3870989656579473,2.4843775407435604,3.2640272907774275,1176832000.0,100015669248.0,-0.8130769230769231,0.04742696993278175,0.023519882862665327,0.053239099976119884,0.017376785776855905,0.7641758715397903,0.8446336724685858,-0.883076923076923,-0.9355961538461538,-0.6897500000000001,0.24917795647705285,0.41017454874882453,1.3478446202197938,30
datadecide_avg11,huber,25,0.30526986931069916,0.17069051140705815,0.8077673679981177,0.3586233609395253,1.4543181310334927,2.308546509630579,0.4249556515949271,133.2412664961402,794.5994054605559,5.9636134236503535,2.4794359221211075,3.2605839569857533,1176832000.0,100015669248.0,-0.8153846153846154,0.060914825507404464,0.03249992355659056,0.08322845547273561,0.020467674277828904,0.7604265185715935,0.8592783825179723,-0.8630769230769231,-0.9298076923076923,-0.6366923076923077,0.3318935463962165,0.5861370099924643,1.5295225862720143,30
datadecide_M20,nls,25,0.3448117050616563,0.12795138784589957,0.8088118128810854,0.27064588959129937,1.1628446934215946,2.010062200757632,0.5353429722526291,2617.217822168397,25200.222435445034,9.628630151450803,2.6577587619349865,3.1801361823690617,1176832000.0,100015669248.0,-0.5830769230769232,0.0188943339748872,0.02028594577185896,0.03151900570490567,0.008630728381418717,0.7799881940302281,0.8212644745268557,-0.5123076923076924,-0.7198461538461538,-0.27863461538461554,0.33850059011685824,0.7192851750233848,1.7080339500591262,30
datadecide_M20,huber,25,0.36574014561835017,0.12171175536910556,0.80403564756611,0.24968977477069626,1.0341900461580997,1.8990401512270452,0.586607784878475,4674.0692321221195,51876.378831241804,11.098761326581572,2.653586452866424,3.1670117938529003,1176832000.0,100015669248.0,-0.6723076923076923,0.024115914018114068,0.027222160989501344,0.042844815605959735,0.009763370969531464,0.7726657527425463,0.8196307910586917,-0.5976923076923077,-0.7563461538461539,-0.34282692307692325,0.40368120336320007,0.7093481110099169,1.7978792662483774,30
