rep,chi|val1,wcu|val1|lo,wcu|val1|hi,wcu|val1|se,wcu|val1|p_wcr,wcu|val1|se_wcr,cr2|val1|lo,cr2|val1|hi,cr2|val1|se,cr2|val1|p_wcr,cr2|val1|se_wcr,chi|val2,wcu|val2|lo,wcu|val2|hi,wcu|val2|se,wcu|val2|p_wcr,wcu|val2|se_wcr,cr2|val2|lo,cr2|val2|hi,cr2|val2|se,cr2|val2|p_wcr,cr2|val2|se_wcr
1,0.004917294242106074,-0.02430771651771861,0.0355483510789249,0.015198413789643489,0.71,0.01565546696057551,-0.028739719187541764,0.04214948729839411,0.018998134344009415,0.73,0.017553542399014258,0.005939039423592973,-0.017490964991247165,0.031938972515223436,0.013261373438820102,0.54,0.013076336029213447,-0.024218975591294344,0.03939068512535395,0.01676730516933583,0.66,0.015338214091336455
2,-0.0027229705788265335,-0.020446590915477666,0.017376659322279317,0.01133779903685651,0.89,0.011189158448466987,-0.029130836719792042,0.02343792641134099,0.01557907095676381,0.92,0.01327183366743287,0.01880092986207149,-0.002683621493404155,0.03766477546751358,0.011247835086846113,0.22,0.014072028461724662,-0.00785566020365231,0.04193170453148505,0.013722776035518372,0.24,0.014843728815493548
3,0.025472751773174984,-0.004634330187952916,0.06479095120843051,0.02022043538591551,0.36,0.022675930880378108,-0.006120617337009589,0.06813310818868526,0.02209574130748505,0.34,0.02296635250030361,0.02799181114252569,0.011073115201148023,0.04772020767091183,0.010874053074810564,0.06,0.016013130136368573,0.0064336403874550654,0.05222196270714714,0.012823319013483101,0.12,0.017339112289432267
0,0.03470980532847712,0.02172681536572587,0.0447154386203938,0.006528086724142732,0.03,0.013351391286808553,0.015649459432985062,0.0509230976173551,0.010990749250395978,0.01,0.012400354483508567,0.03426421989600126,0.008256867557721308,0.061803198796400546,0.01373376077708269,0.05,0.016020259777253434,-0.002598580959537855,0.07273010628529156,0.02105993742373095,0.05,0.017076793818678503
5,-0.008688327749437619,-0.02076325690517815,0.007947386654420671,0.006933772093647995,0.23,0.007167598373930052,-0.02312763962011557,0.011118651342855564,0.008075734984267858,0.26,0.007757467268866534,-0.0031114312319084902,-0.02382473687777122,0.015107670459078987,0.01022695729163759,0.84,0.010075776871235792,-0.026139986398375958,0.019263270019688195,0.012348624422510656,0.82,0.010850272215518635
6,-0.015580731738952025,-0.040747381303054366,0.009630882139429843,0.012405649754300365,0.2,0.012506034375689944,-0.04489624067798912,0.01398673328509021,0.014842677833081063,0.26,0.013386950003544435,-0.011508966600525028,-0.03914349936347787,0.021534757826598125,0.016162262660158765,0.51,0.016804225534848723,-0.04390533458902665,0.026963529451238075,0.019355969058100303,0.55,0.01843844483862991
4,0.005197337464012186,-0.006589290965396351,0.016522401356706594,0.0065577657482422565,0.46,0.007242076299242135,-0.007462658437782821,0.017849376937704296,0.0067694151982634326,0.53,0.007746500752089734,0.0044636920542453495,-0.013584770279421041,0.02181678553277204,0.008568178685371197,0.53,0.008898065865007493,-0.015519110746166912,0.021779649461568205,0.009411895722573487,0.72,0.008904480618714168
7,0.03104733428601314,0.010012469622052711,0.049886967949097236,0.010651358154171878,0.02,0.014598803359855746,0.004928474197969962,0.05399322618468325,0.013689258088379796,0.02,0.016740288589315023,0.021247728406313726,-0.004687323867078992,0.045351476285101146,0.013394902778528096,0.33,0.019404114061924695,-0.012146543608552149,0.052774353311184054,0.01754440030572163,0.42,0.02278264897728329
8,-0.0117256804221757,-0.03497178119257578,0.012603037741870701,0.013105711437656405,0.4,0.012430798619551596,-0.03366597529965345,0.012786986778310805,0.013796683501528177,0.43,0.013489468220651975,-0.022315490398233884,-0.037147267712768786,-0.0015673793626568566,0.008371260272042292,0.02,0.009658998082662715,-0.0409436439887481,0.0004515992226752294,0.010246905098090465,0.11,0.011615487725886334
10,0.009327616210048184,-0.018782583082711697,0.03531756473124909,0.015672120077446783,0.58,0.014411112461760831,-0.02348511270938944,0.041358807965480034,0.018751517877424396,0.61,0.016269447681479907,-0.007597201329329728,-0.02832697979137344,0.014140396496045593,0.011535094108602399,0.52,0.012340579480647054,-0.03373685543518551,0.017996506801710895,0.013730040959089295,0.59,0.013246727765984274
