tech,sigma_star,spec,w,r,r_obs,life_penalty,train_penalty,ratio_proc,ratio_eff,N_ratio,shadow_life_rel,C,U,N_w,D_w,Phi,loss,D_ratio,epochs,N_c,D_c,mN_c,w_true_c,s_true_c,w_hat_proc,w_hat_eff,s_hat_proc,ratio_proc_vs_w,mu_eff,mu_eta,shadow_life,elas_life_U
kq,0.7005534249155089,D15,8.0,9.5137,108.32686978663224,0.403054378639915,-0.36714006090375273,0.25997333950317114,0.1639273991175665,1.5130821557175822,231.0860930017647,1e+26,1959978261634.158,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.4182588081584455,45.308667448491924,118774664025.0814,88804003262655.36,16.736049219908473,17.736049219908473,0.9436176575966245,4.6108999452922195,2.9074244192407406,0.7831225982205466,0.5763624931615274,5.100261490044221,5.1002709046718175,164683038342919.9,0.2875647547675442
kq,0.7005534249155089,D15,8.0,11.3137,128.82240418607077,0.47958133202664177,-0.3881152525850978,0.22354606021941387,0.1368163251435318,1.603537986971176,310.13261683974736,1e+26,1648147395432.872,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.38158419219656503,49.156593038161205,125875310163.59843,81017310784199.05,18.344575438790972,19.344575438790972,0.9483059215662735,4.324403625958961,2.646653722997205,0.7687542407010529,0.5405504532448702,6.309069286511797,6.309150325262571,234228236019309.75,0.3261418118363224
kq,0.7005534249155089,D15,8.0,13.4543,153.196149150203,0.5713892096279989,-0.4067923415430784,0.19048124711502654,0.113231456257741,1.7111294312238672,415.92493930741824,1e+26,1385924588251.2568,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.34667608868876515,53.109441789573076,134321076042.73283,73605681244468.16,20.191758902311776,21.191758902311776,0.9528118451795471,4.036632664273313,2.399573721171709,0.7522687638014188,0.5045790830341641,7.831468154253608,7.8314704244445625,335204912404684.56,0.36955256884496634
kq,0.7005534249155089,D15,8.0,16.0,182.18252799500888,0.682307821830874,-0.4226196602121062,0.1608567737671329,0.09294311938886127,1.8401546049798714,557.8682210590841,1e+26,1165415324231.8054,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.31376729880487925,57.16291969843823,144449357316.6464,66618542594392.05,22.309526922220954,23.309526922220954,0.95709908642347,3.7494952987465893,2.166460143629858,0.7332974386354644,0.46868691234332366,9.759268750343283,9.759208525345839,483502235996193.2,0.4186814833815333
kq,0.7005534249155089,D15,8.0,19.0273,216.65260093246454,0.8174976990058835,-0.4349926698264954,0.13463279702455752,0.07566969040365813,1.9964248945533662,748.9797386365493,1e+26,979994281254.2445,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.2830095595957324,61.31475717516674,156716339034.10077,60088111388156.06,24.734146825284682,25.734146825284682,0.9611411247946458,3.4646601661287137,1.9472949230715737,0.7113714038172569,0.4330825207660892,12.215330929273321,12.215103816143833,704264175899025.9,0.4746738022660679
kq,0.7005534249155089,D15,8.0,22.6274,257.64480837214154,0.984085513580016,-0.4431907651522272,0.11167791126280845,0.061102245271319584,2.1879821248274793,1007.5006505196749,1e+26,824073697716.436,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.25448527596708626,65.5668101600715,171753292302.9024,54031883696081.7,27.506502973104585,28.506502973104585,0.9649202849980061,3.183546709443359,1.7418113364902372,0.6858849292100226,0.39794333868041987,15.366010701563926,15.366112643802563,1038249322344420.2,0.5390354163061772
kq,0.7005534249155089,D15,8.0,26.9087,306.39343694120595,1.1921313846186283,-0.4463145251878292,0.09179033290252801,0.04892387300168933,2.426195086019551,1359.2877147165734,1e+26,692959718890.5034,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.2282114402105046,69.92248751539903,190452649984.898,48453467292795.65,30.67330889960261,31.67330889960261,0.9684276750758887,2.9073035680191266,1.5495809421474345,0.6560386706774677,0.3634129460023908,19.439918973002612,19.43982865927706,1553279684158125.0,0.613763459796246
kq,0.7005534249155089,D15,8.0,32.0,364.36505599001777,1.456223568505194,-0.44312717770927423,0.07472950814685204,0.03882762013884769,2.7275593893929755,1841.531648362021,1e+26,582707662115.9027,78498489706.10078,212318309932673.25,8917369017172276.0,1.8727828131732582,0.2041652418115299,74.3906797638736,214109292651.04303,43348019088419.586,34.28595356334883,35.28595356334883,0.9716601112053072,2.63690195428172,1.3700696011947275,0.6207670905714826,0.329612744285215,24.75486203954806,24.75490104048171,2365734231751810.0,0.7015501449423311
kq,0.7005534249155089,DN,1.0,0.25,0.25,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.2973,0.2973,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.3536,0.3536,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.4204,0.4204,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.5946,0.5946,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.7071,0.7071,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,0.8409,0.8409,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,1.1892,1.1892,0.0037472384743919562,0.0037472384743919562,1.0168662589912874,1.0173359284795818,0.9824742807135798,0.053019120220217306,1e+26,15679990907928.764,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.0216524322095857,1.2149490723836394,878151065802.431,19050390408571.95,0.0,1.0,0.0,1.0168662589912874,1.0173359284795818,0.016586506673963566,1.0168662589912874,-0.017040515324658223,0.012819605265560696,279352781575.7463,0.04363896671222278
kq,0.7005534249155089,DN,1.0,1.4142,1.4142,0.015455854972423744,0.015455854972423966,1.0339560957389775,1.0359047627366895,0.9691494822010006,0.13483521613231056,1e+26,13185295706200.6,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.0477804235795065,1.481771075026138,866241149944.9641,19537589793114.383,0.0,1.0,0.0,1.0339560957389775,1.0359047627366895,0.03284094545108203,1.0339560957389775,-0.03466029313528307,0.02660677536575773,700798876053.1829,0.09099598533524045
kq,0.7005534249155089,DN,1.0,1.6818,1.6818,0.036257437689244165,0.036257437689244165,1.0516368383742847,1.056182101494584,0.9598694857357031,0.26183640034297817,1e+26,11087314298792.299,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.0795816025915155,1.8156403392384104,857946542191.2375,20130575094702.13,0.0,1.0,0.0,1.0516368383742847,1.056182101494584,0.04910139745019732,1.0516368383742847,-0.05319357468289021,0.042100657404495534,1347849805764.3523,0.14421160091160345
kq,0.7005534249155089,DN,1.0,2.0,2.0,0.06803334343490319,0.06803334343490319,1.0703749174893273,1.0787445543058525,0.9546539300708566,0.4612281403745736,1e+26,9323322593854.443,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.118764936478742,2.237529872957484,853284795969.7382,20861212818968.773,0.0,1.0,0.0,1.0703749174893273,1.0787445543058525,0.06574791350155965,1.0703749174893273,-0.07299647909372098,0.06027613671739296,2361353757930.1187,0.2061327224005538
kq,0.7005534249155089,DN,1.0,2.3784,2.3784,0.11380779630044446,0.11380779630044424,1.0907663228075342,1.104295500142786,0.9537563063397113,0.7798503529688029,1e+26,7839995453964.382,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.1678117239140178,2.7775234041571,852482485668.4219,21775770861871.34,0.0,1.0,0.0,1.0907663228075342,1.104295500142786,0.08321335276827196,1.0907663228075342,-0.09444528219964732,0.08251507559642346,3988852604089.4473,0.28077181466912293
kq,0.7005534249155089,DN,1.0,2.8284,2.8284,0.17844469990748535,0.17844469990748535,1.1135659232927964,1.1336764358913478,0.9577805677694281,1.30175086741471,1e+26,6592647853100.3,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.2303911141692518,3.4800382273163115,856079434243.0011,22942666548023.855,0.0,1.0,0.0,1.1135659232927964,1.1336764358913478,0.10198401452244854,1.1135659232927964,-0.11791409934903108,0.11089569456801751,6686412876610.325,0.3740621721206594
kq,0.7005534249155089,DN,1.0,3.3636,3.3636,0.2700244821723976,0.2700244821723976,1.1397446220988747,1.1678856018550152,0.9678990697142776,2.1863303790734845,1e+26,5543657149396.149,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.3121455758267309,4.413532858850791,865123511468.8597,24467112987063.016,0.0,1.0,0.0,1.1397446220988747,1.1678856018550152,0.12261046851138523,1.1397446220988747,-0.1437517523876941,0.1487708671980057,11348674888650.576,0.49536954679751943
kq,0.7005534249155089,DN,1.0,4.0,4.0,0.40269335501433523,0.40269335501433523,1.170568623761463,1.2080685317847808,0.9862896475722895,3.7581467001706,1e+26,4661661296927.222,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.4221921100632111,5.6887684402528444,881561301102.4022,26519111665107.723,0.0,1.0,0.0,1.170568623761463,1.2080685317847808,0.14571433088080213,1.170568623761463,-0.17223239105266963,0.2019802075011865,19878220168416.562,0.6606254013092894
kq,0.7005534249155089,DN,1.0,4.7568,4.7568,0.6035302238461457,0.6035302238461457,1.2077664098689314,1.2555029573175986,1.0171360727711303,6.749564947677118,1e+26,3919997726982.191,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.5765149489560597,7.499166309194186,909132324279.6022,29396714886302.633,0.0,1.0,0.0,1.2077664098689314,1.2555029573175986,0.17202532556893885,1.2077664098689314,-0.20350645598118278,0.28183580576250233,36817486012546.98,0.9000413069486513
kq,0.7005534249155089,DN,1.0,5.6569,5.6569,0.9314578655934913,0.9314578655934913,1.253828381888652,1.311463048305184,1.0692030573543232,13.080438724813623,1e+26,3296265655696.3857,893815831152.9764,18646645187708.887,0.0,1.837981334979805,1.8064462613610217,10.218885855893166,955670619380.458,33684162486262.207,0.0,1.0,0.0,1.253828381888652,1.311463048305184,0.20244268318947142,1.253828381888652,-0.23749281286094226,0.4136548448787343,75003545867464.58,1.2800239599286556
kq,0.7005534249155089,DN,1.0,6.7272,6.7272,1.544372516555112,1.5443725165551125,1.3127307363957632,1.3768034725396927,1.1641737584716059,29.194763273968046,1e+26,2771828574698.0747,893815831152.9764,18646645187708.887,0.0,1.837981334979805,2.185560787674437,14.70270453084347,1040556935534.7828,40753376543934.78,0.0,1.0,0.0,1.3127307363957632,1.3768034725396927,0.23822915676858264,1.3127307363957632,-0.2736799260424799,0.6689632476374137,182272880436141.7,1.9856661994559488
kq,0.7005534249155089,DN,1.0,8.0,8.0,3.08307938350511,3.08307938350511,1.3927986635999245,1.4508382843132148,1.3784309161640829,91.29417293997224,1e+26,2330830648463.611,893815831152.9764,18646645187708.887,0.0,1.837981334979805,2.962121159374139,23.696969274993112,1232063375018.1584,55233622261854.46,0.0,1.0,0.0,1.3927986635999245,1.4508382843132148,0.2820211376313858,1.3927986635999245,-0.3107433055687724,1.3734616386532474,674881240991481.9,3.852519781762709
kq,0.7005534249155089,DN,1.0,9.5137,9.5137,inf,,,,,,1e+26,1959978261634.1577,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,11.3137,11.3137,inf,,,,,,1e+26,1648147395432.872,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,13.4543,13.4543,inf,,,,,,1e+26,1385924588251.257,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,16.0,16.0,inf,,,,,,1e+26,1165415324231.8054,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,19.0273,19.0273,inf,,,,,,1e+26,979994281254.2445,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,22.6274,22.6274,inf,,,,,,1e+26,824073697716.436,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,26.9087,26.9087,inf,,,,,,1e+26,692959718890.5033,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.0,32.0,32.0,inf,,,,,,1e+26,582707662115.9027,893815831152.9764,18646645187708.887,0.0,1.837981334979805,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.25,0.40171885731648854,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.2973,0.4777240651207682,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.3536,0.5681911517884415,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.4204,0.6755304304634071,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.5,0.8034377146329771,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.5946,0.9554481302415364,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,0.7071,1.1362216160339562,0.00033401841923885733,-0.002059798087407305,0.992378342840004,0.9921769245141222,1.0051216514325312,0.008894512326110111,1e+26,26370591412401.195,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.9928551439423245,1.1281034761377742,559093522697.911,29748755840138.727,0.5035981361940198,1.5035981361940198,0.33492867812988364,1.4921382266935401,1.4918353744741488,0.32982080204732733,0.9947588177956934,0.007884758547180404,0.007884463869614056,29837185374.509357,0.005243744087835012
kq,0.7005534249155089,DN,1.5,0.8409,1.3512215484697407,0.0018747146327013908,-0.0035106309589587603,0.9825083422737592,0.9813920903146202,1.0126454058160217,0.025211571374213176,1e+26,22174628597584.598,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.9840457116753901,1.3296637702950287,563278570683.082,29484800265956.3,0.5081064772374481,1.508106477237448,0.3369168456647692,1.4817271949228836,1.4800437681130771,0.3251119346216461,0.9878181299485891,0.01896072922231773,0.018960870570253308,85206827330.04782,0.012572630065932344
kq,0.7005534249155089,DN,1.5,1.0,1.6068754292659542,0.004727995658679873,-0.003433507221455967,0.9729268021030062,0.9701525614435076,1.0210510014189516,0.04825152377672319,1e+26,18646645187708.887,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.97602028830452,1.568343019741606,567954138112.4756,29244335821741.64,0.5122844330096539,1.5122844330096539,0.33874873127546345,1.4713420572782405,1.4671466163154583,0.32034838870177595,0.9808947048521603,0.030765716385969144,0.03076594034936475,164427915595.33466,0.020344009879380565
kq,0.7005534249155089,DN,1.5,1.1892,1.9108962604830728,0.00900292820369275,-0.0018044967301102943,0.9633597652558648,0.9581664203634527,1.030617778071299,0.08080563635123893,1e+26,15679990907928.764,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.9685409319621049,1.8507812450111765,573275606266.9043,29020233094340.324,0.516240443227404,1.516240443227404,0.3404739964121765,1.4606850374590001,1.4528106778974965,0.31538971485626044,0.9737900249726668,0.04366003519584716,0.04366030562057999,277943401014.237,0.028795097239964207
kq,0.7005534249155089,DN,1.5,1.4142,2.2724432320679124,0.014860031501855664,0.0014524884900279922,0.9535346980546956,0.9451320460732314,1.041675117525511,0.12682866026468145,1e+26,13185295706200.598,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.9613865893897598,2.184696448459613,579426191977.9086,28805868701226.23,0.5200821454326454,1.5200821454326454,0.3421408158732236,1.4494510695634515,1.4366783483121435,0.31008364407831857,0.966300713042301,0.05805321505574823,0.05805321610072123,440927085904.94556,0.03819084821188312
kq,0.7005534249155089,DN,1.5,1.6818,2.7024430969394815,0.02351395409477397,0.013079156483568388,0.9590827359124473,0.9463195330750004,1.044383549317185,0.2737317709443733,1e+26,11087314298792.299,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.9700259613873818,2.621439963203414,580932742622.038,29064728787450.77,0.5154501218553716,1.5154501218553715,0.34013004745039316,1.4534420490079014,1.4341000517126277,0.31197807254676196,0.9689613660052676,0.05672551928688252,0.07615376123012818,954118490625.0135,0.06890387654934216
kq,0.7005534249155089,DN,1.5,2.0,3.2137508585319083,0.04032931402581963,0.037699520541211395,0.9755928922933936,0.9585858402552073,1.045588900995036,0.577450457222293,1e+26,9323322593854.443,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,0.9924546057764033,3.189501841367863,581603213022.0131,29736754580765.348,0.503801380022663,1.5038013800226628,0.3350185647622364,1.4670979377711064,1.4415227094459646,0.3183822468462784,0.9780652918474043,0.0432033919192536,0.09918114337316575,2015082247689.0967,0.12039304399635853
kq,0.7005534249155089,DN,1.5,2.3784,3.8217925209661456,0.06767594360643425,0.07398739345326666,0.9908521142003239,0.970363383334493,1.0550530439127697,1.04951526354771,1e+26,7839995453964.382,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.0179463484321858,3.890379741182926,586867591712.5435,30500559485069.27,0.4911850224425745,1.4911850224425744,0.32939240607313036,1.4775438321510823,1.4469913435550985,0.32320112727610256,0.9850292214340549,0.03054177143789749,0.12747365366758756,3695558971102.8,0.18091110152695933
kq,0.7005534249155089,DN,1.5,2.8284,4.544886464135825,0.10850637556820475,0.12572148805081618,1.0053186061147255,0.982199873049762,1.0740761506029823,1.794112848860066,1e+26,6592647853100.299,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.0480834970768507,4.763420499148719,597449092685.0187,31403553927126.754,0.4770612278454161,1.477061227845416,0.32297999490603624,1.4849171347236587,1.4507693504764931,0.32656174771254237,0.9899447564824392,0.018122713552149117,0.16316406675726824,6431346562355.883,0.2549953733606003
kq,0.7005534249155089,DN,1.5,3.3636,5.404886193878963,0.16771623494164212,0.19913255506419625,1.01965588641786,0.9948914261186191,1.1048835946965339,2.997137297010359,1e+26,5543657149396.149,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.0853021628885247,5.865934676383164,614585568074.8723,32518730706622.316,0.46070119188673986,1.4607011918867399,0.3153972862113347,1.4894125686048985,1.4532390919293654,0.32859435922668556,0.9929417124032657,0.005134805414205745,0.2095529572623862,11051983969688.992,0.34979045927485686
kq,0.7005534249155089,DN,1.5,4.0,6.427501717063817,0.25372346897525055,0.30497109372053943,1.0348618535889564,1.0096344867052565,1.151228219484673,5.011997033688608,1e+26,4661661296927.222,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.1335468255848409,7.285874167818804,640364516816.0366,33964277622402.746,0.4410933793952716,1.4410933793952716,0.3060824410839833,1.4913325657957641,1.4549775744000883,0.3294587519005814,0.9942217105305095,-0.009542549142409595,0.2721267206608269,19257030352568.49,0.4773499525363434
kq,0.7005534249155089,DN,1.5,4.7568,7.643585041932291,0.3821354084661559,0.4633448307507553,1.052545132492892,1.0283246108024462,1.2197165638969578,8.576792737688635,1e+26,3919997726982.191,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.1997417056266027,9.170327755309835,678460790721.4271,35947663956496.25,0.41675637152153455,1.4167563715215346,0.2941623414574493,1.4912000227732827,1.456885444346768,0.32939915187217184,0.9941333485155218,-0.02754442566568871,0.3609932503266662,34914105495996.15,0.660153065641822
kq,0.7005534249155089,DN,1.5,5.6569,9.089933615814576,0.5852637552307727,0.71640774040117,1.0755146584659434,1.054150551495697,1.322975784889978,15.45633180077405,1e+26,3296265655696.386,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.2973840942552932,11.793135290994337,735898178060.3118,38873306832685.64,0.38539088170878427,1.3853908817087843,0.27818205446352523,1.4900082009828555,1.460410561990425,0.3288627543523793,0.9933388006552369,-0.05136889737321182,0.49745727001161,68245718470111.695,0.9460288356955004
kq,0.7005534249155089,DN,1.5,6.7272,10.809772387757926,0.9429471930514015,1.1699245830487452,1.1092482033091515,1.092944127747315,1.4889924130567143,30.885505096834954,1e+26,2771828574698.0747,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.457310704890808,15.753197018112695,828244036231.6898,43665161637653.27,0.3430977336006487,1.3430977336006487,0.25545254452991584,1.489828747865113,1.4679307809295568,0.3287819144093073,0.9932191652434087,-0.08504014559178219,0.7367356422906197,153484412414742.06,1.4597463658745369
kq,0.7005534249155089,DN,1.5,8.0,12.855003434127633,1.7300193413947627,2.1945611210003064,1.1667725226205443,1.1572257585818027,1.8009357821836764,78.30166285487333,1e+26,2330830648463.611,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,1.7738339993038656,22.802642152623548,1001760860666.702,53149097195283.21,0.2818753052406387,1.2818753052406386,0.21989292101053773,1.4956568835806001,1.4834191225143778,0.33139745420353256,0.9971045890537334,-0.13586437859323586,1.2891791344692538,470637247038791.0,2.678779594166514
kq,0.7005534249155089,DN,1.5,9.5137,15.287330771407508,5.4677647198915125,7.281917759177741,1.303743018033217,1.2920904678159773,2.839458641319058,569.5731173739227,1e+26,1959978261634.158,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,2.916724208854971,44.58892774973781,1579433625837.7363,87393329099062.19,0.17142518942381832,1.1714251894238183,0.146338998829397,1.5272374118595418,1.5135873210140411,0.3452229547058995,1.0181582745730278,-0.2260603843860084,4.899708726166585,5397617603721584.0,10.903238664411674
kq,0.7005534249155089,DN,1.5,11.3137,18.179706544086226,inf,,,,,,1e+26,1648147395432.8723,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,13.4543,21.61938408797293,inf,,,,,,1e+26,1385924588251.2568,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,16.0,25.710006868255267,inf,,,,,,1e+26,1165415324231.8054,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,19.0273,30.574500855272092,inf,,,,,,1e+26,979994281254.2445,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,22.6274,36.35941308817245,inf,,,,,,1e+26,824073697716.4362,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,26.9087,43.23892886348878,inf,,,,,,1e+26,692959718890.5033,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,1.5,32.0,51.42001373651053,inf,,,,,,1e+26,582707662115.9027,556244631583.7224,29962835990369.656,89888507971108.97,1.8392675989597174,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,2.0,0.25,0.5624305757889645,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,2.0,0.2973,0.6688424407282366,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,2.0,0.3536,0.7955018063959114,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,2.0,0.4204,0.9457832562467227,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
kq,0.7005534249155089,DN,2.0,0.5,1.124861151577929,0.00021341605563129917,-0.0028489543088946467,0.9929345172160833,0.9927619582486175,1.0032757864201574,0.008151082349316498,1e+26,37293290375417.77,397300515667.7126,41949773557822.53,251698641346935.2,1.8417459688425668,0.9938952571048227,1.1179941634547725,398601987301.6584,41693680975741.12,1.006142239689281,2.006142239689281,0.501530858472486,1.9919678762326682,1.991621698399198,0.49798387216401235,0.9959839381163341,0.0072908129599884575,0.007290808653558578,19494225738.582157,0.003634244048811297
kq,0.7005534249155089,DN,2.0,0.5946,1.3376848814564732,0.0013161800706644744,-0.005941716726387658,0.9830069754008609,0.9819558738313506,1.0085740768677163,0.02422713089696392,1e+26,31359981815857.527,397300515667.7126,41949773557822.53,251698641346935.2,1.8417459688425668,0.9856076078822243,1.3184323961125315,400707000828.63086,41346015967526.45,1.0146025578563669,2.014602557856367,0.503624178327239,1.980368367033225,1.978250815122723,0.4950434390657873,0.9901841835166125,0.01837569961086505,0.018375709640585436,58247885762.43042,0.009121259346045463
kq,0.7005534249155089,DN,2.0,0.7071,1.590778640561507,0.00339791610772755,-0.007793504661433692,0.9733936011072359,0.9707181546466721,1.0145893368768886,0.04692743234257882,1e+26,26370591412401.2,397300515667.7126,41949773557822.53,251698641346935.2,1.8417459688425668,0.9779390136237573,1.555684494644462,403096866732.1504,41024320174876.945,1.02255865250175,2.02255865250175,0.5055767610184868,1.968745650209277,1.9633344028211586,0.4920623698171979,0.9843728251046385,0.030165136206797394,0.030165133642000796,113497805646.471,0.014914345833005882
kq,0.7005534249155089,DN,2.0,0.8409,1.891791484723761,0.006533487664563742,-0.008451153020710422,0.9638171994142828,0.9587561557051076,1.0215181283498378,0.07899426829810059,1e+26,22174628597584.598,397300515667.7126,41949773557822.53,251698641346935.2,1.8417459688425668,0.9706620171107874,1.836290138514977,405849679157.3071,40719051818976.79,1.030224715062549,2.030224715062549,0.5074436871047592,1.9567654990532464,1.9464904430308672,0.48895255947437954,0.9783827495266232,0.043018075085588414,0.04301843040534137,192358790664.3022,0.021188988853282353
kq,0.7005534249155089,DN,2.0,1.0,2.249722303155858,0.01083291803031039,-0.007924536374540825,0.9540058972355524,0.9457720380495855,1.0295903724351612,0.12429360160094222,1e+26,18646645187708.887,397300515667.7126,41949773557822.53,251698641346935.2,1.8417459688425668,0.9635632676702555,2.1677497737795117,409056785895.0018,40421260887402.76,1.0378145717590945,2.0378145717590943,0.5092782170377878,1.9440871189307178,1.927308040699742,0.4856197593912264,0.9720435594653589,0.057337243827007,0.05733765155494974,305058847069.17163,0.028136820674262708
kq,0.7005534249155089,DN,2.0,1.1892,2.6753697629129465,0.01644862454871543,-0.006185230680427978,0.9436828661140159,0.9314546561881906,1.0390824797778586,0.18830229795835804,1e+26,15679990907928.764,397300515667.7126,41949773557822.53,251698641346935.2,1.8417459688425668,0.9564349208659894,2.5588170674789046,412828005037.02875,40122228353122.164,1.0455494442785143,2.0455494442785143,0.5111337920493484,1.9303499623546807,1.9053365543363878,0.4819592200886831,0.9651749811773404,0.0735895659079302,0.07358958981998298,466418772060.2227,0.03597546875155899
