corpus,d,n_lr,lr_star_quad,lr_best_grid,convex,lr_rule,lnL_min_quad,lnL_best_grid,lnL_rule,excess_rule_vs_quad,excess_rule_vs_grid,bpb_lr0.001,bpb_lr0.002,bpb_lr0.004,bpb_lr0.008,dln_lrstar_edu_minus_web,rule_refit_c,rule_refit_p
edu,128,4,0.00578132218502284,0.004,True,0.005722,0.5127663455834013,0.5134081656000872,0.5139485997539084,0.0011822541705071021,0.0005404341538212121,1.728987853157222,1.6930053865824577,1.6709764657797224,1.6724161474246866,-0.5144364818637435,0.0030634198167231973,-0.9100509078668854
edu,320,4,0.0024689007431648044,0.002,True,0.002509,0.35858590727261963,0.35997839453703434,0.36016484859873954,0.0015789413261199092,0.00018645406170519907,1.4452256794120257,1.4332984471492902,1.4341532050914423,1.4560534637413565,-0.01212947804468989,0.0030634198167231973,-0.9100509078668854
edu,512,4,0.0016439768733618027,0.001,True,0.001644,0.3040191140635917,0.31741099317234106,0.31931123346758006,0.015292119403988336,0.0019002402952389974,1.3735669825846457,1.378518425950849,1.4159568072330175,1.6360542644560625,0.02407142345930513,0.0030634198167231973,-0.9100509078668854
web,128,4,0.009670392422917395,0.008,True,0.005722,0.5916674820995504,0.5917579478661694,0.5941526978479377,0.002485215748387226,0.0023947499817682516,1.8660041597752797,1.8343743822337704,1.8164967702536277,1.807162522122939,-0.5144364818637435,0.0037342715638438466,-1.3204061932526574
web,320,4,0.002499029574634243,0.002,True,,0.4483714332911732,0.44845380355073283,,,,1.5808300210928568,1.5658891404921436,1.5704010825932848,1.589494674595738,-0.01212947804468989,0.0037342715638438466,-1.3204061932526574
web,512,4,0.0016048764987107364,0.001,True,,0.403109118929295,0.4133567324781237,,,,1.51188426796725,1.5191026034437136,1.559233644365602,1.7702521222082233,0.02407142345930513,0.0037342715638438466,-1.3204061932526574
