key,sample,n,clusters,growth,growth_lo,growth_hi,p_wcr_4p2,models
v24,Database of 31 May 2024,58,22,4.131088967828056,3.7467149380205,4.5540759616858395,0.732,613
v24_notable,"Database of 31 May 2024, notable models only",52,18,4.158764778516775,3.7265556489388785,4.6310539974182205,0.8551,376
v24_rev,31 May 2024 + compute revisions to Sep. 2026,66,23,4.7601682764212,3.6928455127759148,6.130413137115924,0.2784,646
v24_rev_notable,"31 May 2024 + compute revisions to Sep. 2026, notable models only",65,19,4.663041597428693,3.447241544953232,6.383746428928559,0.5608,399
v24_add,31 May 2024 + entries added after May 2024,63,25,4.4579973372694575,3.7701974268357,5.286583111753731,0.5784,1014
v24_add_notable,"31 May 2024 + entries added after May 2024, notable models only",58,21,4.452745174057006,3.7250414466079795,5.327007205044016,0.6461,489
v26,Database of 23 Sep. 2026,78,26,5.2261092204731465,4.022991912762177,6.797665325653781,0.0382,1046
v26_notable,"Database of 23 Sep. 2026, notable models only",67,23,4.947229687373921,4.068393150581114,6.0128260988418685,0.0798,472
v26_full,"Database of 23 Sep. 2026, Jan. 2018 to Sep. 2026 (Section V)",92,27,5.06181663761696,4.268007997361104,6.023543784980856,0.0411,3608
