anchor,design,kind,conv,n_budgets,C0,lnMs,lnMs_lo,lnMs_hi,Mstar,Mstar_lo,Mstar_hi,e_path,e_lo,e_hi,a,resid_sd,lab,method
chin_iso,Chinchilla,iso,total,9.0,3.0000000000000094e+21,3.028158572983983,2.515714298207087,3.538684361003044,20.65915521525489,12.375445381199652,34.42160298428575,-0.0033086562576918888,-0.1745112143187324,0.16769223902963734,0.5016543281288459,0.2711169154251895,,"wild bootstrap-t (HC2, Webb), between-budget residuals"
meta,Llama 3,iso,total,8.0,9.999999999999983e+20,2.712186454982553,2.2741685749887046,3.1418197674809605,15.062172299773199,9.719834338750715,23.145948802379376,0.008268003741692398,-0.11300844315487497,0.12182073311214943,0.4958659981291538,0.18514650138803732,Meta,"wild bootstrap-t (HC2, Webb), between-budget residuals"
marin_dclm,"Marin, DCLM",iso,total,7.0,2.9999999999999954e+20,2.6327409074752013,2.2936808949353042,2.973275256423644,13.91184878326966,9.911353269130712,19.555865293010836,0.16218667065168946,-0.016103146565449367,0.3431311459996903,0.41890666467415527,0.16120694421402382,Marin,"wild bootstrap-t (HC2, Webb), between-budget residuals"
marin_nemotron,"Marin, Nemotron-CC",iso,total,7.0,2.9999999999999954e+20,2.627997363453508,2.2560311483997664,2.9953104011656437,13.846013585669661,9.545130683609127,19.991564331745924,0.1451683488987311,-0.05776802322674829,0.3527929876297756,0.42741582555063445,0.16990190280514444,Marin,"wild bootstrap-t (HC2, Webb), between-budget residuals"
deepseek,DeepSeek LLM published law,iso,ds,,3e+20,3.026598226360858,3.026598226360858,3.026598226360858,20.626944908335126,20.626944908335126,20.626944908335126,-0.04859999999999998,,,0.5243,,DeepSeek,published point (no interval)
