design,eta_within_budget,ratio_min,ratio_max
"Marin, Comma",0.08674557773091163,0.7421078899236435,1.0713081691214097
"Marin, DCLM",0.08674557773091163,0.7421078899236435,1.0713081691214097
"Marin, Nemotron-CC",0.08689877335642526,0.7421041241210407,1.0713081691214097
