variant,key,value
h_N x 0.75 (h_D unchanged),lin|ne|b2,0.01939454122197431
h_N x 0.75 (h_D unchanged),lin|ne|path_1_over_sigma_minus_1,0.5010401193584324
h_N x 0.75 (h_D unchanged),lin|ne|n,321.0
h_N x 0.75 (h_D unchanged),delta|chin_full|emb|M<16,0.10855342211117126
h_N x 0.75 (h_D unchanged),delta|chin_full|emb|16-64,-0.047359646221061036
h_N x 0.75 (h_D unchanged),delta|chin_full|emb|64-256,-0.2742220035731407
h_N x 0.75 (h_D unchanged),"delta|chin_full|emb|256-1,024",-0.6678011263830205
h_N x 0.75 (h_D unchanged),"delta|chin_full|emb|>=1,024",-1.1692812653180122
h_N x 0.75 (h_D unchanged),delta|chin_full|emb|M>=1000,-1.1692812653180122
h_N x 0.75 (h_D unchanged),delta|chin_M100|emb|M<16,0.0630754919378682
h_N x 0.75 (h_D unchanged),delta|chin_M100|emb|16-64,-0.25566005520710366
h_N x 0.75 (h_D unchanged),delta|chin_M100|emb|64-256,-0.5964604332846744
h_N x 0.75 (h_D unchanged),"delta|chin_M100|emb|256-1,024",-1.098621940171954
h_N x 0.75 (h_D unchanged),"delta|chin_M100|emb|>=1,024",-1.672385855775929
h_N x 0.75 (h_D unchanged),delta|chin_M100|emb|M>=1000,-1.672385855775929
h_N x 0.75 (h_D unchanged),delta|kappa_full|emb|M<16,-0.05063793306473859
h_N x 0.75 (h_D unchanged),delta|kappa_full|emb|16-64,0.01801943703363142
h_N x 0.75 (h_D unchanged),delta|kappa_full|emb|64-256,-0.05269540589401864
h_N x 0.75 (h_D unchanged),"delta|kappa_full|emb|256-1,024",-0.29628906407510897
h_N x 0.75 (h_D unchanged),"delta|kappa_full|emb|>=1,024",-0.6957319141836839
h_N x 0.75 (h_D unchanged),delta|kappa_full|emb|M>=1000,-0.6957319141836839
h_N x 0.75 (h_D unchanged),delta|kappa_M100|emb|M<16,-0.009371773861572487
h_N x 0.75 (h_D unchanged),delta|kappa_M100|emb|16-64,-0.06409567137424295
h_N x 0.75 (h_D unchanged),delta|kappa_M100|emb|64-256,-0.22039120914529292
h_N x 0.75 (h_D unchanged),"delta|kappa_M100|emb|256-1,024",-0.5464352508536074
h_N x 0.75 (h_D unchanged),"delta|kappa_M100|emb|>=1,024",-1.0024262182618857
h_N x 0.75 (h_D unchanged),delta|kappa_M100|emb|M>=1000,-1.0024262182618857
h_N x 0.75 (h_D unchanged),delta|eq3_full|emb|M<16,-0.07584362782999245
h_N x 0.75 (h_D unchanged),delta|eq3_full|emb|16-64,-0.022805882682225588
h_N x 0.75 (h_D unchanged),delta|eq3_full|emb|64-256,-0.05645746870463822
h_N x 0.75 (h_D unchanged),"delta|eq3_full|emb|256-1,024",-0.2629466583049347
h_N x 0.75 (h_D unchanged),"delta|eq3_full|emb|>=1,024",-0.6166542319930814
h_N x 0.75 (h_D unchanged),delta|eq3_full|emb|M>=1000,-0.6166542319930814
h_N x 0.75 (h_D unchanged),delta|eq3_M100|emb|M<16,-0.03926223911695476
h_N x 0.75 (h_D unchanged),delta|eq3_M100|emb|16-64,-0.059856901657604746
h_N x 0.75 (h_D unchanged),delta|eq3_M100|emb|64-256,-0.18117021558999402
h_N x 0.75 (h_D unchanged),"delta|eq3_M100|emb|256-1,024",-0.5030705307943076
h_N x 0.75 (h_D unchanged),"delta|eq3_M100|emb|>=1,024",-0.9772335143939925
h_N x 0.75 (h_D unchanged),delta|eq3_M100|emb|M>=1000,-0.9772335143939925
h_N x 0.75 (h_D unchanged),lnw_local|emb|M<16,-0.4956154451716247
h_N x 0.75 (h_D unchanged),lnw_local|emb|16-64,0.3519761867294626
h_N x 0.75 (h_D unchanged),lnw_local|emb|64-256,1.0533432494622021
h_N x 0.75 (h_D unchanged),"lnw_local|emb|256-1,024",1.9103249978555712
h_N x 0.75 (h_D unchanged),"lnw_local|emb|>=1,024",2.7411384117345623
h_N x 0.75 (h_D unchanged),lin|emb|b1_only,0.538478107063853
h_N x 0.75 (h_D unchanged),lin|emb|b1,0.4931424654454285
h_N x 0.75 (h_D unchanged),lin|emb|b2,0.0338844063299748
h_N x 0.75 (h_D unchanged),lin|emb|path_1_over_sigma_minus_1,0.5372111726593125
h_N x 0.75 (h_D unchanged),lin|emb|n,305.0
h_N x 0.75 (h_D unchanged),h_N|ne,0.17756650368275145
h_N x 0.75 (h_D unchanged),h_D|ne,0.7448514813327789
h_N x 0.75 (h_D unchanged),path_sigma_mean|ne,0.6706686873968122
h_N x 0.75 (h_D unchanged),path_sigma_mean_poolC|ne,0.6828066623004718
h_N x 0.75 (h_D unchanged),path_sigma_min_poolC|ne,0.6309125345691825
h_N x 0.75 (h_D unchanged),path_sigma_max_poolC|ne,0.7660468496258767
h_N x 0.75 (h_D unchanged),h_N|emb,0.150224279181843
h_N x 0.75 (h_D unchanged),h_D|emb,0.9931353084437051
h_N x 0.75 (h_D unchanged),path_sigma_mean|emb,0.6597485405033688
h_N x 0.75 (h_D unchanged),path_sigma_mean_poolC|emb,0.6597485405033687
h_N x 0.75 (h_D unchanged),path_sigma_min_poolC|emb,0.5446359592330823
h_N x 0.75 (h_D unchanged),path_sigma_max_poolC|emb,0.8184158652839213
extended-grid CV optimum,delta|chin_full|ne|M<16,0.15452646314825874
extended-grid CV optimum,delta|chin_full|ne|16-64,0.008385247647972287
extended-grid CV optimum,delta|chin_full|ne|64-256,-0.19140344779660776
extended-grid CV optimum,"delta|chin_full|ne|256-1,024",-0.46126224470013083
extended-grid CV optimum,"delta|chin_full|ne|>=1,024",-0.6964934735940622
extended-grid CV optimum,delta|chin_full|ne|M>=1000,-0.6964934735940622
extended-grid CV optimum,delta|chin_M100|ne|M<16,0.0701397347856271
extended-grid CV optimum,delta|chin_M100|ne|16-64,-0.22784730471919976
extended-grid CV optimum,delta|chin_M100|ne|64-256,-0.5408241068498146
extended-grid CV optimum,"delta|chin_M100|ne|256-1,024",-0.9122580824298321
extended-grid CV optimum,"delta|chin_M100|ne|>=1,024",-1.2196423899760058
extended-grid CV optimum,delta|chin_M100|ne|M>=1000,-1.2196423899760058
extended-grid CV optimum,delta|kappa_full|ne|M<16,-0.019537979547556088
extended-grid CV optimum,delta|kappa_full|ne|16-64,0.05211297196964518
extended-grid CV optimum,delta|kappa_full|ne|64-256,0.0076106204868945085
extended-grid CV optimum,"delta|kappa_full|ne|256-1,024",-0.11842746930313482
extended-grid CV optimum,"delta|kappa_full|ne|>=1,024",-0.24585870600947274
extended-grid CV optimum,delta|kappa_full|ne|M>=1000,-0.24585870600947274
extended-grid CV optimum,delta|kappa_M100|ne|M<16,0.019910532185287003
extended-grid CV optimum,delta|kappa_M100|ne|16-64,-0.03855964691220517
extended-grid CV optimum,delta|kappa_M100|ne|64-256,-0.1798953731073406
extended-grid CV optimum,"delta|kappa_M100|ne|256-1,024",-0.3929336396104295
extended-grid CV optimum,"delta|kappa_M100|ne|>=1,024",-0.5822931769455595
extended-grid CV optimum,delta|kappa_M100|ne|M>=1000,-0.5822931769455595
extended-grid CV optimum,delta|eq3_full|ne|M<16,-0.023330151458121555
extended-grid CV optimum,delta|eq3_full|ne|16-64,0.023831853352624523
extended-grid CV optimum,delta|eq3_full|ne|64-256,0.003617679432228933
extended-grid CV optimum,"delta|eq3_full|ne|256-1,024",-0.09704349292080763
extended-grid CV optimum,"delta|eq3_full|ne|>=1,024",-0.20105683306614774
extended-grid CV optimum,delta|eq3_full|ne|M>=1000,-0.20105683306614774
extended-grid CV optimum,delta|eq3_M100|ne|M<16,0.0013027177430595847
extended-grid CV optimum,delta|eq3_M100|ne|16-64,-0.03097461369701643
extended-grid CV optimum,delta|eq3_M100|ne|64-256,-0.15729164902402346
extended-grid CV optimum,"delta|eq3_M100|ne|256-1,024",-0.37221679364393667
extended-grid CV optimum,"delta|eq3_M100|ne|>=1,024",-0.5770196521415638
extended-grid CV optimum,delta|eq3_M100|ne|M>=1000,-0.5770196521415638
extended-grid CV optimum,lnw_local|ne|M<16,-0.6700866807128039
extended-grid CV optimum,lnw_local|ne|16-64,0.053809961052215985
extended-grid CV optimum,lnw_local|ne|64-256,0.6710402798477422
extended-grid CV optimum,"lnw_local|ne|256-1,024",1.3238801167630576
extended-grid CV optimum,"lnw_local|ne|>=1,024",1.841722180320453
extended-grid CV optimum,lin|ne|b1_only,0.4057886461432725
extended-grid CV optimum,lin|ne|b1,0.4057555027925257
extended-grid CV optimum,lin|ne|b2,0.01791246067133019
extended-grid CV optimum,lin|ne|path_1_over_sigma_minus_1,0.5614095928919306
extended-grid CV optimum,lin|ne|n,294.0
extended-grid CV optimum,delta|chin_full|emb|M<16,0.10486734833034793
extended-grid CV optimum,delta|chin_full|emb|16-64,-0.05331706536273099
extended-grid CV optimum,delta|chin_full|emb|64-256,-0.2948293594838291
extended-grid CV optimum,"delta|chin_full|emb|256-1,024",-0.6217076046991198
extended-grid CV optimum,"delta|chin_full|emb|>=1,024",
extended-grid CV optimum,delta|chin_full|emb|M>=1000,
extended-grid CV optimum,delta|chin_M100|emb|M<16,0.028036933654975418
extended-grid CV optimum,delta|chin_M100|emb|16-64,-0.26222276800085786
extended-grid CV optimum,delta|chin_M100|emb|64-256,-0.6159616086379321
extended-grid CV optimum,"delta|chin_M100|emb|256-1,024",-1.0415274293418695
extended-grid CV optimum,"delta|chin_M100|emb|>=1,024",
extended-grid CV optimum,delta|chin_M100|emb|M>=1000,
extended-grid CV optimum,delta|kappa_full|emb|M<16,-0.011064853125172214
extended-grid CV optimum,delta|kappa_full|emb|16-64,0.016152593655305292
extended-grid CV optimum,delta|kappa_full|emb|64-256,-0.07152737584255835
extended-grid CV optimum,"delta|kappa_full|emb|256-1,024",-0.2606800470558366
extended-grid CV optimum,"delta|kappa_full|emb|>=1,024",
extended-grid CV optimum,delta|kappa_full|emb|M>=1000,
extended-grid CV optimum,delta|kappa_M100|emb|M<16,0.006430807190373674
extended-grid CV optimum,delta|kappa_M100|emb|16-64,-0.06888832823109872
extended-grid CV optimum,delta|kappa_M100|emb|64-256,-0.2408864505538468
extended-grid CV optimum,"delta|kappa_M100|emb|256-1,024",-0.5060428900806819
extended-grid CV optimum,"delta|kappa_M100|emb|>=1,024",
extended-grid CV optimum,delta|kappa_M100|emb|M>=1000,
extended-grid CV optimum,delta|eq3_full|emb|M<16,-0.03903666536813218
extended-grid CV optimum,delta|eq3_full|emb|16-64,-0.008365241245278935
extended-grid CV optimum,delta|eq3_full|emb|64-256,-0.06371833331120182
extended-grid CV optimum,"delta|eq3_full|emb|256-1,024",-0.2104814730807893
extended-grid CV optimum,"delta|eq3_full|emb|>=1,024",
extended-grid CV optimum,delta|eq3_full|emb|M>=1000,
extended-grid CV optimum,delta|eq3_M100|emb|M<16,-0.01978598848446946
extended-grid CV optimum,delta|eq3_M100|emb|16-64,-0.051498992208940095
extended-grid CV optimum,delta|eq3_M100|emb|64-256,-0.20329283713003854
extended-grid CV optimum,"delta|eq3_M100|emb|256-1,024",-0.4790117648317437
extended-grid CV optimum,"delta|eq3_M100|emb|>=1,024",
extended-grid CV optimum,delta|eq3_M100|emb|M>=1000,
extended-grid CV optimum,lnw_local|emb|M<16,-0.3585833579293004
extended-grid CV optimum,lnw_local|emb|16-64,0.39147415620886067
extended-grid CV optimum,lnw_local|emb|64-256,1.1006519590828063
extended-grid CV optimum,"lnw_local|emb|256-1,024",1.8620961550809656
extended-grid CV optimum,"lnw_local|emb|>=1,024",
extended-grid CV optimum,lin|emb|b1_only,0.5409027704175637
extended-grid CV optimum,lin|emb|b1,0.48375277181119475
extended-grid CV optimum,lin|emb|b2,0.03179303333892641
extended-grid CV optimum,lin|emb|path_1_over_sigma_minus_1,0.8309435072990441
extended-grid CV optimum,lin|emb|n,239.0
extended-grid CV optimum,h_N|ne,0.14797208640229287
extended-grid CV optimum,h_D|ne,0.7448514813327789
extended-grid CV optimum,path_sigma_mean|ne,0.6489222267696901
extended-grid CV optimum,path_sigma_mean_poolC|ne,0.6638327268352883
extended-grid CV optimum,path_sigma_min_poolC|ne,0.5803664399695854
extended-grid CV optimum,path_sigma_max_poolC|ne,0.7943305474754614
extended-grid CV optimum,h_N|emb,0.10014951945456199
extended-grid CV optimum,h_D|emb,0.7448514813327789
extended-grid CV optimum,path_sigma_mean|emb,0.5638129446623451
extended-grid CV optimum,path_sigma_mean_poolC|emb,0.563812944662345
extended-grid CV optimum,path_sigma_min_poolC|emb,0.44347626892334613
extended-grid CV optimum,path_sigma_max_poolC|emb,0.7119593204580091
