dataset,likelihood,LR,LR_p,n_loss,n_argmin,sd_loss,sd_argmin,sd_argmin_unrestricted,E,se_E,lo_E,hi_E,A,se_A,lo_A,hi_A,B,se_B,lo_B,hi_B,alpha,se_alpha,lo_alpha,hi_alpha,beta,se_beta,lo_beta,hi_beta,a,se_a,lo_a,hi_a,gamma,se_gamma,lo_gamma,hi_gamma,sigma_star,se_sigma_star,lo_sigma_star,hi_sigma_star,G,K,lnG,lnK,Mstar_1e+21,se_Mstar_1e+21,lo_Mstar_1e+21,hi_Mstar_1e+21,Mstar_5.76e+23,se_Mstar_5.76e+23,lo_Mstar_5.76e+23,hi_Mstar_5.76e+23,Mstar_1e+26,se_Mstar_1e+26,lo_Mstar_1e+26,hi_Mstar_1e+26,w_chin70b,se_w_chin70b,lo_w_chin70b,hi_w_chin70b,unres_E,unres_A,unres_B,unres_alpha,unres_beta,unres_a,unres_gamma,unres_sigma_star,unres_G,unres_K,unres_lnG,unres_lnK,unres_Mstar_1e+21,unres_Mstar_5.76e+23,unres_Mstar_1e+26,unres_w_chin70b
chinchilla_n240,laplace,-0.9004182880316292,1.0,240,9,0.00759206131818133,0.12756315035392068,0.13421249005656585,1.8161866765509989,0.023924879428862875,1.7756896319518929,1.8646958749316334,482.365302522461,109.00004298547002,301.90973167169847,710.077011125343,2050.03950699089,864.4928242327259,1317.2299097626792,4861.361879379858,0.34786454867408345,0.013539515581801923,0.3199125453429872,0.3706770334582019,0.36503229114311025,0.01571401271435775,0.34243102680643134,0.4064961609990484,0.5120408322145382,0.015318594483936234,0.48765388468178983,0.5484663931507961,0.1781208530010124,0.004825830332035047,0.17043276626709764,0.1885352775032924,0.7372193334615585,0.005236797660984519,0.7253011625141959,0.7447341870141039,0.1228001282019196,1953.9205799448775,-2.0971972192800665,7.577593186917378,21.608597690710084,2.7420231399728467,16.63847724256027,27.438278064995615,18.541762585757045,6.007530810643608,9.23142202889416,32.02729056094686,16.376393368132288,8.450759827239818,5.703561849903655,36.760587762421615,1.0275347724035082,0.12148820974947619,0.8442106045586847,1.3402466803153308,1.816864132803437,482.0060546556163,2085.436244110577,0.3478130701159965,0.365854164293519,0.5126397102933061,0.17830279150048983,0.7370100411133103,0.11963338706413444,1967.7740874748667,-2.1233233203677715,7.584658278073221,21.53270462904725,18.336510949291636,16.095389103560162,1.031663697039514
chinchilla_n240,gauss,1.5653139489638137,0.45718965486042407,240,9,0.006912592525610374,0.1453448150212281,0.13421249005656585,1.866234571109462,0.026645408222277022,1.8024002157789818,1.9079538599695036,614.8426924493562,113.14990044547424,424.16221199981624,857.7556041556974,4833.373875406434,2234.1047390225235,1590.6954342193476,9797.180576786463,0.36221498566686483,0.011052942693577693,0.3401676228453169,0.38179708713218874,0.4055307193296166,0.022997044674481243,0.35225434279507456,0.4399470317638273,0.5282096880391863,0.015593248945530868,0.4938228283500172,0.5546158228508934,0.191325464582213,0.006376356919254121,0.17620093736940584,0.20163197446923145,0.7226097384559188,0.007018439877512624,0.7117738254372109,0.7389338685736724,0.05884614312929121,3247.7622451930883,-2.8328289847337746,8.085721498230704,20.87660638201546,2.365660082535081,17.07738113269743,26.228763734316104,14.58540821630785,5.186933812116753,8.697715948035693,27.509161949851393,10.903427056123604,6.9533775117857965,4.926005356578911,29.545038678539406,1.1293467065942724,0.13115826075574205,0.8923829886612122,1.3921961803152423,1.8645500977430625,593.3221410328877,4875.637767835679,0.3602528019437137,0.40588336127095126,0.5297796667995506,0.1908546093773451,0.723030206031398,0.054755724743911785,3189.1839182621306,-2.9048733542190677,8.067520338053896,20.832486116144764,14.26698410848872,10.494081508138272,1.1386744057486355
chinchilla_n245,laplace,5.059224820951985,0.07968990127184027,245,9,0.023999183880402064,0.18544679417952606,0.14433211808865185,1.8987338758653576,0.04622397210293737,1.8043262721631548,1.9733094595108427,570.2341384260807,136.18051433737915,278.7424732370982,803.701186860688,11913.141881852298,181377.80550930474,2072.482786567868,279477.3347710106,0.3575606881985217,0.015934057573424303,0.31550078923944996,0.37746789571810496,0.4493938891760334,0.058116883307089,0.365201204278612,0.5978567970794555,0.5569010967607948,0.031575607935496915,0.5073226995083024,0.628692420944851,0.1991259394163013,0.01221960766925475,0.17621279665658493,0.22209874112603833,0.7125159830233774,0.01543147095943287,0.6750834625510779,0.7384884180650088,0.017427146689891843,4356.55779561989,-4.049726133946974,8.379437528109198,16.453438855752943,3.3564351361789724,10.551747852842375,22.90954282444992,7.982051912482825,5.059188555464302,2.082876923559212,20.702322083011968,4.438596986968193,5.155269179275057,0.549170670184284,18.85993352228323,1.449988304257352,0.6830900427609025,0.9879403856875569,2.8891080324319223,1.8858601325200504,466.34471211879213,12540.597854867267,0.34573846663962715,0.4519334810328769,0.5665655942290011,0.195883519799504,0.714880099385448,0.011532875713429631,3850.521719013468,-4.462553564400094,8.255963929533054,15.274465418513,6.553415344930435,3.2984513073522588,1.5621990069669216
chinchilla_n245,gauss,11.59107397858261,0.0030410969516530824,245,9,0.01707925618853124,0.25089803207835115,0.14433211808865185,2.0131655335335163,0.03814832564972923,1.9119460222333973,2.059931552375092,1184.005304416691,365.6141917307623,559.1675632347329,1956.4682353549942,293384.4607366681,713221.817294191,15790.749350096725,2033856.423948729,0.3988176466149918,0.018414567946700044,0.3551606869538076,0.42776308660350576,0.6004297198158209,0.05604079456088747,0.46251437854018856,0.6912208655364777,0.6008819637528605,0.020923067356633688,0.5523076021643354,0.6352714392843976,0.23964233067731064,0.013736537732229312,0.2050026685768116,0.25928083826521164,0.6668339605412591,0.015279230766427366,0.6455915732749025,0.7061046367688026,0.0026686502971758133,20941.355052943152,-5.9261824410572785,9.949481193550673,11.678230439103812,2.4015594890391294,8.560179691682023,17.602855006219553,3.2390925620975737,2.0675600261666696,1.533995235490447,8.909193162585265,1.1443461244428794,1.4761680199569824,0.3745167225934684,5.177770370172787,2.488333016636429,0.6526275083005402,1.4066800506283077,3.839567028694011,1.991830328258639,749.5378808868281,370523.17368609173,0.3720978748195387,0.6120482468763758,0.6219078990238494,0.23141060756025864,0.67020846782911,0.0011040006734173227,15183.515550881788,-6.808814721147961,9.627965615103752,9.630639635659087,2.04465727340582,0.5815353805077916,3.0791311000003456
