sample,surface,surface_kind,output,estimator,param,n_obs,n_dev,n_fam,n_fam_ge2,identified,obs,obs_se_cr1_allk,obs_se_cr1_nested,obs_se_cv3,bench,bench_se,bench_lo,bench_hi,bench_se_runlevel,bias,bias_se_table8,bias_se_nested,bias_se_cv3,p_normal_table8,p_t_nested,p_t_cv3,p_wcr_combined,p_wcr_benchfixed_allk,p_wcr_subcluster_family,B_wild,G_star,loo_bias_min,loo_bias_max,loo_argmin,loo_argmax,loo_n_unidentified,mde80,mde80_cv3,p_wcr_cv3_combined,obs_se_cv3_y,cv3_check,mde80_cv3_tG1,obs_n_at_floor,p_conservative,p_min_of_three
legacy support (57),legacy,ols,y_hellaswag,Family FE,theta_N,57,19,30,15,True,0.6477467496597589,0.08150484214613203,0.05545702078447569,0.05159309852080297,0.44489398589779405,0.028944034958043447,0.39097228487782304,0.49951532681241795,0.028585702415830517,0.20285276376196482,0.08649159758565188,0.0625558815295749,0.05915745916306516,0.019009405348191753,0.004517023134476279,0.0029926900181388733,0.045104510451045104,0.047004700470047005,0.030003000300030003,9999,4.2515729429440645,0.15746233099686813,0.22376813531010187,Stability AI,Microsoft,0,0.17515646828280973,0.16564088565658244,0.04770477047704771,0.059204501346000526,0.051593098520850436,0.17528181867351217,0,0.04770477047704771,0.0029926900181388733
legacy support (57),legacy,ols,y_hellaswag,Family FE,theta_D,57,19,30,15,True,0.08662888242487002,0.16141991958057594,0.10983234369264062,0.10409168531595288,0.3484975940846187,0.020037359219348544,0.3092956704597255,0.38716527766165165,0.016762595599056254,-0.2618687116597487,0.16265880302610375,0.11164514985212545,0.10600271089175302,0.10741391076844196,0.030657573715671783,0.023721245639254106,0.027302730273027303,0.029502950295029504,0.022502250225022502,9999,4.108629104643811,-0.3388695947535271,-0.19289449757112442,Microsoft,Stability AI,0,0.31260641958595126,0.2968075904969084,0.012901290129012902,0.21072482052306962,0.10409168531452667,0.3140829273653049,0,0.027302730273027303,0.012901290129012902
legacy support (57),legacy,ols,y_hellaswag,Family FE,theta_C,57,19,30,15,True,0.44070175202794326,0.06549330691533213,0.04503003129596417,0.06300526064042417,0.4093250049597007,0.012690038418759129,0.3867484889064738,0.43208891481192774,0.013259115926272052,0.03137674706824256,0.06671139577145328,0.0467839800955957,0.06427052157433737,0.6381152378083685,0.5109435074093188,0.6313035273331686,0.506950695069507,0.49844984498449846,0.5071507150715071,9999,3.3526130053799417,0.008239722557388779,0.08802570270176702,Meta,Cerebras,0,0.13099514426766795,0.17995746040814461,0.5562556255625563,0.04829802581596554,0.06300526064081628,0.19043167282746684,0,0.6313035273331686,0.506950695069507
legacy support (57),legacy,ols,y_hellaswag,Lab x period FE,theta_N,57,19,30,15,True,0.6095692838570723,0.09315391323196463,0.06943282745226335,0.07185988259693987,0.4446699672981713,0.028163363056122097,0.39280973273293107,0.49750767579387173,0.02818443384112501,0.164899316558901,0.09731817183372969,0.07492724835896963,0.07718171898498326,0.09018265329200668,0.041043723838973104,0.046622261049241095,0.1329132913291329,0.1263126312631263,0.10591059105910591,9999,4.801860485455022,0.12429797033131151,0.21063108465131455,Meta,Cerebras,0,0.20979629540511496,0.2161088131579531,0.11411141114111412,0.07779846796767555,0.07185988259704211,0.22868717256339385,0,0.1329132913291329,0.046622261049241095
legacy support (57),legacy,ols,y_hellaswag,Lab x period FE,theta_D,57,19,30,15,True,0.2454925863922156,0.17891821111518136,0.133357760822068,0.24084390177106205,0.3582613443960487,0.015784641345785,0.3273640554847476,0.3881390762136911,0.014363476073038627,-0.11276875800383307,0.17961314309112147,0.1342886714279762,0.24136060143015067,0.5301071464498068,0.41206441492312235,0.645947899697963,0.45034503450345037,0.44764476447644763,0.44994499449944997,9999,2.503262448322359,-0.35317057456376777,-0.06980481355060049,Cerebras,Meta,0,0.37600827999833336,0.6758096840044219,0.39713971397139713,0.43533986378823447,0.24084390176721554,0.715144392158466,0,0.645947899697963,0.39713971397139713
legacy support (57),legacy,ols,y_hellaswag,Lab x period FE,theta_C,57,19,30,15,True,0.44164902273004253,0.040748536675887057,0.030592257035224835,0.03804685266037431,0.4048163907875081,0.009541712386175233,0.38759519018140903,0.4219703060991286,0.00992864311250808,0.036832631942534444,0.04185077677279841,0.03204575581523633,0.03922508473694763,0.3788082027284081,0.2654445023193268,0.3601577511981711,0.3639363936393639,0.3615361536153615,0.26452645264526453,9999,2.529511502142811,0.02670673433505953,0.07083313896363985,Meta,Cerebras,0,0.08972811628266172,0.10983023726345335,0.1995199519951995,0.0320353715752604,0.03804685266043392,0.11622277710344046,0,0.3639363936393639,0.1995199519951995
legacy support (57),legacy,ols,y_hellaswag,Notability-propensity control,theta_N,57,19,30,15,True,0.5720936530326394,0.113375459301011,0.113375459301011,0.12231839203988928,0.4962841575538379,0.026395330252548994,0.4478117308661183,0.5455194363050597,0.025967227922987262,0.07580949547880145,0.11640750934049028,0.11640750934049028,0.1251339382036911,0.5148900810631137,0.5231181167201734,0.5521932992565152,0.5168516851685169,0.5094509450945095,0.5096509650965096,9999,6.224798769805909,0.016460462780238883,0.12253488676835517,BigScience,TII,0,0.3259410261533728,0.350375026970335,0.5214521452145214,0.11949164531805988,0.1223183920399049,0.3707681935030794,0,0.5521932992565152,0.5168516851685169
legacy support (57),legacy,ols,y_hellaswag,Notability-propensity control,theta_D,57,19,30,15,True,0.22447788386993822,0.08586543428515843,0.08586543428515843,0.07018631336419492,0.28123111405006135,0.016639984984607826,0.24864048741232397,0.3126703986934838,0.014511689195448114,-0.056753230180123126,0.08746291731509323,0.08746291731509323,0.07213187703051224,0.5164137819557618,0.5246071092961564,0.44163671712697133,0.5322532253225323,0.5311531153115312,0.5276527652765276,9999,4.568589015341297,-0.0919535294594834,-0.024458279059286325,01.AI,BigCode,0,0.24489616848226103,0.20196925568543428,0.33953395339533954,0.14961812754092735,0.07018631336421115,0.2137246387711021,0,0.5322532253225323,0.33953395339533954
legacy support (57),legacy,ols,y_hellaswag,Notability-propensity control,theta_C,57,19,30,15,True,0.3350553220521178,0.0501165728456714,0.0501165728456714,0.042892784111918096,0.3496400204719917,0.006435368287924051,0.3372522569785154,0.3622254339819693,0.005613054051786568,-0.01458469841987392,0.050528059915226374,0.050528059915226374,0.04337285895433724,0.7728526530873847,0.7761503910512237,0.7405606505447467,0.801980198019802,0.7997799779977998,0.7901790179017901,9999,3.5742476661748257,-0.030116344601797386,0.01911975644671673,AI2,BigCode,0,0.14147856776263384,0.12144400507214427,0.7295729572957296,0.07079867622479104,0.0428927841119789,0.12851251061392016,0,0.801980198019802,0.7295729572957296
legacy support (57),legacy,tobit,y_hellaswag,OLS,theta_N,57,19,30,15,True,0.5015840636187519,0.08655836568125654,0.08655836568125654,0.08668700925468029,0.42285018613768977,0.021369567707932385,0.3829359448957271,0.46457066238658007,,0.07873387748106209,0.08915721559937835,0.08915721559937835,0.08928211465654771,0.3771874530444925,0.3888297050621486,0.3894797818998574,0.41154115411541153,0.41964196419641964,0.39843984398439847,9999,6.524928530269833,0.02577538020363945,0.10740364213130277,BigScience,TII,0,0.24964020367825937,0.2499899210383336,0.36753675367536753,0.09763749578129433,0.08668700925470088,0.2645402904962401,0,0.41154115411541153,0.36753675367536753
legacy support (57),legacy,tobit,y_hellaswag,OLS,theta_D,57,19,30,15,True,0.22285508092260403,0.08154874520892619,0.08154874520892619,0.06819614190911473,0.27070780731608024,0.01454512420471541,0.24281240085819233,0.2968563416534987,,-0.04785272639347621,0.08283573192337326,0.08283573192337326,0.06973001082330844,0.5634787107481778,0.5706351782965672,0.501295984432395,0.5930593059305931,0.5772577257725773,0.5804580458045805,9999,4.721164695557242,-0.08484912593349256,-0.014103706322763039,01.AI,BigCode,0,0.23194004938544513,0.19524403030526363,0.4083408340834083,0.13889100452226297,0.06819614190910078,0.2066079795540682,0,0.5930593059305931,0.4083408340834083
legacy support (57),legacy,tobit,y_hellaswag,OLS,theta_C,57,19,30,15,True,0.3279657296962051,0.03728024946299692,0.03728024946299692,0.0412729178900233,0.32808176243474346,0.0072692072313844825,0.3145161364408893,0.34287001048022386,,-0.00011603273853838525,0.037982342921364064,0.037982342921364064,0.04190817491766276,0.9975625361811447,0.997596138931481,0.9978213247799713,0.9985998599859987,0.9974997499749975,0.9975997599759976,9999,3.9808955713856102,-0.021371755154068358,0.02413611628341046,01.AI,BigCode,0,0.10635056017981938,0.11734288976945571,0.9977997799779978,0.046321964666545236,0.0412729178900233,0.12417269471644064,0,0.9985998599859987,0.9977997799779978
legacy support (57),legacy,tobit,y_hellaswag,Year FE,theta_N,57,19,30,15,True,0.5169824099955601,0.09295014426863007,0.09295014426863007,0.10319734485038594,0.4163865985456819,0.02144972789929254,0.37593921381969975,0.4580955021432934,,0.10059581144987823,0.09539297744861952,0.09539297744861952,0.10540295447056106,0.29163527279198054,0.30558531951975854,0.35252731781493163,0.35883588358835883,0.3418341834183418,0.31943194319431945,9999,6.729198028071443,0.05805187465449694,0.16478522767191867,Meta,Cerebras,0,0.26710033685613466,0.29512827251757096,0.3361336133613361,0.12553266021551482,0.10319734485036892,0.3123058666572399,0,0.35883588358835883,0.3361336133613361
legacy support (57),legacy,tobit,y_hellaswag,Year FE,theta_D,57,19,30,15,True,0.19054569708553756,0.10648909799970978,0.10648909799970978,0.20834696006831574,0.3024438059108753,0.013489040641053709,0.27626357860291434,0.3269758646120969,,-0.11189810882533771,0.10734003079097654,0.10734003079097654,0.2087831649992986,0.29719664668177204,0.3109964330954904,0.5985517424559457,0.32943294329432943,0.32233223322332233,0.32003200320032005,9999,3.6196667984150275,-0.31313952720320504,-0.07212461720137925,Cerebras,Stability AI,0,0.3005520862147343,0.5845928619980361,0.41944194419441944,0.37142220448276053,0.20834696006832065,0.6186184022646057,0,0.5985517424559457,0.32943294329432943
legacy support (57),legacy,tobit,y_hellaswag,Year FE,theta_C,57,19,30,15,True,0.31894931532055915,0.04063002379553907,0.04063002379553907,0.035591976606298106,0.3472631116673295,0.006759186348688104,0.33469125734867633,0.36076017124188675,,-0.028313796346770337,0.04118841382867715,0.04118841382867715,0.03622810233561183,0.4918172274264999,0.5005795585612866,0.4446425156204162,0.47834783478347837,0.47714771477147716,0.46054605460546055,9999,3.008072470432158,-0.04810928244693594,-0.00801952219197765,Cerebras,BigCode,0,0.115327558720296,0.10143868653971311,0.31113111311131114,0.07580429425997302,0.03559197660630045,0.10734280603519977,0,0.47834783478347837,0.31113111311131114
legacy support (57),legacy,tobit,y_hellaswag,Developer FE,theta_N,57,19,30,15,True,0.5891906863277978,0.07432402153461976,0.060685309463815715,0.06444743544228614,0.44905546959174625,0.021081990997567336,0.4090878628062592,0.4890284847363676,,0.14013521673605156,0.07725613581781146,0.06424295392601893,0.06780798094257895,0.0696925009317684,0.04266423256360475,0.05346205762120341,0.1402140214021402,0.13131313131313133,0.111011101110111,9999,4.829740716448645,0.10218277800409398,0.1841867192939428,Stability AI,Cerebras,0,0.179880270992853,0.18986234663922105,0.12071207120712071,0.06491154477723622,0.06444743544227183,0.2009130613171227,0,0.1402140214021402,0.05346205762120341
legacy support (57),legacy,tobit,y_hellaswag,Developer FE,theta_D,57,19,30,15,True,0.20299657490290818,0.16509675288463915,0.13480093425257755,0.09408000736770937,0.2915616336572504,0.014854001753214796,0.2626356858894237,0.3192512541841572,,-0.08856505875434223,0.1657636244208485,0.135616861943684,0.09524541539828969,0.5931441987546355,0.5219765204500314,0.3647463319531517,0.5665566556655666,0.5535553555355536,0.6212621262126212,9999,3.8545844690367983,-0.16536923879233334,-0.04677254702564612,Cerebras,Meta,0,0.3797272134423152,0.2666871631152111,0.3349334933493349,0.21848201647890073,0.09408000736756804,0.2822093759183916,0,0.5665566556655666,0.3349334933493349
legacy support (57),legacy,tobit,y_hellaswag,Developer FE,theta_C,57,19,30,15,True,0.39344597282113314,0.045548826556253134,0.037359126236645876,0.01649945888692744,0.3692288101987338,0.006995874824814095,0.35522903876963957,0.3826411333577713,,0.024217162622399313,0.046082945491972394,0.03800850664956609,0.017921339462380496,0.5992269851923566,0.5320474045464346,0.1933391233539711,0.6628662866286629,0.678067806780678,0.6194619461946195,9999,3.295205717732477,0.01752297535121305,0.03313997664681276,BigScience,Meta,0,0.10642381861878505,0.05017975049466539,0.11421142114211422,0.05361414000975522,0.0164994588870187,0.05310040387929121,0,0.6628662866286629,0.11421142114211422
legacy support (57),legacy,tobit,y_hellaswag,Family FE,theta_N,57,19,30,15,True,0.6477467496597589,0.08150484214613203,0.05545702078447569,0.05165940845406307,0.44557160325305234,0.021531213470462152,0.405245892120911,0.4876837520837585,,0.20217514640670653,0.0843008448758167,0.059490119413230125,0.05596684407159594,0.0164732732704855,0.0032023702699515927,0.001991455286798014,0.0483048304830483,0.045404540454045406,0.028502850285028504,9999,4.2515729429440645,0.15683290218813584,0.2234626819197768,Stability AI,Microsoft,0,0.16657233435704433,0.1567071634004686,0.04590459045904591,0.059204501346000526,0.05165940845424134,0.16582811961625024,0,0.0483048304830483,0.001991455286798014
legacy support (57),legacy,tobit,y_hellaswag,Family FE,theta_D,57,19,30,15,True,0.08662888242487002,0.16141991958057594,0.10983234369264062,0.10450893583705595,0.34797264043286624,0.015590063712413645,0.3173518689461458,0.37847057409689017,,-0.26134375800799625,0.1621710224545579,0.11093328539070432,0.10566535740890197,0.10706386420795189,0.030019334460103464,0.023578238608031616,0.0251025102510251,0.0268026802680268,0.025402540254025403,9999,4.108629104643811,-0.33971477951403395,-0.19244183285661068,Microsoft,Stability AI,0,0.31061319909397206,0.2958630007449255,0.010301030103010301,0.21072482052306962,0.10450893583576423,0.31308335887729766,0,0.0251025102510251,0.010301030103010301
legacy support (57),legacy,tobit,y_hellaswag,Family FE,theta_C,57,19,30,15,True,0.44070175202794326,0.06549330691533213,0.04503003129596417,0.06360898343636068,0.4095588896751893,0.00942421033943053,0.39231580227958457,0.42801209221810743,,0.031142862352753986,0.066167884893109,0.04600564594739804,0.06430333206241366,0.6378804699510824,0.5070539182021878,0.6340050333423373,0.4977497749774977,0.49944994499449946,0.5003500350035004,9999,3.3526130053799417,0.008026003616669854,0.08857930321178978,Meta,Cerebras,0,0.1288158086527145,0.18004932977475824,0.568956895689569,0.04829802581596554,0.06360898343631016,0.19052888934255965,0,0.6340050333423373,0.4977497749774977
legacy support (57),legacy,tobit,y_hellaswag,Lab x period FE,theta_N,57,19,30,15,True,0.6095692838570723,0.09315391323196463,0.06943282745226335,0.07198749632177984,0.4453574453937517,0.021002858377524573,0.4054739349276362,0.4850526895116237,,0.1642118384633206,0.09549225942690197,0.07253990341902951,0.07498879707466057,0.08549879671876705,0.03618126367394451,0.04195048121926868,0.1339133913391339,0.1338133813381338,0.10671067106710672,9999,4.801860485455022,0.12358075324147541,0.21021024843746,Meta,Cerebras,0,0.2031117295732826,0.20996863180904957,0.10321032103210322,0.07779846796767555,0.07198749632166138,0.22218960917767056,0,0.1339133913391339,0.04195048121926868
legacy support (57),legacy,tobit,y_hellaswag,Lab x period FE,theta_D,57,19,30,15,True,0.2454925863922156,0.17891821111518136,0.133357760822068,0.23761370515280153,0.3578452006767651,0.013427185985807551,0.33034784571804926,0.38457580947527026,,-0.11235261428454951,0.17942133538727795,0.13403201742484278,0.23799277762138069,0.5311875172858862,0.41288250805302645,0.6425393434025111,0.45104510451045104,0.4452445244524452,0.4464446444644464,9999,2.503262448322359,-0.34935286926571046,-0.06949713593557269,Cerebras,Meta,0,0.3752896487895597,0.6663797773398659,0.37623762376237624,0.43533986378823447,0.23761370515050576,0.7051656288625988,0,0.6425393434025111,0.37623762376237624
legacy support (57),legacy,tobit,y_hellaswag,Lab x period FE,theta_C,57,19,30,15,True,0.44164902273004253,0.040748536675887057,0.030592257035224835,0.0386764579305479,0.4049948539853001,0.007224680578625148,0.3918574507269548,0.41925555821867233,,0.03665416874474242,0.041384045847273995,0.03143377482855705,0.039345449641815064,0.3757750491085401,0.25880243817734777,0.36387176693637496,0.36023602360236023,0.36003600360036003,0.2563256325632563,9999,2.529511502142811,0.02650481506235742,0.0714632741064525,Meta,Cerebras,0,0.08801456951995973,0.11016725899708217,0.18801880188018802,0.0320353715752604,0.0386764579305455,0.11657941479086165,0,0.36387176693637496,0.18801880188018802
legacy support (57),legacy,tobit,y_hellaswag,Notability-propensity control,theta_N,57,19,30,15,True,0.5720936530326394,0.113375459301011,0.113375459301011,0.12261701217402357,0.497535577774752,0.019260293053960403,0.46031009742883267,0.5351010040018817,,0.07455807525788738,0.11499979852260454,0.11499979852260454,0.12412046794549672,0.5167700956572929,0.5249553168688141,0.5555346281121886,0.5226522652265226,0.5083508350835083,0.5101510151015102,9999,6.224798769805909,0.015073052712981356,0.12113601457611436,BigScience,TII,0,0.3219994358632927,0.3475373102473908,0.5081508150815082,0.11949164531805988,0.12261701217402624,0.3677653108143865,0,0.5555346281121886,0.5081508150815082
legacy support (57),legacy,tobit,y_hellaswag,Notability-propensity control,theta_D,57,19,30,15,True,0.22447788386993822,0.08586543428515843,0.08586543428515843,0.07000577164149038,0.2795711493077543,0.0143301764095561,0.2521696025874568,0.3056318549100405,,-0.055093265437816064,0.08705301121103083,0.08705301121103083,0.07145741402436487,0.5268183432681938,0.5347765796364718,0.45071295265525246,0.5482548254825482,0.5431543154315431,0.5310531053105311,9999,4.568589015341297,-0.09056932227118959,-0.0228975777234825,01.AI,BigCode,0,0.2437484313908863,0.2000807592682216,0.3418341834183418,0.14961812754092735,0.0700057716414887,0.21172622464010224,0,0.5482548254825482,0.3418341834183418
legacy support (57),legacy,tobit,y_hellaswag,Notability-propensity control,theta_C,57,19,30,15,True,0.3350553220521178,0.0501165728456714,0.0501165728456714,0.04327971900442346,0.34890617450606276,0.006819907406942371,0.3351662649792737,0.3622677988154923,,-0.013850852453944962,0.05057847378910079,0.05057847378910079,0.04381375599216667,0.784200848418483,0.787318595947494,0.7555401166285838,0.8106810681068107,0.8116811681168117,0.8041804180418042,9999,3.5742476661748257,-0.029474739392797975,0.019796701330661873,AI2,BigCode,0,0.14161972660948222,0.12267851677806667,0.7428742874287428,0.07079867622479104,0.043279719004423955,0.1298188756223544,0,0.8106810681068107,0.7428742874287428
legacy support (57),legacy,ols,y_core,OLS,theta_N,57,19,30,15,True,0.5081835907429842,0.09915014626302047,0.09915014626302047,0.09855239332359444,0.3989206400411068,0.04780083095698755,0.3069625404236673,0.4922353347207163,0.05740756404526172,0.10926295070187747,0.11007120851592778,0.11007120851592778,0.10953307112460128,0.32087715861645705,0.3340347680788118,0.331727418679902,0.36303630363036304,0.33743374337433746,0.3621362136213621,9999,6.524928530269833,0.047448570013193136,0.1520118878425815,BigScience,Microsoft,0,0.3081993838445978,0.3066925991488836,0.32433243324332434,0.11100105446302069,0.09855239332355285,0.3245432813247366,0,0.36303630363036304,0.32433243324332434
legacy support (57),legacy,ols,y_core,OLS,theta_D,57,19,30,15,True,0.28579657757576643,0.09269084481498814,0.09269084481498814,0.1212532712864155,0.3807656075675072,0.04177761516279632,0.2994078150281316,0.46002814621048005,0.03860270058706454,-0.09496902999174078,0.10167085049908318,0.10167085049908318,0.12824868391663044,0.35026099442754466,0.36262334154642023,0.468542720804735,0.36403640364036405,0.3323332333233323,0.3637363736373637,9999,4.721164695557242,-0.19478119311126169,-0.05847754562908363,Cerebras,BigCode,0,0.2846783813974329,0.3590963149665652,0.38223822382238226,0.17454486421948037,0.12125327128599428,0.3799970938141056,0,0.468542720804735,0.36403640364036405
legacy support (57),legacy,ols,y_core,OLS,theta_C,57,19,30,15,True,0.36966027558953307,0.04506206206970772,0.04506206206970772,0.04502564912553459,0.38761199728435963,0.022172876831717547,0.3455606104806476,0.42982268107429844,0.02159529842237981,-0.01795172169482656,0.05022176724258823,0.05022176724258823,0.050189097881614395,0.7207556815250451,0.7249124679744213,0.7247412872228572,0.7265726572657266,0.7173717371737174,0.7314731473147315,9999,3.9808955713856102,-0.044513422955327814,0.00601871750355619,Cerebras,BigCode,0,0.14062094827924704,0.1405294740685203,0.6872687268726873,0.06584176357981322,0.04502564912552391,0.14870882689574377,0,0.7265726572657266,0.6872687268726873
legacy support (57),legacy,ols,y_core,Year FE,theta_N,57,19,30,15,True,0.5282438966575156,0.10973883687820321,0.10973883687820321,0.12394942507865085,0.39317826139776446,0.04789871463249663,0.3012123183916313,0.4869464000954648,0.05737344600505975,0.13506563525975113,0.11973679126662047,0.11973679126662047,0.13288245497722198,0.25931097906830003,0.27412271883316297,0.32289338817272417,0.312031203120312,0.296029602960296,0.29282928292829286,9999,6.729198028071443,0.07530958246025421,0.207456615136815,BigScience,Cerebras,0,0.3352630155465373,0.3720708739362215,0.2948294829482948,0.14226486324973578,0.12394942507858203,0.39372682173528517,0,0.32289338817272417,0.2948294829482948
legacy support (57),legacy,ols,y_core,Year FE,theta_D,57,19,30,15,True,0.25762213309433935,0.1177031211749596,0.1177031211749596,0.3373967082356177,0.3965237834213755,0.03700378917878598,0.32419080730565475,0.46693234832676456,0.034361226286453224,-0.13890165032703616,0.12338275871415447,0.12338275871415447,0.3394198272667915,0.260259309793647,0.275046183462949,0.6871973810289052,0.2753275327532753,0.2546254625462546,0.25862586258625864,9999,3.6196667984150275,-0.4764244869710709,-0.09449389411220813,Cerebras,Stability AI,0,0.3454717243996325,0.9503755163470161,0.46684668466846685,0.4291813926208341,0.3373967082356998,1.0056910059842057,0,0.6871973810289052,0.2753275327532753
legacy support (57),legacy,ols,y_core,Year FE,theta_C,57,19,30,15,True,0.36407098593582976,0.0516150110660937,0.0516150110660937,0.07224496599027899,0.39520782502633334,0.01975467199059484,0.35800845069635695,0.43228388853732014,0.019926893791201508,-0.031136839090503576,0.05526623230155071,0.05526623230155071,0.07489714398021169,0.5731644611768407,0.5801159628328924,0.6825232310745343,0.5513551355135513,0.5388538853885388,0.5693569356935694,9999,3.008072470432158,-0.09718241167235003,-0.01147097141855935,Cerebras,BigCode,0,0.154745450444342,0.2097120031445927,0.5139513951395139,0.1076141941910255,0.07224496599033745,0.22191804374349983,0,0.6825232310745343,0.5139513951395139
legacy support (57),legacy,ols,y_core,Developer FE,theta_N,57,19,30,15,True,0.6376157987698274,0.07524055974228559,0.0614336597766645,0.057768609331370006,0.41353493384238305,0.048637950899755304,0.32034235888515317,0.5079134722207871,0.05649576260697522,0.2240808649274444,0.08959236629344854,0.0783565237952908,0.07551729928835814,0.01238027602213664,0.010410726677235992,0.008251578821193324,0.0658065806580658,0.056205620562056205,0.04770477047704771,9999,4.829740716448645,0.18844973992225805,0.25412209530333324,Stability AI,Cerebras,0,0.21939826662681422,0.2114484380074028,0.054505450545054505,0.06412585810555355,0.057768609331394,0.2237555457560915,0,0.0658065806580658,0.008251578821193324
legacy support (57),legacy,ols,y_core,Developer FE,theta_D,57,19,30,15,True,0.24862145682526157,0.1777339515676838,0.14511916376978784,0.17029593033820967,0.39709754354039306,0.040381365993601336,0.31831189253304026,0.47374399512685744,0.03925097009215971,-0.1484760867151315,0.1822635790808821,0.15063275345273247,0.17501816651212393,0.4152881939068407,0.33735390067276666,0.4073853790045442,0.43964396439643966,0.44824482448244823,0.42044204420442044,9999,3.8545844690367983,-0.3065243933465144,-0.09075397596387963,Cerebras,Meta,0,0.4217717096676509,0.49005086623394695,0.35263526352635266,0.23898581667272364,0.17029593033747645,0.5185737007836554,0,0.43964396439643966,0.35263526352635266
legacy support (57),legacy,ols,y_core,Developer FE,theta_C,57,19,30,15,True,0.44045177226945886,0.059650555077085436,0.04892535737355666,0.04447950102507992,0.40520354773999046,0.01867724571959073,0.36960373611684644,0.44099517096120683,0.020261824168077997,0.03524822452946841,0.06250622551933827,0.0523691712918985,0.048241740423724935,0.5728116940447776,0.5094514867618077,0.4743918621998258,0.6478647864786479,0.6488648864886488,0.575957595759576,9999,3.295205717732477,0.010149433651528789,0.06554500024503619,Cerebras,Meta,0,0.14663367961731577,0.1350768731864298,0.45764576457645767,0.06953658401578529,0.04447950102511128,0.14293886378956283,0,0.6478647864786479,0.45764576457645767
