sample,surface,surface_kind,output,estimator,param,n_obs,n_dev,n_fam,n_fam_ge2,identified,obs,obs_se_cr1_allk,obs_se_cr1_nested,obs_se_cv3,bench,bench_se,bench_lo,bench_hi,bench_se_runlevel,bias,bias_se_table8,bias_se_nested,bias_se_cv3,p_normal_table8,p_t_nested,p_t_cv3,p_wcr_combined,p_wcr_benchfixed_allk,p_wcr_subcluster_family,B_wild,G_star,loo_bias_min,loo_bias_max,loo_argmin,loo_argmax,loo_n_unidentified,mde80,mde80_cv3,p_wcr_cv3_combined,obs_se_cv3_y,cv3_check,mde80_cv3_tG1,obs_n_at_floor,p_conservative,p_min_of_three
"legacy support, strict surface (extrapolated)",strict,tobit,y_hellaswag,Notability-propensity control,theta_C,57,19,30,15,True,0.3350553220521178,0.0501165728456714,0.0501165728456714,0.04601785974209035,0.3329349781677887,0.012537385518883089,0.30824564212393246,0.35496070557725345,,0.002120343884329079,0.051660980531195756,0.051660980531195756,0.04769517219689849,0.9672612721683438,0.9677131070134797,0.9650302770497415,0.9660966096609661,0.9687968796879688,0.96999699969997,9999,3.5742476661748257,-0.014094764896718567,0.035501186376759315,AI2,BigCode,0,0.1446507454873481,0.13354648215131576,0.9641964196419642,0.07079867622479104,0.04601785974209189,0.1413193981434265,0,0.9660966096609661,0.9641964196419642
"legacy support, strict surface (extrapolated)",strict,ols,y_core,OLS,theta_N,57,19,30,15,True,0.5081835907429842,0.09915014626302047,0.09915014626302047,0.098191890807001,0.44378663379284805,0.047196002712384125,0.35525772540486866,0.5338103753031888,0.06258794816918663,0.0643969569501362,0.10980990017300682,0.10980990017300682,0.10894544548663508,0.5575796315507513,0.564862330283892,0.5618076325492026,0.5741574157415742,0.5289528952895289,0.5577557755775577,9999,6.524928530269833,0.006105935605245305,0.10802691851311963,BigScience,Microsoft,0,0.30746772048441906,0.3050472473625782,0.5312531253125312,0.11100105446302069,0.09819189080674096,0.3228021637720374,0,0.5741574157415742,0.5312531253125312
"legacy support, strict surface (extrapolated)",strict,ols,y_core,OLS,theta_D,57,19,30,15,True,0.28579657757576643,0.09269084481498814,0.09269084481498814,0.1541471356318499,0.46804571375985216,0.07973093441891309,0.3156647965832451,0.6226119510852712,0.06134052615962295,-0.18224913618408572,0.12226452721795163,0.12226452721795163,0.17354642412569884,0.13606303797506916,0.15337896415597094,0.3075464821222679,0.14621462146214623,0.07320732073207321,0.14601460146014603,9999,4.721164695557242,-0.32193591900093593,-0.14434454181286266,Cerebras,BigCode,0,0.34234067621026454,0.4859299875519567,0.23352335233523352,0.17454486421948037,0.15414713563104246,0.5142129712026164,0,0.3075464821222679,0.14621462146214623
"legacy support, strict surface (extrapolated)",strict,ols,y_core,OLS,theta_C,57,19,30,15,True,0.36966027558953307,0.04506206206970772,0.04506206206970772,0.057493973845684235,0.4588974450348199,0.05250200862290533,0.3591135468059017,0.5576851717546968,0.04487772969557132,-0.08923716944528681,0.06918851311752418,0.06918851311752418,0.07785896183489636,0.197131024527757,0.21345692671459365,0.2667468312623458,0.2075207520752075,0.0349034903490349,0.20552055205520553,9999,3.9808955713856102,-0.13558724109586107,-0.06425879638837204,Cerebras,BigCode,0,0.19372783672906768,0.2180050931377098,0.22602260226022602,0.06584176357981322,0.05749397384566875,0.23069382329004504,0,0.2667468312623458,0.2075207520752075
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Year FE,theta_N,57,19,30,15,True,0.5282438966575156,0.10973883687820321,0.10973883687820321,0.1253069014379502,0.43861733171666656,0.0472994799416549,0.3502424883254167,0.5286704904069792,0.06274612765522931,0.08962656494084903,0.11949833941160817,0.11949833941160817,0.13393677743895133,0.4532405404766069,0.4629320928189363,0.5118789843947467,0.47964796479647964,0.4367436743674367,0.46984698469846986,9999,6.729198028071443,0.02961487463701029,0.15797258140478904,BigScience,Cerebras,0,0.3345953503525029,0.3750229768290637,0.46554655465546557,0.14226486324973578,0.125306901437795,0.3968507483064188,0,0.5118789843947467,0.46554655465546557
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Year FE,theta_D,57,19,30,15,True,0.25762213309433935,0.1177031211749596,0.1177031211749596,0.38622555634272676,0.47366308554079106,0.07083857080726004,0.3384261942848909,0.6114649630498474,0.05396217223652235,-0.21604095244645172,0.1373758634125457,0.1373758634125457,0.39266815950145995,0.11580527863845597,0.1332174239781106,0.5889540911351787,0.1328132813281328,0.1034103410341034,0.1254125412541254,9999,3.6196667984150275,-0.6048150495837796,-0.1715787503169655,Cerebras,Stability AI,0,0.38465241755512797,1.0994708466040877,0.40444044404440443,0.4291813926208341,0.3862255563427544,1.1634642546576615,0,0.5889540911351787,0.1328132813281328
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Year FE,theta_C,57,19,30,15,True,0.36407098593582976,0.0516150110660937,0.0516150110660937,0.08994045640532926,0.45987786648627965,0.046559431506167696,0.37186519362337744,0.5475987058645942,0.04054990865419255,-0.09580688055044989,0.06951179777225228,0.06951179777225228,0.10127717591133974,0.1681161456610898,0.18500835201903426,0.35668229568876014,0.1571157115711571,0.0423042304230423,0.1568156815681568,9999,3.008072470432158,-0.18181584212312507,-0.07598246944905117,Cerebras,BigCode,0,0.19463303376230637,0.28357609255175126,0.23242324232423242,0.1076141941910255,0.08994045640539747,0.30008130563762114,0,0.35668229568876014,0.1571157115711571
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Developer FE,theta_N,57,19,30,15,True,0.6376157987698274,0.07524055974228559,0.0614336597766645,0.05322629003606889,0.44757072987159274,0.04637447318927057,0.36056751962957767,0.5353038681882121,0.05919014951572644,0.1900450688982347,0.08838401209446663,0.07697198397558258,0.07059482781752571,0.03153781829905263,0.02378914882238395,0.0149009247139427,0.08330833083308331,0.0785078507850785,0.07560756075607561,9999,4.829740716448645,0.15542602508673636,0.21601482422360951,Stability AI,TII,0,0.2155215551316312,0.197665517889072,0.05500550055005501,0.06412585810555355,0.05322629003607911,0.20917040697591405,0,0.08330833083308331,0.0149009247139427
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Developer FE,theta_D,57,19,30,15,True,0.24862145682526157,0.1777339515676838,0.14511916376978784,0.2156449099575173,0.47461533692947144,0.07377931143198124,0.3334025550342394,0.618261694216391,0.05730704407416532,-0.22599388010420987,0.1924389366402783,0.1627972926329544,0.22791690149254623,0.24024817506600527,0.1820216830084956,0.3345540528829636,0.25132513251325134,0.2374237423742374,0.21962196219621963,9999,3.8545844690367983,-0.4269178539541577,-0.14546123356298776,Cerebras,Meta,0,0.45583241937227226,0.6381673241791294,0.2542254225422542,0.23898581667272364,0.21564490995698452,0.675311103033102,0,0.3345540528829636,0.25132513251325134
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Developer FE,theta_C,57,19,30,15,True,0.44045177226945886,0.059650555077085436,0.04892535737355666,0.06554542175636663,0.4612784450003623,0.03901358657516944,0.3882711849846435,0.5352028442143004,0.036558336007507776,-0.02082667273090344,0.07127586308465611,0.06257595809564945,0.07627753437728714,0.7701351539410854,0.7431134619456776,0.7879318645497296,0.7606760676067607,0.6922692269226922,0.758975897589759,9999,3.295205717732477,-0.06785796540440017,0.020506640053732123,Cerebras,Meta,0,0.17521268266781845,0.21357709625640398,0.7629762976297629,0.06953658401578529,0.06554542175647897,0.22600810005595726,0,0.7879318645497296,0.7606760676067607
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Family FE,theta_N,57,19,30,15,True,0.7154569087291042,0.0872576862872609,0.05937133542767721,0.06281753256415479,0.4534090139884288,0.0473426310514941,0.36423592850697706,0.544043868981842,0.0622580940249874,0.26204789474067536,0.09927350367083823,0.07593602692624662,0.07865981891872457,0.00829902303435234,0.0028510246043774853,0.003714498044851445,0.0337033703370337,0.029902990299029902,0.019201920192019203,9999,4.2515729429440645,0.22082880916664205,0.28415370928696215,Stability AI,Meta,0,0.21262087539349053,0.2202474929724288,0.034103410341034104,0.06838954812269149,0.06281753256414625,0.23306673937090702,0,0.034103410341034104,0.003714498044851445
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Family FE,theta_D,57,19,30,15,True,0.08953859295175864,0.21770271263971644,0.1481279337741831,0.29636259983676194,0.4503478963577294,0.044221975714539154,0.36641951341195206,0.5360467698106504,0.045182525112956805,-0.3608093034059708,0.22214872096590663,0.15458805872481246,0.2996437446670662,0.1043375960862111,0.03138625189390971,0.2441361299894749,0.025002500250025,0.020802080208020803,0.024302430243024302,9999,4.108629104643811,-0.6497852283307097,-0.29704915922358666,Cerebras,Stability AI,0,0.4328465644294749,0.8390024850677854,0.0709070907090709,0.31938622896507024,0.2963625998337285,0.8878356383530575,0,0.2441361299894749,0.025002500250025
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Family FE,theta_C,57,19,30,15,True,0.4845014111860952,0.0796620435824473,0.05477176958334799,0.053489112205218146,0.4522795024505676,0.028260645141829497,0.39869970676753896,0.5063171807125002,0.03201528965743941,0.032221908735527605,0.08452635832427743,0.06163287115755501,0.06049586091903171,0.7030508029914762,0.6074865801736314,0.600803994831027,0.6064606460646065,0.538953895389539,0.5984598459845984,9999,3.3526130053799417,0.007661870985487457,0.0637240524688018,Meta,TII,0,0.17257203924115402,0.16938841057328877,0.5268526852685268,0.057792340241911,0.05348911220515636,0.17924746387228552,0,0.6064606460646065,0.5268526852685268
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Lab x period FE,theta_N,57,19,30,15,True,0.6663342170845705,0.09149973724620732,0.06819987746862965,0.05770732592631544,0.4457305459865857,0.0461650276346757,0.3594220575161511,0.532917804391102,0.05894086996472904,0.22060367109798484,0.10248615366299658,0.08235552843159025,0.07390091502868126,0.031356286990724465,0.015329770417361938,0.007937907410922661,0.08270827082708271,0.07990799079907991,0.0625062506250625,9999,4.801860485455022,0.186191864570517,0.2512660666932073,Stability AI,TII,0,0.23059547960845267,0.20692256208030751,0.0519051905190519,0.07347144159297825,0.057707325926418924,0.21896624654142385,0,0.08270827082708271,0.007937907410922661
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Lab x period FE,theta_D,57,19,30,15,True,0.28142324660752693,0.2092197858574312,0.15594322113838843,0.4884679061803271,0.4794550597079942,0.051857354547226515,0.3799258401738491,0.5804786180521363,0.04243736783369897,-0.19803181310046725,0.21555069940704466,0.16433950663079488,0.4912128668803674,0.358239437839182,0.24380124659690217,0.6915872131969918,0.1923192319231923,0.16651665166516652,0.19071907190719073,9999,2.503262448322359,-0.6949596028333711,-0.15182918259051514,Cerebras,Microsoft,0,0.46015061856622563,1.3753960272650287,0.37763776377637764,0.537878714256279,0.48846790617383207,1.455449336072524,0,0.6915872131969918,0.1923192319231923
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Lab x period FE,theta_C,57,19,30,15,True,0.4888047263952652,0.05641098894028059,0.04235095574103145,0.042421485472215144,0.4612850409453631,0.028859918942406148,0.40711455152654524,0.516102102748401,0.02962490228274403,0.027519685449902076,0.06336477408294543,0.05124937437219169,0.05130767341277145,0.6640664321426366,0.5978598170477872,0.5982727233328657,0.6177617761776177,0.5542554255425542,0.5974597459745975,9999,2.529511502142811,0.008042655042766966,0.05119843759493775,Cerebras,TII,0,0.14349824824213672,0.14366148555576005,0.4886488648864887,0.05267151987259045,0.04242148547215066,0.15202313342950566,0,0.6177617761776177,0.4886488648864887
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Notability-propensity control,theta_N,57,19,30,15,True,0.5837619071854524,0.12234382072855686,0.12234382072855686,0.11829457864638411,0.4734090121824228,0.04476921461584033,0.38904032173241365,0.5591741940676854,0.05196523696111792,0.11035289500302958,0.13027775346458978,0.13027775346458978,0.12648276528620303,0.39696244423876315,0.40808417241811806,0.39443971993234994,0.43014301430143015,0.39523952395239526,0.40434043404340436,9999,6.224798769805909,0.05238634500186798,0.15980374599215438,BigScience,TII,0,0.3647777097008514,0.35415174280136846,0.3584358435843584,0.1304880395515982,0.11829457864629339,0.37476472863903043,0,0.43014301430143015,0.3584358435843584
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Notability-propensity control,theta_D,57,19,30,15,True,0.28720298550549367,0.09885952100371946,0.09885952100371946,0.17106522854917117,0.4696247697182463,0.07709284398024675,0.3222527518474542,0.61899111270506,0.059234504489027964,-0.18242178421275262,0.12536551154941902,0.12536551154941902,0.18763426928880245,0.14563621753040207,0.16285467303826356,0.3438257219816011,0.1545154515451545,0.0819081908190819,0.15221522152215222,9999,4.568589015341297,-0.3397624783880673,-0.14504348624199326,Cerebras,BigCode,0,0.35102343233837324,0.5253759540086468,0.26182618261826185,0.1909973490541327,0.17106522854834003,0.5559548437629811,0,0.3438257219816011,0.1545154515451545
"legacy support, strict surface (extrapolated)",strict,ols,y_core,Notability-propensity control,theta_C,57,19,30,15,True,0.38153911389270373,0.058952732596529646,0.058952732596529646,0.09311636048625808,0.4708285466260791,0.04847336033375026,0.3792109671534336,0.5622375785311947,0.03912288363558281,-0.08928943273337536,0.07632228601557688,0.07632228601557688,0.10497772741040053,0.2420412649310585,0.2572992449061837,0.4061886529217001,0.2449244924492449,0.038203820382038206,0.2294229422942294,9999,3.5742476661748257,-0.17519758416223824,-0.0521925141033764,Cerebras,BigCode,0,0.21370240084361525,0.29393763674912143,0.3325332533253325,0.09995213691326828,0.0931163604860579,0.3110459313336372,0,0.4061886529217001,0.2449244924492449
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,OLS,theta_N,57,19,30,15,True,0.7595437479801741,0.19167873441486802,0.19167873441486802,0.22769739207153739,1.1029318959164207,0.1092252134892962,0.8972109827993109,1.3108848157302682,0.11783641856768425,-0.3433881479362466,0.2206147875566546,0.2206147875566546,0.2525396000986018,0.11958791674001243,0.13699528588781348,0.190702438447916,0.11221122112211221,0.06420642064206421,0.1149114911491149,9999,6.524928530269833,-0.495617311512921,-0.26209925703544806,Meta,Microsoft,0,0.6177214051586328,0.707110880276085,0.14431443144314432,0.2179041046594273,0.227697392071043,0.7482674377604361,4,0.190702438447916,0.11221122112211221
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,OLS,theta_D,57,19,30,15,True,0.2617110540887335,0.11559836336988737,0.11559836336988737,0.3495280268929612,0.641329799859133,0.1267280021219832,0.41021637627122737,0.875426172502242,0.08639676513272003,-0.37961874577039945,0.17153124536254583,0.17153124536254583,0.3717927219641557,0.026889568060405957,0.040046844827206614,0.32075897722948493,0.07170717071707171,0.0427042704270427,0.06950695069506951,9999,4.721164695557242,-0.7141393744122826,-0.3025865884130724,Cerebras,Meta,0,0.4802874870151283,1.041019621499636,0.2444244424442444,0.15017613214745676,0.3495280268905382,1.1016109447131308,4,0.32075897722948493,0.07170717071707171
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,OLS,theta_C,57,19,30,15,True,0.4494472447415754,0.050486783162164206,0.050486783162164206,0.16820793873380813,0.8154031786725304,0.08128254536588092,0.6642626115008887,0.9658587161494162,0.0663986415209969,-0.36595593393095505,0.09568577457083094,0.09568577457083094,0.18681745859055315,0.00013100612942096204,0.0012415456474845251,0.06580239389882854,0.005700570057005701,0.00040004000400040005,0.0053005300530053,9999,3.9808955713856102,-0.532304644168743,-0.33590911533602874,Cerebras,BigCode,0,0.2679201687983266,0.5230888840535488,0.08750875087508751,0.05483550591614933,0.16820793873377754,0.553534657589899,4,0.08750875087508751,0.005700570057005701
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Year FE,theta_N,57,19,30,15,True,0.787248363237686,0.20685274103873005,0.20685274103873005,0.27384897202045777,1.1058371626549228,0.11009442875757974,0.8986296908762825,1.3151581127415533,0.11871429777588809,-0.31858879941723683,0.23432635301795168,0.23432635301795168,0.2951508812795911,0.17395830843491433,0.19074763603489692,0.29465713603280036,0.18911891189118912,0.1351135113511351,0.1767176717671767,9999,6.729198028071443,-0.4826231404735733,-0.2071521496607177,Meta,Cerebras,0,0.6561137884502647,0.8264224675828551,0.2554255425542554,0.25984060242253293,0.2738489720199976,0.8745234157398868,4,0.29465713603280036,0.18911891189118912
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Year FE,theta_D,57,19,30,15,True,0.18045681269614522,0.1695562947302065,0.1695562947302065,0.8025315546772956,0.5819523117143696,0.11667730199477676,0.36831815345086505,0.7979805770027646,0.07915647992510035,-0.40149549901822434,0.20582256893600612,0.20582256893600612,0.8109688582513742,0.05109423899433493,0.0668397082164142,0.62653191321454,0.09420942094209421,0.07660766076607661,0.08320832083208321,9999,3.6196667984150275,-1.213790345734071,-0.3114640926271829,Cerebras,Meta,0,0.5763031930208171,2.2707128031038475,0.4387438743874387,0.5110166709942782,0.8025315546770486,2.4028769722860654,4,0.62653191321454,0.09420942094209421
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Year FE,theta_C,57,19,30,15,True,0.419137780622301,0.05285348051496991,0.05285348051496991,0.28408428183229034,0.7880219960937519,0.07382203693744675,0.6486769610700367,0.9270301145088965,0.062316757949379534,-0.3688842154714509,0.09079197949235414,0.09079197949235414,0.2935192878189812,4.8454256418003605e-05,0.0007299774667200267,0.22490429497921063,0.0174017401740174,0.0026002600260026003,0.012801280128012802,9999,3.008072470432158,-0.655565301378501,-0.34399227493569895,Cerebras,Microsoft,0,0.2542175425785916,0.8218540058931473,0.22122212221222123,0.06523562886504669,0.284084281832414,0.8696890521083589,4,0.22490429497921063,0.0174017401740174
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Developer FE,theta_N,57,19,30,15,True,0.9783621084438516,0.1835005708824793,0.1498275887238302,0.1565966283712977,1.0309747181261255,0.10797857929677028,0.8269011869174887,1.2380109608777792,0.1136143791396149,-0.05261260968227388,0.2129127358829075,0.18468264653114033,0.1902153453436584,0.8048240270597521,0.7789869713575182,0.7852421506544414,0.7821782178217822,0.7376737673767376,0.7781778177817782,9999,4.829740716448645,-0.14703939766759283,0.018050137792170795,Meta,EleutherAI,0,0.5171114102871929,0.5326029669622434,0.7787778777877787,0.166347342002232,0.15659662837084745,0.5636024965092347,4,0.7852421506544414,0.7787778777877787
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Developer FE,theta_D,57,19,30,15,True,0.17148473657112925,0.15075993947711017,0.12309497512393136,0.42979571222768315,0.5680454336025015,0.11733200331707389,0.3516965298583422,0.7860265343206393,0.08110914079399174,-0.3965606970313722,0.19103758361521367,0.17005637860180112,0.4455234598219259,0.03791008842214595,0.031518549017910805,0.38515438337337415,0.063006300630063,0.0374037403740374,0.0405040504050405,9999,3.8545844690367983,-0.7792318228908415,-0.1942736799788684,Cerebras,Meta,0,0.47615786008504307,1.2474656875013925,0.35193519351935193,0.15087968513613323,0.4297957122281433,1.3200729612819357,4,0.38515438337337415,0.063006300630063
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Developer FE,theta_C,57,19,30,15,True,0.5693916572593714,0.0720274215924149,0.05907685750033281,0.15011598571941298,0.7963363394195483,0.0635975551958773,0.6736468578187981,0.9179031064254504,0.06016594877803604,-0.22694468216017694,0.09608641156867155,0.08680278865916284,0.163032077197721,0.018182471361745504,0.01755605475556269,0.18087694848591163,0.1267126712671267,0.10611061106110611,0.08420842084208421,9999,3.295205717732477,-0.3628532312902681,-0.17116975501057854,Cerebras,Meta,0,0.24304780824565594,0.4564898161536188,0.10531053105310531,0.07532414479172492,0.15011598572013168,0.4830592692388433,4,0.18087694848591163,0.10531053105310531
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Family FE,theta_N,57,19,30,15,True,1.138551382791738,0.18205625007721446,0.12387358810380723,0.17561336624025367,1.075946872495833,0.10830171365448871,0.8722959501950358,1.2829643838478884,0.11619263947257036,0.06260451029590497,0.21183422615969336,0.16454156620808785,0.20632332777156423,0.7675849229100513,0.7080431022940809,0.7650420460849795,0.711971197119712,0.6312631263126313,0.71007100710071,9999,4.2515729429440645,-0.018123533800390446,0.17232619574144015,Meta,EleutherAI,0,0.460716385382646,0.5777053177603798,0.7340734073407341,0.1384604272769331,0.1756133662387429,0.6113299766118135,4,0.7650420460849795,0.711971197119712
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Family FE,theta_D,57,19,30,15,True,-0.3258963142862866,0.2267721358610505,0.15429889465018792,0.6539141945664327,0.25872706070762164,0.06820687746516171,0.12781314823599096,0.3872593270139604,0.05840086736868096,-0.5846233749939083,0.23680747398790084,0.16870188802683087,0.6574617494493608,0.013557802901985005,0.0027606653722882595,0.385618580825149,0.025602560256025603,0.0232023202320232,0.021702170217021702,9999,4.108629104643811,-1.2204371981676023,-0.4756950017855982,Cerebras,Microsoft,0,0.4723652864751264,1.84089289845821,0.1772177217721772,0.20845485611572068,0.6539141945692825,1.9480399054005262,4,0.385618580825149,0.025602560256025603
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Family FE,theta_C,57,19,30,15,True,0.598189744604032,0.1908922978650854,0.13124831455122316,0.14591700726733692,0.774403678320267,0.0582698667500239,0.6624499996490463,0.8851587079684934,0.06303367031458144,-0.17621393371623506,0.19958769189325784,0.14360187130954233,0.1571214510527496,0.37729582507785653,0.23559312725031975,0.27680839469274904,0.44734473447344736,0.44754475447544756,0.4661466146614662,9999,3.3526130053799417,-0.2853506600174041,-0.10276405193457055,Cerebras,TII,0,0.4020852396667185,0.4399400629476989,0.16141614161416143,0.18564068000625758,0.14591700726610393,0.4655462571039909,4,0.44734473447344736,0.16141614161416143
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Lab x period FE,theta_N,57,19,30,15,True,1.0314519093049956,0.2164159951110439,0.1613069588288521,0.1849734344164327,1.0325873457270212,0.10803113753412066,0.8286633635482958,1.23930968803912,0.11361956905782691,-0.0011354364220255153,0.24188139576416262,0.19414082940878016,0.21420993935092375,0.996254594691309,0.9953979152493478,0.9958290753760815,0.9957995799579958,0.9948994899489949,0.9946994699469947,9999,4.801860485455022,-0.12993470029071663,0.08218086498547211,Meta,EleutherAI,0,0.5435943223445844,0.5997878301825864,0.9961996199619962,0.18122658127439803,0.18497343441552577,0.6346977757086484,4,0.9961996199619962,0.9957995799579958
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Lab x period FE,theta_D,57,19,30,15,True,0.0656918627025247,0.2580579805436769,0.1923450622106599,0.9161024416676489,0.39000847816450884,0.08763700221980716,0.22296161406096274,0.5561919604297527,0.0635852899559116,-0.32431661546198415,0.27253287045851043,0.21136903064284773,0.9202846993118502,0.23404278717336802,0.14233018769228414,0.7286241336500275,0.1273127312731273,0.0959095909590959,0.17511751175117513,9999,2.503262448322359,-1.2513780102342467,-0.21861329180416225,Cerebras,Meta,0,0.5918332857999736,2.5767971580731803,0.46204620462046203,0.5387349022933426,0.9161024416657734,2.7267766072938517,4,0.7286241336500275,0.1273127312731273
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Lab x period FE,theta_C,57,19,30,15,True,0.5860219206599375,0.1293156878565673,0.09708468289453956,0.16650060982374193,0.7362156966026636,0.05268396686879238,0.6324586251114387,0.8376236185018773,0.05482279309771192,-0.1501937759427261,0.13963576723336024,0.11045829990437711,0.17463691888231983,0.28210123787124053,0.1907046102671916,0.4010801329149154,0.47994799479947997,0.46874687468746873,0.4085408540854085,9999,2.529511502142811,-0.3033306106530429,-0.09131445405972971,Cerebras,TII,0,0.3092832397322559,0.4889833728704955,0.22062206220622063,0.16093983273845155,0.16650060982351433,0.5174440752239635,4,0.47994799479947997,0.22062206220622063
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Notability-propensity control,theta_N,57,19,30,15,True,0.789390329757924,0.22532528118017162,0.22532528118017162,0.23549222276623802,0.9171744739119169,0.10130920450001271,0.7215359068921836,1.1120336938274813,0.10112330384067786,-0.12778414415399286,0.24705270137229587,0.24705270137229587,0.2563593998662988,0.604992573922001,0.6112903369157832,0.6241979134105226,0.6093609360936093,0.5817581758175817,0.6094609460946094,9999,6.224798769805909,-0.2871668327081799,-0.0536131912170779,Meta,TII,0,0.6917475638424284,0.7178063196256366,0.5861586158615861,0.25657000979862316,0.23549222276661555,0.7595853925834285,4,0.6241979134105226,0.5861586158615861
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Notability-propensity control,theta_D,57,19,30,15,True,0.2535373142096085,0.12426003521173962,0.12426003521173962,0.371052233510446,0.6200449647808761,0.1232790397075595,0.39489447999154603,0.8482970588534936,0.08410174863587364,-0.3665076505712676,0.17503793298037088,0.17503793298037088,0.39099550077246226,0.03627106661150672,0.050694684235303926,0.36097597310764035,0.0846084608460846,0.0594059405940594,0.0819081908190819,9999,4.568589015341297,-0.7221456322161037,-0.28770828890299877,Cerebras,Meta,0,0.49010621234503843,1.0947874021628943,0.2871287128712871,0.16720781744494143,0.37105223350866456,1.1585082158387752,4,0.36097597310764035,0.0846084608460846
"legacy support, strict surface (extrapolated)",strict,ols,y_arc_c,Notability-propensity control,theta_C,57,19,30,15,True,0.423993487255324,0.05852831964038516,0.05852831964038516,0.2272227000052955,0.714562598447983,0.07574999984330813,0.5759298868717637,0.8526985544517156,0.05769766282862,-0.290569111192659,0.09572683362667062,0.09572683362667062,0.23951663381476807,0.0024021786300090064,0.007115398730598964,0.24075395427928095,0.032803280328032806,0.005700570057005701,0.0318031803180318,9999,3.5742476661748257,-0.5152006078066846,-0.24022348484262632,Cerebras,BigCode,0,0.2680351341546777,0.6706465746813506,0.19461946194619462,0.05848541666748066,0.22722270000494443,0.7096807701271615,4,0.24075395427928095,0.032803280328032806
"legacy support, strict surface (extrapolated)",strict,tobit,y_arc_c,OLS,theta_N,57,19,30,15,True,0.7595437479801741,0.19167873441486802,0.19167873441486802,0.14294494797241178,0.44548307986966895,0.15002440253509214,0.13895729527570766,0.7183717094619178,,0.31406066811050515,0.24340924095624814,0.24340924095624814,0.20722108847037474,0.19696116883357095,0.21329074187509853,0.14698917811434895,0.2834283428342834,0.27542754275427545,0.2565256525652565,9999,6.524928530269833,0.2123018659247129,0.3758929175523604,BigScience,Microsoft,0,0.6815458746774947,0.5802190477170492,0.1495149514951495,0.2179041046594273,0.14294494797182009,0.6139900152653898,4,0.2834283428342834,0.14698917811434895
"legacy support, strict surface (extrapolated)",strict,tobit,y_arc_c,OLS,theta_D,57,19,30,15,True,0.2617110540887335,0.11559836336988737,0.11559836336988737,0.21194286836686124,0.18611019351441846,0.11560285987433576,-0.03588827900422692,0.39582534501616656,,0.07560086057431506,0.16348395280553327,0.16348395280553327,0.24142038162238494,0.6437687083064993,0.6493097001995658,0.7577659335841916,0.6715671567156716,0.5792579257925793,0.6637663766376638,9999,4.721164695557242,-0.023003652837005333,0.24991936602434334,01.AI,Cerebras,0,0.45775506785549314,0.6759770685426778,0.705970597059706,0.15017613214745676,0.21194286836612214,0.7153215191169886,4,0.7577659335841916,0.6715671567156716
"legacy support, strict surface (extrapolated)",strict,tobit,y_arc_c,OLS,theta_C,57,19,30,15,True,0.4494472447415754,0.050486783162164206,0.050486783162164206,0.13951909513633345,0.2839215229833252,0.09202401600649836,0.09019986007659085,0.44897930863526236,,0.1655257217582502,0.1049634926821114,0.1049634926821114,0.16713466854493575,0.11479926538930227,0.1322115246985716,0.33511902608164484,0.16821682168216823,0.0705070507050705,0.1769176917691769,9999,3.9808955713856102,0.10676534144825688,0.2898050621666921,01.AI,Cerebras,0,0.2938977795099119,0.46797707192582005,0.2544254425442544,0.05483550591614933,0.13951909513633348,0.49521512722848104,4,0.33511902608164484,0.16821682168216823
