sigma_star,S,ln_w,w,Phi_closed,Phi_brute,excess_closed,excess_brute
0.85,0.3529411764705883,0.2840184551354295,1.328457447388669,0.1136254766294859,0.11362547662948687,0.0204644711479349,0.020464471147934926
0.74,0.7027027027027026,0.565478185449819,1.7602893262421266,0.22351433117057173,0.2235143311705714,0.0406542332453367,0.04065423324533657
0.6,1.3333333333333335,1.0729586082894003,2.924017738212866,0.4090082708646063,0.40900827086460534,0.07564518045417148,0.07564518045417135
0.737,0.7136,0.574247447156487,1.775793645382808,0.22687302061645453,0.22687302061645334,0.04127757293213205,0.04127757293213197
