corpus,conv,sample,scheme,statistic,estimate,pop,se,ci_lo,ci_hi,p_zero,n_draws,n_restricted,n_all
edu,P,main,wild,level100|kappa_f|local,0.1553148157126273,0.06671051802611368,0.07672454498896873,0.014133996932632259,0.23488629179617357,,999,33,44
edu,P,main,wild,mean|kappa_f|local,0.060853828978866334,0.12375343723801834,0.054784009824331785,-0.0028415906631803767,0.16218529769732365,,999,33,44
edu,P,main,wild,bin0|kappa_f|local,0.0469795560686271,0.058047694339277436,0.013089611705579481,0.02497898278997584,0.07317206941670379,,999,33,44
edu,P,main,wild,bin1|kappa_f|local,0.35549986517659793,0.3320400574177107,0.030219546770690366,0.3112527582943237,0.41820374645659597,,999,33,44
edu,P,main,wild,bin2|kappa_f|local,-0.18523225203302796,0.14543691720391916,0.27311139848241417,-0.4539105875260668,0.2923671059235372,,999,33,44
edu,P,main,wild,n_eval|kappa_f|local,11.0,11.0,0.0,11.0,11.0,,999,33,44
edu,P,main,wild,slope|kappa_f|chin_f,0.11979638674318017,0.12700666858581527,0.005791522240907262,0.11172651592118858,0.13222498387396867,0.001,999,33,44
edu,P,main,wild,level100|kappa_f|chin_f,0.21245059314178447,0.21090124142904057,0.007992665638798677,0.19987200997256743,0.23023688419719116,,999,33,44
edu,P,main,wild,mean|kappa_f|chin_f,0.35258527594675826,0.35947032352118363,0.014167307203871752,0.33204654076666945,0.38373586416440786,,999,33,44
edu,P,main,wild,bin0|kappa_f|chin_f,0.28322587980144037,0.2861997494258307,0.011032040871599248,0.2668587788520894,0.307602760265094,,999,33,44
edu,P,main,wild,bin1|kappa_f|chin_f,0.417001792680173,0.4274815806953191,0.017139051505022096,0.39248069694607135,0.4544152118452647,,999,33,44
edu,P,main,wild,bin2|kappa_f|chin_f,0.5309266457219564,0.5479060756807832,0.022476844309817355,0.4984819779852937,0.5792631278482425,,999,33,44
edu,P,main,wild,n_eval|kappa_f|chin_f,11.0,11.0,0.0,11.0,11.0,,999,33,44
edu,P,main,cr2,slope|chin_r|local,-0.29075158918611743,-0.16399413191678577,0.12780178013945787,-0.4422526827716896,-0.004532141349455676,0.02,999,33,44
edu,P,main,cr2,level100|chin_r|local,-0.35279270099461907,-0.4422703176984326,0.10423021345383172,-0.5716777368277655,-0.16192574191913695,,999,33,44
edu,P,main,cr2,mean|chin_r|local,-0.6929063123757916,-0.6341063678733275,0.06398284374553279,-0.7806893173946541,-0.5605044249141709,,999,33,44
edu,P,main,cr2,bin0|chin_r|local,-0.5848832195871941,-0.5766168997010929,0.043275246960716066,-0.6631463800496276,-0.5164070312948734,,999,33,44
edu,P,main,cr2,bin1|chin_r|local,-0.5115153307842202,-0.5402373500914748,0.08934879463081688,-0.6196713021351468,-0.27576473215760244,,999,33,44
edu,P,main,cr2,bin2|chin_r|local,-1.2523781187274539,-0.9291885242580014,0.3302121561821469,-1.6072797953632803,-0.5276950960280411,,999,33,44
edu,P,main,cr2,n_eval|chin_r|local,11.0,11.0,0.0,11.0,11.0,,999,33,44
edu,P,main,cr2,slope|chin_r|chin_f,-0.09020370914809954,-0.0857515199805267,0.009736193968766273,-0.10081600504876795,-0.06744599501181887,0.001,999,33,44
edu,P,main,cr2,level100|chin_r|chin_f,-0.29565692356546197,-0.29807959429550585,0.017578935052807373,-0.3145811860906645,-0.25165356546302303,,999,33,44
