corpus,conv,sample,scheme,statistic,estimate,pop,se,ci_lo,ci_hi,p_zero,n_draws,n_restricted,n_all
edu,P,main,wild,bin0|kappa_r|local,0.28773288685385623,0.26860700967360124,0.05158761899378803,0.18135180599399742,0.3818834203054097,,999,33,44
edu,P,main,wild,bin1|kappa_r|local,0.6846752417152344,0.6223629750309803,0.07378039633730714,0.5295998482199392,0.8200298541221145,,999,33,44
edu,P,main,wild,bin2|kappa_r|local,0.21898136208441155,0.5036111534780479,0.2837285865301919,-0.14489486358257064,0.7482013456807988,,999,33,44
edu,P,main,wild,n_eval|kappa_r|local,11.0,11.0,0.0,11.0,11.0,,999,33,44
edu,P,main,wild,slope|kappa_r|chin_f,0.19778380526298242,0.1980889857609195,0.01737615325355766,0.16259734191747416,0.22976200553374893,0.001,999,33,44
edu,P,main,wild,level100|kappa_r|chin_f,0.4077730667433466,0.3796518692647317,0.038509347461401694,0.32438190542547474,0.4734270153354244,,999,33,44
edu,P,main,wild,mean|kappa_r|chin_f,0.6391353938384634,0.6113711885316438,0.05840490985434175,0.51302117849668,0.7411204243428323,,999,33,44
edu,P,main,wild,bin0|kappa_r|chin_f,0.5239792105866694,0.4967590647601545,0.048282927450181826,0.4190731374188654,0.6077324409586695,,999,33,44
edu,P,main,wild,bin1|kappa_r|chin_f,0.7461771692188095,0.7178044983085887,0.06787505256248827,0.601647967760105,0.8651071496063666,,999,33,44
edu,P,main,wild,bin2|kappa_r|chin_f,0.9351402598393959,0.9060803119549119,0.08455410492888246,0.7571986450022057,1.083834957744183,,999,33,44
edu,P,main,wild,n_eval|kappa_r|chin_f,11.0,11.0,0.0,11.0,11.0,,999,33,44
edu,P,main,wild,slope|chin_f|local,-0.2005478800380178,-0.07824261193625921,0.11157706975178204,-0.3105019874689241,-0.0023514496164583065,0.015,999,33,44
edu,P,main,wild,level100|chin_f|local,-0.05713577742915714,-0.14419072340292682,0.07412647802520518,-0.19517434168258252,0.0229623788158788,,999,33,44
edu,P,main,wild,mean|chin_f|local,-0.291731446967892,-0.23571688628316528,0.057803786406296756,-0.3543414601193239,-0.18985504181255414,,999,33,44
edu,P,main,wild,bin0|chin_f|local,-0.2362463237328132,-0.22815205508655328,0.015454948341250774,-0.26626826294688155,-0.20796881545596227,,999,33,44
edu,P,main,wild,bin1|chin_f|local,-0.06150192750357508,-0.09544152327760841,0.024154073618280484,-0.10367022299261741,-0.018510918474333393,,999,33,44
edu,P,main,wild,bin2|chin_f|local,-0.7161588977549843,-0.40246915847686404,0.2775008204812506,-0.9786089162870985,-0.23966040078517625,,999,33,44
edu,P,main,wild,n_eval|chin_f|local,11.0,11.0,0.0,11.0,11.0,,999,33,44
edu,P,main,wild,slope|kappa_f|local,-0.08075149329483763,0.04876405664955612,0.11093815886564724,-0.19073999741498932,0.11784083042088608,0.648,999,33,44
