key,label,group,form,n_conv,in_set,sensitivity,a,sigma_star,S2,Mstar_1e21,Mstar_1e24,share_M_extrap,share_C_extrap,n,med_w,share_gt1,med_s,med_w_lo,med_w_hi,share_gt1_lo,share_gt1_hi,med_s_lo,med_s_hi,B,sample
meta_mf,Meta Llama 3: own path + model-free curvature,Meta Llama 3,model-free curvature,total,True,False,0.46322087290540404,0.6595077631182621,0.5162823789546223,18.84725216090587,31.32728828763813,0.4457831325301205,0.927710843373494,83,4.793844065260739,0.927710843373494,0.7913991388984386,3.5952094477495664,6.5801222646246496,0.927710843373494,0.963855421686747,0.7218520309705967,0.8480271213155448,999,clean (a)-(g)
meta_mfbc,"Meta Llama 3: model-free curvature, ra2 estimator bias-corrected",Meta Llama 3,model-free curvature,total,False,True,0.46322087290540404,0.6776028819696598,0.4757906535066593,18.84725216090587,31.32728828763813,0.4457831325301205,0.927710843373494,83,4.239340129675021,0.927710843373494,0.7641142325429175,3.8741540202320293,4.655488199662999,0.927710843373494,0.963855421686747,0.7418791305730371,0.7851997562561688,999,clean (a)-(g)
meta_mfraw,"Meta Llama 3: model-free curvature, raw",Meta Llama 3,model-free curvature,total,False,True,0.46322087290540404,0.6528016950166154,0.5318587675764959,18.84725216090587,31.32728828763813,0.4457831325301205,0.927710843373494,83,5.0259751072147685,0.927710843373494,0.8010336345350172,4.5445283051225225,5.580583072573652,0.927710843373494,0.963855421686747,0.7799551597321072,0.8208072548982801,999,clean (a)-(g)
marin_comma_mf,Marin comma: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.40492945874824543,0.6999688390497418,0.4286350251785096,15.602979492075674,58.02708913227573,0.20481927710843373,1.0,83,3.2066151600063755,0.891566265060241,0.6881446790147366,2.3995936905971043,5.380161192312071,0.8795180722891566,0.9518072289156626,0.5832627507227127,0.8141319421502226,999,clean (a)-(g)
marin_comma_mfbc,"Marin comma: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4049294587482455,0.6749903229391557,0.481502720876994,15.602979492075592,58.02708913227542,0.20481927710843373,1.0,83,3.702222226516026,0.891566265060241,0.729891957095982,3.0472378484986193,5.99868509051271,0.8795180722891566,0.9518072289156626,0.6718339305657915,0.8332967983968863,999,clean (a)-(g)
marin_comma_mfraw,"Marin comma: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.40492945874824543,0.649708815729694,0.5391510408811228,15.602979492075674,58.02708913227573,0.20481927710843373,1.0,83,4.330341378170012,0.891566265060241,0.7690713242514389,3.4821097310654023,7.433776221195979,0.8795180722891566,0.9518072289156626,0.7128177565601035,0.8654788652793707,999,clean (a)-(g)
marin_dclm_mf,Marin dclm: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.4235790714856966,0.7125881529740448,0.40333514643264623,11.318740052026937,32.532965830540526,0.20481927710843373,1.0,83,3.713905334462069,0.927710843373494,0.7307416560350097,2.3700422177197815,6.163065250792391,0.891566265060241,1.0,0.5780662966873618,0.8377430701963261,999,clean (a)-(g)
marin_dclm_mfbc,"Marin dclm: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4235790714856966,0.6618293022356259,0.5109636225263083,11.318740052026937,32.532965830540526,0.20481927710843373,1.0,83,5.2709398029671695,0.927710843373494,0.8102805121323772,3.575632200648926,9.081879475281076,0.891566265060241,1.0,0.7203291456284177,0.8898899150592143,999,clean (a)-(g)
marin_dclm_mfraw,"Marin dclm: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.4235790714856966,0.6287677751563282,0.5904122945094851,11.318740052026937,32.532965830540526,0.20481927710843373,1.0,83,6.825475786080283,0.927710843373494,0.8534900670163716,4.359056793033857,12.79854926320701,0.891566265060241,1.0,0.7705925392465512,0.9218654641822723,999,clean (a)-(g)
marin_nemotron_mf,Marin nemotron: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.4223734822719467,0.7049250317361109,0.4185905663431606,12.017043134544993,35.120179458955,0.20481927710843373,1.0,83,3.7843362509471503,0.927710843373494,0.7357528682210207,2.48035682715716,5.790767183908551,0.891566265060241,0.9879518072289156,0.5968319649846808,0.827311295793982,999,clean (a)-(g)
marin_nemotron_mfbc,"Marin nemotron: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4223734822719467,0.6719323192181971,0.48824512737162934,12.017043134544993,35.120179458955,0.20481927710843373,1.0,83,4.7224646227900475,0.927710843373494,0.7882461638412027,3.3116621560413417,6.946349393315362,0.891566265060241,0.9879518072289156,0.6980368248510811,0.8560394896703765,999,clean (a)-(g)
marin_nemotron_mfraw,"Marin nemotron: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.4223734822719467,0.6439738967827555,0.5528579729643139,12.017043134544993,35.120179458955,0.20481927710843373,1.0,83,5.799440664088697,0.927710843373494,0.8275695781849789,3.8803178680087833,8.977431180843064,0.891566265060241,0.9879518072289156,0.7422891476364128,0.8886095605236859,999,clean (a)-(g)
meta_mf8,Meta Llama 3: path on ra1's 8 bracketed budgets + ra1 curvature,Meta Llama 3,model-free curvature,total,False,True,0.5006500270028927,0.6595077631182621,0.5162823789546223,14.9275310887356,14.794075212861259,0.4457831325301205,0.927710843373494,83,6.468788811010996,1.0,0.8454115555144067,,,,,,,0,clean (a)-(g)
deepseek,DeepSeek LLM law + reference curvature,DeepSeek LLM,published law,ds,True,False,0.5243,0.7005534232668366,0.42744288556435484,19.45463116848766,13.906665276662359,,1.0,83,4.574249718537291,1.0,0.78138491303886,3.966235870049351,5.316712789202308,1.0,1.0,0.7478714850913285,0.8119138549247829,399,clean (a)-(g)
minicpm,MiniCPM law (published),MiniCPM,published law,nonemb,True,False,0.4423076923076923,0.7936507936507936,0.26,191.86999999999998,425.7561418557327,0.891566265060241,0.9518072289156626,83,1.203372074386714,0.6385542168674698,0.16900182305656417,,,,,,,0,clean (a)-(g)
chin,Chinchilla refit (Besiroglu sample),Chinchilla,kappa = 1,total,True,False,0.5138995166400605,0.7367885708471132,0.3572414659612088,21.38452464385309,17.64828469179426,0.5491329479768786,0.7456647398843931,173,3.185899681978087,0.9479768786127167,0.6861169214910395,2.445349176887812,4.30216133533874,0.8728323699421965,0.9653179190751445,0.5910604330317173,0.767558239060427,400,all 173
chin_cl,"Chinchilla refit, 9-cluster bootstrap",Chinchilla,kappa = 1,total,False,True,0.5138995166400605,0.7367885708471132,0.3572414659612088,21.38452464385309,17.64828469179426,0.5491329479768786,0.7456647398843931,173,3.185899681978087,0.9479768786127167,0.6861169214910395,1.7031077531756844,5.680579098069323,0.8143063583815029,0.9826589595375722,0.41282891832254137,0.8239615332957845,400,all 173
chin_nls,"Chinchilla, NLS in levels",Chinchilla,kappa = 1,total,False,True,0.5445761265805437,0.7180720802198791,0.3926178548729987,18.271806593570943,9.870172210427755,0.5491329479768786,0.7456647398843931,173,4.114978431011372,0.9595375722543352,0.7569853604908879,3.064582401164215,5.146059642642455,0.9248554913294798,0.9710982658959537,0.6736912379777366,0.8056763964751943,400,all 173
chin245,"Chinchilla, all 245 points",Chinchilla,kappa = 1,total,False,True,0.5646443737941063,0.713683621859235,0.40118109673705993,15.50306893984586,6.346750640508776,0.5491329479768786,0.7456647398843931,173,4.7801875988361004,0.9710982658959537,0.7908031893469026,2.977504117819324,9.453508745202386,0.9073699421965319,0.9770231213872831,0.6641468482546915,0.8942069185879035,400,all 173
besi,Besiroglu et al. (published),Chinchilla,kappa = 1,total,True,False,0.5126121076233184,0.7370283018867925,0.3568,21.58940233164001,18.13710528255443,0.5491329479768786,0.7456647398843931,173,3.160950670248225,0.9479768786127167,0.6836394792831514,,,,,,,0,all 173
hoff,Hoffmann et al. A3 (TeX),Chinchilla,kappa = 1,total,True,False,0.4564973561929178,0.7621660759879578,0.31205,33.983146558812905,61.98397891716081,0.5491329479768786,0.7456647398843931,173,1.9089627283994233,0.861271676300578,0.4761553040700519,,,,,,,0,all 173
farseer,Farseer (non-emb. N),Farseer,kappa = 1,nonemb,True,False,0.5262862914401026,0.7715456830138219,0.29609953372273046,24.83750105926499,17.273890012425067,0.17341040462427745,0.7745664739884393,155,2.528104906697791,0.9806451612903225,0.6044467943752384,2.20796561449185,2.9049666818478017,0.896774193548387,0.9806451612903225,0.5470943944704741,0.6557619641424703,400,all 173
farseer_emb,Farseer (N incl. emb.),Farseer,kappa = 1,total,True,False,0.41107534815931157,0.7243633846088833,0.38052256815817026,19.819241516746818,67.70721355117544,0.28901734104046245,0.8497109826589595,173,2.407077087667928,0.884393063583815,0.5845583819798478,2.115070309464519,2.7155324758299755,0.8491329479768785,0.9309248554913295,0.527202050316549,0.6317471805735753,200,all 173
farseer_q,"Farseer, q-family (inner)",Farseer,kappa free,nonemb,True,False,0.5206724642363436,0.7100137965003706,0.40842333617876125,24.328946130881675,18.284728300013487,0.17341040462427745,0.7745664739884393,155,3.5393842136396563,0.9806451612903225,0.7174649770583483,3.394489382791458,3.6479426772582846,0.9741935483870968,0.9806451612903225,0.7054048589977784,0.7258728803868317,200,all 173
gadre_rw,Gadre et al. RefinedWeb,Gadre et al.,kappa = 1,total,True,False,0.5655649742397674,0.796064243465083,0.2561800234202607,3.351168155397674,1.354585352135306,0.42196531791907516,0.8092485549132948,173,4.026809090859846,1.0,0.7516644128300431,2.0348182648481408,6.547454333486737,0.9420520231213874,1.0,0.5085550459370748,0.8472307647949531,400,all 173
gadre_c4,Gadre et al. C4,Gadre et al.,kappa = 1,total,True,False,0.5093775244848627,0.7952908342556049,0.25740164091794604,6.858823767816794,6.025380772234392,0.42196531791907516,0.8092485549132948,173,3.064624723715573,0.9884393063583815,0.6736957734950357,1.1052548088178933,6.694252300674233,0.5606936416184971,1.0,0.09523038244954048,0.8506180987924886,400,all 173
gadre_rp,Gadre et al. RedPajama,Gadre et al.,kappa = 1,total,True,False,0.5289881222161921,0.7948841498996213,0.25804496180516473,5.76845750587666,3.8648350615686304,0.42196531791907516,0.8092485549132948,173,3.3226291955827887,0.9942196531791907,0.6990335240148277,2.3657043947889074,6.224716747262838,0.982514450867052,1.0,0.5772926284172109,0.8393487400479216,400,all 173
olmo,OLMo ladder (AI2),OLMo ladder,kappa = 1,olmo,True,False,0.3701326547720303,0.8249713524417156,0.21216330365926278,48.30974429028038,290.5619959128822,0.6820809248554913,0.7398843930635838,165,1.2966711059306761,0.7636363636363637,0.22879441407599088,0.45562411511980383,2.4050335458454337,0.18181818181818182,1.0,-1.1947946797136988,0.5842007294868126,400,all 173
meta_a2,Meta Llama 3 law (A2/A1),Meta Llama 3,A2/A1 path (kappa=1),total,True,False,0.4632208729054042,0.7847208002675895,0.27433859234902436,18.847252160905857,31.327288287638048,0.41040462427745666,0.791907514450867,173,2.123857905607596,0.9132947976878613,0.5291587081415794,1.8190743372212208,2.563897925953073,0.884393063583815,0.9826589595375722,0.45025476894518435,0.6099594668081562,200,all 173
meta_a3,"Meta Llama 3 IsoFLOPs, primal (A3)",Meta Llama 3,kappa = 1,total,True,False,0.5268194506631989,0.7694753765641237,0.29958674501739035,13.94859842914485,9.629724610826644,0.41040462427745666,0.791907514450867,173,3.080993311871172,0.9826589595375722,0.6754293506100886,2.1458830770307697,3.6885399815115654,0.8898843930635838,0.9884393063583815,0.5339898864952184,0.7288900197745097,200,all 173
chin_q,"Chinchilla, kappa free (reference)",Chinchilla,kappa free,total,True,False,0.5036073384721135,0.7005534232668366,0.42744288556435484,22.668669527435366,21.566615737528085,0.5491329479768786,0.7456647398843931,173,3.766930300291516,0.930635838150289,0.7345318547777187,2.920636066283483,4.55626935461661,0.8786127167630058,0.9595375722543352,0.6576079944460257,0.7805220689436517,399,all 173
chin_q_pairs,"Chinchilla, kappa free (m2 pairs draws)",Chinchilla,kappa free,total,False,True,0.5036073384721135,0.7005534232668366,0.42744288556435484,22.668669527435366,21.566615737528085,0.5491329479768786,0.7456647398843931,173,3.766930300291516,0.930635838150289,0.7345318547777187,3.0037413301840394,5.497148914074315,0.8786127167630058,0.9595375722543352,0.6670800355869158,0.8180867867162172,200,all 173
gadre_rw_q,"Gadre et al. RefinedWeb, kappa free",Gadre et al.,kappa free,total,True,False,0.47693532478942063,0.594477159190701,0.6821504149316059,44.32052719993317,60.95270292633108,0.42196531791907516,0.8092485549132948,173,3.9766244316198707,0.8323699421965318,0.7485304390204504,2.8954120352607196,13.139707075068296,0.7803468208092486,0.9884393063583815,0.6546228378680843,0.9238920434865432,200,all 173
gadre_c4_q,"Gadre et al. C4, kappa free",Gadre et al.,kappa free,total,True,False,0.4631055657789476,0.6067287961698127,0.6481828558539647,47.145567053051,78.48876018716652,0.42196531791907516,0.8092485549132948,173,3.268131863259066,0.8323699421965318,0.6940147944328128,1.6662051233017412,9.644896947259927,0.6589595375722543,0.9826589595375722,0.3998329243031622,0.8963180381888481,200,all 173
gadre_rp_q,"Gadre et al. RedPajama, kappa free",Gadre et al.,kappa free,total,True,False,0.4947048151901647,0.6231797839540552,0.6046733635276693,30.056664298514228,32.33790565024368,0.42196531791907516,0.8092485549132948,173,5.068825934304643,0.884393063583815,0.802715655861798,3.090348158622083,10.609119087145404,0.826300578034682,0.9884393063583815,0.6764115088481875,0.9057246108533721,200,all 173
olmo_q,"OLMo ladder (AI2), kappa free",OLMo ladder,kappa free,olmo,True,False,0.43079881341437265,0.5441918103531439,0.8375873744793536,54.45839894586335,141.66807366978298,0.6820809248554913,0.7398843930635838,165,3.8490392097495456,0.806060606060606,0.7401949043628814,3.0937114325334516,4.976546434504532,0.7696969696969697,0.8484848484848485,0.676732959672153,0.7989491044606425,200,all 173
muen,"Muennighoff et al., single epoch",Muennighoff et al.,kappa = 1,total,True,False,0.5351989283763525,0.734547630504754,0.36138210576329405,59.63013038939475,36.6667306880666,0.5722543352601156,0.7976878612716763,173,2.3425585464593417,0.8554913294797688,0.5731163255187585,0.5404324773218661,7.578375460349542,0.24248554913294798,0.9826589595375722,-0.8503837318119152,0.8680455025730067,400,all 173
muen_q,"Muennighoff et al., kappa free",Muennighoff et al.,kappa free,total,True,False,0.44430475206321374,0.5107306168712504,0.9579793475590459,46.3181344621291,99.98216732695872,0.5722543352601156,0.7976878612716763,173,5.135795911313039,0.815028901734104,0.8052882129141429,1.1104845029198362,29.84804103584652,0.5260115606936416,0.9075144508670521,0.0994912935804703,0.9664969207297057,200,all 173
chin_ne,"Chinchilla, non-embedding N (m8)",Chinchilla,kappa = 1,nonemb,True,False,0.5561105649981141,0.75261269880731,0.32870465989310665,21.08044966485007,9.709938529556435,0.4508670520231214,0.6647398843930635,155,3.272356265697561,0.9806451612903225,0.6944098017436277,2.600795619676528,4.081057741688794,0.9354838709677419,0.9870967741935484,0.6154971625997522,0.7549641731253316,399,all 173
marin_comma_a3,"Marin comma, primal",Marin,kappa = 1,total,True,False,0.3445042756857398,0.6631971928477981,0.5078471543372425,26.626572634052366,228.18632481893187,0.1329479768786127,0.953757225433526,173,2.114617073122528,0.7803468208092486,0.5271011415209279,1.451383318306285,3.5893749168568596,0.6647398843930635,0.884393063583815,0.311001355462455,0.721397935812176,200,all 173
marin_comma_a2,"Marin comma, A2/A1 law",Marin,A2/A1 path (kappa=1),total,True,False,0.4049294587482616,0.904446351886696,0.10564877387583785,15.602979492071295,58.02708913224656,0.1329479768786127,0.953757225433526,173,1.3039531939641371,0.884393063583815,0.23310130714131813,1.1237847215536665,1.5195381001354789,0.6997109826589596,0.955635838150289,0.11009552501277195,0.34189411357159066,188,all 173
marin_dclm_a3,"Marin dclm, primal",Marin,kappa = 1,total,True,False,0.37117687075037675,0.6471160994354697,0.5453177580844901,17.862340665177953,105.89541174817701,0.1329479768786127,0.953757225433526,173,3.1463260031631295,0.8728323699421965,0.6821689809019601,2.367766953852159,5.3421715909314775,0.7861271676300579,0.9421965317919075,0.5776611197231869,0.8128099300912829,200,all 173
marin_dclm_a2,"Marin dclm, A2/A1 law",Marin,A2/A1 path (kappa=1),total,True,False,0.423579071485716,0.8656940992796529,0.15514244677433245,11.31874005202327,32.53296583052131,0.1329479768786127,0.953757225433526,173,1.5781614129498016,0.9421965317919075,0.366351254190874,1.2585701412771697,2.3045888653123234,0.7569364161849711,0.9828034682080925,0.20544754112095015,0.5660761964590391,200,all 173
marin_nemotron_a3,"Marin nemotron, primal",Marin,kappa = 1,total,True,False,0.38511292695443444,0.6579760219686652,0.5198122220441992,16.73769222815777,81.84987416779883,0.1329479768786127,0.953757225433526,173,3.3203576378943334,0.8786127167630058,0.6988276236911128,2.363467036430123,5.715979285294751,0.838150289017341,0.976878612716763,0.5768927489373709,0.825051739596458,200,all 173
marin_nemotron_a2,"Marin nemotron, A2/A1 law",Marin,A2/A1 path (kappa=1),total,True,False,0.4223734822719683,0.8672896392049884,0.1530173482951582,12.017043134540915,35.120179458932604,0.1329479768786127,0.953757225433526,173,1.5523715739914368,0.9421965317919075,0.3558243292043711,1.331307959647161,2.0143849579831836,0.8670520231213873,0.9826589595375722,0.24885879043191506,0.503552687015847,200,all 173
meta_mf,Meta Llama 3: own path + model-free curvature,Meta Llama 3,model-free curvature,total,True,False,0.46322087290540404,0.6595077631182621,0.5162823789546223,18.84725216090587,31.32728828763813,0.41040462427745666,0.791907514450867,173,4.126889703160131,0.9132947976878613,0.7576867636578078,3.1631380503953497,5.441840958330658,0.9075144508670521,0.9479768786127167,0.6838582042594376,0.8162386194675891,999,all 173
meta_mfbc,"Meta Llama 3: model-free curvature, ra2 estimator bias-corrected",Meta Llama 3,model-free curvature,total,False,True,0.46322087290540404,0.6776028819696598,0.4757906535066593,18.84725216090587,31.32728828763813,0.41040462427745666,0.791907514450867,173,3.692665087835403,0.9132947976878613,0.7291928793395698,3.3690816888256685,4.026906041318612,0.9075144508670521,0.9479768786127167,0.7031832134165618,0.7516703916342706,999,all 173
meta_mfraw,"Meta Llama 3: model-free curvature, raw",Meta Llama 3,model-free curvature,total,False,True,0.46322087290540404,0.6528016950166154,0.5318587675764959,18.84725216090587,31.32728828763813,0.41040462427745666,0.791907514450867,173,4.307213323588844,0.9132947976878613,0.7678313273866866,3.8875371060570267,4.745287579841959,0.9075144508670521,0.9479768786127167,0.7427677283878278,0.7892646160254351,999,all 173
marin_comma_mf,Marin comma: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.40492945874824543,0.6999688390497418,0.4286350251785096,15.602979492075674,58.02708913227573,0.1329479768786127,0.953757225433526,173,2.9351988380924667,0.884393063583815,0.6593075784092767,2.2483434035291703,4.498142375077794,0.8786127167630058,0.953757225433526,0.5552280593863285,0.7776856414410889,999,all 173
marin_comma_mfbc,"Marin comma: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4049294587482455,0.6749903229391557,0.481502720876994,15.602979492075592,58.02708913227542,0.1329479768786127,0.953757225433526,173,3.3520908269229817,0.884393063583815,0.7016787278052546,2.8305923594824867,4.971458010765598,0.8786127167630058,0.953757225433526,0.6467170511241286,0.7988517657656787,999,all 173
marin_comma_mfraw,"Marin comma: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.40492945874824543,0.649708815729694,0.5391510408811228,15.602979492075674,58.02708913227573,0.1329479768786127,0.953757225433526,173,3.8744463614563633,0.884393063583815,0.7418986077731863,3.206112265540776,6.02380471523419,0.8786127167630058,0.953757225433526,0.688095756787047,0.8339919622531728,999,all 173
marin_dclm_mf,Marin dclm: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.4235790714856966,0.7125881529740448,0.40333514643264623,11.318740052026937,32.532965830540526,0.1329479768786127,0.953757225433526,173,3.27452805316128,0.9421965317919075,0.6946124804047458,2.2315069860212033,5.252705671893,0.8901734104046243,0.9826589595375722,0.5518718630020412,0.8096219231190372,999,all 173
marin_dclm_mfbc,"Marin dclm: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4235790714856966,0.6618293022356259,0.5109636225263083,11.318740052026937,32.532965830540526,0.1329479768786127,0.953757225433526,173,4.493805013435206,0.9421965317919075,0.7774714307785311,3.301301449743656,7.485018107106021,0.8901734104046243,0.9826589595375722,0.6970891338617543,0.8663997714869527,999,all 173
marin_dclm_mfraw,"Marin dclm: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.4235790714856966,0.6287677751563282,0.5904122945094851,11.318740052026937,32.532965830540526,0.1329479768786127,0.953757225433526,173,5.676594265835528,0.9421965317919075,0.8238380350664692,3.9749755998058642,10.235741066588048,0.8901734104046243,0.9826589595375722,0.748426101308009,0.9023030998496603,999,all 173
marin_nemotron_mf,Marin nemotron: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.4223734822719467,0.7049250317361109,0.4185905663431606,12.017043134544993,35.120179458955,0.1329479768786127,0.953757225433526,173,3.3302986302433637,0.9421965317919075,0.699726627840902,2.353836737284135,4.94912765500376,0.884393063583815,0.976878612716763,0.5751606996740268,0.7979441380942045,999,all 173
marin_nemotron_mfbc,"Marin nemotron: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4223734822719467,0.6719323192181971,0.48824512737162934,12.017043134544993,35.120179458955,0.1329479768786127,0.953757225433526,173,4.068419630997362,0.9421965317919075,0.7542043125588663,3.0890241031557286,5.857435753922365,0.884393063583815,0.976878612716763,0.6762731636017086,0.8292768298973153,999,all 173
marin_nemotron_mfraw,"Marin nemotron: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.4223734822719467,0.6439738967827555,0.5528579729643139,12.017043134544993,35.120179458955,0.1329479768786127,0.953757225433526,173,4.898636942201112,0.9421965317919075,0.7958615811298176,3.586267892739889,7.401224323008587,0.884393063583815,0.976878612716763,0.721158588673625,0.8648872190459035,999,all 173
meta_mf8,Meta Llama 3: path on ra1's 8 bracketed budgets + ra1 curvature,Meta Llama 3,model-free curvature,total,False,True,0.5006500270028927,0.6595077631182621,0.5162823789546223,14.9275310887356,14.794075212861259,0.41040462427745666,0.791907514450867,173,6.014702055733149,0.9826589595375722,0.8337407255199265,,,,,,,0,all 173
deepseek,DeepSeek LLM law + reference curvature,DeepSeek LLM,published law,ds,True,False,0.5243,0.7005534232668366,0.42744288556435484,19.45463116848766,13.906665276662359,,0.8728323699421965,155,3.9436392874327364,0.9806451612903225,0.746427112848095,3.467360543783566,4.516971854453985,0.9806451612903225,0.9806451612903225,0.7115959151585274,0.7786127426064242,399,all 173
minicpm,MiniCPM law (published),MiniCPM,published law,nonemb,True,False,0.4423076923076923,0.7936507936507936,0.26,191.86999999999998,425.7561418557327,0.7745664739884393,0.8092485549132948,155,1.1018960298165201,0.6064516129032258,0.09247336142366093,,,,,,,0,all 173
