sample,technology,prov_group,prov_source,prov_where,prov_N_conv,n_era1,n_era2,medM_era1,medM_era2,share_w_lt1_era1,share_w_lt1_era2,gmCE_era1,gmCE_era2,gmCEtr_era1,gmCEtr_era2,gain_untrunc,gain_untrunc_lo,gain_untrunc_hi,gain_trunc,gain_trunc_lo,gain_trunc_hi,overtraining_component,era1_undertraining_cost,share_of_era1_gap_closed,share_of_era1_gap_closed_lo,share_of_era1_gap_closed_hi,years_between,ho_algorithmic_gain,share_of_ho_trunc,share_of_ho_trunc_lo,share_of_ho_trunc_hi,share_of_ho_untrunc,B
C >= 1e23,m2: gadre (C4),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,92,1.7166822589526618,91.5768098087606,1.0,0.11956521739130435,0.8661524687162108,0.5177666422213857,0.8661524687162108,0.9911164566061879,0.5977777134189853,0.5143799269735679,0.6965013575315522,1.144274815812966,1.0624706289609536,1.2561120957672292,0.5224074716651749,1.154531143324194,0.9379012544899348,0.8300420839836989,0.9864517601124976,2.27872883519035,8.86737074962257,0.061754227374925905,0.020441927474411536,0.1410867173626955,-0.23576861230887422,999
"C >= 1e23, cleaned",m2: gadre (C4),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,79,1.7166822589526618,105.52047337278107,1.0,0.11392405063291139,0.8661524687162108,0.531556804492124,0.8661524687162108,0.9957054122755582,0.613698885232047,0.5238566844016721,0.7209805685753682,1.1495729080485881,1.0636896826833055,1.2627328835762084,0.5338494678635104,1.154531143324194,0.9700486713534153,0.9129175965618207,0.9942211326424921,2.1989051004475186,8.214737107404577,0.06618952466299381,0.020804805197566063,0.14788726244826278,-0.2318457613261626,999
Top-5 compute per year,m2: gadre (C4),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),10,15,2.2577915775531894,19.591836734693878,0.6,0.26666666666666666,0.839831710228176,0.8400283330837106,0.9059733394762786,0.9819235945977369,1.000234121733128,0.8677128971637609,1.1281025015191601,1.0838327705817077,1.0111863746307284,1.1743486379155612,0.9228675759603476,1.1037852400580308,0.8152645129438307,0.31988409480115565,0.9956979058977932,2.3968036529679466,9.929008690040517,0.03507079098545334,0.0035723367315923355,0.09396668022712326,0.00010198141780319067,999
Epoch frontier flag,m2: gadre (C4),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,6,1.7166822589526618,19.67078189300411,0.8571428571428571,0.16666666666666666,0.8190900516003089,0.8868710958104531,0.8684329857904441,0.9789062803819314,1.0827516389409395,0.9750168398996946,1.2188293917818762,1.1272099245411953,1.036766856352411,1.253522612169541,0.9605590009169308,1.151499328517334,0.8488683048842994,0.4190641719436266,1.0000000000000009,2.204566210045641,8.259396259566527,0.056715088211733496,0.015064418762500049,0.13731081791403824,0.037656266645427,999
C >= 1e23,m2: olmo_ladder (all),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,92,1.7166822589526618,91.5768098087606,1.0,0.6630434782608695,0.3027306292571134,0.7641411176815942,0.3027306292571134,0.7958190686237935,2.5241618912389545,1.987436806217569,3.2010219453192708,2.6288026110099785,2.0691835240775975,3.327337622787445,0.9601945314065169,3.3032666778844035,0.8088700737806678,0.727321363667858,0.8698516812989157,2.27872883519035,8.86737074962257,0.4428785089372606,0.19027395759211016,0.8494638572057615,0.4242660724159133,999
"C >= 1e23, cleaned",m2: olmo_ladder (all),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,79,1.7166822589526618,105.52047337278107,1.0,0.6708860759493671,0.3027306292571134,0.787230165525005,0.3027306292571134,0.8134429115148183,2.6004311736041723,2.0819484093040312,3.257900764636911,2.6870188639681705,2.143222769989561,3.337295722381299,0.9677755554584659,3.3032666778844035,0.827201039332871,0.7528138102131484,0.8850757410923336,2.1989051004475186,8.214737107404577,0.46935675338969685,0.20341289575246396,0.9332020419797697,0.4538030138622189,999
Top-5 compute per year,m2: olmo_ladder (all),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),10,15,2.2577915775531894,19.591836734693878,1.0,1.0,0.44508158050162683,0.5636748068601241,0.44508158050162683,0.5636748068601241,1.2664527842847089,0.8290266982548061,1.8705116727325215,1.2664527842847089,0.8290266982548061,1.8705116727325215,1.0,2.2467791160284714,0.291810480981973,-0.4116024137577941,0.5765953943390766,2.3968036529679466,9.929008690040517,0.10290740988623881,-0.08773303692402641,0.3273397213663141,0.10290740988623881,999
Epoch frontier flag,m2: olmo_ladder (all),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,6,1.7166822589526618,19.67078189300411,1.0,1.0,0.33485000439346474,0.5148514857556825,0.33485000439346474,0.5148514857556825,1.537558545618854,0.9317305382145374,2.4021415567485347,1.537558545618854,0.9317305382145374,2.4021415567485347,1.0,2.9864117870070332,0.39320589894323943,-0.10046294418421209,0.6361162734406711,2.204566210045641,8.259396259566527,0.20375375672502333,-0.035490551852524595,0.5606997170399948,0.20375375672502333,999
C >= 1e23,m2: datablations (single_epoch),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,92,1.7166822589526618,91.5768098087606,1.0,0.3804347826086957,0.3917287279502707,0.681911861382605,0.3917287279502707,0.9127842488057116,1.74077572750593,1.3774782394473535,2.2738434571000155,2.330143754280866,1.8741125073748455,2.9707192385070686,0.747067954201466,2.55278698918132,0.902627903346652,0.8322306122246947,0.9545075488293996,2.27872883519035,8.86737074962257,0.3876183842448455,0.1680719777808025,0.8064526195140973,0.2540030874581233,999
"C >= 1e23, cleaned",m2: datablations (single_epoch),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,79,1.7166822589526618,105.52047337278107,1.0,0.3670886075949367,0.3917287279502707,0.7098959094987274,0.3917287279502707,0.928434390227163,1.8122130414413913,1.44017134019755,2.383005404524704,2.3700952316803945,1.8973422018874997,3.129572918166403,0.764616129013742,2.55278698918132,0.9207675033274368,0.8617864385513139,0.9612765783916182,2.1989051004475186,8.214737107404577,0.40976207146094695,0.16955205269881057,0.8625144262892229,0.2823212756294755,999
Top-5 compute per year,m2: datablations (single_epoch),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),10,15,2.2577915775531894,19.591836734693878,0.9,0.7333333333333333,0.5289643268762171,0.7971395681270048,0.5307611554848558,0.819584550794473,1.5069817143142499,1.098258719710537,2.1693454695873755,1.5441682992904295,1.1107141442739679,2.226863034991962,0.9759180492221816,1.8840866360811384,0.6859107099723638,0.27020139055179765,0.9294489321109772,2.3968036529679466,9.929008690040517,0.1892802863196124,0.03795334694712691,0.45884878645721966,0.1786607785851885,999
Epoch frontier flag,m2: datablations (single_epoch),m2 registry,"m2 registry, primary Huber row",Section III / Table 4 (m2 registry),sweep convention (see registry),7,6,1.7166822589526618,19.67078189300411,0.8571428571428571,0.8333333333333334,0.42059728769170307,0.8388646142374869,0.422639799152696,0.8400582133393327,1.9944603514713413,1.2918994963650605,3.0068816545301975,1.9876457802210605,1.2796487246971058,3.0068816545301975,1.0034284636216835,2.366081003267534,0.7976346900915524,0.37043536551955747,0.9874122720959714,2.204566210045641,8.259396259566527,0.3253607538764525,0.08709647385108334,0.7363006800703891,0.3269818007985978,999
C >= 1e23,Ho et al. (2024) model 7,Cross-lab regression,Ho et al. model 7 at each release date,Online Appendix E,Ho sheet (word-level losses),7,92,1.7166822589526618,91.5768098087606,0.0,0.0,0.09846236451547856,0.008981709249394789,1.0,1.0,0.09121971926626685,0.06532277394852339,0.12273825557501325,1.0,1.0,1.0,0.09121971926626685,1.0,,,,2.27872883519035,8.86737074962257,0.0,0.0,0.0,-1.097190230647728,999
"C >= 1e23, cleaned",Ho et al. (2024) model 7,Cross-lab regression,Ho et al. model 7 at each release date,Online Appendix E,Ho sheet (word-level losses),7,79,1.7166822589526618,105.52047337278107,0.0,0.0,0.09846236451547856,0.009139240803199142,1.0,1.0,0.092819635686917,0.06881305708025295,0.12794102472377789,1.0,1.0,1.0,0.092819635686917,1.0,,,,2.1989051004475186,8.214737107404577,0.0,0.0,0.0,-1.1287637067409775,999
Top-5 compute per year,Ho et al. (2024) model 7,Cross-lab regression,Ho et al. model 7 at each release date,Online Appendix E,Ho sheet (word-level losses),10,15,2.2577915775531894,19.591836734693878,0.0,0.0,0.06253688312479415,0.02925350843200137,1.0,1.0,0.4677800838526786,0.2641608868323108,0.7965117187551275,1.0,1.0,1.0,0.4677800838526786,1.0,,,,2.3968036529679466,9.929008690040517,0.0,0.0,0.0,-0.3309823681928652,999
Epoch frontier flag,Ho et al. (2024) model 7,Cross-lab regression,Ho et al. model 7 at each release date,Online Appendix E,Ho sheet (word-level losses),7,6,1.7166822589526618,19.67078189300411,0.0,0.0,0.08302896818084204,0.03361050444464566,1.0,1.0,0.40480455413392563,0.23019274730982636,0.8321168978776515,1.0,1.0,1.0,0.40480455413392563,1.0,,,,2.204566210045641,8.259396259566527,0.0,0.0,0.0,-0.42832797562393277,999
