family,uid,model,lab,N,D,M,flagship,flag_model,N_f,D_f,w_abs,w_flag_abs,D_varies,n_fam,flag_band_has1,wrel_chin,wrel_chin_lo,wrel_chin_hi,wrel_farseer_emb,wrel_farseer_emb_lo,wrel_farseer_emb_hi,wrel_gadre_rw,wrel_gadre_rw_lo,wrel_gadre_rw_hi,wrel_hoff,wrel_meta_a2,wrel_meta_a2_lo,wrel_meta_a2_hi,TDrel,Trel
Llama-3.1,B:meta-llama/Llama-3.1-405B,Llama-3.1-405B,Meta,405853388800.0,15600000000000.0,38.437525546170825,True,Llama-3.1-405B,405853388800.0,15600000000000.0,1.369159122056123,1.369159122056123,False,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Llama-3.1,B:meta-llama/Llama-3.1-70B,Llama-3.1-70B,Meta,70553706496.0,15000000000000.0,212.60399694026583,False,Llama-3.1-405B,405853388800.0,15600000000000.0,2.478012002522387,1.369159122056123,False,3,True,1.8098787515661767,1.7151651744339806,1.8955671388027544,2.163885676383448,1.9287381120721914,2.4331978969663264,1.4594758047166918,1.2877148617567602,1.6306484519831281,1.7901445415511616,1.6575265232931526,1.5270788681260856,1.6946219026242346,2.42963625469853,36444543820477.95
Llama-3.1,B:meta-llama/Llama-3.1-8B,Llama-3.1-8B,Meta,8030261248.0,15000000000000.0,1867.9342473118008,False,Llama-3.1-405B,405853388800.0,15600000000000.0,5.270983254526004,1.369159122056123,False,3,True,3.8497959584203305,3.414305940598285,4.269844187221457,5.731118687521921,4.425609082005186,7.456133567335009,2.3674044608429456,1.7887994604504862,3.0291384939168666,3.741292994894774,3.1435770625668695,2.6111909787402277,3.303565032539645,8.549387875260992,128240818128914.88
Llama-3.2,B:meta-llama/Llama-3.2-1B,Llama-3.2-1B,Meta,1235814400.0,9000000000000.0,7282.646973526122,False,Llama-3.2-3B,3212749824.0,9000000000000.0,8.369907837843979,6.006387315008478,False,2,False,1.3935011844690137,1.3535505650177384,1.4290502714445315,1.5345041017113275,1.4407095359113293,1.6363184398747488,1.2369629006935587,1.1553420901233151,1.3128869100493865,1.3827450246353343,1.3249597233017776,1.2660158654923752,1.3410801896694524,1.1805035534070412,10624531980663.371
Llama-3.2,B:meta-llama/Llama-3.2-3B,Llama-3.2-3B,Meta,3212749824.0,9000000000000.0,2801.3385707059647,True,Llama-3.2-3B,3212749824.0,9000000000000.0,6.006387315008478,6.006387315008478,False,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Llama-4,B:meta-llama/Llama-4-Scout-17B-16E,Llama-4-Scout-17B-16E,Meta,17000000000.0,40000000000000.0,2352.9411764705883,False,Llama-4-Maverick-17B-128E,17000000000.0,22000000000000.0,5.8233098431435435,4.675609531649943,True,2,False,1.245465388785063,1.2208054291498696,1.288704874318178,1.205665201454279,1.1904572103150939,1.2198208690978416,1.1891478515331826,1.1462020584298573,1.2559804877755192,1.1856886695445255,1.164096779245324,1.1330161381094752,1.1772291059055542,0.7363961663551892,29455846654207.57
Llama-4,B:meta-llama/Llama-4-Maverick-17B-128E,Llama-4-Maverick-17B-128E,Meta,17000000000.0,22000000000000.0,1294.1176470588234,True,Llama-4-Maverick-17B-128E,17000000000.0,22000000000000.0,4.675609531649943,4.675609531649943,True,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
MPT,B:mosaicml/mpt-30b,mpt-30b,MosaicML,30000000000.0,1000000000000.0,33.333333333333336,True,mpt-30b,30000000000.0,1000000000000.0,1.2338595928052831,1.2338595928052831,False,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
MPT,B:mosaicml/mpt-7b,mpt-7b,MosaicML,7000000000.0,1000000000000.0,142.85714285714286,False,mpt-30b,30000000000.0,1000000000000.0,2.0453801633095128,1.2338595928052831,False,2,True,1.6577090093850686,1.5858626792178536,1.7225532634232341,1.9198694312545102,1.7440061596882046,2.1172366249661128,1.3825480888009893,1.2460128379353077,1.5138649292096198,1.6382579133609227,1.5351206157406079,1.4323137128163843,1.5636609970522315,1.9731270281552058,1973127028155.2058
OLMo-1,B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,1176764416.0,3000000000000.0,2549.3632873412785,False,OLMo-7B-hf,6888095744.0,2500000000000.0,5.687481780672016,2.8795022371665615,True,2,True,1.9751614384118417,1.8774504432612087,2.071081735963153,2.3373473758842302,2.0755183509138013,2.64012584319432,1.5622844335905637,1.379971791502212,1.730959700358376,1.9180683960167892,1.7625478346371535,1.6105575267344512,1.8011962395981442,2.9254843152355248,8776452945706.574
OLMo-1,B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,6888095744.0,2500000000000.0,362.94501309417336,True,OLMo-7B-hf,6888095744.0,2500000000000.0,2.8795022371665615,2.8795022371665615,True,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
OLMo-2,B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,1484916736.0,4050000000000.0,2727.4256541209866,False,OLMo-2-0325-32B,32234279936.0,6150000000000.0,5.857229724556282,2.3446822189755876,True,4,True,2.498091074838854,2.25919298372856,2.718755882559029,3.485877900510044,2.85901929073436,4.287452902750531,1.7576924685979158,1.4166796297812012,2.1728531328791982,2.5217005845554,2.2261198848687593,1.9514386950916542,2.3112392113250593,4.4942732245165615,18201806559292.074
OLMo-2,B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,7298617344.0,4050000000000.0,554.8996212727055,False,OLMo-2-0325-32B,32234279936.0,6150000000000.0,3.3690982724296106,2.3446822189755876,True,4,True,1.4369104031085265,1.3593064135299757,1.4994673282928712,1.707520138158621,1.5553709801132225,1.8876345450920506,1.2331483028062666,1.110713000820454,1.3710064286464634,1.469344603878805,1.3927645267503797,1.3171405269625382,1.417261772779639,1.3107312093255794,5308461397768.597
OLMo-2,B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,13716198400.0,5150000000000.0,375.46846799766325,False,OLMo-2-0325-32B,32234279936.0,6150000000000.0,2.9557536195801153,2.3446822189755876,True,4,True,1.2606201367755114,1.2240124840374202,1.290569187475689,1.3874228527827706,1.3139012763870634,1.469646085938594,1.1488581065541867,1.082310571061933,1.2191894923365834,1.2703258179383201,1.229429630297178,1.1892181312783883,1.2425729402622958,0.7818604103265343,4026581113181.652
OLMo-2,B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,32234279936.0,6150000000000.0,190.79067415839916,True,OLMo-2-0325-32B,32234279936.0,6150000000000.0,2.3446822189755876,2.3446822189755876,True,4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
OPT,B:facebook/opt-6.7b,opt-6.7b,Meta,6700000000.0,300000000000.0,44.776119402985074,False,opt-66b,66000000000.0,300000000000.0,1.3347328474988829,0.6030482877064229,False,8,True,2.213310069373187,2.0644048856984605,2.350914069942636,2.787861014699854,2.397100298581485,3.251417295741892,1.6639239122715657,1.4130274913212704,1.9190073227977207,2.172624786300662,1.9615302015448157,1.759034484441191,2.019157760297667,3.6399302081195613,1091979062435.8684
OPT,B:facebook/opt-1.3b,opt-1.3b,Meta,1300000000.0,300000000000.0,230.76923076923077,False,opt-66b,66000000000.0,300000000000.0,2.358984447114903,0.6030482877064229,False,8,True,3.911767092626772,3.470914335887316,4.338544290894394,5.813627250208804,4.485905920505875,7.570647347148467,2.3968716195181097,1.8104248434920833,3.061890125103956,3.789131851732407,3.1792952236317196,2.6368787743389306,3.3413364925058193,8.735301277880316,2620590383364.0947
OPT,B:facebook/opt-350m,opt-350m,Meta,350000000.0,300000000000.0,857.1428571428571,False,opt-66b,66000000000.0,300000000000.0,3.720906481265463,0.6030482877064229,False,8,True,6.170163413310084,5.2603788437305035,7.084242839075394,10.468013981015055,7.407068359969991,14.889117635205125,3.2099014122786373,2.207547858546906,4.450086570688035,5.913456715800086,4.679178963040815,3.6457326714227105,5.000028138034175,15.510490239930252,4653147071979.076
OPT,B:facebook/opt-13b,opt-13b,Meta,13000000000.0,300000000000.0,23.076923076923077,False,opt-66b,66000000000.0,300000000000.0,1.0602653752289553,0.6030482877064229,False,8,True,1.7581765786309878,1.673322375579962,1.835130038686716,2.071328309796692,1.860664081858386,2.310436524284858,1.4356799092826453,1.2783295526280778,1.5887372602352903,1.735160760481454,1.6136613511719142,1.4934938079104383,1.6471905167976952,2.2745297358929633,682358920767.8889
OPT,B:facebook/opt-2.7b,opt-2.7b,Meta,2700000000.0,300000000000.0,111.11111111111111,False,opt-66b,66000000000.0,300000000000.0,1.8301287186162705,0.6030482877064229,False,8,True,3.0347963105521893,2.7533708229855014,3.301651783398,4.189670919057819,3.3926396545082373,5.194241823013788,2.0370001840474483,1.6210869835857924,2.486248973580143,2.9571320218194637,2.563567083981601,2.2015232396098496,2.6694153941002923,6.104388931656568,1831316679496.9705
OPT,B:facebook/opt-30b,opt-30b,Meta,30000000000.0,300000000000.0,10.0,False,opt-66b,66000000000.0,300000000000.0,0.7930107610216768,0.6030482877064229,False,8,True,1.3150037520838338,1.2838122492015596,1.3426275227014208,1.4238795201298273,1.351661205292038,1.5014054764661946,1.1918425569889277,1.1265564712777136,1.2518983580739478,1.3066214195451218,1.2613912112348196,1.2148974449344099,1.2740432161549882,0.9450112562515014,283503376875.45044
OPT,B:facebook/opt-125m,opt-125m,Meta,125000000.0,300000000000.0,2400.0,False,opt-66b,66000000000.0,300000000000.0,5.320487579671661,0.6030482877064229,False,8,True,8.822655976533992,7.2896290474052465,10.408453277872205,16.60656224003615,10.978479295672717,25.31346741936619,4.03667073116687,2.5792447265580773,5.9673369416466375,8.385277247548213,6.33674091293768,4.700912937246633,6.860074529080572,23.467967929601976,7040390378880.593
OPT,B:facebook/opt-66b,opt-66b,Meta,66000000000.0,300000000000.0,4.545454545454546,True,opt-66b,66000000000.0,300000000000.0,0.6030482877064229,0.6030482877064229,False,8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Olmo-3,B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,7298011136.0,6030000000000.0,826.2525073790187,False,Olmo-3-1125-32B,32233522176.0,5600000000000.0,3.8993882152433548,2.2654180600883995,False,2,True,1.7212664999638956,1.647136805203304,1.7896838687938503,1.9915246489482954,1.8039271229605773,2.203385429102554,1.422007504059912,1.2763022497845957,1.5535675179709025,1.6903344900524502,1.5781953217579063,1.4668093043168595,1.608123658158681,2.1637994998916867,13047710984346.871
Olmo-3,B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,32233522176.0,5600000000000.0,173.73217762002974,True,Olmo-3-1125-32B,32233522176.0,5600000000000.0,2.2654180600883995,2.2654180600883995,False,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
OpenLlama,B:openlm-research/open_llama_7b,open_llama_7b,OpenLM Research,7000000000.0,1000000000000.0,142.85714285714286,False,open_llama_13b,13000000000.0,1000000000000.0,2.0453801633095128,1.6496858156881675,False,3,False,1.239860429094059,1.2167111148715968,1.2602635083267826,1.3197631450105147,1.2669161998798182,1.3758571725673607,1.1477346995404143,1.0980766446221157,1.192900214943394,1.2336510420756241,1.1999963012526107,1.1651298859281878,1.2094361067191692,0.7195812872821767,719581287282.1768
OpenLlama,B:openlm-research/open_llama_3b,open_llama_3b,OpenLM Research,3000000000.0,1000000000000.0,333.3333333333333,False,open_llama_13b,13000000000.0,1000000000000.0,2.7452142240546804,1.6496858156881675,False,3,False,1.6640830623311837,1.5914249895732828,1.7296805137795481,1.929401201188033,1.751386759232633,2.129329786252621,1.385952722310207,1.24809547589526,1.5186388639694006,1.6444097968597895,1.5401246207580503,1.4362264824205635,1.5689774689462666,1.9922491869935512,1992249186993.5513
OpenLlama,B:openlm-research/open_llama_13b,open_llama_13b,OpenLM Research,13000000000.0,1000000000000.0,76.92307692307692,True,open_llama_13b,13000000000.0,1000000000000.0,1.6496858156881675,1.6496858156881675,False,3,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
OpenLlamaV2,B:openlm-research/open_llama_3b_v2,open_llama_3b_v2,OpenLM Research,3000000000.0,1000000000000.0,333.3333333333333,False,open_llama_7b_v2,7000000000.0,1000000000000.0,2.7452142240546804,2.0453801633095128,False,2,False,1.342153538642326,1.3079727555059204,1.3724752818368897,1.461929898923387,1.3824014243394889,1.547638685692407,1.2075549540021593,1.1366196358039933,1.2730644566456584,1.3329618674767718,1.2834411399021801,1.2326750002437794,1.297280162407606,1.026460615926978,1026460615926.978
OpenLlamaV2,B:openlm-research/open_llama_7b_v2,open_llama_7b_v2,OpenLM Research,7000000000.0,1000000000000.0,142.85714285714286,True,open_llama_7b_v2,7000000000.0,1000000000000.0,2.0453801633095128,2.0453801633095128,False,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3,B:microsoft/Phi-3-mini-4k-instruct,Phi-3-mini-4k-instruct,Microsoft,3821079552.0,4900000000000.0,1282.360111407594,False,Phi-3-medium-4k-instruct,13960238080.0,4800000000000.0,4.523838559363892,2.8627614895132667,False,3,False,1.580235928118847,1.519616271058833,1.6351208115039095,1.798894395476017,1.651019529534116,1.9633129172477155,1.3422894028654486,1.222916292176803,1.453700093212736,1.5610663515875125,1.4723242852682208,1.3832651247017296,1.496673324724091,1.7407077843565408,8529468143347.05
Phi-3,B:microsoft/Phi-3-small-8k-instruct,Phi-3-small-8k-instruct,Microsoft,7392274432.0,4800000000000.0,649.3265427513825,False,Phi-3-medium-4k-instruct,13960238080.0,4800000000000.0,3.570119191077462,2.8627614895132667,False,3,False,1.2470892891899512,1.2231814846029625,1.2681708952789974,1.3297014508833505,1.2750468321114583,1.3877789648421264,1.152018872695165,1.1008580927300522,1.198603248924951,1.2406752567290547,1.2059266397305919,1.1699547590605066,1.2156706385751774,0.7412678675698536,3558085764335.2974
Phi-3,B:microsoft/Phi-3-medium-4k-instruct,Phi-3-medium-4k-instruct,Microsoft,13960238080.0,4800000000000.0,343.8336776560189,True,Phi-3-medium-4k-instruct,13960238080.0,4800000000000.0,2.8627614895132667,2.8627614895132667,False,3,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5,B:microsoft/Phi-3.5-mini-instruct,Phi-3.5-mini-instruct,Microsoft,3821079552.0,3400000000000.0,889.8008936297592,False,Phi-3.5-MoE-instruct,6600000000.0,4900000000000.0,3.9557654325785716,3.741710844908689,True,2,False,1.0572076775951689,1.0278811557126633,1.078140474349636,1.1395390237592515,1.1039160580779634,1.180611894505433,1.0158764126410484,0.9679499106859552,1.068178713039753,1.0846591020639729,1.0704513115456338,1.0517676535392697,1.0769991269956747,0.1716230327855066,583518311470.7225
Phi-3.5,B:microsoft/Phi-3.5-MoE-instruct,Phi-3.5-MoE-instruct,Microsoft,6600000000.0,4900000000000.0,742.4242424242424,True,Phi-3.5-MoE-instruct,6600000000.0,4900000000000.0,3.741710844908689,3.741710844908689,True,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-4,B:microsoft/phi-4,phi-4,Microsoft,14659507200.0,9800000000000.0,668.5081473952959,True,phi-4,14659507200.0,9800000000000.0,3.6578917699623608,3.6578917699623608,True,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-4,B:microsoft/Phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,3836021760.0,5000000000000.0,1303.433690636833,False,phi-4,14659507200.0,9800000000000.0,4.551347084027094,3.6578917699623608,True,2,False,1.2442541688634827,1.1696850941045582,1.3003668757004585,1.4774975936342964,1.3630618308779001,1.6129841293448595,1.1089472226046013,0.9876732902726658,1.2375707072935571,1.3008627553736736,1.2508363684095525,1.1989063483423215,1.2697739272764879,0.7327625065904482,3663812532952.2407
Pythia,B:EleutherAI/pythia-70m,pythia-70m,EleutherAI,70426672.0,299892736000.0,4258.22671274315,False,pythia-12b,11846072896.0,299892736000.0,6.492840799401247,1.0949092247264296,False,8,True,5.9300265745989345,5.073273846031072,6.78804333203314,9.945264440178597,7.090475200345267,14.037289696356167,3.129268055242804,2.169740805334939,4.307492638297461,5.688581569876685,4.5242870863896245,3.5442936297705154,4.827526044136196,14.790079723796804,4435437474027.548
Pythia,B:EleutherAI/pythia-160m,pythia-160m,EleutherAI,162323040.0,299892736000.0,1847.505665246289,False,pythia-12b,11846072896.0,299892736000.0,4.858307873417265,1.0949092247264296,False,8,True,4.437178684498833,3.8938542640793314,4.968590307997181,6.8403823812307865,5.153231431142192,9.127732960219682,2.5985022340130186,1.9124885241907539,3.395423468469036,4.285440640664385,3.5378962808876198,2.8840178666157374,3.7353324514482154,10.3115360534965,3092354759445.7075
Pythia,B:EleutherAI/pythia-410m,pythia-410m,EleutherAI,405334208.0,299892736000.0,739.8653508168745,False,pythia-12b,11846072896.0,299892736000.0,3.535512265492429,1.0949092247264296,False,8,True,3.2290460118972826,2.9137168436381984,3.5295676246149505,4.538909960095434,3.6323509254729176,5.695218904027874,2.119627745510278,1.6654504879850243,2.6160759403891576,3.1418553026681946,2.702052077522533,2.3007900333515057,2.8199876271764612,6.687138035691848,2005424121533.294
Pythia,B:EleutherAI/pythia-1b,pythia-1b,EleutherAI,1011782144.0,299892736000.0,296.4005025967329,False,pythia-12b,11846072896.0,299892736000.0,2.5732086516899715,1.0949092247264296,False,8,True,2.3501570665211062,2.1805471609419813,2.50766412464598,3.0122718950339196,2.560689069355289,3.5541851275841423,1.7291455969399998,1.4504030225034286,2.0158218496179394,2.3037265246825678,2.0639028984048533,1.8356731953512433,2.129188389023983,4.050471199563319,1214706890126.2456
Pythia,B:EleutherAI/pythia-1.4b,pythia-1.4b,EleutherAI,1414648192.0,299892736000.0,211.99103614306955,False,pythia-12b,11846072896.0,299892736000.0,2.2904456310260373,1.0949092247264296,False,8,True,2.091904588344588,1.9608404809847728,2.2124648388062296,2.592112158121202,2.252816710186009,2.9902810369624953,1.6048389542685828,1.378760647472108,1.832214150207508,2.056157995661374,1.8699015012961657,1.6898889949299891,1.9208836212128466,3.2757137650337644,982362763348.8368
Pythia,B:EleutherAI/pythia-2.8b,pythia-2.8b,EleutherAI,2775209280.0,299892736000.0,108.061304839684,False,pythia-12b,11846072896.0,299892736000.0,1.8125104158848133,1.0949092247264296,False,8,True,1.6553978859185141,1.5838454170299858,1.7199695568255498,1.9164160001058095,1.7413307827221318,2.1128574027962626,1.3813124656241753,1.245256591622356,1.512133167620103,1.6360272084209002,1.5333055264147963,1.430893934858717,1.561732751399793,1.9661936577555423,589647195530.1572
Pythia,B:EleutherAI/pythia-6.9b,pythia-6.9b,EleutherAI,6857302528.0,299892736000.0,43.73333898795722,False,pythia-12b,11846072896.0,299892736000.0,1.3238444290543843,1.0949092247264296,False,8,True,1.2090905795274078,1.1891325364701841,1.226644868541682,1.2776494593532228,1.2323614705726547,1.3254888650433254,1.1293976610691794,1.0861336546181826,1.1685577420154987,1.2037415015650457,1.1746943884259218,1.1445008476401992,1.1828512995765088,0.6272717385822235,188114237898.89978
Pythia,B:EleutherAI/pythia-12b,pythia-12b,EleutherAI,11846072896.0,299892736000.0,25.315793565753182,True,pythia-12b,11846072896.0,299892736000.0,1.0949092247264296,1.0949092247264296,False,8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Qwen,B:Qwen/Qwen-72B,Qwen-72B,Alibaba,72287920128.0,3000000000000.0,41.50070986532617,True,Qwen-72B,72287920128.0,3000000000000.0,1.3608121809858011,1.3608121809858011,True,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Qwen,B:Qwen/Qwen-14B,Qwen-14B,Alibaba,14167290880.0,3000000000000.0,211.7553754920856,False,Qwen-72B,72287920128.0,3000000000000.0,2.396719653463148,1.3608121809858011,True,3,True,1.761242063344049,1.6759839491836532,1.838572831703665,2.0759900467360826,1.8642343033598716,2.316417516474685,1.437283673753348,1.2792989918784006,1.5910094914575168,1.738115406639256,1.6160468881712726,1.4953443992927,1.6497303586793022,2.283726190032147,6851178570096.441
Qwen,B:Qwen/Qwen-7B,Qwen-7B,Alibaba,7721324544.0,2400000000000.0,310.8274993912754,False,Qwen-72B,72287920128.0,3000000000000.0,2.7263641600494406,1.3608121809858011,True,3,True,2.003483065586912,1.8666040069815646,2.130009699644421,2.5412657752480485,2.198206871440142,2.953325204594547,1.5421742874217708,1.315536682296189,1.7921358198405126,2.0039199629119344,1.8258160758511324,1.6569648274736624,1.8771258789428555,3.010449196760736,7225078072225.767
Qwen1.5,B:Qwen/Qwen1.5-72B,Qwen1.5-72B,Alibaba,72287920128.0,3000000000000.0,41.50070986532617,True,Qwen1.5-72B,72287920128.0,3000000000000.0,1.3608121809858011,1.3608121809858011,True,7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Qwen1.5,B:Qwen/Qwen1.5-32B,Qwen1.5-32B,Alibaba,32512218112.0,4000000000000.0,123.03067069187853,False,Qwen1.5-72B,72287920128.0,3000000000000.0,1.996161315532224,1.3608121809858011,True,7,True,1.4668896585612317,1.43544199507628,1.5049516042400821,1.5653810047664183,1.479910287846256,1.6596075829900485,1.2985116748993513,1.228036207307788,1.362584526641175,1.4233245320838486,1.3613124288194483,1.2980990993864574,1.3752328790094055,1.400668975683695,5602675902734.78
Qwen1.5,B:Qwen/Qwen1.5-14B,Qwen1.5-14B,Alibaba,14167290880.0,4000000000000.0,282.34050065611416,False,Qwen1.5-72B,72287920128.0,3000000000000.0,2.6637367172565907,1.3608121809858011,True,7,True,1.9574609593271908,1.8711151751185906,2.0463469226846263,2.2714959284897125,2.0328781802427867,2.5465667623081307,1.5622349590029272,1.396125538984444,1.7215789770745977,1.8865731761825713,1.7386342360675888,1.5935828824547145,1.7723373581265893,2.8723828779815723,11489531511926.29
Qwen1.5,B:Qwen/Qwen1.5-7B,Qwen1.5-7B,Alibaba,7721324544.0,4000000000000.0,518.0458323187923,False,Qwen1.5-72B,72287920128.0,3000000000000.0,3.2888238200267734,1.3608121809858011,True,7,True,2.4168095097769373,2.268291783246696,2.5672866011082323,2.9816370746191483,2.5636142054934465,3.481947389939658,1.7882128554177448,1.529272480197226,2.0463237327565276,2.317848683700976,2.078939360627513,1.8511975495342423,2.1359869778355667,4.2504285293308115,17001714117323.246
Qwen1.5,B:Qwen/Qwen1.5-4B,Qwen1.5-4B,Alibaba,3950369280.0,2400000000000.0,607.5381388142022,False,Qwen1.5-72B,72287920128.0,3000000000000.0,3.4408838487012816,1.3608121809858011,True,7,True,2.528551622905548,2.3090384316638137,2.7414551291198457,3.4316266258571724,2.8399079151029505,4.1712161273668045,1.7902692952422214,1.4534824268880313,2.1693657743162804,2.515393454376394,2.2242204810033264,1.954816327933674,2.3066474090914943,4.585654868716643,11005571684919.943
Qwen1.5,B:Qwen/Qwen1.5-1.8B,Qwen1.5-1.8B,Alibaba,1836828672.0,2400000000000.0,1306.5998133548298,False,Qwen1.5-72B,72287920128.0,3000000000000.0,4.489259741153901,1.3608121809858011,True,7,True,3.298956170352466,2.9430006654686895,3.6456177078824723,4.83678619539785,3.8054517803658503,6.188745973173208,2.1229704990895177,1.6300568900558474,2.698143529510979,3.2614696887370895,2.7869267792780907,2.3612331916597316,2.9189943731895753,6.896868511057398,16552484426537.754
Qwen1.5,B:Qwen/Qwen1.5-0.5B,Qwen1.5-0.5B,Alibaba,619570176.0,2400000000000.0,3873.6532082525546,False,Qwen1.5-72B,72287920128.0,3000000000000.0,6.547834574633344,1.3608121809858011,True,7,True,4.811710731373639,4.152550452952468,5.46326715973885,7.8722099024618934,5.764848032125156,10.833439272530425,2.7039597937850335,1.9212606972961528,3.6735353683248917,4.715289194420658,3.8382374223689615,3.087159396801716,4.076266190924448,11.435132194120916,27444317265890.2
Qwen2,B:Qwen/Qwen2-72B,Qwen2-72B,Alibaba,72706203648.0,7000000000000.0,96.27789168981808,True,Qwen2-72B,72706203648.0,7000000000000.0,1.8536974404043092,1.8536974404043092,True,4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Qwen2,B:Qwen/Qwen2-7B,Qwen2-7B,Alibaba,7615616512.0,7000000000000.0,919.1639296661056,False,Qwen2-72B,72706203648.0,7000000000000.0,4.058417656689632,1.8536974404043092,True,4,True,2.1893635758619,2.0440177303587146,2.3235591082822777,2.7489978399784816,2.3685768730385046,3.199346909936279,1.6523637924200225,1.4063542381299408,1.901957041347079,2.1496644949641635,1.9435187906291682,1.7454845924966833,1.9998241781012138,3.5680907275857003,24976635093099.902
Qwen2,B:Qwen/Qwen2-1.5B,Qwen2-1.5B,Alibaba,1543714304.0,7000000000000.0,4534.517806735306,False,Qwen2-72B,72706203648.0,7000000000000.0,7.064653912364053,1.8536974404043092,True,4,True,3.8111148876718426,3.3893418458501006,4.218554241761792,5.621312039555986,4.359056861711195,7.2833594775708335,2.3571613574367323,1.7900040373873802,2.997103676637947,3.6938830387995902,3.109787554736401,2.5884670061801356,3.2651826441577896,8.433344663015529,59033412641108.7
Qwen2,B:Qwen/Qwen2-0.5B,Qwen2-0.5B,Alibaba,494032768.0,12000000000000.0,24289.886779332013,False,Qwen2-72B,72706203648.0,7000000000000.0,12.790658585451999,1.8536974404043092,True,4,True,6.900078894569895,5.981553071438749,7.893060977704368,11.08774924116776,7.924423024419854,15.647776249771672,3.5510671947465817,2.501758821234411,4.754507330792896,6.338892624360384,4.98833986332306,3.8634784605872823,5.302649094913316,17.700236683709687,212402840204516.25
Qwen2.5,B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,494032768.0,18000000000000.0,36434.83016899802,False,Qwen2.5-72B,72706203648.0,18000000000000.0,14.843925389361603,2.622065925099272,False,7,False,5.661156436713013,4.862989792150135,6.457483227831634,9.367230162158908,6.737527493615048,13.10318006788815,3.0375813774097025,2.1263689356884337,4.146598969315087,5.436546285207853,4.349724451383626,3.429295819227512,4.633421232672153,13.98346931013904,251702447582502.72
Qwen2.5,B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,1543714304.0,18000000000000.0,11660.188645890788,False,Qwen2.5-72B,72706203648.0,18000000000000.0,9.99299448360288,2.622065925099272,False,7,False,3.8111148876718426,3.3893418458501006,4.218554241761792,5.621312039555986,4.359056861711195,7.2833594775708335,2.3571613574367323,1.7900040373873802,2.997103676637947,3.6938830387995902,3.109787554736401,2.5884670061801356,3.2651826441577896,8.433344663015529,151800203934279.53
