sample,scheme,alpha,beta,diff,se_diff,z,p,ci_lo,ci_hi,B,ces_rho,ces_sigma,ces_E,ces_A,ces_B,ces_Mstar,obj_u,obj_r,qLR_laplace
n240,pairs,0.34731050246601725,0.3671724309236887,-0.01986192845767143,0.0293087862067892,-0.6776783015691907,0.49797568714727714,-0.09101447626815891,0.02126712193547803,300,0.3569904905423824,0.7369248399082774,1.8178857095025167,560.9068916607569,1749.7006259259201,24.20999880231506,0.0010182740178006006,0.0010221751918937962,1.835444702588383
n240,cluster,0.34731050246601725,0.3671724309236887,-0.01986192845767143,0.06603346153027322,-0.30078581369788826,0.7635778267914828,-0.11125517656038095,0.1434012217713322,300,0.3569904905423824,0.7369248399082774,1.8178857095025167,560.9068916607569,1749.7006259259201,24.20999880231506,0.0010182740178006006,0.0010221751918937962,1.835444702588383
n245,pairs,0.3493128937894458,0.4530492945435715,-0.10373640075412571,0.05777256520447755,-1.795599700081966,0.07255820362987954,-0.23271000576406511,-0.002860916419495451,300,0.3812053158424134,0.7240053224021139,1.866638153619027,849.4331973909393,2913.759218321586,25.368468128460457,0.0018260105230693312,0.0019122187762207704,22.60403600732661
n245,cluster,0.3493128937894458,0.4530492945435715,-0.10373640075412571,0.1131339388241218,-0.9169344038785257,0.35917701447714356,-0.2586578107849864,0.1488989190508112,300,0.3812053158424134,0.7240053224021139,1.866638153619027,849.4331973909393,2913.759218321586,25.368468128460457,0.0018260105230693312,0.0019122187762207704,22.60403600732661
