key,dataset,subset,estimator,role,n_obs,n_runs,n_clusters,cluster_unit,B_boot,B_failed,objective,N_center,D_center,N_min,N_max,D_min,D_max,M_min,M_max,sd_offpath,corr_lnN_lnD,translog_r,translog_r_lo,translog_r_hi,translog_tau,translog_tau_lo,translog_tau_hi,share_boot_r_undefined,N_convention,D_definition,loss_units,eval_set,rmse_lnL,E,se_E,E_lo,E_hi,A,se_A,A_lo,A_hi,B,se_B,B_lo,B_hi,alpha,se_alpha,alpha_lo,alpha_hi,beta,se_beta,beta_lo,beta_hi,a,se_a,a_lo,a_hi,gamma,se_gamma,gamma_lo,gamma_hi,sigma_star,se_sigma_star,sigma_star_lo,sigma_star_hi,A_norm,se_A_norm,A_norm_lo,A_norm_hi,B_norm,se_B_norm,B_norm_lo,B_norm_hi,sigma_min,se_sigma_min,sigma_min_lo,sigma_min_hi,sigma_max,se_sigma_max,sigma_max_lo,sigma_max_hi,alpha_minus_beta,se_alpha_minus_beta,alpha_minus_beta_lo,alpha_minus_beta_hi,Mstar_1e21,se_Mstar_1e21,Mstar_1e21_lo,Mstar_1e21_hi,Mstar_1e23,se_Mstar_1e23,Mstar_1e23_lo,Mstar_1e23_hi,Mstar_1e25,se_Mstar_1e25,Mstar_1e25_lo,Mstar_1e25_hi,boot_file,ord
gadre|C4_indist,gadre,C4_indist,huber,robust,34,34,34,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.0005555834645044621,109341707.43179506,5473156922.517886,10569312.0,6889410560.0,52846560.0,137788211200.0,5.0,640.0,1.4580789950423096,0.6947864909248527,-1.0102957518381963,-1.1423192119626386,-0.8873845162310632,-0.0049653109621725375,-0.06587979035091582,0.05769939772643311,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",in-distribution Paloma (paloma_c4_en),0.029780669081227198,1.5935800855774598,0.30701425248271924,0.6501912891619682,1.883971860912884,133.88400189383896,309.1478415677667,34.23560597512495,601.457021146412,183.77819907368158,9347.753438227053,52.24028270316589,1577.8425275191646,0.2586013078543726,0.052863450338174904,0.16206126557701206,0.3631767633494636,0.24518621614271946,0.05033375731915997,0.17000377320133955,0.34704067303283415,0.4866857642630601,0.07836657369406297,0.3304732356231326,0.6388433677188916,0.1258575751525322,0.0147202996671041,0.09026094675715933,0.15756346386724707,0.7987898257465407,0.0191756158840302,0.7600132950720992,0.8356489561268339,1.1165756446357802,0.32341019650622227,0.7246106833095103,1.8701871404836217,0.7526833145778994,0.24981053139578113,0.5091090605614331,1.301576951592794,0.7985015401860662,0.02398694007806754,0.7392674500725658,0.8262460505305088,0.8009438727486413,0.01737045309419568,0.7642311622246806,0.8379287575572617,0.013415091711653115,0.08315085642624956,-0.11720508616067209,0.18478171653511855,9.834635800852697,341.62108397373146,1.257659054550327,289.84257812479814,11.117707007082315,6316.495697367923,0.43682507147691646,1287.8503141625474,12.568173504158674,118300.86712462586,0.13591080304743916,4763.866688953253,data/processed/m2_techpanel/boot/gadre__C4_indist__huber.npy,5
gadre|C4_indist,gadre,C4_indist,nls,robust,34,34,34,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.01242095342604318,109341707.43179506,5473156922.517886,10569312.0,6889410560.0,52846560.0,137788211200.0,5.0,640.0,1.4580789950423096,0.6947864909248527,-0.9793716801183476,-1.047770334063743,-0.8881907902368527,0.010075709272590426,-0.022930502365439906,0.05897627058037423,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",in-distribution Paloma (paloma_c4_en),0.02703043320368758,1.4935965146478505,0.3380833822276574,0.3796626382775266,1.7244227441384394,124.75725245206064,88.25413672622587,22.762093693857807,337.47901483382225,140.4504602586257,539.9878929418072,57.28051354591671,852.9252116918236,0.2577547932036765,0.051904889361031936,0.12487359400839948,0.32467935721574587,0.22296450703795684,0.037976931617991726,0.17036497584550947,0.31965977791222333,0.46381434430838087,0.07943160728084023,0.36363592710768433,0.6717915785524483,0.11955037040210552,0.013726637054753495,0.08379584089510878,0.14283161277573211,0.806217777160516,0.01731160140530589,0.7749826108967828,0.8431450525242365,1.0568910420222317,0.3564948390864964,0.8105088677707739,2.1651301365865816,0.9467640393921203,0.16834063686486622,0.6513727418278951,1.3160155258441342,0.8045118832531548,0.017938112121223856,0.7698926348210275,0.8300596518616906,0.8110376085494232,0.01672555212422329,0.7836709333940244,0.8563352655275663,0.034790286165719664,0.07397709071809448,-0.14161284931729398,0.1339230434289864,26.03634107035592,33.90821937612318,2.220097290506431,125.04313687966975,36.3347833354372,127.9943157425718,0.4647331618858829,488.31739659768164,50.70668249680896,550.3368935720376,0.09291670315087032,1617.720958420721,data/processed/m2_techpanel/boot/gadre__C4_indist__nls.npy,5
gadre|C4_Nnonemb,gadre,C4_Nnonemb,huber,robust,34,34,34,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.0005041105795084936,79432604.38231723,5473156922.517886,5727840.0,6682841088.0,52846560.0,137788211200.0,5.717307139788984,1180.9617028408616,1.5477620743294394,0.6956521401534038,-1.0110100359509206,-1.1377155284144669,-0.8998071454759953,-0.005472504727515482,-0.06303562678527977,0.05257050922902844,0.0,non-embedding (open_lm params_no_embed),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.029107765296907645,1.5959044905699407,0.2992896388427959,0.7038861504285451,1.8203278283785098,67.50978889823261,39.55198367205058,22.779757509187828,181.8985740464818,224.32062587771594,2162.2860324268318,62.85717268134362,1565.8909225129064,0.22447795080358882,0.039869624579205926,0.1345087043791555,0.29546124653050637,0.25703177783778386,0.043793045915759374,0.1799568307174006,0.3519789686752965,0.533803914124486,0.06949107159971969,0.4077767166169885,0.6843139630464078,0.11982720877359952,0.013192907598624796,0.08578482025834809,0.13790884907945503,0.8059609748517893,0.016155163228581567,0.7743692886200463,0.8376106376828951,1.1376042542639073,0.31627580210479644,0.8242131320744406,2.038751874738832,0.704421507666562,0.17186244234458245,0.5176022790152913,1.1357984605667533,0.8010818868991049,0.01911423013641577,0.7560950142328244,0.8297624896516282,0.8073398315169239,0.01656373322042317,0.7890836225893653,0.8489145926455698,-0.03255382703419504,0.06732295311368244,-0.14945716294856748,0.08831965853216701,11.04701615596289,172.89965946958424,1.3449995345867514,118.67890605869897,8.091505481166458,1007.0248787066477,0.3248492555555839,273.0342876849123,5.926709984614855,6011.722158974784,0.07817882007496711,522.6358539126644,data/processed/m2_techpanel/boot/gadre__C4_Nnonemb__huber.npy,6
gadre|C4_Nnonemb,gadre,C4_Nnonemb,nls,robust,34,34,34,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.011455204717597927,79432604.38231723,5473156922.517886,5727840.0,6682841088.0,52846560.0,137788211200.0,5.717307139788984,1180.9617028408616,1.5477620743294394,0.6956521401534038,-0.9700821876852032,-1.044982637296015,-0.8700326583155923,0.015169759830137866,-0.019597851076461843,0.06831667951060041,0.0,non-embedding (open_lm params_no_embed),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.025958343006120654,1.4736118169178223,0.41100948013532274,1.654207643751713e-09,1.7276661472103294,57.67992695872125,31.123766956081354,15.25986896914273,134.50784226736602,164.49492920727113,2095.270357529881,77.70223623621247,3620.3046798909922,0.21720833946969959,0.046312289242200017,0.0954671749651149,0.27628793394942547,0.23255414035793756,0.04885678713554526,0.18564050578078817,0.3961966675503524,0.5170598944737664,0.08466907057482656,0.4212772721703111,0.7368285852714394,0.1123097210850249,0.015046437015866372,0.07026528293523028,0.1361526408045526,0.8164056787010298,0.01830255004549729,0.7810472827216087,0.8549231758466612,1.1093768018864516,0.4327906199707703,0.8591519339453731,2.6137746221252343,0.8943035841045538,0.1571304980544232,0.5327254762443101,1.1896778306773912,0.8145380315375546,0.022664129293358974,0.7384788494339254,0.8400516622918984,0.8174371136426409,0.01931036729349571,0.794153433028724,0.8743192334459853,-0.015345800888237976,0.07739198262140289,-0.2218079461111603,0.07348335557308369,29.223344495840063,40.69906752944702,1.608508093567281,127.99981407321536,24.97412837663891,98.14518182585942,0.20760521277073246,303.39778885393434,21.342768903868112,259.19280725830936,0.03738715526503405,504.89427391605636,data/processed/m2_techpanel/boot/gadre__C4_Nnonemb__nls.npy,6
gadre|C4_wls,gadre,C4_wls,nls,robust,34,34,34,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.015559740138193086,109341707.43179506,5473156922.517886,10569312.0,6889410560.0,52846560.0,137788211200.0,5.0,640.0,1.4580789950423096,0.6947864909248527,-0.92900872167991,-1.035183702654707,-0.820154730001017,0.03556609373425204,-0.0159058168187214,0.09689329187550265,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val (inverse-variance weights from token-level 95% CIs),0.02731110116383972,1.3546818356367551,0.4437706941478899,4.51873804045811e-10,1.797496277062992,85.20971089969626,77.05328970789778,16.988725576156188,269.5229219603643,122.36866476908598,18945.594332814297,61.438062707292,33787.961795027186,0.23342385678007477,0.05550460299363612,0.10802631946932112,0.31110067373234873,0.21408147548854942,0.06993673111630687,0.16886954742734792,0.5047189439633085,0.47838865830551186,0.08981704380058178,0.3721680659728115,0.7194559682939637,0.11166732566151792,0.018984619218521157,0.07229389849245171,0.15225634882641048,0.8171585874120136,0.026946735789599156,0.7458807419527403,0.8614181980212254,1.1325169080266517,0.42149756918385095,0.8457215042171806,2.478676763552234,1.0066856616070705,0.22717292137448064,0.4134372359858773,1.4401658163498083,0.8161524802717077,0.03426648750883493,0.6844996680280556,0.8524119027040409,0.8196058125980553,0.022783869787677814,0.7764232689678303,0.8722393706703302,0.01934238129152535,0.09338256861695168,-0.2914901650090526,0.13158778394918574,25.622899769095838,98.56323539323341,1.2963089200445752,178.27783060616227,31.26609509929255,652.6679008484684,0.29563619013329706,394.334640002201,38.152149505617835,4631.884104485432,0.04256840454423464,1219.6216783458813,data/processed/m2_techpanel/boot/gadre__C4_wls__nls.npy,7
gadre|RedPajama,gadre,RedPajama,huber,primary,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",400,0,0.00042651082715389215,113562413.34651884,6487987895.269007,10569312.0,6889410560.0,52846560.0,921468928000.0,5.0,640.0,1.473648619295586,0.7064561252726423,-1.0642208720774742,-1.1813995201212908,-0.9497753466574939,-0.031061834555985154,-0.08062012468222964,0.025660234456253577,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.02931826526889555,1.7202448247971178,0.18593746296346125,1.0413299815170267,1.8046790776691606,106.09099744668306,32.52539445248112,32.77637421414628,165.67642793212573,297.9755366663572,111037.40157369792,171.40701666734077,1668.2749582970428,0.2430844840250033,0.026770489441872988,0.1520777319089689,0.27317132044281506,0.2730054395853262,0.041756408546765225,0.24421273876256688,0.3593450016629468,0.5289881222161921,0.04461379223148137,0.48509688984402255,0.6627708964679879,0.12858880474427845,0.009107156666988482,0.10018957885670662,0.13896333185998475,0.7948841498996213,0.01303751966459686,0.7748919715983206,0.8243488407496522,1.1683581245616899,0.18945855342247142,1.0515114373814214,1.7647252130534687,0.6243400550937055,0.07599589374547046,0.49448606051694255,0.7694058874011351,0.7896884009524868,0.02003869831869839,0.7474221002710427,0.8065268951383208,0.7959467951583606,0.011366744510620185,0.7863131715924483,0.8322343113871378,-0.0299209555603229,0.05534437138820299,-0.16688958333074838,0.015546613375438325,5.768457505876663,3.232341103235136,1.2164755443810829,13.329280567943933,4.416794657590608,4.274607506708947,0.30672598203660306,12.97851421950256,3.381852952448195,5.958186825830841,0.07741106233461804,14.038248186740864,data/processed/m2_techpanel/boot/gadre__RedPajama__huber.npy,8
gadre|RedPajama,gadre,RedPajama,nls,primary,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",400,0,0.01196062198567552,113562413.34651884,6487987895.269007,10569312.0,6889410560.0,52846560.0,921468928000.0,5.0,640.0,1.473648619295586,0.7064561252726423,-0.9851861189739916,-1.10081967322727,-0.8964405991253842,0.007442212066369426,-0.04716033615800419,0.05417463614777856,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.026143146586958065,1.5273753580329896,0.3565112522097634,3.18721603769188e-09,1.7314899396208292,61.98209965467983,65.57670669362832,19.252696396731878,127.97290091466205,285.28190750466905,1556.442450494827,150.54363042436805,2492.0444379234655,0.2092102568071026,0.03986803686817554,0.10325867132729727,0.25832700073872805,0.2634971213620692,0.035586745084218205,0.2282235213827161,0.3727587090924479,0.5574212155998319,0.06598909301498553,0.47835895358899794,0.7294579134038037,0.11661823566536814,0.013367687826304844,0.0758802403691612,0.13077125135455264,0.8088300369293309,0.014386060671477971,0.7807808111241106,0.8418494501692404,1.279465505819247,0.3669320877256321,1.0622205658494281,2.754653592611559,0.7409885242240684,0.10021469874981279,0.5440947102938434,0.9229630649802318,0.8001037688857661,0.018017046574897055,0.7431328981448385,0.8204425821612116,0.8128232548726411,0.01716880533484274,0.7958160516020866,0.8652251489750682,-0.05428686455496662,0.06125776874319857,-0.19491352915461416,0.021019866139161437,8.067450058941455,17.615835603616286,1.052716910556898,23.107267806539546,4.753915119699007,93.24124543850711,0.1267550658290114,23.90483350850131,2.8013447619988336,513.167901118663,0.016294286122672405,32.25559178852432,data/processed/m2_techpanel/boot/gadre__RedPajama__nls.npy,8
gadre|RedPajama_indist,gadre,RedPajama_indist,huber,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.0007770914040749862,113562413.34651884,6487987895.269007,10569312.0,6889410560.0,52846560.0,921468928000.0,5.0,640.0,1.473648619295586,0.7064561252726423,-1.1327684268277685,-1.5769167424950488,-0.8236150565254898,-0.06045592123962623,-0.2335661539035888,0.09291344162393526,0.02,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",in-distribution Paloma (paloma_redpajama),0.04270691385978452,1.416017515471934,0.30137663456985814,0.3206852351644412,1.5878812903655581,213.14281391030178,431.5083474428826,38.06718534993742,1366.3891343461553,1985.0463194309596,2573.3894035390804,177.25911515416897,8834.348079059479,0.2893166097317562,0.059254480655313774,0.15315452599468746,0.4156959015413914,0.366010862646386,0.060053838032270226,0.22638844745241996,0.4414275121540907,0.5585159757123498,0.08279749081329583,0.3745319915163033,0.6897693581679704,0.16158794857412093,0.017856426915807504,0.1050738837393482,0.17948680450467336,0.7532027671934478,0.01814515743085549,0.7297941251294715,0.805434202939668,0.9957665336210338,0.32643829307258576,0.6133567644324902,2.047588126429076,0.5086649208313511,0.19348550718139682,0.39261040079800774,0.9728896836853266,0.739536346235124,0.021158463097094828,0.7020824958652973,0.7877137682902559,0.7599676649249993,0.021014937933944274,0.7388207520644832,0.8277847084513701,-0.07669425291462978,0.10198609303097016,-0.20802610344580572,0.15928489690274306,7.992185385451624,59.488960141002686,0.7682810424069549,174.4344223973457,4.662315363881907,227.99512818281528,0.15638374212799136,547.6345925463706,2.7198048473522687,1359.2407264666563,0.031845823358136204,1885.8169836152226,data/processed/m2_techpanel/boot/gadre__RedPajama_indist__huber.npy,9
gadre|RedPajama_indist,gadre,RedPajama_indist,nls,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.024215289364145555,113562413.34651884,6487987895.269007,10569312.0,6889410560.0,52846560.0,921468928000.0,5.0,640.0,1.473648619295586,0.7064561252726423,-0.9970670588736188,-1.139266318516347,-0.8880837017903391,0.0014286374454172066,-0.0639313992206012,0.058807848451142286,0.01,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",in-distribution Paloma (paloma_redpajama),0.03719853250880097,1.2556311059305911,0.3166779872916782,3.551009861816974e-10,1.441853256467501,188.1034577036347,190.39305470255337,24.42372805631427,568.6883354685123,743.5176689629541,19266.80945386436,305.2112650206745,18049.00741401337,0.2857774512632477,0.05723209611791229,0.127531936248718,0.3612920441794513,0.30541618378101437,0.051747770030529286,0.2575424166120403,0.4625405521390347,0.5166093910299764,0.0778133925811154,0.4254875522248855,0.7294857588577687,0.14763531506720518,0.017624063764325303,0.09644792645755682,0.1683087138556854,0.7718450574095503,0.017700442226394587,0.7314969566259122,0.8076580130659997,0.9384094264706454,0.34443540275048395,0.7211468107633029,2.2875373565955264,0.7490556653463133,0.11366632927517181,0.45545163937588623,0.9468249497929155,0.7692744154402313,0.022663445677797777,0.6970497216806126,0.7880433483820874,0.7736377643866487,0.022540103035253847,0.7571299418669342,0.847137719256094,-0.019638732517766655,0.09099783344555139,-0.2868956996648564,0.09602165052113336,27.873251057406787,21.959927633393214,1.8795905435956086,87.49661018118687,23.919387934186904,40.029219321868254,0.21586983692134853,149.31018784900394,20.526386318114533,82.17959473646489,0.03331117050049032,342.8877080510033,data/processed/m2_techpanel/boot/gadre__RedPajama_indist__nls.npy,9
gadre|RedPajama_Nnonemb,gadre,RedPajama_Nnonemb,huber,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.0004112977207499811,82937212.80305423,6487987895.269007,5727840.0,6682841088.0,52846560.0,921468928000.0,5.717307139788984,1180.9617028408616,1.569620760041405,0.7069996344540997,-1.0471404375174642,-1.1855842341692733,-0.9173866927329365,-0.022749230653367414,-0.07538701998328513,0.04278420647406492,0.0,non-embedding (open_lm params_no_embed),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.028705234829421188,1.6084545090678213,0.2198995661763464,1.0305657927252598,1.7123780999119567,46.990626103140706,11.47795499753433,21.016650427631447,67.24792391901292,323.89273247441116,188010.31963637302,184.50784260275253,1470.9446159952258,0.19633396223295532,0.021928897055494518,0.13419971027966146,0.221894194099604,0.2781535696120288,0.046946006061206996,0.24387590105294843,0.3463249388711051,0.5862189224034279,0.04213689748858268,0.5363170848128181,0.7299309274391645,0.11509468377139838,0.00969421975368203,0.09133255936563206,0.12497948831996465,0.8082481621997889,0.015255117245801664,0.7949281763185639,0.8310024400341529,1.3100617866499136,0.2197331170224612,1.166129937904712,1.8366848365491288,0.6041263419677162,0.07952321016320608,0.49710971766204903,0.747118323393178,0.7936180541598501,0.02341621525899085,0.766207920221468,0.8110549653583967,0.8133957085656041,0.010803779979107878,0.8030427374311783,0.8485633208695839,-0.08181960737907348,0.05246371812243636,-0.18735919153761577,-0.03420984642535876,4.836807839685887,3.9849633460087643,1.1787053506471308,12.812292483533653,2.1861660423798823,2.9220437295885446,0.12866343555581944,7.461180745081381,0.9881149144774162,2.5181498965673326,0.018844222653557362,5.33599799813293,data/processed/m2_techpanel/boot/gadre__RedPajama_Nnonemb__huber.npy,10
gadre|RedPajama_Nnonemb,gadre,RedPajama_Nnonemb,nls,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.011341317135564246,82937212.80305423,6487987895.269007,5727840.0,6682841088.0,52846560.0,921468928000.0,5.717307139788984,1180.9617028408616,1.569620760041405,0.7069996344540997,-0.9757309887306177,-1.105262904652002,-0.8744222445580921,0.012187421067691885,-0.04823578475452022,0.06280009760567845,0.0,non-embedding (open_lm params_no_embed),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.02545732242183748,1.4157906082135017,0.39231120823757876,8.842242742621422e-10,1.6607801710044072,31.998616305614146,14.16120984972022,12.869452226767851,60.23877050684987,287.5839514097855,1838.491479352582,153.20471901152368,2700.0374332480856,0.1716310885178114,0.036145218290866636,0.08456721350140906,0.2207379413816895,0.264025374603615,0.037569913710529465,0.2279532942954374,0.3755813222875617,0.6060403022875062,0.06961782811184627,0.5073511313581103,0.7883316811411701,0.10401535676726814,0.013930478778564832,0.06579456298748562,0.11915537465152308,0.8211338627931507,0.01373826404905743,0.791260753518455,0.8448664723562886,1.3996763141468238,0.4045397898064525,1.0825735385080253,2.805355042044929,0.738105803495802,0.0945569385215208,0.5209639248768201,0.8927601454977566,0.8065114794047155,0.01952795144343107,0.7502755297206238,0.8268891820445016,0.830340041296292,0.018715648500857072,0.8109941138772206,0.8779265754323692,-0.09239428608580363,0.06096405131544739,-0.23710177846721514,-0.006605730929771159,8.870655734074855,7.861490714505316,1.3519709651393468,31.26173078023035,3.340369546565728,7.842771567441391,0.10611002161985816,27.394571975079852,1.2578628956100995,8.225247170584211,0.008714488887708883,21.139447715480603,data/processed/m2_techpanel/boot/gadre__RedPajama_Nnonemb__nls.npy,10
gadre|RedPajama_wls,gadre,RedPajama_wls,nls,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.0159849005141492,113562413.34651884,6487987895.269007,10569312.0,6889410560.0,52846560.0,921468928000.0,5.0,640.0,1.473648619295586,0.7064561252726423,-0.9360783389480921,-1.0711587981915116,-0.835855866812665,0.03283643461240294,-0.03419639834699841,0.0881166073771003,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val (inverse-variance weights from token-level 95% CIs),0.02658345780128185,1.3547980055390272,0.4906045685557226,2.0145264193014545e-10,1.790444153300812,46.37626587214912,45.71612932253828,14.226690203544713,162.2274793354102,214.49245803313198,33069.27658856541,116.44249475137173,7617.896480909663,0.1890317256402339,0.050682741049662354,0.09193408730102945,0.2742323578022329,0.24642079184019525,0.05219283814529234,0.20811922890259169,0.42802467302572983,0.5658958943813439,0.08208108621948826,0.4627816199272236,0.7892204468521887,0.106972277447629,0.01814294133172231,0.06849912011318494,0.13376521542591724,0.8212026248284561,0.021805333381580354,0.7790035137591248,0.8617319006152128,1.3918770620142098,0.4786560751200247,0.9874542874131828,2.8968827948379663,0.8194153640379611,0.15528913036343037,0.4705689965115214,1.1119505611717058,0.8123132109114389,0.02857947242772059,0.7168066445227564,0.8454051309356752,0.8257095614421727,0.023951659759499398,0.7950285828139978,0.8779004711710547,-0.05738906619996134,0.07832387464007451,-0.2745475517880473,0.03717318894375979,8.290784625496942,10.495226230698838,0.7985588462973933,36.19709786902847,4.51868487895881,19.34992437333025,0.06759849476864925,26.50625679834808,2.462796219858035,42.9280997865579,0.004373433608237354,35.068613313242025,data/processed/m2_techpanel/boot/gadre__RedPajama_wls__nls.npy,11
gadre|RefinedWeb,gadre,RefinedWeb,huber,primary,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",400,0,0.00047572550163028546,113562413.34651884,6360762409.924647,10569312.0,6889410560.0,52846560.0,460734464000.0,5.0,640.0,1.4653983655513654,0.7053723042137484,-1.0073789532562873,-1.1194415711093202,-0.8677658760346748,-0.0036593853307339136,-0.056167357747135105,0.07033460783927395,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.026619917490948747,1.701339657327039,0.23742733845545314,1.1337884815204882,1.9111954553220798,76.77424473062139,42.1649399371235,29.300874869396146,187.2242285150807,384.16045942692216,5010.44442338204,131.15710835318103,2438.665495040077,0.22258715014767597,0.0354087418525919,0.15113767145270496,0.28493752107474196,0.2897728966928455,0.03830174905835825,0.22824602497773838,0.3812352404195312,0.5655649742397673,0.05489921766906819,0.4587973509286858,0.6795559873852421,0.1258874958393736,0.012307500800549523,0.09965175704740295,0.14896875208675137,0.796064243465083,0.01465881912368486,0.7624384473277072,0.8231875472635873,1.2365846078838791,0.24846970236975352,0.9475832050030689,1.81721344640795,0.5542700486039858,0.08804269424252983,0.44719890463819656,0.7943651933229067,0.7838636187051601,0.018301072128385488,0.7343907337731307,0.813593414797924,0.7994661809200062,0.014888914752456853,0.7749615360506154,0.8352834611930819,-0.06718574654516954,0.05688068727834876,-0.17411122309502647,0.04334943317937999,3.351168155397708,5.047542368435284,1.1557800247432877,18.867448175522398,1.8320457871581293,6.640777450549985,0.26376747895466063,24.820337289429087,1.0015587432811233,10.459064934354698,0.06483059829229862,34.98241371155772,data/processed/m2_techpanel/boot/gadre__RefinedWeb__huber.npy,12
gadre|RefinedWeb,gadre,RefinedWeb,nls,primary,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",400,0,0.009642177704574047,113562413.34651884,6360762409.924647,10569312.0,6889410560.0,52846560.0,460734464000.0,5.0,640.0,1.4653983655513654,0.7053723042137484,-0.980891169064494,-1.064282184980104,-0.8618009251433009,0.009591715131581264,-0.031032501280901927,0.07257400687126062,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.02347299689256828,1.6313227615869124,0.3577521945233563,0.1497547566514861,1.8452291300264467,70.5107524138899,41.18709955874294,16.459605798230868,154.46594357763178,257.62283828984323,6774.468328665976,145.2699089188028,3968.1451731971088,0.2216414960919296,0.042258496430887645,0.10054695441721334,0.2761206361927385,0.2599341747139095,0.04263985466029289,0.22667441491730128,0.40012046733867085,0.5397576963947361,0.06931949180151878,0.4619670445778936,0.7446222952449219,0.11963270335606285,0.015007898176415424,0.07410836177195063,0.13785743159874236,0.805939558293035,0.016497245184498466,0.7723398363835419,0.8427398543444922,1.1557957627297966,0.3692809838554003,0.933539937000469,2.7441183307380124,0.728982821405152,0.09271236299399785,0.4933890953335353,0.8763262381118849,0.8003105819674607,0.02073123511142885,0.733664252477638,0.8217069067953928,0.8085062739451423,0.018733422228269955,0.7879720137798959,0.8658653502045223,-0.03829267862197991,0.06686480633422433,-0.22526877487831629,0.03798342619137299,10.387842767865747,8.110124057759622,1.213621260989209,30.455902184814217,7.202687653276698,12.99850252503883,0.14239939147567643,35.17395655814413,4.994175459716107,23.0661224584888,0.014852102181713159,42.43313251103532,data/processed/m2_techpanel/boot/gadre__RefinedWeb__nls.npy,12
