corpus,conv,sample,scheme,statistic,estimate,pop,se,ci_lo,ci_hi,n_draws,n_obs,n_widths,bw_hx,bw_hz,bw_mx,bw_mz
edu,P,main,wild,a_kappa,0.6141315800316999,0.6141315800316999,0.004049351301958867,0.6068023760850154,0.6215822606876887,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_kappa_Ppath,0.6682131838614973,0.6682131838614973,0.014421344900798964,0.6411304007906757,0.6926307369041925,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_chin_Ppath,0.7266604971554451,0.7266604971554451,0.013568158320745979,0.7002890632004547,0.7514905299943471,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_mf_P,0.6656266586299756,0.66714604922571,0.004260538896971851,0.6592003876551609,0.6734075392919682,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_mfid_P,0.6656266588010884,0.6671460491230897,0.004260538918352743,0.6592003877489857,0.6734075393103169,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_mfslope_P,,,,,,0,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_mf_P6,0.6651835135722938,0.6677018621429281,0.0029624311506920627,0.6600044495434569,0.6707095509706336,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_mfid_P6,0.6651835130454646,0.6677018621267073,0.0029624311341437124,0.6600044492896681,0.6707095503967774,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,wild,sig_mfslope_P6,0.631242434754341,0.6459825908877715,0.006674666159769537,0.6262190118825839,0.6522428884046562,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_chin,0.7198990609785932,0.7198990609785932,0.019034939205398407,0.6827872769442714,0.7568638446570084,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_kappa,0.6621583106378347,0.6621583106378347,0.014246914787234883,0.6344246161237816,0.6867477157947658,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_chin_nls,0.7172337692552757,0.7172337692552757,0.018721538777020447,0.6822162317474675,0.7510922659651299,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_kappa_nls,0.6691935443270791,0.6691935443270791,0.025436407475981505,0.626403705325056,0.7144214664344724,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,kappa,0.35794954351119285,0.35794954351119285,0.15574835078880409,0.07633274746834873,0.5392542851414106,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,kappa_nls,0.46509356583165296,0.46509356583165296,0.1347053917483144,0.22762517548508476,0.6435497698721493,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,alpha,0.2790729796022007,0.2790729796022007,0.030777474079386715,0.22844744090542857,0.3306588480897674,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,beta,0.4990942780148665,0.4990942780148665,0.05508316164536441,0.38702842545034843,0.596463466476657,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,a1,0.39375006483880354,0.39375006483880354,0.020746894876480345,0.3556722727121065,0.4331866314080327,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,b1,0.6266756669978443,0.6266756669978443,0.04858912374418066,0.5446511559996484,0.7124274539538518,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,a_chin,0.6413714701171206,0.6413714701171206,0.02720410467222136,0.5884990579752725,0.6911940347903476,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,a_kappa,0.6141315800316999,0.6141315800316999,0.013109665381875734,0.5927638617233225,0.634969680380905,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_kappa_Ppath,0.6682131838614973,0.6682131838614973,0.013705327977121196,0.6413705214507999,0.6922955912245193,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_chin_Ppath,0.7266604971554451,0.7266604971554451,0.018583672627948657,0.690355031328175,0.762532796522496,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_mf_P,0.6656266586299756,0.66714604922571,0.008298538591936008,0.6520835727826205,0.6826445826879924,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_mfid_P,0.6656266588010884,0.6671460491230897,0.008298538627866843,0.6520835727179846,0.682644583032777,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_mfslope_P,,,,,,0,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_mf_P6,0.6651835135722938,0.6677018621429281,0.007939526765685006,0.6505060104977948,0.676155857428397,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_mfid_P6,0.6651835130454646,0.6677018621267073,0.007939526756375263,0.6505060099888812,0.6761558569215654,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,main,cr2,sig_mfslope_P6,0.631242434754341,0.6459825908877715,0.009150141031935649,0.616596498694167,0.6531866250734616,999,44,8,0.5888994530112819,0.6786272791121187,0.4,0.6
edu,P,no25,wild,sig_chin,0.7272269232240781,0.7272269232240781,0.01834192305488796,0.6917853720234028,0.760369650525046,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_kappa,0.675072047663063,0.675072047663063,0.007180994644228226,0.6626436908086107,0.6893509066379647,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_chin_nls,0.7192331587609017,0.7192331587609017,0.0,0.7192331587609017,0.7192331587609017,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_kappa_nls,0.686394170975571,0.686394170975571,2.221558218640987e-16,0.686394170975571,0.686394170975571,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,kappa,0.23937794376252758,0.23937794376252758,0.0775841620503592,0.059060587069615034,0.2896184025413593,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,kappa_nls,0.5049566104182963,0.5049566104182963,1.1107791093204934e-16,0.5049566104182963,0.5049566104182963,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,alpha,0.23653673452772214,0.23653673452772214,0.018603196414153568,0.2007079343514182,0.27019950375591695,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,beta,0.5136364729399368,0.5136364729399368,0.0617884400249955,0.39420837608411063,0.6289013413627682,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,a1,0.37431208602881,0.37431208602881,0.013764472491630991,0.3464507677065633,0.40131870346265036,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,b1,0.5883346520838386,0.5883346520838386,0.01932443760619415,0.5508270994413155,0.620197286430272,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,a_chin,0.684690505908371,0.684690505908371,0.027276370562099486,0.638648550809431,0.7485205349529319,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,a_kappa,0.6111636063269887,0.6111636063269887,0.005138277787558978,0.6014712587550407,0.6213067469593392,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_kappa_Ppath,0.6794240131864066,0.6794240131864066,0.007152689287539722,0.6667868506129876,0.693749610455126,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_chin_Ppath,0.7336517096020118,0.7336517096020118,0.017483118736407448,0.7004472597638729,0.7655337096962892,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_mf_P,0.6734034849551088,0.6718690838151729,0.002966832002182291,0.667739377232869,0.6790205911443492,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_mfid_P,0.6734034848586556,0.6718690835375216,0.0029668320124616337,0.6677393770151171,0.6790205908742011,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_mfslope_P,,,,,,0,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_mf_P6,0.6673146060412571,0.6680923846830799,0.0028923296515420025,0.6618702269363951,0.6727976989739535,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_mfid_P6,0.6673146060428583,0.6680923847551178,0.002892329659388796,0.6618702270562165,0.672797698959826,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,no25,wild,sig_mfslope_P6,0.6525594927601307,0.6571264497338617,0.0025778280015116965,0.6479880044191567,0.6575212296262212,999,36,8,0.7321155512487703,0.37437350795472857,0.5,0.4
edu,P,floor4,wild,sig_chin,0.6981508744543253,0.6981508744543253,0.016533794945213676,0.6652903960088131,0.7283895007596795,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_kappa,0.6514396674109635,0.6514396674109635,0.006635833969019998,0.6394204956587896,0.6646108091613206,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_chin_nls,0.694534689905628,0.694534689905628,0.0,0.694534689905628,0.694534689905628,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_kappa_nls,0.6396518092844107,0.6396518092844107,1.1107791093204934e-16,0.6396518092844107,0.6396518092844107,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,kappa,0.185709838079007,0.185709838079007,0.006159535369094269,0.17386453920867945,0.19723705408253236,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,kappa_nls,0.18791104401107142,0.18791104401107142,2.7769477733012336e-17,0.18791104401107142,0.18791104401107142,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,alpha,0.3823000078433762,0.3823000078433762,0.036743036435419894,0.31404908286296757,0.4535167662706692,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,beta,0.4824102907195237,0.4824102907195237,0.0384937064709219,0.4043909871112479,0.5497441144610599,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,a1,0.39422876833362175,0.39422876833362175,0.01613164119502519,0.3629039078225531,0.42377202434169725,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,b1,0.675894375914964,0.675894375914964,0.018860760122607154,0.6384020655323026,0.707938523109133,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,a_chin,0.557886602624327,0.557886602624327,0.01977467221467755,0.5037804386143965,0.5946026948509139,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,a_kappa,0.6316042967088247,0.6316042967088247,0.0076671869501170374,0.6180500934494148,0.6449508028075331,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_kappa_Ppath,0.6573287885873818,0.6573287885873818,0.006724274471494145,0.6450619609539212,0.6705531240734947,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_chin_Ppath,0.7004823048338656,0.7004823048338656,0.01662704278677125,0.667194247010619,0.7306005203753331,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_mf_P,0.6602902804691902,0.6686252377196283,0.0032863669877373357,0.6576398906636393,0.6689975432428167,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_mfid_P,0.6602902800348994,0.6686252375705659,0.0032863670228804277,0.6576398899758042,0.6689975429923267,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_mfslope_P,,,,,,0,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_mf_P6,0.6590865286720874,0.6618880702352866,0.0025074526428473212,0.654023886506596,0.6640950400438065,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_mfid_P6,0.6590865282215231,0.6618880699658721,0.0025074525962214583,0.6540238860869292,0.6640950394903736,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,P,floor4,wild,sig_mfslope_P6,0.6558289982401266,0.6548568791520113,0.0007750117018654679,0.6547172192269393,0.6576080290465558,999,32,6,0.3514520948669739,0.5529797843759491,0.4,0.5
edu,T,main,wild,sig_chin,0.6544959594990754,0.6544959594990754,0.014787845314473738,0.6284357019886888,0.6809366733884664,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,sig_kappa,0.6045332590977668,0.6045332590977668,0.009144173599098322,0.5882805374211094,0.6224735913088657,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,sig_chin_nls,0.6470444288510779,0.6470444288510779,0.013798637917996365,0.6200098296544695,0.6716569323869604,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,sig_kappa_nls,0.6022694880287522,0.6022694880287522,0.01771249355278215,0.5689458442852934,0.6333264155235473,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,kappa,0.45850536442771755,0.45850536442771755,0.11692943924950025,0.2773071077553799,0.6321605109665287,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,kappa_nls,0.5617734483633523,0.5617734483633523,0.07671388628458721,0.4208606988001026,0.6764282634772013,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,alpha,0.5518116531402388,0.5518116531402388,0.02398976257772306,0.5085348026714996,0.5938008705453076,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,beta,0.5039749731526403,0.5039749731526403,0.05340718844990617,0.40200502040212405,0.5996798468648852,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,a1,0.6736851160493866,0.6736851160493866,0.026909488860132936,0.6211708631677892,0.7252067453177871,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,b1,0.6346522994716247,0.6346522994716247,0.04091125907190298,0.562786438016826,0.7040027200293826,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,a_chin,0.47734547928705784,0.47734547928705784,0.022804221742070068,0.4378774692237266,0.5245930876711355,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,a_kappa,0.48508304657701085,0.48508304657701085,0.018523601686517607,0.4538569709897402,0.5154938963644264,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,sig_mf_T,0.6074178916502819,0.6084780053236847,0.0034058131490015972,0.6018826811311684,0.6140233398159741,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,sig_mfid_T,0.6074178921575166,0.608478005260694,0.0034058132542455835,0.6018826817397293,0.614023340964753,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,wild,sig_mfslope_T,0.5860240694315996,0.5721169204167761,0.005210632495458825,0.5680727285588486,0.59053727295855,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_chin,0.6544959594990754,0.6544959594990754,0.018018276841175056,0.6182511108611843,0.6871421188659393,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_kappa,0.6045332590977668,0.6045332590977668,0.011721561481847663,0.5777944061366234,0.6247893293289287,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_chin_nls,0.6470444288510779,0.6470444288510779,0.014382160249862589,0.6172023647680888,0.6743892548649585,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_kappa_nls,0.6022694880287522,0.6022694880287522,0.017164288204610793,0.5694098716514584,0.6328607520218168,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,kappa,0.45850536442771755,0.45850536442771755,0.22547437082571917,0.09619170281272182,0.7489812124839812,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,kappa_nls,0.5617734483633523,0.5617734483633523,0.11689439733618821,0.3660932544629455,0.726214067750104,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,alpha,0.5518116531402388,0.5518116531402388,0.034811573885131515,0.48503378628592275,0.6151259537835416,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,beta,0.5039749731526403,0.5039749731526403,0.05740920357292334,0.3925461943145149,0.6080932618278193,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,a1,0.6736851160493866,0.6736851160493866,0.09242241398047327,0.5516679959253364,0.8180388892838699,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,b1,0.6346522994716247,0.6346522994716247,0.062308255251535216,0.5405975389214174,0.7481731293719391,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,a_chin,0.47734547928705784,0.47734547928705784,0.022299059568669264,0.43744371476633703,0.5268120133343264,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,a_kappa,0.48508304657701085,0.48508304657701085,0.0559454680682979,0.4109498613189091,0.5641245613931389,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_mf_T,0.6074178916502819,0.6084780053236847,0.008745773077212885,0.5958458105517265,0.6258635507690983,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_mfid_T,0.6074178921575166,0.608478005260694,0.008745773096131365,0.5958458110082937,0.6258635527233793,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,main,cr2,sig_mfslope_T,0.5860240694315996,0.5721169204167761,0.009368360872732222,0.5647422097889673,0.6000318973755716,999,44,8,0.44289343151704746,0.6786272791121187,0.4,0.6
edu,T,no25,wild,sig_chin,0.6550818297633857,0.6550818297633857,0.018115940398955168,0.6232635707297827,0.6869359866795965,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,sig_kappa,0.6190685900572938,0.6190685900572938,0.010654689696489746,0.5985780648732245,0.6379625066391512,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,sig_chin_nls,0.6516493681953953,0.6516493681953953,1.1107791093204934e-16,0.6516493681953953,0.6516493681953953,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,sig_kappa_nls,0.619753035481971,0.619753035481971,1.1107791093204934e-16,0.619753035481971,0.619753035481971,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,kappa,0.47632550310028576,0.47632550310028576,0.1397452588484037,0.24572396802287866,0.6560701406884903,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,kappa_nls,0.6237009441986584,0.6237009441986584,0.0,0.6237009441986584,0.6237009441986584,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,alpha,0.5198504972902043,0.5198504972902043,0.024020020053796085,0.4754805589087069,0.5619047603309753,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,beta,0.533203196356582,0.533203196356582,0.06892546664691943,0.4058934345654729,0.659111791531189,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,a1,0.6355449619432204,0.6355449619432204,0.03248254486116999,0.5784663695406624,0.6926811602992063,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,b1,0.5951148261990006,0.5951148261990006,0.027717048976716837,0.5431524555777713,0.6470328615397354,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,a_chin,0.5063399896638398,0.5063399896638398,0.02811520886107411,0.45915903214945253,0.5695911820826314,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,a_kappa,0.4835737967008525,0.4835737967008525,0.009517847587033236,0.46779524596962324,0.5024661236566657,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,sig_mf_T,0.6289089303133348,0.6284387280854123,0.0016087374578265875,0.6257860763700804,0.6322209154951108,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,sig_mfid_T,0.6289089305372606,0.6284387273408718,0.001608737438140297,0.6257860760750141,0.632220914931904,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,no25,wild,sig_mfslope_T,0.6061604074426176,0.6050107572909229,0.0016543540801741926,0.603046857519934,0.60937777145326,999,36,8,0.4394008510240034,0.37437350795472857,0.4,0.4
edu,T,floor4,wild,sig_chin,0.6576232801123777,0.6576232801123777,0.016023037375588647,0.6274035328203346,0.6863226520358172,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,sig_kappa,0.6165619478726199,0.6165619478726199,0.007450062880046151,0.6021863979261035,0.6308390659228852,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,sig_chin_nls,0.6532539204272771,0.6532539204272771,1.1107791093204934e-16,0.6532539204272771,0.6532539204272771,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,sig_kappa_nls,0.6040225763463619,0.6040225763463619,1.1107791093204934e-16,0.6040225763463619,0.6040225763463619,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,kappa,0.2539020147059649,0.2539020147059649,0.025012585289539244,0.20743769081254076,0.29841796174417834,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,kappa_nls,0.25762416689476975,0.25762416689476975,5.553895546602467e-17,0.25762416689476975,0.25762416689476975,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,alpha,0.5586810101815203,0.5586810101815203,0.04018427360137411,0.48175131394496873,0.63367779933475,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,beta,0.4825738548503725,0.4825738548503725,0.03968234055300114,0.4047769287703198,0.5535907050198422,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,a1,0.5650812373347719,0.5650812373347719,0.021222218331424063,0.5232015305133553,0.6071949877189486,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,b1,0.6787128484027323,0.6787128484027323,0.020636179873592793,0.639703006629165,0.71619651319198,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,a_chin,0.4634541177731657,0.4634541177731657,0.014662289633222076,0.42977842449926396,0.4901639099440776,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,a_kappa,0.5456794305307309,0.5456794305307309,0.006143783096534128,0.5338605655601834,0.55738194541043,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,sig_mf_T,0.6190277511737949,0.6286281100562864,0.004151971632563205,0.6164253038629033,0.6288842630754777,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,sig_mfid_T,0.6190277511776391,0.628628110597023,0.0041519716029286445,0.6164253046651803,0.6288842632674554,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
edu,T,floor4,wild,sig_mfslope_T,0.6046333135976588,0.6005252280366866,0.002360940602086865,0.5998928552450994,0.609314364801691,999,32,6,0.2982330735500621,0.5529797843759491,0.4,0.5
