bw_factor,median_sigma,p10,p90
1.0,0.690471134566276,0.6418719039705673,0.8342681187864969
1.5,0.6943143222396071,0.6291076586447129,0.775842660629269
2.0,0.7069291912912448,0.620506983257138,0.7579892304917459
