rep,slope|edu|P,mean|edu|P,slope_main|edu|P,mean_main|edu|P,slope|edu|T,mean|edu|T,slope_main|edu|T,mean_main|edu|T,slope|web|P,mean|web|P,slope_main|web|P,mean_main|web|P,slope|web|T,mean|web|T,slope_main|web|T,mean_main|web|T
1,-0.16155211931127536,-0.14898196582604448,-0.01963562983091401,-0.09232373702706465,0.0543442214308618,0.09744220168299907,-0.051446017022478564,-0.016041126123624738,-0.03606143430291397,-0.0226766647086466,-0.024544500740123897,-0.04612083516291525,0.11935278805637761,0.13582624235460053,-0.116053676998381,-0.07557925452137597
0,-0.05228671648496116,-0.053623678967010445,-0.1701761737176581,-0.11409643784012546,0.04484737273809856,0.01369842347337591,-0.40297600693498453,-0.2594126841878709,0.01875181798485096,0.03511572327727052,0.01640194900553514,0.014495454086016369,0.14491123992895977,0.1805191657080246,0.013948022509555656,0.003643271157962813
3,-0.15864866070250255,-0.014340924593315119,-0.08460578359757288,0.010398676586935697,0.0578006791161625,0.08665646400561412,-0.5249402560290162,-0.2822311497786156,-0.006047766257171983,-0.038678745880589914,0.012491269880667703,-0.1085275482722563,0.1320534479859325,0.1187477237082157,-0.016998653891098874,-0.12364856540195072
2,-0.018782436414844197,0.007601252116266577,-0.04017600278405345,-0.061964134209422456,0.11511534091420518,0.11356356544416223,-0.05365542328063311,-0.10221748298885536,-0.18867230675704083,-0.2381638882816119,-0.13569859223325967,-0.19742529094359848,0.05146295231582891,0.10163150934579782,-0.29253294811958974,-0.11310908900663867
4,-0.0014137203383828474,0.01388034489647313,0.11380564413429542,0.06322254811833239,0.18654178333173002,0.23382272544343177,0.11942210058691287,0.11756620033248581,-0.010643644084342803,0.05960322128306819,0.012889838156372808,0.03411767463944614,0.14637613240063055,0.2108261137934165,-0.04479285681389452,0.035249921903149385
5,-0.03372660306810279,-0.041297222522328876,-0.10372835519516212,-0.09416416286834073,0.11264191655392691,0.13363040527775424,-0.2922776011172687,-0.13278027222134425,0.009049147841882476,-0.05015207059872321,-0.10761258814040243,-0.11848523619349095,0.10293682114352809,0.09234810102758892,-0.25830535647009006,-0.17379975022611993
6,-0.06936098492942613,-6.394999757276728e-05,-0.02199996955063307,-0.009685774504777861,0.06489261591628717,0.08141560977902623,-0.011684083091540242,-0.019493080836915738,-0.006687649997450398,0.010261314472760871,-0.006617560877400209,-0.0006920537049531772,0.10577376157433871,0.07542986168570395,-0.1825382686444736,-0.12997075735108324
7,-0.22721250286454134,-0.15213002086147304,0.03715082025006151,-0.05728932523241148,0.039673306961230254,0.12216859324818434,0.024065869093293665,0.020867493430374157,-0.03409796444177275,-0.024436099460947196,-0.07429238251503936,-0.06602201779797924,0.12861188159195605,0.15887709585694765,-0.19549288417887462,-0.10481163516019465
8,-0.08697851755995023,-0.1196499353937886,0.0330741996280934,0.005092785938317735,0.10648395270906547,0.08132592307086196,0.013036187306912033,0.04979527313497515,0.004570991384214651,0.05189212959234758,0.12589261002800164,0.09464150141758143,0.1673939753664664,0.17824576916117638,0.30321221944347404,0.14779574724417374
9,0.017981809061999462,0.04479625810654417,-0.07579027903454834,-0.055505278283377056,0.17690198393383827,0.15584819360636915,0.007538746431536198,-0.11358784484372335,-0.09796155990310705,-0.06282355652052354,-0.022378733288076807,0.0010890840383263752,0.06667741457201869,0.08517503753499348,-0.09337372422008583,-0.03186085547575709
10,-0.023319818139106507,-0.053406600042019435,0.036060510244661524,-0.04779493371348736,0.16369992786152715,0.18343409654678908,0.06945389861392287,0.0233746797494722,-0.04935644186198433,-0.020833271525578203,-0.02186358649315266,-0.030926164051096685,0.13307942023580105,0.09887810229725207,-0.10782807640249363,-0.10321614365212999
11,-0.0828737875269474,-0.05901639283754176,0.018756985209190648,-0.034921585572971495,0.0710142954155688,0.05931856486709808,-0.07567961770376727,-0.10072355630355385,-0.052328143460857755,0.030537627537692322,0.056134334438414445,0.026006273928546982,0.11930426838086171,0.15520070825538435,0.10877138984861084,0.037808013994989155
12,0.029907602683038395,0.010358055142563723,0.03256153394888492,-0.08869458939152676,0.16410392308982064,0.16645258970119506,0.010282212667820709,-0.0968309690376556,0.07226486272671041,0.04206928023028891,0.052343291455160604,-0.01836661942910257,0.15042445522839784,0.11993058445904467,0.0197521030936514,-0.01656910340566135
13,0.024886755422058628,0.0950491481521556,-0.020266141610163924,-0.022359622443605242,0.16042507875176468,0.20823468105085083,-0.03766098193357454,-0.04913829277481585,-0.03917640435799646,-0.024420930285739217,0.0765908015333371,0.037784922043923946,0.12284626806601533,0.0914281729574689,0.18712652044506942,0.03146644841755689
15,0.04885101051013833,0.011125004971925975,-0.07927650826966544,-0.0851532262288473,0.09824231889933577,0.11630754786744459,-0.23413261114468495,-0.08009796184385147,0.025110376353455956,0.0890516222483886,-0.008688490392056698,0.011402641718573404,0.1434360656893728,0.15080855360240467,-0.04090427026578147,-0.06801591986471178
14,0.024011012739926337,0.05053865093938877,-0.008497900541359644,0.022339409988450278,0.16102837753114563,0.22374135387667846,-0.14681105165159233,0.011879242827474138,-0.14880774206103736,-0.11147202637530765,0.015277881147562681,-0.018393929247402293,0.03588058734294873,0.06463305484492507,-0.014840280550559479,-0.01010923892517109
16,-0.08912172534395876,-0.022107144038476696,-0.0018890276915336035,0.01300188993226918,0.07362968306020641,0.11248861530202801,-0.08310726401785946,0.016599936728966275,-0.008301493779139383,-0.035481823903385494,0.06463910076879836,-0.03461520939227481,0.15781257208639085,0.1621020265886139,0.05380577810702142,-0.023772122922551524
