half_width_lnN,N_ratio_span,rel_bias_curv_quadratic,lead_order_ratio,sigma_star_quadratic,sigma_star_quartic,sigma_star_true,argmin_bias,argmin_bias_pred
0.05,1.1051709180756477,2.7284811782952652e-05,1.000010377203982,0.7370230136484338,0.7370283019177752,0.7370283018867925,-5.531251175529314e-06,-5.531249999999985e-06
0.1,1.2214027581601699,0.00010914268355332521,1.0000418641096127,0.7370071487226697,0.7370283023595393,0.7370283018867925,-2.2125018620471432e-05,-2.212499999999994e-05
0.2,1.4918246976412703,0.0004366255606621754,1.0001674537101932,0.7369436858910892,0.7370283094414953,0.7370283018867925,-8.850029779604533e-05,-8.849999999999977e-05
0.5,2.718281828459045,0.0027313097784750886,1.0010470820034456,0.7364993059791908,0.7370285972111976,0.7370283018867925,-0.0005531366239907905,-0.0005531249999999986
1.0986122886681098,9.000000000000002,0.013239145082988572,1.0050660181116187,0.7344712252857112,0.7370352083751628,0.7370283018867925,-0.0026706446065559676,-0.002670374575797831
2.302585092994046,100.00000000000004,0.059163586131869644,1.0224607987985908,0.7257370320689673,0.7371635240220081,0.7370283018867925,-0.011735587718584597,-0.011730449569433421
3.4011973816621555,900.0000000000001,0.1325282231571342,1.0497073939429886,0.7122070515121626,0.7376867907013182,0.7370283018867925,-0.025618470761005964,-0.02559451777921885
