set,tau,level,year,n,share_gt1,share_gt1_cw,share_lt1,share_lt1_cw
S2(d),1.0,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d),1.3,models,all,77,0.12987012987012986,0.0029072722807903665,0.0,0.0
S2(d),1.3,models,2023,24,0.0,0.0,0.0,0.0
S2(d),1.3,models,2024,40,0.225,0.0021292770286514516,0.0,0.0
S2(d),1.3,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d),1.3,models below 15B,all,59,0.1694915254237288,0.01628322979121486,0.0,0.0
S2(d),1.3,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d),1.3,models below 15B,2024,33,0.2727272727272727,0.019271533419614434,0.0,0.0
S2(d),1.3,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d),1.3,decisions (49),all,49,0.14285714285714285,0.000992308627753697,0.0,0.0
S2(d),1.3,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d),1.3,decisions (49),2024,27,0.25925925925925924,0.001359480768755231,0.0,0.0
S2(d),1.3,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d),1.3,decisions (56),all,56,0.14285714285714285,0.0009923086277536968,0.0,0.0
S2(d),1.3,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d),1.3,decisions (56),2024,30,0.26666666666666666,0.001360187865153666,0.0,0.0
S2(d),1.3,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d),1.84,models,all,77,0.1038961038961039,0.0025457182975937615,0.0,0.0
S2(d),1.84,models,2023,24,0.0,0.0,0.0,0.0
S2(d),1.84,models,2024,40,0.175,0.0016336838968500614,0.0,0.0
S2(d),1.84,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d),1.84,models below 15B,all,59,0.13559322033898305,0.014258215956350087,0.0,0.0
S2(d),1.84,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d),1.84,models below 15B,2024,33,0.21212121212121213,0.014786048687695468,0.0,0.0
S2(d),1.84,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d),1.84,decisions (49),all,49,0.10204081632653061,0.0006307546445570918,0.0,0.0
S2(d),1.84,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d),1.84,decisions (49),2024,27,0.18518518518518517,0.0008641452720405543,0.0,0.0
S2(d),1.84,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d),1.84,decisions (56),all,56,0.10714285714285714,0.0006307546445570917,0.0,0.0
S2(d),1.84,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d),1.84,decisions (56),2024,30,0.2,0.0008645947333522755,0.0,0.0
S2(d),1.84,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d),3.4,models,all,77,0.1038961038961039,0.0025457182975937615,0.0,0.0
S2(d),3.4,models,2023,24,0.0,0.0,0.0,0.0
S2(d),3.4,models,2024,40,0.175,0.0016336838968500614,0.0,0.0
S2(d),3.4,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d),3.4,models below 15B,all,59,0.13559322033898305,0.014258215956350087,0.0,0.0
S2(d),3.4,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d),3.4,models below 15B,2024,33,0.21212121212121213,0.014786048687695468,0.0,0.0
S2(d),3.4,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d),3.4,decisions (49),all,49,0.10204081632653061,0.0006307546445570918,0.0,0.0
S2(d),3.4,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d),3.4,decisions (49),2024,27,0.18518518518518517,0.0008641452720405543,0.0,0.0
S2(d),3.4,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d),3.4,decisions (56),all,56,0.10714285714285714,0.0006307546445570917,0.0,0.0
S2(d),3.4,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d),3.4,decisions (56),2024,30,0.2,0.0008645947333522755,0.0,0.0
S2(d),3.4,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d),4.4,models,all,77,0.1038961038961039,0.0025457182975937615,0.0,0.0
S2(d),4.4,models,2023,24,0.0,0.0,0.0,0.0
S2(d),4.4,models,2024,40,0.175,0.0016336838968500614,0.0,0.0
S2(d),4.4,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d),4.4,models below 15B,all,59,0.13559322033898305,0.014258215956350087,0.0,0.0
S2(d),4.4,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d),4.4,models below 15B,2024,33,0.21212121212121213,0.014786048687695468,0.0,0.0
S2(d),4.4,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d),4.4,decisions (49),all,49,0.10204081632653061,0.0006307546445570918,0.0,0.0
S2(d),4.4,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d),4.4,decisions (49),2024,27,0.18518518518518517,0.0008641452720405543,0.0,0.0
S2(d),4.4,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d),4.4,decisions (56),all,56,0.10714285714285714,0.0006307546445570917,0.0,0.0
S2(d),4.4,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d),4.4,decisions (56),2024,30,0.2,0.0008645947333522755,0.0,0.0
S2(d),4.4,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d),8.0,models,all,77,0.025974025974025976,2.2066852528647478e-05,0.0,0.0
S2(d),8.0,models,2023,24,0.0,0.0,0.0,0.0
S2(d),8.0,models,2024,40,0.05,3.0247711439884682e-05,0.0,0.0
S2(d),8.0,models,2025,13,0.0,0.0,0.0,0.0
S2(d),8.0,models below 15B,all,59,0.03389830508474576,0.00012359338781819688,0.0,0.0
S2(d),8.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d),8.0,models below 15B,2024,33,0.06060606060606061,0.0002737641810045618,0.0,0.0
S2(d),8.0,models below 15B,2025,10,0.0,0.0,0.0,0.0
S2(d),8.0,decisions (49),all,49,0.02040816326530612,1.697450194511344e-05,0.0,0.0
S2(d),8.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d),8.0,decisions (49),2024,27,0.037037037037037035,2.325537469710266e-05,0.0,0.0
S2(d),8.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d),8.0,decisions (56),all,56,0.03571428571428571,2.2066852528647475e-05,0.0,0.0
S2(d),8.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d),8.0,decisions (56),2024,30,0.06666666666666667,3.0247711439884693e-05,0.0,0.0
S2(d),8.0,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d),10.0,models,all,77,0.025974025974025976,2.2066852528647478e-05,0.0,0.0
S2(d),10.0,models,2023,24,0.0,0.0,0.0,0.0
S2(d),10.0,models,2024,40,0.05,3.0247711439884682e-05,0.0,0.0
S2(d),10.0,models,2025,13,0.0,0.0,0.0,0.0
S2(d),10.0,models below 15B,all,59,0.03389830508474576,0.00012359338781819688,0.0,0.0
S2(d),10.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d),10.0,models below 15B,2024,33,0.06060606060606061,0.0002737641810045618,0.0,0.0
S2(d),10.0,models below 15B,2025,10,0.0,0.0,0.0,0.0
S2(d),10.0,decisions (49),all,49,0.02040816326530612,1.697450194511344e-05,0.0,0.0
S2(d),10.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d),10.0,decisions (49),2024,27,0.037037037037037035,2.325537469710266e-05,0.0,0.0
S2(d),10.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d),10.0,decisions (56),all,56,0.03571428571428571,2.2066852528647475e-05,0.0,0.0
S2(d),10.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d),10.0,decisions (56),2024,30,0.06666666666666667,3.0247711439884693e-05,0.0,0.0
S2(d),10.0,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.0,models,all,77,0.14285714285714285,0.003286721294373417,0.0,0.0
S2(d) PI-1 anchors,1.0,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.0,models,2024,40,0.225,0.0021292770286514516,0.0,0.0
S2(d) PI-1 anchors,1.0,models,2025,13,0.15384615384615385,0.009812285840115176,0.0,0.0
S2(d) PI-1 anchors,1.0,models below 15B,all,59,0.1864406779661017,0.0184084712152974,0.0,0.0
S2(d) PI-1 anchors,1.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.0,models below 15B,2024,33,0.2727272727272727,0.019271533419614434,0.0,0.0
S2(d) PI-1 anchors,1.0,models below 15B,2025,10,0.2,0.020170431374431894,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (49),all,49,0.14285714285714285,0.000992308627753697,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (49),2024,27,0.25925925925925924,0.001359480768755231,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (56),all,56,0.16071428571428573,0.001371757641336747,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (56),2024,30,0.26666666666666666,0.001360187865153666,0.0,0.0
S2(d) PI-1 anchors,1.0,decisions (56),2025,7,0.14285714285714285,0.002148036341233098,0.0,0.0
S2(d) PI-1 anchors,1.3,models,all,77,0.12987012987012986,0.0029072722807903665,0.0,0.0
S2(d) PI-1 anchors,1.3,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.3,models,2024,40,0.225,0.0021292770286514516,0.0,0.0
S2(d) PI-1 anchors,1.3,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d) PI-1 anchors,1.3,models below 15B,all,59,0.1694915254237288,0.01628322979121486,0.0,0.0
S2(d) PI-1 anchors,1.3,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.3,models below 15B,2024,33,0.2727272727272727,0.019271533419614434,0.0,0.0
S2(d) PI-1 anchors,1.3,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (49),all,49,0.14285714285714285,0.000992308627753697,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (49),2024,27,0.25925925925925924,0.001359480768755231,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (56),all,56,0.14285714285714285,0.0009923086277536968,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (56),2024,30,0.26666666666666666,0.001360187865153666,0.0,0.0
S2(d) PI-1 anchors,1.3,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.84,models,all,77,0.1038961038961039,0.0025457182975937615,0.0,0.0
S2(d) PI-1 anchors,1.84,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.84,models,2024,40,0.175,0.0016336838968500614,0.0,0.0
S2(d) PI-1 anchors,1.84,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d) PI-1 anchors,1.84,models below 15B,all,59,0.13559322033898305,0.014258215956350087,0.0,0.0
S2(d) PI-1 anchors,1.84,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.84,models below 15B,2024,33,0.21212121212121213,0.014786048687695468,0.0,0.0
S2(d) PI-1 anchors,1.84,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (49),all,49,0.10204081632653061,0.0006307546445570918,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (49),2024,27,0.18518518518518517,0.0008641452720405543,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (56),all,56,0.10714285714285714,0.0006307546445570917,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (56),2024,30,0.2,0.0008645947333522755,0.0,0.0
S2(d) PI-1 anchors,1.84,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,3.4,models,all,77,0.1038961038961039,0.0025457182975937615,0.0,0.0
S2(d) PI-1 anchors,3.4,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,3.4,models,2024,40,0.175,0.0016336838968500614,0.0,0.0
S2(d) PI-1 anchors,3.4,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d) PI-1 anchors,3.4,models below 15B,all,59,0.13559322033898305,0.014258215956350087,0.0,0.0
S2(d) PI-1 anchors,3.4,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,3.4,models below 15B,2024,33,0.21212121212121213,0.014786048687695468,0.0,0.0
S2(d) PI-1 anchors,3.4,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (49),all,49,0.10204081632653061,0.0006307546445570918,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (49),2024,27,0.18518518518518517,0.0008641452720405543,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (56),all,56,0.10714285714285714,0.0006307546445570917,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (56),2024,30,0.2,0.0008645947333522755,0.0,0.0
S2(d) PI-1 anchors,3.4,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,4.4,models,all,77,0.1038961038961039,0.0025457182975937615,0.0,0.0
S2(d) PI-1 anchors,4.4,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,4.4,models,2024,40,0.175,0.0016336838968500614,0.0,0.0
S2(d) PI-1 anchors,4.4,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(d) PI-1 anchors,4.4,models below 15B,all,59,0.13559322033898305,0.014258215956350087,0.0,0.0
S2(d) PI-1 anchors,4.4,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,4.4,models below 15B,2024,33,0.21212121212121213,0.014786048687695468,0.0,0.0
S2(d) PI-1 anchors,4.4,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (49),all,49,0.10204081632653061,0.0006307546445570918,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (49),2024,27,0.18518518518518517,0.0008641452720405543,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (56),all,56,0.10714285714285714,0.0006307546445570917,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (56),2024,30,0.2,0.0008645947333522755,0.0,0.0
S2(d) PI-1 anchors,4.4,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,models,all,77,0.05194805194805195,0.0009571997019463622,0.0,0.0
S2(d) PI-1 anchors,8.0,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,models,2024,40,0.1,0.0013120629839361954,0.0,0.0
S2(d) PI-1 anchors,8.0,models,2025,13,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,models below 15B,all,59,0.06779661016949153,0.005361143091364569,0.0,0.0
S2(d) PI-1 anchors,8.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,models below 15B,2024,33,0.12121212121212122,0.011875141328876133,0.0,0.0
S2(d) PI-1 anchors,8.0,models below 15B,2025,10,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (49),all,49,0.04081632653061224,0.0003910276417121993,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (49),2024,27,0.07407407407407407,0.0005357149419962455,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (56),all,56,0.05357142857142857,0.0003961199922957333,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (56),2024,30,0.1,0.0005429738204384091,0.0,0.0
S2(d) PI-1 anchors,8.0,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,models,all,77,0.025974025974025976,2.2066852528647478e-05,0.0,0.0
S2(d) PI-1 anchors,10.0,models,2023,24,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,models,2024,40,0.05,3.0247711439884682e-05,0.0,0.0
S2(d) PI-1 anchors,10.0,models,2025,13,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,models below 15B,all,59,0.03389830508474576,0.00012359338781819688,0.0,0.0
S2(d) PI-1 anchors,10.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,models below 15B,2024,33,0.06060606060606061,0.0002737641810045618,0.0,0.0
S2(d) PI-1 anchors,10.0,models below 15B,2025,10,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (49),all,49,0.02040816326530612,1.697450194511344e-05,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (49),2024,27,0.037037037037037035,2.325537469710266e-05,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (56),all,56,0.03571428571428571,2.2066852528647475e-05,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (56),2024,30,0.06666666666666667,3.0247711439884693e-05,0.0,0.0
S2(d) PI-1 anchors,10.0,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(e),1.0,models,all,77,0.23376623376623376,0.027536777559981653,0.0,0.0
S2(e),1.0,models,2023,24,0.0,0.0,0.0,0.0
S2(e),1.0,models,2024,40,0.325,0.014509831926085646,0.0,0.0
S2(e),1.0,models,2025,13,0.38461538461538464,0.09596024165154965,0.0,0.0
S2(e),1.0,models below 15B,all,59,0.3050847457627119,0.1542296810936649,0.0,0.0
S2(e),1.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),1.0,models below 15B,2024,33,0.3939393939393939,0.13132472060417885,0.0,0.0
S2(e),1.0,models below 15B,2025,10,0.5,0.19725877338320225,0.0,0.0
S2(e),1.0,decisions (49),all,49,0.16326530612244897,0.004334362999269114,0.0,0.0
S2(e),1.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),1.0,decisions (49),2024,27,0.25925925925925924,0.0029610128448459877,0.0,0.0
S2(e),1.0,decisions (49),2025,6,0.16666666666666666,0.012328080303949846,0.0,0.0
S2(e),1.0,decisions (56),all,56,0.19642857142857142,0.00540071107377553,0.0,0.0
S2(e),1.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(e),1.0,decisions (56),2024,30,0.3,0.003904106540480528,0.0,0.0
S2(e),1.0,decisions (56),2025,7,0.2857142857142857,0.01444963548067242,0.0,0.0
S2(e),1.3,models,all,77,0.2077922077922078,0.025224899835848108,0.0,0.0
S2(e),1.3,models,2023,24,0.0,0.0,0.0,0.0
S2(e),1.3,models,2024,40,0.3,0.014319561578168705,0.0,0.0
S2(e),1.3,models,2025,13,0.3076923076923077,0.08365864251211033,0.0,0.0
S2(e),1.3,models below 15B,all,59,0.2711864406779661,0.14128117383481836,0.0,0.0
S2(e),1.3,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),1.3,models below 15B,2024,33,0.36363636363636365,0.12960263309780806,0.0,0.0
S2(e),1.3,models below 15B,2025,10,0.4,0.17197123434480435,0.0,0.0
S2(e),1.3,decisions (49),all,49,0.12244897959183673,0.0020224852751355715,0.0,0.0
S2(e),1.3,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),1.3,decisions (49),2024,27,0.2222222222222222,0.0027708414093522405,0.0,0.0
S2(e),1.3,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(e),1.3,decisions (56),all,56,0.16071428571428573,0.0030888333496419864,0.0,0.0
S2(e),1.3,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(e),1.3,decisions (56),2024,30,0.26666666666666666,0.003713836192563587,0.0,0.0
S2(e),1.3,decisions (56),2025,7,0.14285714285714285,0.002148036341233098,0.0,0.0
S2(e),1.84,models,all,77,0.14285714285714285,0.01006298132942807,0.0,0.0
S2(e),1.84,models,2023,24,0.0,0.0,0.0,0.0
S2(e),1.84,models,2024,40,0.225,0.006580791226138694,0.0,0.0
S2(e),1.84,models,2025,13,0.15384615384615385,0.02978809425604108,0.0,0.0
S2(e),1.84,models below 15B,all,59,0.1864406779661017,0.05636136610061026,0.0,0.0
S2(e),1.84,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),1.84,models below 15B,2024,33,0.2727272727272727,0.05956103237649551,0.0,0.0
S2(e),1.84,models below 15B,2025,10,0.2,0.061233306974222114,0.0,0.0
S2(e),1.84,decisions (49),all,49,0.10204081632653061,0.0017997407260477967,0.0,0.0
S2(e),1.84,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),1.84,decisions (49),2024,27,0.18518518518518517,0.0024656773481313114,0.0,0.0
S2(e),1.84,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(e),1.84,decisions (56),all,56,0.125,0.002486639786971162,0.0,0.0
S2(e),1.84,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(e),1.84,decisions (56),2024,30,0.23333333333333334,0.0034085134086791376,0.0,0.0
S2(e),1.84,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(e),3.4,models,all,77,0.1038961038961039,0.008188306331453423,0.0,0.0
S2(e),3.4,models,2023,24,0.0,0.0,0.0,0.0
S2(e),3.4,models,2024,40,0.15,0.004011116719605021,0.0,0.0
S2(e),3.4,models,2025,13,0.15384615384615385,0.02978809425604108,0.0,0.0
S2(e),3.4,models below 15B,all,59,0.13559322033898305,0.045861570819114385,0.0,0.0
S2(e),3.4,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),3.4,models below 15B,2024,33,0.18181818181818182,0.036303575754442576,0.0,0.0
S2(e),3.4,models below 15B,2025,10,0.2,0.061233306974222114,0.0,0.0
S2(e),3.4,decisions (49),all,49,0.08163265306122448,0.0006119647889965151,0.0,0.0
S2(e),3.4,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),3.4,decisions (49),2024,27,0.14814814814814814,0.0008384028300544176,0.0,0.0
S2(e),3.4,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(e),3.4,decisions (56),all,56,0.07142857142857142,0.0006119647889965151,0.0,0.0
S2(e),3.4,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(e),3.4,decisions (56),2024,30,0.13333333333333333,0.0008388389021454644,0.0,0.0
S2(e),3.4,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(e),4.4,models,all,77,0.09090909090909091,0.006435089076293856,0.0,0.0
S2(e),4.4,models,2023,24,0.0,0.0,0.0,0.0
S2(e),4.4,models,2024,40,0.125,0.0016079280656432504,0.0,0.0
S2(e),4.4,models,2025,13,0.15384615384615385,0.02978809425604108,0.0,0.0
S2(e),4.4,models below 15B,all,59,0.11864406779661017,0.03604204355009467,0.0,0.0
S2(e),4.4,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),4.4,models below 15B,2024,33,0.15151515151515152,0.014552939348152943,0.0,0.0
S2(e),4.4,models below 15B,2025,10,0.2,0.061233306974222114,0.0,0.0
S2(e),4.4,decisions (49),all,49,0.08163265306122448,0.0006119647889965151,0.0,0.0
S2(e),4.4,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),4.4,decisions (49),2024,27,0.14814814814814814,0.0008384028300544176,0.0,0.0
S2(e),4.4,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(e),4.4,decisions (56),all,56,0.07142857142857142,0.0006119647889965151,0.0,0.0
S2(e),4.4,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(e),4.4,decisions (56),2024,30,0.13333333333333333,0.0008388389021454644,0.0,0.0
S2(e),4.4,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(e),8.0,models,all,77,0.05194805194805195,0.002305991294748869,0.0,0.0
S2(e),8.0,models,2023,24,0.0,0.0,0.0,0.0
S2(e),8.0,models,2024,40,0.075,0.0013050827428346835,0.0,0.0
S2(e),8.0,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(e),8.0,models below 15B,all,59,0.06779661016949153,0.012915538182316002,0.0,0.0
S2(e),8.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),8.0,models below 15B,2024,33,0.09090909090909091,0.011811964979413543,0.0,0.0
S2(e),8.0,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(e),8.0,decisions (49),all,49,0.04081632653061224,0.0003910276417121993,0.0,0.0
S2(e),8.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),8.0,decisions (49),2024,27,0.07407407407407407,0.0005357149419962455,0.0,0.0
S2(e),8.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(e),8.0,decisions (56),all,56,0.03571428571428571,0.0003910276417121993,0.0,0.0
S2(e),8.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
S2(e),8.0,decisions (56),2024,30,0.06666666666666667,0.0005359935793368973,0.0,0.0
S2(e),8.0,decisions (56),2025,7,0.0,0.0,0.0,0.0
S2(e),10.0,models,all,77,0.03896103896103896,0.0022890167928037554,0.0,0.0
S2(e),10.0,models,2023,24,0.0,0.0,0.0,0.0
S2(e),10.0,models,2024,40,0.05,0.0012818152724963106,0.0,0.0
S2(e),10.0,models,2025,13,0.07692307692307693,0.007664249498882077,0.0,0.0
S2(e),10.0,models below 15B,all,59,0.05084745762711865,0.012820466345532773,0.0,0.0
S2(e),10.0,models below 15B,2023,16,0.0,0.0,0.0,0.0
S2(e),10.0,models below 15B,2024,33,0.06060606060606061,0.01160137714787157,0.0,0.0
S2(e),10.0,models below 15B,2025,10,0.1,0.015754862941488708,0.0,0.0
S2(e),10.0,decisions (49),all,49,0.02040816326530612,0.0003740531397670858,0.0,0.0
S2(e),10.0,decisions (49),2023,16,0.0,0.0,0.0,0.0
S2(e),10.0,decisions (49),2024,27,0.037037037037037035,0.0005124595672991428,0.0,0.0
S2(e),10.0,decisions (49),2025,6,0.0,0.0,0.0,0.0
S2(e),10.0,decisions (56),all,56,0.017857142857142856,0.0003740531397670858,0.0,0.0
S2(e),10.0,decisions (56),2023,19,0.0,0.0,0.0,0.0
