model,year,N,D,M,Cmp,w,suite_member,lnw_kaplan_refk,lnw_kaplan_jointk,s_ref,w_kaplan_refk,s_kaplan_refk,share_C_period
CPM-Ant,2022,10000000000.0,33400000000.0,3.34,2.004e+21,0.4420134636978049,False,-0.7092887610812092,-1.4422619838516324,-1.2623745250522016,0.49199399832964696,-1.032545119239397,0.002938264469829178
NeMO Megatron GPT 20B,2022,20000000000.0,341173367965.0,17.05866839825,4.09408041558e+22,0.8957578737546507,False,0.5809473393652382,1.1812935833200155,-0.1163731062819565,1.7877312169582578,0.44063179603617714,0.060027400307994964
GLM-130B,2022,130000000000.0,400000000000.0,3.076923076923077,3.12e+23,0.4334773404387655,False,0.24817217700281038,0.5046312813348963,-1.3069256607226587,1.2816805891198468,0.21977440519192226,0.4574543485961595
BLOOM-1.7B,2022,1700000000.0,354000000000.0,208.23529411764707,3.6108e+21,2.5906092744725164,True,1.1729724736165488,2.3851126644425524,0.6139904192215117,3.231584174871354,0.6905542464974446,0.005294154365099399
OPT-175B,2022,175000000000.0,300006000000.0,1.71432,3.150063e+23,0.3375966841619771,True,4.053523438152825e-05,8.242401510193989e-05,-1.9621144013375598,1.0000405360559452,4.053441284000176e-05,0.4618621851608538
EMDR,2021,440000000.0,694980000000.0,1579.5,1.8347472e+21,6.146531040055687,False,1.9059363766779036,3.875515488969855,0.8373066053871355,6.72570247093908,0.8513166462059725,0.0026901060423545754
AraGPT2-Mega,2020,1500000000.0,222222222222.22223,148.14814814814815,2e+21,2.235680712624464,False,0.911285233367336,1.8529999636926309,0.5527089381085636,2.4875175203120543,0.5979927812228828,0.002932399670488202
Grover-Mega,2019,1500000000.0,515402033333.3333,343.60135555555553,4.6386183e+21,3.2114890666264873,False,1.4362933541434624,2.9205471960138527,0.6886179652946939,4.205080151085373,0.7621924044082988,0.006801141387220272
