var,method,n,const,const_se,const_bse,e_N,e_N_se,e_N_bse,e_D,e_D_se,e_D_bse,e_B,e_B_se,clusters
lr,grid argmin,17,3.4045777831739645,1.9143639170431224,2.2743435204883804,-0.8234772053754937,0.11902006333140676,0.12709815911565914,0.2882276050910938,0.06545144542031775,0.07100110621508379,,,
lr,smoothed argmin,17,2.279510372297448,0.7479700577103757,1.0451472796733126,-0.6934337911796026,0.03474228014012792,0.04996096732723803,0.21023841803583831,0.02093424527910652,0.025371426344988974,,,
bs,grid argmin,17,7.178105890728254,2.4906810889177637,2.726347262372794,-0.3547091963390432,0.16971591584883808,0.17595294780112203,0.5426262285944643,0.07262579677588855,0.07527118543786482,,,
bs,smoothed argmin,17,2.7485897756176105,0.5350347590349691,0.7913004710345953,-0.20478483408581946,0.02892971690175966,0.04061039090716702,0.5980903730544459,0.015118172463412356,0.0210869386155662,,,
bs,"grid argmin, D only",17,1.2283401917455785,2.270470799947735,2.222422226744699,,,,0.49828995603381215,0.09713981862021559,0.09501202711507442,,,
bs,"smoothed argmin, D only",17,-0.6863980794789212,0.8229408900236304,0.8764020768352362,,,,0.5724936411004242,0.03489596772629079,0.0369733848589331,,,
lr,"conditional on batch (smoothed, pooled slices)",165,-1.3150646770112584,0.6416275446377718,,-0.5342175753315465,0.026858766779662934,,0.04620224812810143,0.015002847950877406,,0.32002784862372063,0.033898558159583946,17.0
lr,"conditional on batch (grid argmin, pooled slices)",157,1.4590463486043947,0.887615580430816,,-0.6120508881141252,0.04783346684205482,,0.015651870607070944,0.029247066813269128,,0.29548003788421284,0.03820447525975977,17.0
lr,conditional at batch = 0.52M tokens (smoothed),16,2.404156381938806,1.0466922364491271,,-0.49468378599195395,0.07667611293356687,,0.03991924752529768,0.04715136952164677,,,,16.0
