scenario,estimator,param,R,n_fail_v1,n_fail_v2,bias_v1,bias_v2,median_bias_v1,median_bias_v2,max_abs_diff,share_diff_gt_1e4
exog,E1b_pooled_huber_Etrue,gamma,100,0,0,0.04931456987473459,0.049314569944455225,0.049961079816044224,0.049961079846841394,3.1421255319852293e-09,0.0
exog,E1b_pooled_huber_Etrue,sigma_star,100,0,0,-0.05131340579291029,-0.05131340587953926,-0.05128671609816132,-0.05128671609816132,2.913095431544832e-09,0.0
exog,E1b_pooled_huber_Etrue,lnMstar,100,0,0,0.4191742981238296,0.41917429768888326,0.4632494447520856,0.4632494447520856,1.7704571764198818e-07,0.0
exog,E1b_pooled_huber_Etrue,sd_omega,100,0,0,0.00751216034313953,0.007512160358020636,0.009634220569184948,0.009634220611623612,9.030674541499195e-10,0.0
exog,E1b_pooled_huber_Etrue,tfp_growth,100,0,0,-0.054913344244525646,-0.05491334427464209,-0.05496259143016498,-0.05496259143016498,1.8829535708420053e-09,0.0
exog,E2_pooled_nls,alpha,100,0,0,0.010675479336393418,0.012073571361535784,0.005908696093347737,0.006557004320528914,0.13979303852116293,0.04
exog,E2_pooled_nls,beta,100,0,0,0.006360859616603079,0.0042242335629717655,-0.006306420311073979,-0.006954108130365261,0.21343523606937087,0.12
exog,E2_pooled_nls,a,100,0,0,-0.006900629996491643,-0.00934358619024486,-0.009475944996219954,-0.009994592592666163,0.24418023387510246,0.12
exog,E2_pooled_nls,gamma,100,0,0,-0.0005599606810877882,-0.0006912325600481595,-0.0006955589555948383,-0.0007051778746163112,0.013128117697098818,0.01
exog,E2_pooled_nls,sigma_star,100,0,0,-0.004367233911444405,-0.004167526362835511,-0.0023458758067642638,-0.002169246748536968,0.019915462796996852,0.01
exog,E2_pooled_nls,lnMstar,100,0,0,0.04712670198915875,0.07904883086176198,-0.0012645638882635701,0.02452364170279009,3.189989820751843,0.57
exog,E2_pooled_nls,sd_omega,100,0,0,-0.0030771942788582075,-0.0030748237146168656,-0.0003431765522803609,-0.00034331810033674803,0.00023464296088171466,0.01
exog,E2_pooled_nls,tfp_growth,100,0,0,-0.0006189927125231433,-0.000630292681370534,7.374103872846705e-05,7.39012627368335e-05,0.0011222723922763023,0.01
exog,E3_lab_fe,alpha,100,0,0,0.007106039357602959,0.008046245303049754,0.0035380364083014426,0.0043879847246892645,0.09418709564777572,0.01
exog,E3_lab_fe,beta,100,0,0,-0.00017862691375136852,-0.001825654625172754,-0.006709461092730712,-0.006905667685586675,0.16506416433158322,0.02
exog,E3_lab_fe,a,100,0,0,-0.007408645255488292,-0.009129982446695358,-0.00865641070441231,-0.01066181091235463,0.17249868544393043,0.02
exog,E3_lab_fe,gamma,100,0,0,-0.0012853855299688186,-0.0014119023098107008,-0.0011203286683457298,-0.0012272695591244998,0.01268820896987971,0.01
exog,E3_lab_fe,sigma_star,100,0,0,-0.0017810467906992688,-0.0015933231685973204,-0.00036954610771983143,-0.00029719751677997897,0.01882562093563711,0.01
exog,E3_lab_fe,lnMstar,100,0,0,0.0994344136443325,0.1188395143058519,0.16332218780474084,0.1777636859661056,1.943810130864723,0.47
exog,E3_lab_fe,sd_omega,100,0,0,-0.0022346613130912562,-0.002226327592162006,0.0004498622655852019,0.0004499589699154538,0.0008318299750346148,0.01
exog,E3_lab_fe,tfp_growth,100,0,0,0.00022081987604997716,0.00020869030487113082,0.0008713096289255096,0.0008713701166389726,0.001210494910910409,0.01
exog,E4_mundlak,alpha,100,0,0,0.010428697621601089,0.010428251009494204,0.004709946955350153,0.004721832219578864,9.2173732476164e-05,0.0
exog,E4_mundlak,beta,100,0,0,0.0048374930019861664,0.004837500056977011,-0.012935738692660015,-0.01288799220451839,0.00015243055990143972,0.11
exog,E4_mundlak,a,100,0,0,-0.007588019610512717,-0.007587975271443222,-0.01346446217243391,-0.013470641602337186,0.00016971528465525854,0.15
exog,E4_mundlak,gamma,100,0,0,-0.0008790658251648865,-0.0008791370359974441,-9.076942453070669e-05,-8.398549966481816e-05,1.5804641525146712e-05,0.0
exog,E4_mundlak,sigma_star,100,0,0,-0.003956678732680669,-0.0039565386875535236,-0.0010322431122497533,-0.0010316952440192484,2.4230774627320706e-05,0.0
exog,E4_mundlak,lnMstar,100,0,0,0.11473084892763788,0.11471890229342165,0.21122192310474652,0.20982207274504128,0.002058317268009091,0.65
exog,E4_mundlak,sd_omega,100,0,0,-0.0024884502686947775,-0.0024884825967837533,1.2446601619711672e-05,1.2214924037967645e-05,1.2398398945290268e-06,0.0
exog,E4_mundlak,tfp_growth,100,0,0,7.689005253873616e-05,7.693230912795196e-05,0.00011921652966645491,0.0001193431540104789,3.363408703688231e-06,0.0
exog,E5_labgen_fe,alpha,100,0,0,0.0024891707141162568,0.0024912471872920294,0.0023345268085529502,0.0023408163123589676,8.873420035887536e-05,0.0
exog,E5_labgen_fe,beta,100,0,0,-0.0017273908243472368,-0.0017303880388137693,-0.004703924940828413,-0.0047136323411225145,0.0001377771065866895,0.01
exog,E5_labgen_fe,a,100,0,0,-0.003434568094696615,-0.0034381736513928087,-0.0045963604067945085,-0.004602087927836285,0.00016044335194287385,0.01
exog,E5_labgen_fe,gamma,100,0,0,-0.00035410819590242975,-0.0003543643380399936,-0.0004851718805456845,-0.000485211942217012,1.167775926336212e-05,0.0
exog,E5_labgen_fe,sigma_star,100,0,0,-0.000190020196162779,-0.00018976830561644674,0.0005914999245849595,0.0005944043003939803,1.3404111569026433e-05,0.0
exog,E5_labgen_fe,lnMstar,100,0,0,0.019319972832632096,0.01936558252438447,0.019412556809681014,0.0194723156724379,0.002068173144672336,0.28
exog,E5_labgen_fe,sd_omega,100,0,0,-0.0018958105297504286,-0.0018958155368572942,0.0009022728124914864,0.0009022684508897816,3.347366388517514e-07,0.0
exog,E5_labgen_fe,tfp_growth,100,0,0,-0.0006631564094902242,-0.0006631354820397636,0.0007012812113192518,0.0007012797967841655,5.352111232537204e-07,0.0
exog,E6_acf,alpha,100,0,0,0.01870966588500345,0.018709637100502722,0.00257850408800267,0.002578486112870676,6.0823111315277956e-06,0.0
exog,E6_acf,beta,100,0,0,0.015151774820226154,0.015151849388395817,-0.011944421736902577,-0.011944428776015675,8.316401006458474e-06,0.0
exog,E6_acf,a,100,0,0,-0.008826175093052925,-0.008826090435007384,-0.009722564603721617,-0.009722630776376529,1.0548330690307584e-05,0.0
