scenario,estimator,param,R,n_fail_v1,n_fail_v2,bias_v1,bias_v2,median_bias_v1,median_bias_v2,max_abs_diff,share_diff_gt_1e4
exog,E9_foc_system,sd_omega,100,0,0,-0.001389689230318148,-0.001389693183760193,0.0011781016634256347,0.0011781023402495927,1.0157736407556683e-07,0.0
exog,E9_foc_system,tfp_growth,100,0,0,0.0016072473369118734,0.0016072201456051028,0.002526416718933347,0.0025264008602230437,6.752017109035169e-07,0.0
exog_sel,E10_foc_system_T,alpha,100,0,0,-0.0017147680489631029,-0.0017147719999821814,-0.001807951781502587,-0.001807949073203391,6.015048881757856e-07,0.0
exog_sel,E10_foc_system_T,beta,100,0,0,-0.003850220698658387,-0.0038502108604399183,-0.004281826678826595,-0.004281806857092729,6.786051588991704e-07,0.0
exog_sel,E10_foc_system_T,a,100,0,0,-0.0014127099060990622,-0.0014127004827721335,-0.0014042652162360447,-0.0014041131778586013,3.9806211515891476e-07,0.0
exog_sel,E10_foc_system_T,gamma,100,0,0,-0.0013750215135260768,-0.0013750202047810615,-0.0014615090838162315,-0.001461502003734863,2.4515206858977123e-07,0.0
exog_sel,E10_foc_system_T,sigma_star,100,0,0,0.0015178954314411387,0.0015178938004533392,0.0015996301691331705,0.0015996109957633897,2.6274245468194124e-07,0.0
exog_sel,E10_foc_system_T,lnMstar,100,0,0,-0.02769969059828749,-0.027699810567933737,-0.03073445913635542,-0.030734472054248396,4.674977994501006e-06,0.0
exog_sel,E10_foc_system_T,sd_omega,100,0,0,-0.009283979667758912,-0.009283980390678235,-0.011151436216981947,-0.011151437035540668,7.531070153610209e-08,0.0
exog_sel,E10_foc_system_T,tfp_growth,100,0,0,0.002685140529340213,0.0026851396707905525,0.0028794834936267527,0.0028795053743607135,3.054273549352171e-07,0.0
exog_sel,E1_pooled_huber,alpha,100,0,0,0.08727035710386279,0.08704943151482675,0.07614659524552897,0.07614659500122742,0.02209256480652161,0.01
exog_sel,E1_pooled_huber,beta,100,0,0,0.06263544509011065,0.06341568272710912,0.046177967020537114,0.04617796712671468,0.0780237608238501,0.01
exog_sel,E1_pooled_huber,a,100,0,0,-0.019987721154294272,-0.01945799922778912,-0.011066517989627933,-0.011066517099304507,0.052972191723147266,0.01
exog_sel,E1_pooled_huber,gamma,100,0,0,0.028781415447462388,0.028879567978211215,0.026602778828986012,0.026602778828986012,0.009815272975360528,0.01
exog_sel,E1_pooled_huber,sigma_star,100,0,0,-0.037883731806296096,-0.03801671874623414,-0.03443786167409163,-0.034437860714330915,0.013298692449742688,0.01
exog_sel,E1_pooled_huber,lnMstar,100,0,0,0.7237273087733936,0.7174290941223282,0.6548501782171325,0.6548501804015698,0.6298211929929356,0.01
exog_sel,E1_pooled_huber,sd_omega,100,0,0,-0.025253308711641092,-0.02524370944377983,-0.026319695448177582,-0.026319695448177582,0.0009599391587962192,0.01
exog_sel,E1_pooled_huber,tfp_growth,100,0,0,-0.08134248517814566,-0.08135413314805628,-0.08356606131754865,-0.08356606128653755,0.001164799826481891,0.01
exog_sel,E1b_pooled_huber_Etrue,alpha,100,0,0,0.11604564492043361,0.11604564482048302,0.10384685579548841,0.10384685573345925,9.04652841526854e-09,0.0
exog_sel,E1b_pooled_huber_Etrue,beta,100,0,0,0.11123110405007341,0.11123110414040323,0.10382317209417954,0.10382317965553431,1.512270952908068e-08,0.0
exog_sel,E1b_pooled_huber_Etrue,a,100,0,0,-0.006151746633527399,-0.00615174649557303,-0.0007512534294328854,-0.0007512545785767766,1.2610158972581331e-08,0.0
exog_sel,E1b_pooled_huber_Etrue,gamma,100,0,0,0.05452453325317062,0.05452453325110969,0.05303305162133537,0.05303305212737229,1.7502553018022837e-09,0.0
exog_sel,E1b_pooled_huber_Etrue,sigma_star,100,0,0,-0.056758939564445256,-0.05675893956552831,-0.05456978299092735,-0.05456978299092735,2.4194305447977626e-09,0.0
exog_sel,E1b_pooled_huber_Etrue,lnMstar,100,0,0,0.6196241686935464,0.6196241642874473,0.7328063019887523,0.7328063019887523,2.61937127099543e-07,0.0
exog_sel,E1b_pooled_huber_Etrue,sd_omega,100,0,0,0.008047919741635432,0.008047919724205954,0.007715090137719871,0.00771509020323588,7.676397850708838e-10,0.0
exog_sel,E1b_pooled_huber_Etrue,tfp_growth,100,0,0,-0.06035116375433527,-0.06035116371338485,-0.05909698458106932,-0.05909698458106932,1.685440773058211e-09,0.0
exog_sel,E2_pooled_nls,alpha,100,0,0,0.015365212161208362,0.016376632889238612,0.007756224916975724,0.013236895225400364,0.1009620895580618,0.01
exog_sel,E2_pooled_nls,beta,100,0,0,-0.012678222948463089,-0.014302697745550463,-0.04258315998727075,-0.04344533160215869,0.1623477948131164,0.06
exog_sel,E2_pooled_nls,a,100,0,0,-0.024742993755667894,-0.02666602848133025,-0.03485009340315737,-0.04050410900192933,0.1920820797129702,0.09
exog_sel,E2_pooled_nls,gamma,100,0,0,-0.008488124160919583,-0.008553159064313712,-0.009522809402458102,-0.009525550957494036,0.006505883500011106,0.01
exog_sel,E2_pooled_nls,sigma_star,100,0,0,-0.0003590304011077594,-0.0001876997647987766,0.0022140035127768964,0.002489699163342074,0.0171558347077021,0.01
exog_sel,E2_pooled_nls,lnMstar,100,0,0,0.4128870711429336,0.4356521368797188,0.5119801694236923,0.5641813722427345,2.275654058851714,0.45
exog_sel,E2_pooled_nls,sd_omega,100,0,0,-0.011536221056884143,-0.01153784059469303,-0.013758544334828426,-0.013758562974528196,0.00016019407261050334,0.01
exog_sel,E2_pooled_nls,tfp_growth,100,0,0,0.010697378873902302,0.010682477137740811,0.010490564952531783,0.010490586651793365,0.0014938315196718621,0.01
exog_sel,E3_lab_fe,alpha,100,0,0,-0.002187160844133157,-0.0021892117061028606,-0.01232120189065719,-0.012320489089203718,5.669717293221854e-05,0.0
exog_sel,E3_lab_fe,beta,100,0,0,0.0022320306472239275,0.002237293993798501,-0.0051600196148228195,-0.005162985890984129,0.0001249051797448386,0.02
exog_sel,E3_lab_fe,a,100,0,0,-0.00021767581806960922,-0.00021264088459791274,0.005235788358554316,0.0052235910087741755,0.00012693086333981363,0.02
exog_sel,E3_lab_fe,gamma,100,0,0,-0.004710406441424435,-0.004709898804516026,-0.004686775797653017,-0.004681687310535448,1.1489628089778048e-05,0.0
exog_sel,E3_lab_fe,sigma_star,100,0,0,0.00015126562058262572,0.0001503894566067654,0.004016696639665696,0.004015162001798078,1.8776192528990876e-05,0.0
exog_sel,E3_lab_fe,lnMstar,100,0,0,0.04704006250004994,0.04698322299442596,0.05165164065482464,0.051626330433339085,0.001480248918762861,0.48
exog_sel,E3_lab_fe,sd_omega,100,0,0,-0.010167866255105455,-0.010167880656927402,-0.01283163560205794,-0.012831633460525294,5.675214820866081e-07,0.0
exog_sel,E3_lab_fe,tfp_growth,100,0,0,0.007444088868801792,0.007444130513824808,0.007002474409031928,0.007002099372681425,1.3064512350557944e-06,0.0
exog_sel,E4_mundlak,alpha,100,0,0,0.01817143974614183,0.019311829925631855,0.018764047156472646,0.021230447670384622,0.11388122778802295,0.01
exog_sel,E4_mundlak,beta,100,0,0,-0.017351056659481865,-0.019045277862594794,-0.05057351880999006,-0.05457544067348871,0.16918554201684194,0.05
exog_sel,E4_mundlak,a,100,0,0,-0.030649653413742574,-0.03268476271371281,-0.04956941902823467,-0.05899899827892391,0.20320411618418122,0.08
exog_sel,E4_mundlak,gamma,100,0,0,-0.00864189959486025,-0.008691868766768732,-0.008709666759925114,-0.008711207535045146,0.004969469243854413,0.01
exog_sel,E4_mundlak,sigma_star,100,0,0,7.389982150773244e-05,0.00022716718232939636,0.003701505214839973,0.003980301436159017,0.015304396326223935,0.01
exog_sel,E4_mundlak,lnMstar,100,0,0,0.3889081222569666,0.4132157699539462,0.44914428390729677,0.48543546914494673,2.4277434355450422,0.41
exog_sel,E4_mundlak,sd_omega,100,0,0,-0.010739764873704667,-0.010741314690114401,-0.013320740685206986,-0.013320851814017987,0.00015804577787911778,0.01
exog_sel,E4_mundlak,tfp_growth,100,0,0,0.009568504519678549,0.009552896336690809,0.010064181110469458,0.010064832487167621,0.0015620480608617426,0.01
exog_sel,E5_labgen_fe,alpha,100,0,0,-0.00017583704297118252,-0.0001765917900154623,0.00038876322694644805,0.00038876493821396463,1.9454025016851784e-05,0.0
exog_sel,E5_labgen_fe,beta,100,0,0,0.001324432662438098,0.001325720790807099,-0.0033178492212630195,-0.003318034411960824,4.041872299775928e-05,0.0
exog_sel,E5_labgen_fe,a,100,0,0,0.000387950067048235,0.00038935236379287254,-0.0024741777463260783,-0.0024583492094396586,4.000830580441761e-05,0.0
exog_sel,E5_labgen_fe,gamma,100,0,0,-0.0005825206396867619,-0.0005824257522515766,-0.00040340738849152513,-0.00040302968845186415,3.6288018108732167e-06,0.0
exog_sel,E5_labgen_fe,sigma_star,100,0,0,-0.000288671492927437,-0.0002888158109429373,0.00044470450126143923,0.0004446265921169146,5.868236077732902e-06,0.0
exog_sel,E5_labgen_fe,lnMstar,100,0,0,-0.018798477111583396,-0.018816142916095277,-0.05843183964260379,-0.05846481030764439,0.00043772738545966305,0.2
exog_sel,E5_labgen_fe,sd_omega,100,0,0,-0.009225530899864309,-0.009225522477410835,-0.011142101488201037,-0.011142017156737155,2.909421816799096e-07,0.0
exog_sel,E5_labgen_fe,tfp_growth,100,0,0,0.0020640887573865003,0.0020640899170565564,0.0023064416175577196,0.0023064665551808805,4.964290558628903e-07,0.0
exog_sel,E6_acf,alpha,100,0,0,0.020450773050033046,0.020451112634074838,-0.025972303200235913,-0.025972293308403116,2.7446865405456045e-05,0.0
exog_sel,E6_acf,beta,100,0,0,0.06573665129985602,0.06573609196811779,-0.0005159383791520367,-0.0005159429210821465,2.9648822404249042e-05,0.0
exog_sel,E6_acf,a,100,0,0,0.006012702373128351,0.006012112750869781,0.01753575826959286,0.017535738470689732,4.08745522901266e-05,0.0
exog_sel,E6_acf,gamma,100,0,0,-0.005624896857087117,-0.005624921190276979,-0.006765673599649344,-0.0067656927927753074,1.4702289124202128e-06,0.0
exog_sel,E6_acf,sigma_star,100,0,0,-0.02022935689003148,-0.020229298990474688,-0.009355977700930773,-0.00935615160161185,5.477534479436663e-06,0.0
exog_sel,E6_acf,lnMstar,100,0,0,-0.044887889851897816,-0.0448801304314051,-0.2693985301452324,-0.26939857882537055,0.00048412176891643455,0.02
exog_sel,E6_acf,sd_omega,100,0,0,-0.00931916379190868,-0.009319164404926424,-0.011941555564579445,-0.011941555579604898,5.614990775115736e-08,0.0
exog_sel,E6_acf,tfp_growth,100,0,0,0.007633753261645071,0.007633750281857794,0.006602544775173802,0.006602544921136072,3.1193252106320735e-07,0.0
exog_sel,E6b_acf_lagonly,alpha,100,0,0,0.008405301195738691,0.008405314351732243,-0.017887028429545815,-0.017887039826013668,7.448966526879541e-06,0.0
exog_sel,E6b_acf_lagonly,beta,100,0,0,0.04831876109560567,0.048318521877545886,0.007206816114240844,0.007208480545133511,3.392540136359923e-05,0.0
exog_sel,E6b_acf_lagonly,a,100,0,0,0.010151474159467454,0.010151339044467167,0.02224683377650044,0.022246855680485456,2.4366537377362718e-05,0.0
exog_sel,E6b_acf_lagonly,gamma,100,0,0,-0.001894936551744532,-0.001894960825227318,-0.0022554435270066286,-0.0022554440878871096,2.9072909193406105e-06,0.0
exog_sel,E6b_acf_lagonly,sigma_star,100,0,0,-0.01316398480698372,-0.01316392473535512,-0.004061256473619879,-0.004061256420625492,7.0266963916321146e-06,0.0
exog_sel,E6b_acf_lagonly,lnMstar,100,0,0,-0.06757227702420644,-0.06757088976143971,-0.18121083208765776,-0.18120916674768228,0.000278005034651585,0.02
exog_sel,E6b_acf_lagonly,sd_omega,100,0,0,-0.009096166017758471,-0.009096168184946421,-0.011648852065373819,-0.011648851953234979,2.847711156606092e-07,0.0
exog_sel,E6b_acf_lagonly,tfp_growth,100,0,0,0.004340699869860295,0.004340701791657328,0.0042413452754175435,0.004241345593102477,6.943371111400864e-08,0.0
exog_sel,E7_iv_path,alpha,100,0,0,-0.03820327089939589,-0.03820327089939589,-0.03389970017046609,-0.03389970017046609,0.0,0.0
exog_sel,E7_iv_path,beta,100,0,0,-0.04119860782759693,-0.04119860782759693,-0.034585512550688396,-0.034585512550688396,0.0,0.0
exog_sel,E7_iv_path,a,100,0,0,-0.0006629942905769726,-0.0006629942905769726,2.7371357208094693e-05,2.7371357208094693e-05,0.0,0.0
exog_sel,E7_iv_path,gamma,100,0,0,-0.01984072217827954,-0.01984072217827954,-0.0176499647922035,-0.0176499647922035,0.0,0.0
exog_sel,E7_iv_path,sigma_star,100,0,0,0.03103154063841543,0.03103154063841543,0.019653643989551828,0.019653643989551828,0.0,0.0
exog_sel,E7_iv_path,lnMstar,100,0,0,1.2707842160845704,1.2707842160845704,1.2596819653444657,1.2596819653444657,0.0,0.0
exog_sel,E7_iv_path,sd_omega,100,0,0,0.0015228911465745437,0.0015228911465745437,-0.005231563184985563,-0.005231563184985563,0.0,0.0
exog_sel,E7_iv_path,tfp_growth,100,0,0,0.02355632800193475,0.02355632800193475,0.025631113249765608,0.025631113249765608,0.0,0.0
exog_sel,E8_heckman,alpha,100,0,0,0.0249379683614361,0.02493360441643133,0.01950099242752798,0.019472669228467243,9.995489956160508e-05,0.0
exog_sel,E8_heckman,beta,100,0,0,-0.008783544501604021,-0.008774900410632256,-0.017492980733857716,-0.017495103939235923,0.00018903048378232645,0.06
exog_sel,E8_heckman,a,100,0,0,-0.028437947118647996,-0.028429567340894676,-0.028997822521253686,-0.029004443053073675,0.0001715158273625228,0.07
exog_sel,E8_heckman,gamma,100,0,0,-0.004512539917613377,-0.004511858329120524,-0.004908528549523061,-0.004904749877278819,1.3741206908529646e-05,0.0
exog_sel,E8_heckman,sigma_star,100,0,0,-0.003956581173014242,-0.003957710636038385,-0.0023058703181716433,-0.0023062942671174813,2.6335869825921954e-05,0.0
exog_sel,E8_heckman,lnMstar,100,0,0,0.47475010750188135,0.47468465051085146,0.3965240082001791,0.39690395779789966,0.0015443441999662966,0.42
exog_sel,E8_heckman,sd_omega,100,0,0,-0.01085702052930457,-0.010857014196272172,-0.01259025234137287,-0.012590270789795105,1.3942235571606787e-06,0.0
exog_sel,E8_heckman,tfp_growth,100,0,0,0.0059358580123340075,0.005935890543754452,0.007079941406663945,0.007079918001681326,5.265071472998484e-06,0.0
exog_sel,E9_foc_system,alpha,100,0,0,-0.003896823104339518,-0.003896808455699765,-0.00445563263407861,-0.004455668757901682,9.768420748401674e-07,0.0
exog_sel,E9_foc_system,beta,100,0,0,-0.008216884114287344,-0.008216866585913906,-0.008279270227759289,-0.008279346049576475,1.114154130454903e-06,0.0
exog_sel,E9_foc_system,a,100,0,0,-0.0028707728057589567,-0.002870771582381892,-0.002436931622517846,-0.002436932762544586,4.279983458754799e-07,0.0
exog_sel,E9_foc_system,gamma,100,0,0,-0.002994981262022969,-0.002994973190328806,-0.003064620505139573,-0.003064637725987071,5.216540666652669e-07,0.0
exog_sel,E9_foc_system,sigma_star,100,0,0,0.0033090329768783065,0.0033090240770738046,0.003384408711211151,0.0033844867878578544,5.74421857524321e-07,0.0
exog_sel,E9_foc_system,lnMstar,100,0,0,1.2450228118441744,1.2450226036459902,1.2401458264707856,1.2401447252284807,1.2576114166940044e-05,0.0
exog_sel,E9_foc_system,sd_omega,100,0,0,-0.009255727469463865,-0.009255728448915703,-0.011690108489732218,-0.011690126263732253,1.0510541201269596e-07,0.0
exog_sel,E9_foc_system,tfp_growth,100,0,0,0.004644622779927355,0.004644612980149144,0.0044173323235433964,0.0044173239097312494,5.823003682015049e-07,0.0
funding,E10_foc_system_T,alpha,100,0,0,-0.00036938276793941016,-0.00036937502127331267,-0.0002484908914063555,-0.0002485089672923102,1.67092382985512e-07,0.0
funding,E10_foc_system_T,beta,100,0,0,-0.0018239259576533174,-0.0018239292395170919,-0.002115906134591672,-0.0021158103291896158,1.3440739692893722e-06,0.0
funding,E10_foc_system_T,a,100,0,0,-0.0009865818278311878,-0.0009865897019835513,-0.0012327234993667058,-0.0012327817600244484,8.822902765048823e-07,0.0
funding,E10_foc_system_T,gamma,100,0,0,-0.0005367221345018541,-0.000536720941637688,-0.00048632121525894745,-0.00048631453537377467,3.4408760990478626e-07,0.0
funding,E10_foc_system_T,sigma_star,100,0,0,0.0005983538680439238,0.0005983526625148083,0.0004996187180306699,0.0004995266679049815,3.863965317707496e-07,0.0
funding,E10_foc_system_T,lnMstar,100,0,0,-0.021682005498214037,-0.0216818785208205,-0.019403865385225316,-0.01940366520326564,9.880939326745164e-06,0.0
funding,E10_foc_system_T,sd_omega,100,0,0,0.0009307214153533375,0.0009307210249389877,-0.00019952345133951443,-0.00019952800708135376,1.3378077548531486e-07,0.0
funding,E10_foc_system_T,tfp_growth,100,0,0,-0.0011749780598925828,-0.0011749799857845569,-0.00039027357426360543,-0.00039034577726930475,3.2171137975822717e-07,0.0
funding,E1_pooled_huber,alpha,100,0,0,0.082576738843468,0.08257673866699124,0.08557535976809627,0.08557535976809627,2.528358866715763e-08,0.0
funding,E1_pooled_huber,beta,100,0,0,0.048755090010670604,0.04875508979132366,0.04976698032343363,0.04976698032343363,8.29259328982701e-08,0.0
funding,E1_pooled_huber,a,100,0,0,-0.027976927434057976,-0.02797692745858902,-0.023310703220428414,-0.023310702724837373,3.7569047539598444e-08,0.0
funding,E1_pooled_huber,gamma,100,0,0,0.02311141479738272,0.02311141467556118,0.027379058924567837,0.027379059430544958,1.78575826070837e-08,0.0
funding,E1_pooled_huber,sigma_star,100,0,0,-0.03358376371799999,-0.03358376363276524,-0.034869730571273405,-0.034869730347725,1.94345638471205e-08,0.0
funding,E1_pooled_huber,lnMstar,100,0,0,0.8261348980178812,0.8261348902314916,0.7525378670043159,0.7525377781612697,8.143745429123328e-07,0.0
funding,E1_pooled_huber,sd_omega,100,0,0,-0.05296422434007136,-0.0529642244980654,-0.05315815246839675,-0.05315815219498926,1.793296083851814e-08,0.0
funding,E1_pooled_huber,tfp_growth,100,0,0,-0.09113036655832979,-0.09113036664246205,-0.09020647677532154,-0.09020647695765496,9.950129588320866e-09,0.0
funding,E1b_pooled_huber_Etrue,alpha,100,0,0,0.11509616499855362,0.1150961650017523,0.11428994306312493,0.11428994276093216,9.235997022738474e-09,0.0
funding,E1b_pooled_huber_Etrue,beta,100,0,0,0.12116862345092722,0.12116862348571479,0.1198603495179017,0.11986035039961676,9.789783039781952e-09,0.0
funding,E1b_pooled_huber_Etrue,a,100,0,0,-0.00044637081344456764,-0.00044637079940266,-0.002399742827574547,-0.002399742827574547,9.547303503332216e-09,0.0
funding,E1b_pooled_huber_Etrue,gamma,100,0,0,0.05802087334282333,0.058020873362102356,0.05865245946768127,0.058652459271051116,1.1098375829465823e-09,0.0
funding,E1b_pooled_huber_Etrue,sigma_star,100,0,0,-0.058959292700298045,-0.05895929270870901,-0.05967105527326555,-0.05967105527326555,9.735953154788035e-10,0.0
funding,E1b_pooled_huber_Etrue,lnMstar,100,0,0,0.5187626247751518,0.5187626230445447,0.5688842378715746,0.5688842501841391,1.9828648589736986e-07,0.0
funding,E1b_pooled_huber_Etrue,sd_omega,100,0,0,-0.012107528253074366,-0.01210752825357877,-0.011975150349045977,-0.011975150365962292,2.324301306977361e-10,0.0
funding,E1b_pooled_huber_Etrue,tfp_growth,100,0,0,-0.06570789867068513,-0.06570789872252142,-0.06587902562553515,-0.06587902562553515,1.233075128115324e-09,0.0
funding,E2_pooled_nls,alpha,100,0,0,0.04888776390889414,0.048884666935644285,0.050866688219064815,0.05086413008264545,0.00010049746218504518,0.01
funding,E2_pooled_nls,beta,100,0,0,0.04463554850073427,0.04464167793330044,0.042642364843213876,0.042589078661237845,0.00016107352979516376,0.16
funding,E2_pooled_nls,a,100,0,0,-0.004805760103700839,-0.004800026766609372,-0.004671677153812781,-0.004763264996888561,0.00014410519299001834,0.19
funding,E2_pooled_nls,gamma,100,0,0,0.022267363454087113,0.022267921448257386,0.023607724344594336,0.02360225577404662,1.8513590792940127e-05,0.0
funding,E2_pooled_nls,sigma_star,100,0,0,-0.024482711455283176,-0.02448348831148579,-0.02494771102367943,-0.024938535333134282,2.23084911457061e-05,0.0
funding,E2_pooled_nls,lnMstar,100,0,0,0.34072154333160465,0.34069079517126793,0.36604546129055926,0.3663836303942971,0.0017364262252477225,0.8
funding,E2_pooled_nls,sd_omega,100,0,0,-0.009020870989241515,-0.009020913204420129,-0.008674934279595564,-0.008674724598146041,1.2226020242589453e-06,0.0
funding,E2_pooled_nls,tfp_growth,100,0,0,-0.02606700920740726,-0.026067050154371402,-0.02526099984006093,-0.02526074411127762,2.5580840399275218e-06,0.0
funding,E3_lab_fe,alpha,100,0,0,0.022265818906877025,0.022265545238192384,0.020892838440168204,0.020917982146566844,9.567090772549802e-05,0.0
funding,E3_lab_fe,beta,100,0,0,0.013238694122147383,0.013239508680729048,0.007845637076412698,0.007881658405341635,0.00018328326027605701,0.02
funding,E3_lab_fe,a,100,0,0,-0.007379616529000017,-0.00737892052901972,-0.00797083540750504,-0.007982740592475668,0.00019056209008783132,0.02
funding,E3_lab_fe,gamma,100,0,0,0.007522326994281396,0.0075224255279823125,0.007137338342131316,0.0071385528498221495,2.0202511034794757e-05,0.0
funding,E3_lab_fe,sigma_star,100,0,0,-0.009477222776507244,-0.009477362586774682,-0.009106623065956276,-0.009104451031916372,2.3526168933307723e-05,0.0
funding,E3_lab_fe,lnMstar,100,0,0,0.20070409893973362,0.20069591070715392,0.2097795341169446,0.20950042876280328,0.0022631887829711594,0.61
funding,E3_lab_fe,sd_omega,100,0,0,-0.0031025404966529,-0.003102521414060552,-0.0030508000129041285,-0.0030507554602653975,7.991456738021263e-07,0.0
funding,E3_lab_fe,tfp_growth,100,0,0,-0.010150188629086596,-0.010150144348439683,-0.009115206410695853,-0.009115207303590223,2.436189997290228e-06,0.0
funding,E4_mundlak,alpha,100,0,0,0.024889514583957686,0.024889192225553712,0.02394400155418594,0.023902678788274817,0.00010287052991436729,0.01
funding,E4_mundlak,beta,100,0,0,0.01787950668152315,0.0178805239605307,0.01576968563125153,0.015812667542544206,0.0001680520814065778,0.12
funding,E4_mundlak,a,100,0,0,-0.006453534171943505,-0.006452717004841466,-0.008551153558258029,-0.008612666011974801,0.00016944709528599056,0.17
