tech,sigma_star,C,U,r,penalty,shadow_flop,extra_flop,shadow_rel,epochs,extra_usd_amortized,shadow_usd_per_Mtok_amortized,extra_usd_cloud,shadow_usd_per_Mtok_cloud
k1,0.7367885708471132,1e+25,10000000000000.0,0.5252621519876708,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
k1,0.7367885708471132,1e+25,30000000000000.0,0.17508738399589027,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
k1,0.7367885708471132,1e+25,100000000000000.0,0.05252621519876708,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
k1,0.7367885708471132,1e+26,10000000000000.0,1.6087056680540768,0.006993798604599588,302795137611.7302,6.993798604599589e+23,0.04671758391238876,1.5536681882220227,710161.321424877,0.3074629499710694,2638150.8683076235,1.1421822393975651
k1,0.7367885708471132,1e+26,30000000000000.0,0.5362352226846923,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
k1,0.7367885708471132,1e+26,100000000000000.0,0.16087056680540768,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
k1,0.7367885708471132,1e+27,10000000000000.0,4.926937752198959,0.10235354349582115,16504072583049.668,1.0235354349582115e+26,0.6642367503945931,4.436624547262665,103931399.53116009,16.758495142771793,386090742.5476576,62.25548643472455
k1,0.7367885708471132,1e+27,30000000000000.0,1.6423125840663195,0.007634971202155727,1058204145996.6968,7.634971202155727e+24,0.049904672159256896,1.583994704118362,7752669.964499527,1.0745171503280977,28800094.262399796,3.9916822665895797
k1,0.7367885708471132,1e+27,100000000000000.0,0.4926937752198959,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
k1,0.7367885708471132,1e+28,10000000000000.0,15.089594135269278,0.5353901348292809,794018907984531.6,5.353901348292808e+27,6.281950695483354,12.147374613296968,5436435721.471183,806.2593002889541,20195605120.14584,2995.1415389262443
k1,0.7367885708471132,1e+28,30000000000000.0,5.029864711756426,0.10581132039753305,56486903787009.87,1.0581132039753304e+27,0.6930780088953402,4.522661931485903,1074424806.3678012,57.35769144138729,3991339221.5775666,213.07587292505553
k1,0.7367885708471132,1e+28,100000000000000.0,1.5089594135269278,0.005198313569318547,2584717304069.6826,5.198313569318546e+25,0.03763202799890801,1.4635121226269274,52784494.411095254,2.6245626446273143,196087079.8826524,9.749886414482432
kq,0.7005534249155089,1e+25,10000000000000.0,0.5945769165512598,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
kq,0.7005534249155089,1e+25,30000000000000.0,0.19819230551708658,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
kq,0.7005534249155089,1e+25,100000000000000.0,0.059457691655125974,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
kq,0.7005534249155089,1e+26,10000000000000.0,1.8646645187708886,0.012449146395378419,418980830059.57117,1.2449146395378418e+24,0.07447058414079852,1.7995496198285859,1264105.9250604264,0.4254397313229925,4695978.284398514,1.580449628473666
kq,0.7005534249155089,1e+26,30000000000000.0,0.6215548395902962,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
kq,0.7005534249155089,1e+26,100000000000000.0,0.18646645187708888,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
kq,0.7005534249155089,1e+27,10000000000000.0,5.847811562767422,0.13809458315226908,21529862292131.312,1.3809458315226909e+26,1.0190122613442856,5.3866221672283165,140223413.9091966,21.86176113996204,520910545.2538204,81.21341221232042
kq,0.7005534249155089,1e+27,30000000000000.0,1.9492705209224739,0.014387329836694551,1515951236778.1848,1.4387329836694552e+25,0.08416901963876527,1.877368810089949,14609121.23189102,1.539320753128419,54270860.296637006,5.718363221080132
kq,0.7005534249155089,1e+27,100000000000000.0,0.5847811562767422,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
kq,0.7005534249155089,1e+28,10000000000000.0,18.339438397303475,0.7920851609549739,1321212260605340.5,7.92085160954974e+27,11.61973668111277,15.760947957662493,8042957431.1001425,1341.5797307305447,29878471961.898666,4983.782733237875
kq,0.7005534249155089,1e+28,30000000000000.0,6.113146132434491,0.1479381284362289,76169504443066.9,1.479381284362289e+27,1.1187459824214236,5.620145834156485,1502187047.6839447,77.34371403258811,5580416652.735264,287.3211764389132
kq,0.7005534249155089,1e+28,100000000000000.0,1.8339438397303476,0.011764024000071593,4058780965588.974,1.1764024000071594e+26,0.07105628623578632,1.7712755308043016,119453751.83766986,4.121350094355238,443754129.69669634,15.310244309289837
e70,0.7,1e+25,10000000000000.0,0.5252621519876708,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e70,0.7,1e+25,30000000000000.0,0.17508738399589027,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e70,0.7,1e+25,100000000000000.0,0.05252621519876708,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e70,0.7,1e+26,10000000000000.0,1.6087056680540768,0.0070999594795484455,307678953713.58923,7.099959479548446e+23,0.04777588340357964,1.5638083027490348,720941.0638080391,0.31242205373223764,2678196.117000148,1.1606046224517477
e70,0.7,1e+26,30000000000000.0,0.5362352226846923,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e70,0.7,1e+26,100000000000000.0,0.16087056680540768,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e70,0.7,1e+27,10000000000000.0,4.926937752198959,0.10513435943650662,17161339889257.734,1.0513435943650663e+26,0.7100286675404187,4.572353218031718,106755083.8188057,17.42589471358459,396580338.264209,64.73478332703519
e70,0.7,1e+27,30000000000000.0,1.6423125840663195,0.007751527272428227,1075449019602.9666,7.751527272428227e+24,0.05105878731638553,1.5948244240581346,7871022.833325878,1.0920278664931005,29239758.76431109,4.056732149850896
e70,0.7,1e+27,100000000000000.0,0.4926937752198959,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e70,0.7,1e+28,10000000000000.0,15.089594135269278,0.578172327108144,908730916832626.0,5.781723271081441e+27,7.5837280753629095,13.170488164490662,5870852837.546405,922.7396801118572,21809404488.551426,3427.850003749472
e70,0.7,1e+28,30000000000000.0,5.029864711756426,0.10873130917626805,58784445993276.91,1.0873130917626805e+27,0.7418437095541571,4.663962455829607,1104074832.1533375,59.69065197038931,4101484957.358434,221.7424979011458
e70,0.7,1e+28,100000000000000.0,1.5089594135269278,0.00527593846535912,2625183438159.6343,5.27593846535912e+25,0.03843165157236846,1.4716843798264543,53572709.826840684,2.6656525942855396,199015190.89169756,9.902529881676712
e60,0.6,1e+25,10000000000000.0,0.5252621519876708,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e60,0.6,1e+25,30000000000000.0,0.17508738399589027,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e60,0.6,1e+25,100000000000000.0,0.05252621519876708,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e60,0.6,1e+26,10000000000000.0,1.6087056680540768,0.007298565081032882,316857724525.19183,7.298565081032882e+23,0.04979348264106557,1.5829471631121597,741107.7892696231,0.3217423221259212,2753112.7066289,1.1952281275819936
e60,0.6,1e+26,30000000000000.0,0.5362352226846923,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e60,0.6,1e+26,100000000000000.0,0.16087056680540768,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e60,0.6,1e+27,10000000000000.0,4.926937752198959,0.11067382308606333,18529137956020.293,1.1067382308606333e+26,0.8094385818127143,4.851937776863429,112379942.4224936,18.814778405339258,417475908.2730814,69.89429371832094
e60,0.6,1e+27,30000000000000.0,1.6423125840663195,0.007969677965157462,1107886257512.095,7.969677965157463e+24,0.053261962552178445,1.6152814387905243,8092536.481311765,1.1249651485614889,30062651.260910932,4.179089587051316
e60,0.6,1e+27,100000000000000.0,0.4926937752198959,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
e60,0.6,1e+28,10000000000000.0,15.089594135269278,0.6883497567325485,1253302522747521.8,6.883497567325485e+27,11.756603553012216,15.837563867034381,6989611804.408921,1272.623113731296,25965438970.87644,4727.618459679406
e60,0.6,1e+28,30000000000000.0,5.029864711756426,0.11456088312576007,63581719734999.14,1.1456088312576007e+27,0.848132712296361,4.955803590323105,1163269243.8510463,64.56187925654216,4321383991.434157,239.8384320318634
e60,0.6,1e+28,100000000000000.0,1.5089594135269278,0.005420975132665262,2701058287462.4204,5.420975132665262e+25,0.039950084305280346,1.4870709345773785,55045434.981400475,2.742697110849603,204486160.69541055,10.188739580994062
