scenario,estimator,param,truth,bias_v1,bias_v2,median_bias_v1,median_bias_v2,rmse_v1,rmse_v2,mae_v1,mae_v2,diff_bias,diff_rmse
exog,E1b_pooled_huber_Etrue,a,0.5126121076233184,0.0004164160673687,0.0007637594651409775,-0.0016421711044464,-0.0013041330290340936,0.0406347727811069,0.040990014562837365,0.0249722847015423,0.024972284701542335,0.00034734339777227753,0.0003552417817304643
exog,E1b_pooled_huber_Etrue,gamma,0.17828649103139016,0.0495248049662994,0.04953225514657901,0.048971960771879,0.04897196077187903,0.05019811675234,0.05020509652881958,0.048971960771879,0.04897196077187903,7.450180279609808e-06,6.979776479586197e-06
exog,E1b_pooled_huber_Etrue,sigma_star,0.7370283018867925,-0.0515591590105759,-0.05160011508833731,-0.0508118825561449,-0.050848064339130195,0.0523321185028889,0.05237486595769416,0.0508118825561449,0.050848064339130195,-4.095607776141014e-05,4.2747454805258656e-05
exog,E1b_pooled_huber_Etrue,lnMstar,2.8979598554678856,0.5680884006569229,0.5630165874540114,0.5632570298069255,0.5566635829518591,0.9576900902584716,0.9550352800459493,0.6258769231135604,0.6241387633984445,-0.0050718132029115015,-0.0026548102125223405
exog,E1b_pooled_huber_Etrue,sd_omega,0.25,0.0101056511302191,0.010099020131382287,0.0099386770118096,0.00993867699087772,0.0218820631485721,0.02187697305115688,0.0154145931441066,0.01541459314410662,-6.630998836812396e-06,-5.090097415220984e-06
exog,E1b_pooled_huber_Etrue,tfp_growth,0.15,-0.0541708220772406,-0.054159521526357286,-0.0546048367694693,-0.054551284612759696,0.0550907914488362,0.055079922141711715,0.0546048367694693,0.054551284612759696,1.130055088331694e-05,-1.0869307124482253e-05
exog,E2_pooled_nls,alpha,0.3478,0.0074742872841005,0.00717902427586854,-2.439059024861301e-05,-0.00037276549989517793,0.0497611550931891,0.049724912460534294,0.0334551243121833,0.03344988283188255,-0.00029526300823195985,-3.6242632654802376e-05
exog,E2_pooled_nls,beta,0.3658,0.0104787625263772,0.011173051008922177,-0.001927455468924,-0.0015513259506283739,0.0867252147613261,0.08700208704051453,0.0557476583836953,0.055704531989485495,0.0006942884825449774,0.0002768722791884337
exog,E2_pooled_nls,a,0.5126121076233184,-0.0025214056259195,-0.001874944732647902,-0.0033365804302132,-0.003018254725281222,0.0850696661893591,0.08510908418778147,0.0627041006783865,0.06267841963563181,0.0006464608932715979,3.941799842237248e-05
exog,E2_pooled_nls,gamma,0.17828649103139016,-0.0010144080912482,-0.0009385482118762544,-0.0005816612453636,-0.0005790037261526465,0.0101091447601443,0.010090008117753617,0.0060064666173495,0.006009780315036337,7.585987937194566e-05,-1.913664239068351e-05
exog,E2_pooled_nls,sigma_star,0.7370283018867925,-0.0045836984048871,-0.004689003880048014,-0.0026470083009311,-0.0026909472150001834,0.0144075485235743,0.014482121862469511,0.0069557144641017,0.006959709061564678,-0.00010530547516091407,7.45733388952119e-05
exog,E2_pooled_nls,lnMstar,2.8979598554678856,0.0150125915751324,0.008217462377519214,0.0104753528803944,-0.0019241759449348805,1.1617745935924797,1.1658356439087216,0.8236453601144631,0.8329268017854525,-0.006795129197613187,0.004061050316241932
exog,E2_pooled_nls,sd_omega,0.25,-0.0012897121236555,-0.001289577870577726,-0.0014535554195505,-0.001453825675293105,0.0193217405315855,0.01932172997166865,0.0130623911541913,0.013062350349612117,1.3425307777395652e-07,-1.0559916847202588e-08
exog,E2_pooled_nls,tfp_growth,0.15,0.0016806753326446,0.0016829534799571784,0.0023692833877768,0.00236873595512517,0.0118316481411526,0.011829529748857814,0.0086692143564298,0.008666768035729827,2.2781473125784574e-06,-2.1183922947858036e-06
exog,E3_lab_fe,alpha,0.3478,0.002714253735822,0.002933573707240641,0.0010982635564247,0.001412293626931821,0.036292915737761,0.036326683303254025,0.0248285225656818,0.024827400318569087,0.0002193199714186412,3.3767565493024454e-05
exog,E3_lab_fe,beta,0.3658,0.0095629154742979,0.00913197276809942,0.0024265209175588,0.0019069752889461222,0.0655630899559688,0.06553000997648893,0.0403782103531419,0.04038623722437418,-0.00043094270619848003,-3.307997947986363e-05
exog,E3_lab_fe,a,0.5126121076233184,0.0019158272037626,0.00146887402891921,-0.0008869672670298,-0.001121121671363745,0.0661731760829348,0.06621219618380646,0.0454414032649371,0.045450265616563706,-0.00044695317484339013,3.902010087165897e-05
exog,E3_lab_fe,gamma,0.17828649103139016,-0.0002765653302009,-0.0003233475275593239,0.0001719533510368,5.4237243107699284e-05,0.0061291980234725,0.0061528060659927246,0.0038402892797431,0.0038356399505775074,-4.6782197358423915e-05,2.3608042520224803e-05
exog,E3_lab_fe,sigma_star,0.7370283018867925,-0.0032058296860754,-0.003148782971422899,-0.00138497641242,-0.0013693387276156876,0.0096112606105959,0.009595337506530735,0.0044567619936144,0.004456810409556755,5.704671465250107e-05,-1.592310406516549e-05
exog,E3_lab_fe,lnMstar,2.8979598554678856,-0.0084936844186291,-0.0030791034098359214,0.0127660683673547,0.018309075733507596,0.8753855349693415,0.8731405643790372,0.6381015823972267,0.6381827733167407,0.005414581008793178,-0.0022449705903042627
exog,E3_lab_fe,sd_omega,0.25,-0.0004330054083184,-0.0004331091121595242,-0.0008391455023176,-0.000839267640346586,0.0193097570498179,0.019309602855086865,0.013104026805111,0.013104009881405199,-1.0370384112421338e-07,-1.5419473103558956e-07
exog,E3_lab_fe,tfp_growth,0.15,0.0012281872732602,0.001229698270526332,0.0017110628816826,0.0017103329045193016,0.0095599399051436,0.009558330976657328,0.0066950702092917,0.006695126591149639,1.5109972661320106e-06,-1.6089284862724068e-06
exog,E4_mundlak,alpha,0.3478,0.0079849250468929,0.008171710359024973,0.0031398135373392,0.0038162155551204613,0.0481031363810728,0.04824070777770765,0.0335632534570293,0.03458771623464005,0.00018678531213207374,0.00013757139663484602
exog,E4_mundlak,beta,0.3658,0.0111909226278614,0.010800257593953764,-0.0021753874352395,-0.0032113447911724935,0.0848780008093742,0.08486968263633894,0.0573944809661918,0.05736598308860391,-0.0003906650339076372,-8.318173035259946e-06
exog,E4_mundlak,a,0.5126121076233184,-0.0022501999824619,-0.002641361355894099,-0.0036549376108875,-0.004654898585773559,0.0839705591558089,0.08413532146469527,0.0653566743095294,0.06532989794056279,-0.0003911613734321989,0.00016476230888637367
exog,E4_mundlak,gamma,0.17828649103139016,-0.0005886287157016,-0.0006489927056830378,0.0003155299092607,0.00024236699624899383,0.0078543343163368,0.007890402394663832,0.0050923226547087,0.005092467726193775,-6.0363989981437774e-05,3.606807832703257e-05
exog,E4_mundlak,sigma_star,0.7370283018867925,-0.0049758461728868,-0.004921739738430829,-0.0021327962672758,-0.0020495655138338953,0.0128069858702079,0.01277215931431007,0.0055465995677624,0.005545677214281675,5.4106434455971145e-05,-3.4826555897831193e-05
exog,E4_mundlak,lnMstar,2.8979598554678856,0.0515866295963806,0.0564664443290603,0.1185304438645213,0.12354555539761325,1.1059540477247791,1.102546456492962,0.8187392501469049,0.8186846022417331,0.004879814732679698,-0.0034075912318172197
exog,E4_mundlak,sd_omega,0.25,-0.0006823869052059,-0.0006825226688113397,-0.0008327217551584,-0.0008328152589682503,0.0192966016486735,0.019296276093583788,0.0129577036666646,0.01295778629008694,-1.3576360543968765e-07,-3.2555508971271463e-07
exog,E4_mundlak,tfp_growth,0.15,0.0015540945437919,0.0015545200219708626,0.0021766628021408,0.0021773535472879857,0.0102724217572486,0.01027504918536893,0.0073519488114846,0.007352109766385853,4.254781789626502e-07,2.627428120330691e-06
exog,E5_labgen_fe,alpha,0.3478,0.0005011974321131,0.0005013648500942039,-0.0002752453478416,-0.00026731934937829216,0.0143359302718359,0.01433745711986197,0.0108304676735133,0.010831878704275377,1.6741798110396586e-07,1.526848026071198e-06
exog,E5_labgen_fe,beta,0.3658,0.0015438783390157,0.0015441687276046751,-0.0002745510358362,-0.0002761457299284009,0.0244246630704993,0.0244276457099683,0.0169439453196582,0.01694811177530145,2.903885889752461e-07,2.982639469000653e-06
exog,E5_labgen_fe,a,0.5126121076233184,0.0003194362929482,0.0003194180396404517,-0.0001829075879759,-0.00018453335591073206,0.0264975825631035,0.0265006217881168,0.0192057534736712,0.01920484269427644,-1.8253307748324413e-08,3.039225013299479e-06
exog,E5_labgen_fe,gamma,0.17828649103139016,-6.319703878683997e-06,-6.323716874742022e-06,-0.0001594562114843,-0.00016081215486679623,0.002296732047726,0.0022969514924970355,0.0014849438524783,0.0014852968482219203,-4.012996058025578e-09,2.194447710356269e-07
exog,E5_labgen_fe,sigma_star,0.7370283018867925,-0.0005422943432085,-0.0005424153545959235,-8.870637999536246e-06,-8.963521554994358e-06,0.003106202981525,0.003106593796058011,0.0018424819386337,0.0018424566910019702,-1.2101138742340138e-07,3.9081453301120436e-07
exog,E5_labgen_fe,lnMstar,2.8979598554678856,0.0026943174340748,0.002695349977484187,-0.0003826086757714,-0.000397751331595142,0.3689512953006034,0.36898995581014543,0.2632394477315496,0.2632428813142953,1.0325434093871357e-06,3.8660509542043364e-05
exog,E5_labgen_fe,sd_omega,0.25,-6.631910406647137e-05,-6.631955618496527e-05,-0.0005456764724894,-0.0005456935637340871,0.0193257812484055,0.01932578052277472,0.0134161598381183,0.013416166633851118,-4.521184939019346e-10,-7.256307811565055e-10
exog,E5_labgen_fe,tfp_growth,0.15,0.0005794497607339,0.0005794769873198474,0.0010610814618948,0.0010610876759769433,0.0089886229187146,0.008988615193525258,0.0063346171760492,0.006334617410982929,2.722658594737047e-08,-7.725189342389083e-09
exog,E6_acf,alpha,0.3478,0.0130359408973268,0.012358222460127416,-0.0051824190972482,-0.0055669106925570755,0.0729641621766468,0.07252567956456284,0.0498971555865072,0.04989714677966012,-0.0006777184371993851,-0.0004384826120839569
exog,E6_acf,beta,0.3658,0.030672712871295,0.03175366389039462,0.0057218721896468,0.006785198538681064,0.1311333214054821,0.13175814095973667,0.0835179707251847,0.08351796956479243,0.0010809510190996213,0.0006248195542545854
exog,E6_acf,a,0.5126121076233184,0.0027987828675727,0.0038460213116529485,0.007261082426745,0.00786240878547928,0.1170971364412584,0.11705457524258253,0.0977528117366589,0.09775276387112947,0.0010472384440802485,-4.256119867586394e-05
exog,E6_acf,gamma,0.17828649103139016,-0.0003882286166207,-0.00031889246659138644,-0.0004157914741906,-0.00031701902611937227,0.0099977967424059,0.00995513600524961,0.0063585818690505,0.006358582388347869,6.933615002931355e-05,-4.266073715629079e-05
exog,E6_acf,sigma_star,0.7370283018867925,-0.0111572660763857,-0.011257572522062236,-0.0049441786550221,-0.004944180626382799,0.0220187665787716,0.022161339085595155,0.0067865620179728,0.006786562532242135,-0.00010030644567653527,0.00014257250682355588
exog,E6_acf,lnMstar,2.8979598554678856,0.0389985570502765,0.02678560287713381,-0.045781863377138,-0.04836029831192468,1.4747521570177518,1.4713942758566716,1.1417626066595314,1.1417626198566384,-0.012212954173142693,-0.0033578811610801562
exog,E6_acf,sd_omega,0.25,-0.0001397562727371,-0.0001408107727726656,-0.0009779629461169,-0.000977962946339117,0.0192843163818752,0.019284411109306683,0.0132197653389886,0.013219765348987444,-1.054500035565614e-06,9.472743148219998e-08
exog,E6_acf,tfp_growth,0.15,0.0018570808233361,0.0018554576993193286,0.0022518118434032,0.0022518117813634664,0.0099207557175963,0.009922116839521536,0.0076259264100673,0.0076259264574326385,-1.6231240167713205e-06,1.3611219252356033e-06
exog,E6b_acf_lagonly,alpha,0.3478,0.0172090808474851,0.017209040639588214,-0.0061600510510127,-0.00616005279818993,0.0815388267103515,0.0815388340165705,0.0504734018064499,0.050473410273572106,-4.020789688696791e-08,7.306219004798997e-09
exog,E6b_acf_lagonly,beta,0.3658,0.0302003042444859,0.03020038382243456,0.0023557532473517,0.002356125682375587,0.1415280694404865,0.14152809736231917,0.0906670518495682,0.09066706553910603,7.957794865773304e-08,2.7921832679300707e-08
exog,E6b_acf_lagonly,a,0.5126121076233184,-0.0013070454028317,-0.0013069679346411178,0.0064264983253409,0.006426615170751049,0.1258333489258545,0.1258333698461126,0.1030585116211368,0.1030585055616623,7.746819058224337e-08,2.0920258109180523e-08
exog,E6b_acf_lagonly,gamma,0.17828649103139016,-0.0012585052415836,-0.0012585013212735629,-0.0011686224027068,-0.0011686247428693147,0.0109711172083532,0.010971116093621563,0.0069014752750624,0.006901474805540597,3.920310037101166e-09,-1.1147316368587123e-09
exog,E6b_acf_lagonly,sigma_star,0.7370283018867925,-0.0120207506230375,-0.012020761005029322,-0.0052455849398256,-0.005245586519789791,0.0240311061187976,0.024031110758679534,0.0073242415737178,0.007324241380167462,-1.0381991821795111e-08,4.639881933526935e-09
exog,E6b_acf_lagonly,lnMstar,2.8979598554678856,0.0835463785338311,0.08354551839523072,-0.041509862770013,-0.041509719776406495,1.5780653849546276,1.5780654365706064,1.1407957008287335,1.140795795071253,-8.601386003725953e-07,5.1615978824415265e-08
exog,E6b_acf_lagonly,sd_omega,0.25,7.486003374816432e-05,7.48595047341781e-05,-0.00069917269111,-0.0006991726964471895,0.0192908680006453,0.019290868199224324,0.0136042642387569,0.013604264232296437,-5.290139862219921e-10,1.985790247516217e-10
exog,E6b_acf_lagonly,tfp_growth,0.15,0.0025307333986244,0.0025307339081254627,0.0030712882051785,0.0030712885326982797,0.0096318592177504,0.009631858899424245,0.0069217768658144,0.00692177677702667,5.095010628675123e-10,-3.183261553657557e-10
exog,E7_iv_path,alpha,0.3478,0.002183099216946,0.002183099216946024,-0.0052378365606881,-0.005237836560688158,0.1017877735697687,0.10178777356976872,0.0603048807839078,0.060304880783907805,2.3852447794681098e-17,1.3877787807814457e-17
exog,E7_iv_path,beta,0.3658,0.0023797663099479,0.002379766309947998,-0.0038622832372768,-0.0038622832372768034,0.1075797150021166,0.10757971500211667,0.0633079755353022,0.06330797553530224,9.80118763926896e-17,6.938893903907228e-17
exog,E7_iv_path,a,0.5126121076233184,-4.601198782449384e-05,-4.601198782449384e-05,-0.0001902149647906,-0.00019021496479065814,0.0037469014262153,0.0037469014262153048,0.0025643614759437,0.002564361475943744,0.0,4.7704895589362195e-18
exog,E7_iv_path,gamma,0.17828649103139016,0.001128755280772,0.0011287552807720488,-0.0021310783172466,-0.0021310783172466957,0.0522801609892941,0.05228016098929413,0.0307923553331514,0.030792355333151486,4.87890977618477e-17,3.469446951953614e-17
exog,E7_iv_path,sigma_star,0.7370283018867925,0.0030706284211775,0.0030706284211775483,0.0023034181556418,0.0023034181556418343,0.0565117561858486,0.05651175618584861,0.0334349165385899,0.03343491653858993,4.8138576458356397e-17,1.3877787807814457e-17
exog,E7_iv_path,lnMstar,2.8979598554678856,1.2776630684123946,1.2776630684123946,1.2739897525100117,1.2739897525100115,1.278751506113072,1.278751506113072,1.2739897525100117,1.2739897525100115,0.0,0.0
exog,E7_iv_path,sd_omega,0.25,0.0098405313936359,0.009840531393635985,0.0083061660388085,0.008306166038808599,0.0287067986249537,0.028706798624953775,0.016792542261956,0.016792542261956048,8.500145032286355e-17,7.632783294297951e-17
exog,E7_iv_path,tfp_growth,0.15,-0.000787713945538,-0.0007877139455380762,0.0047958945369045,0.004795894536904544,0.0584521267105157,0.05845212671051573,0.035258970279977,0.035258970279977,-7.621941272573096e-17,2.7755575615628914e-17
exog,E8_heckman,alpha,0.3478,0.0074731700392384,0.007179183447577614,-2.8787994967277575e-05,-0.0003751595996216439,0.0497606931197095,0.04972549687513657,0.0334551243121833,0.03344988104731794,-0.0002939865916607859,-3.519624457293258e-05
exog,E8_heckman,beta,0.3658,0.0104808942799447,0.011173000968288018,-0.001927455468924,-0.0015513259506283739,0.0867252005530081,0.08700215574140494,0.0557476583836953,0.055672789719330984,0.0006921066883433177,0.0002769551883968352
exog,E8_heckman,a,0.5126121076233184,-0.0025191940085527,-0.001875043560188176,-0.003320060224329,-0.003030782691178513,0.0850692562648731,0.08510942378108641,0.0626910688907723,0.06267468578936491,0.0006441504483645239,4.0167516213301946e-05
exog,E8_heckman,gamma,0.17828649103139016,-0.0010141466564234,-0.0009385656525393687,-0.0005787185120938,-0.0005790037261526465,0.0101092260379063,0.01008991134876659,0.0060058262383335,0.0060103247607661,7.558100388403135e-05,-1.9314689139710017e-05
exog,E8_heckman,sigma_star,0.7370283018867925,-0.0045839700256231,-0.004689034746632983,-0.0026466096400878,-0.002688866159151093,0.0144076516788855,0.014482089140913597,0.0069549597180427,0.006959812710766067,-0.00010506472100988307,7.443746202809645e-05
exog,E8_heckman,lnMstar,2.8979598554678856,0.0149966331742007,0.008227758531891251,0.011073232030808,-0.0018423627464718706,1.1617778058024564,1.1658366400638078,0.8238412947442182,0.8331926554561995,-0.006768874642309448,0.004058834261351452
exog,E8_heckman,sd_omega,0.25,-0.0012896996400934,-0.0012895709917876827,-0.0014535554195505,-0.001453825675293105,0.0193217375235839,0.019321732805076052,0.0130625709820293,0.013062445322255672,1.286483057173337e-07,-4.7185078483336085e-09
exog,E8_heckman,tfp_growth,0.15,0.0016806590824059,0.001682960656792753,0.0023692812573347,0.00236873595512517,0.0118316225015513,0.011829518529564525,0.0086692143564298,0.008666768035729827,2.3015743868530936e-06,-2.1039719867756157e-06
exog,E9_foc_system,alpha,0.3478,-0.002933467956876,-0.0029333769271016556,-0.0027923773967808,-0.0027924698559435857,0.0041989455385521,0.004198890645087419,0.0029399025204826,0.002939818793124299,9.10297743442548e-08,-5.489346468177947e-08
exog,E9_foc_system,beta,0.3658,-0.0059850393026535,-0.005984973300538955,-0.0061207809396129,-0.00612077345344425,0.0070622449176716,0.007062194131587224,0.0061344093247466,0.006134520250909659,6.600211454460547e-08,-5.0786084376114315e-08
exog,E9_foc_system,a,0.5126121076233184,-0.0020101499979495,-0.0020101701097364937,-0.0021032344146925,-0.0021032739472993667,0.003918823027497,0.003918830385965179,0.0026946864544436,0.0026946869864317713,-2.011178699360544e-08,7.358468179403943e-09
exog,E9_foc_system,gamma,0.17828649103139016,-0.0022033659151829,-0.0022033263590222427,-0.0021721257390676,-0.0021720542147012772,0.0025101107240693,0.0025100801690787693,0.0021721257390676,0.0021720542147012772,3.955616065731346e-08,-3.0554990530784476e-08
exog,E9_foc_system,sigma_star,0.7370283018867925,0.0024326763073155,0.002432633407681222,0.0024041513348853,0.0024040661624340487,0.002770178114456,0.0027701447697037274,0.0024041513348853,0.0024040661624340487,-4.289963427767454e-08,-3.3344752272713996e-08
exog,E9_foc_system,lnMstar,2.8979598554678856,1.2501062371921854,1.2501056050799475,1.2493994014467966,1.2493990571741316,1.2510293781558688,1.2510287542136704,1.2493994014467966,1.2493990571741316,-6.321122378860622e-07,-6.239421983522675e-07
exog,E9_foc_system,sd_omega,0.25,0.000353389414115,0.0003533886320351652,-2.3383583356670345e-05,-2.3374811310747368e-05,0.0193678188912821,0.019367820722822764,0.0132586098989998,0.013258612705849604,-7.820798348127586e-10,1.8315406656588262e-09
exog,E9_foc_system,tfp_growth,0.15,0.0028306154409112,0.002830571428141021,0.0032334346695972,0.0032334591807379187,0.0094508487660449,0.009450852933593925,0.006646424163387,0.006646418821072433,-4.401277017927058e-08,4.167549024630679e-09
exog,E10_foc_system_T,alpha,0.3478,-0.0009242550139834,-0.0009242265521611271,-0.0010931296782369,-0.0010931220765553473,0.0027761401766491,0.002776136301112751,0.0020585605974849,0.0020586185684272063,2.8461822272813665e-08,-3.875536349305653e-09
exog,E10_foc_system_T,beta,0.3658,-0.0021180351627155,-0.002118003264763588,-0.0023345377025439,-0.002334534236968888,0.0041011693549058,0.0041011454084529,0.0030629221603993,0.0030629481941900627,3.189795191177458e-08,-2.3946452900464044e-08
exog,E10_foc_system_T,a,0.5126121076233184,-0.0007909832173348,-0.0007909817124951276,-0.0007974236712507,-0.0007974288774924565,0.0030948576304954,0.003094854615476868,0.0022179164998255,0.0022179344246967547,1.50483967236055e-09,-3.0150185321466128e-09
exog,E10_foc_system_T,gamma,0.17828649103139016,-0.000752805568627,-0.0007527904997575237,-0.0007832291036612,-0.0007832112678171493,0.0013369710530899,0.0013369621798272836,0.0009509689912519,0.0009509614837743263,1.506886947633037e-08,-8.873262616424654e-09
exog,E10_foc_system_T,sigma_star,0.7370283018867925,0.000829239933561,0.0008292234999595766,0.0008516957717263,0.0008517406604522937,0.0014734064191754,0.0014733964669538622,0.0010454780944083,0.0010454943045911103,-1.6433601423464575e-08,-9.9522215377644e-09
exog,E10_foc_system_T,lnMstar,2.8979598554678856,-0.0248544195066978,-0.024854313091036424,-0.0245570283979157,-0.024556905060081347,0.0475684579604032,0.04756837990025591,0.0321178960756203,0.03211777366020274,1.0641566137656322e-07,-7.806014729050403e-08
exog,E10_foc_system_T,sd_omega,0.25,-7.731112755991316e-05,-7.731101898105427e-05,-0.0006707341650997,-0.0006707330344949552,0.0193266825679903,0.01932668318501978,0.0133446561588366,0.013344658156901723,1.0857885888949838e-10,6.170294830631917e-10
exog,E10_foc_system_T,tfp_growth,0.15,0.0012136435640767,0.0012136270020990452,0.0016441995500574,0.0016441942197484433,0.0090623447899909,0.009062349370684807,0.0065238576486843,0.006523832663237,-1.6561977654767912e-08,4.5806939057840834e-09
funding,E1_pooled_huber,alpha,0.3478,0.0733998100532542,0.07221614760928748,0.0727159351935968,0.07255769683449695,0.1091663465561238,0.10749466788942975,0.0800616959833513,0.0771311090344941,-0.0011836624439667265,-0.001671678666694043
funding,E1_pooled_huber,beta,0.3658,0.0792433739784485,0.08125716110676326,0.0692584875504587,0.07139330299409563,0.1540408411284645,0.15599959233962085,0.0932582299880595,0.0947968476087016,0.0020137871283147646,0.001958751211156351
funding,E1_pooled_huber,a,0.5126121076233184,-0.0057702811128241,-0.004189522382281128,-0.0036805884726401,-0.00221626146252335,0.1151124909801338,0.11495426075462682,0.0778829599013198,0.07736352670620833,0.0015807587305429723,-0.0001582302255069834
funding,E1_pooled_huber,gamma,0.17828649103139016,0.026656293418637,0.026847872170853968,0.0306927278,0.030967937471837376,0.0352720419106036,0.03558465699025453,0.031688929641087,0.03185338814168934,0.00019157875221696707,0.00031261507965092694
funding,E1_pooled_huber,sigma_star,0.7370283018867925,-0.0386691844834847,-0.03885347857078062,-0.0384573146762158,-0.03849461341820504,0.0435385067411807,0.04383217523636062,0.0384573146762158,0.03849461341820504,-0.000184294087295922,0.0002936684951799218
funding,E1_pooled_huber,lnMstar,2.8979598554678856,0.5704515691030859,0.5475328242432927,0.6528154977419465,0.6144150011232898,1.6089925435441952,1.6006629220388213,1.0738566060624504,1.0738566060624504,-0.022918744859793172,-0.008329621505373863
funding,E1_pooled_huber,sd_omega,0.25,-0.0523036808409102,-0.052253058770560114,-0.0534535870234692,-0.05345358672780873,0.0568412100195209,0.05683465600769284,0.0534535870234692,0.05345358672780873,5.0622070350087034e-05,-6.554011828065198e-06
funding,E1_pooled_huber,tfp_growth,0.15,-0.089771240340732,-0.0897610532959729,-0.0895196607959237,-0.08951966097575693,0.0901760353770766,0.09016505635041729,0.0895196607959237,0.08951966097575693,1.0187044759094044e-05,-1.0979026659307944e-05
funding,E1b_pooled_huber_Etrue,alpha,0.3478,0.1151781375612517,0.1146332255897815,0.1130961135675153,0.11296010501649911,0.1198902394788394,0.11908865429859024,0.1130961135675153,0.11296010501649911,-0.0005449119714701911,-0.0008015851802491564
funding,E1b_pooled_huber_Etrue,beta,0.3658,0.1283737974410932,0.12935955731155407,0.1216504862916292,0.12186356575819679,0.1396266062236959,0.14102317294646455,0.1216504862916292,0.12186356575819679,0.0009857598704608728,0.0013965667227686385
funding,E1b_pooled_huber_Etrue,a,0.5126121076233184,0.002783656744263,0.003483935397648227,0.0026665085826657,0.002769845831648632,0.0401734095514958,0.04008428597834178,0.0224739342800582,0.022473937876716893,0.0007002786533852269,-8.912357315402075e-05
funding,E1b_pooled_huber_Etrue,gamma,0.17828649103139016,0.0591327113659481,0.059222813035377554,0.0587820269835544,0.05884643364683746,0.0596099605927835,0.0597189412505375,0.0587820269835544,0.05884643364683746,9.010166942945153e-05,0.00010898065775399868
funding,E1b_pooled_huber_Etrue,sigma_star,0.7370283018867925,-0.0605844465952695,-0.06067697359087539,-0.0599539513128439,-0.05995395131284398,0.0612174526501189,0.06135162612202201,0.0599539513128439,0.05995395131284398,-9.252699560589189e-05,0.0001341734719031082
funding,E1b_pooled_huber_Etrue,lnMstar,2.8979598554678856,0.5523580392428251,0.5418994236379349,0.5338295193516636,0.5327134707790668,0.8779850148929162,0.87501406550776,0.6044970594193817,0.6044970495316389,-0.010458615604890253,-0.0029709493851562963
funding,E1b_pooled_huber_Etrue,sd_omega,0.25,-0.0125340257501562,-0.012536155531967049,-0.0128536604507804,-0.0128536605036592,0.0215586102229938,0.021555770442275766,0.0157908245529754,0.015790824552737573,-2.1297818108487188e-06,-2.839780718032897e-06
funding,E1b_pooled_huber_Etrue,tfp_growth,0.15,-0.0648699442018585,-0.06486864228824137,-0.064490295346335,-0.06449029476736953,0.0655446799783208,0.06554323810915375,0.064490295346335,0.06449029476736953,1.3019136171354972e-06,-1.4418691670486927e-06
funding,E2_pooled_nls,alpha,0.3478,0.0432372674759933,0.04349748519716859,0.0435190577064506,0.043796944092235446,0.0514244855671672,0.05167106791774114,0.0437933118765846,0.044149225676896636,0.00026021772117528624,0.00024658235057394007
