spec,w,r_obs,life_penalty,train_penalty,ratio_proc,ratio_eff,ratio_proc_vs_w,w_hat_proc,w_true_c,s_hat_proc,s_true_c,N_ratio,epochs,mu_eff
D15,5.38,1.02,2.2577730249828676e-06,-0.0007487176741913792,0.9987785348317691,0.9987735563159152,0.9995291549912144,5.3774668538527335,5.384043275177611,0.8140388351657545,0.8142659802512431,1.0001737133545814,1.0190592837656247,0.0012279496952327662
D15,5.38,1.118,7.172406133992837e-05,-0.00406901420284167,0.9932493977069272,0.9930921720594509,0.9973789868507658,5.36589894925712,5.402368188337333,0.8136379366334424,0.8148959928057465,1.001017098094258,1.112319504073424,0.006955877948593425
D15,5.38,1.2254,0.00023883794834600458,-0.007165786510328287,0.9878994250252322,0.9873790986317897,0.995267245499046,5.3545377807848675,5.420124402489764,0.8132425167325236,0.8155023896609007,1.0019293914777236,1.2142762309985526,0.012782224563695044
D15,5.38,1.3431,0.0005050642965993557,-0.010065132577539049,0.9826841205636716,0.9815909464340659,0.9931768963626422,5.3432917024310145,5.437445859373489,0.8128494464292424,0.8160901228513158,1.002918351254165,1.3257126253323062,0.018754302525721744
D15,5.38,1.4721,0.0008727602668563428,-0.012793136734633448,0.9775576709541086,0.9756816561890298,0.9910899942607831,5.332064169123013,5.4544752985456615,0.8124553703252836,0.8166643086152334,1.0039928280754156,1.447487654068962,0.024924465533108897
D15,5.38,1.5,0.000960827158358768,-0.01333237962252043,0.9765156480970466,0.9744533575708763,0.9906617899129454,5.329760429731646,5.45793653191103,0.8123743059028359,0.8167805737290496,1.0042241163777377,1.4737760291045618,0.02621638299118456
D15,5.38,1.6136,0.0013455551083081385,-0.01537299866357511,0.9724768713081501,0.9696057539413769,0.9889891209649346,5.320761470791348,5.47135014494895,0.8120569761509584,0.817229756183091,1.0051625765174141,1.58063398546049,0.031347014944035356
D15,5.38,1.7686,0.001926960512408371,-0.01782345096681892,0.9674064403573388,0.9633268532973771,0.9868598423791237,5.3093059519996855,5.488185451854697,0.8116514646093502,0.8177904138312133,1.0064361868775287,1.7259687869624125,0.03806926649775644
D15,5.38,1.9385,0.002622366194192649,-0.02016705260196039,0.9623018282250191,0.9567964546076179,0.9846834999476936,5.297597229718591,5.505130588279244,0.8112351776405018,0.8183512663388839,1.0078254298462823,1.8846579102700405,0.04515437445898551
D15,5.38,2.0,0.0028862125626911705,-0.02094409482116244,0.9605488484902283,0.954507714810921,0.9839286924763052,5.293536365522522,5.510949676159415,0.8110903692825976,0.8185430717456849,1.0083269220110596,1.941941415639598,0.04766046882930719
D15,5.38,2.1247,0.0034377192828054515,-0.022422529611147435,0.957124209817585,0.9499719508857505,0.9824434004066084,5.285545494187553,5.522319297716758,0.8108047691388358,0.8189166641607527,1.00934188569695,2.0578347939073063,0.05266265921599422
D15,5.38,2.3288,0.004380283589730416,-0.024610065456740826,0.9518306541889052,0.9428055931875307,0.980120778908091,5.27304979052553,5.539903308765482,0.8103564275465837,0.8194914343689437,1.0109990847418928,2.246775604296666,0.060664051237860006
D15,5.38,2.5525,0.005458220314707551,-0.026747099869347202,0.9463817535892437,0.9352532012431887,0.9776978969951325,5.260014685833813,5.558026310085441,0.8098864623528174,0.8200800168604047,1.0128110331421174,2.45280506066022,0.06922916561071002
D15,5.38,2.7977,0.006681048828022895,-0.028852015640855377,0.9407350412421881,0.9272671378134854,0.9751553349635922,5.246335702104126,5.576847329059448,0.8093907716200978,0.820687219678891,1.0147936206245702,2.677372680140984,0.07843787320881468
D15,5.38,3.0,0.00771543067213476,-0.03044302057182824,0.9362792657337934,0.920869729644668,0.9731280198248707,5.235428746657805,5.591738424918151,0.8089936758974362,0.8211647391187405,1.0164274058419895,2.8616612672648536,0.08592992885743533
D15,5.38,3.0665,0.008059681228546056,-0.03094219376158125,0.9348482035446956,0.9187998295119127,0.9724732374019894,5.231906017222703,5.596530000683221,0.8088650681590724,0.8213178523338711,1.016964218897525,2.922045542616625,0.08837634474880418
D15,5.38,3.361,0.009605378129113662,-0.0330342816840854,0.9286808309350147,0.9098079999793043,0.9696322669125733,5.216621595989644,5.6172383688995104,0.8083050530694492,0.8219765773984925,1.0193404602782459,3.1883084267769135,0.09913300391153679
D15,5.38,3.6839,0.011332899011421649,-0.035146523609118185,0.922185116962777,0.900237995016243,0.9666090972193611,5.200356943040163,5.639168153317821,0.8077055073424646,0.8226688807973128,1.0219446393357459,3.4780981130119826,0.11081736778056883
D15,5.38,4.0,0.013050058080338989,-0.03707277783857377,0.9160409496081009,0.8911208809276857,0.963723234577831,5.184831002028731,5.660042822590952,0.8071296827980087,0.8233228914790722,1.0244936279248396,3.759622103699682,0.12218221052004496
D15,5.38,4.0378,0.013256860983848151,-0.03729534999447981,0.9153183504453759,0.8900456766599986,0.9633822778023117,5.182996654576437,5.662507096087927,0.8070614228320929,0.8233997798093934,1.0247984616638317,3.7931446827907367,0.12353784330779294
