N,M,n_sizes,eps_ratio,lnw_fd,lnw_chin_full,lnw_chin_M100,lnw_kappa_full,lnw_eq3_full
140718592.0,321.7347175163636,3,2.8064249154594636,1.0319114012419297,0.7076075295045379,0.30982978716786175,0.9994527983525958,1.000275207614389
140718592.0,454.74069133698976,3,3.4009638932034503,1.2240588894451656,0.81544405209805,0.3870955415932582,1.1466099098569695,1.1608883685306348
140718592.0,643.3747358100833,3,4.163163741198009,1.4262752999394581,0.9235922409418316,0.4645846074476281,1.2941923309321637,1.3204723720944418
140718592.0,909.3475345449787,3,4.840311579890546,1.5769790946669373,1.0314287635353439,0.5418503618730246,1.4413494424365374,1.4780696438232526
140718592.0,1286.560101048601,3,5.358165260798003,1.6786216143940529,1.1395769523791262,0.6193394277273955,1.5889318635117333,1.634599456193766
167299200.0,321.72772582780055,3,2.9574866590315594,1.0843398059664215,0.7129875166421411,0.3111573383757568,1.0052869263345827,1.019412249549586
167299200.0,454.73080926608577,3,3.3671895682713227,1.2140784404269334,0.8208240392356525,0.38842309280115245,1.1524440378389547,1.1771249062456681
167299200.0,643.3607544908892,3,4.069693598197327,1.4035677136223967,0.9289722280794348,0.4659121586555241,1.3000264589141506,1.3337330442195614
167299200.0,910.2375559006463,3,5.2214977374707985,1.6527842836271738,1.037120416923217,0.5434012245098949,1.4476088799893447,1.4887622144248205
167299200.0,1286.5321425254626,3,6.168159891314878,1.8194005586414606,1.1449569395167276,0.6206669789352905,1.5947659914937184,1.6417957029113877
201228288.0,317.9993749688304,3,3.2262484921373744,1.1713200046774273,0.7151036539057852,0.3099763746912694,1.0065657287334164,1.0307338106290027
201228288.0,449.91083436324266,3,3.761666687058663,1.3248621270223897,0.8232518427495666,0.38746544054563925,1.1541481498086106,1.185898462640045
201228288.0,635.9051501737209,3,4.393796362516416,1.4801936284452444,0.9310883653430788,0.4647311949710357,1.3013052613129843,1.339001730353266
201228288.0,899.6892422149756,3,5.114646647532043,1.632108315400931,1.0392365541868611,0.5422202608254065,1.4488876823881802,1.4909299979620116
201228288.0,1271.6231283696702,3,6.128369209710385,1.8129286802497226,1.1470730767803734,0.619486015250803,1.5960447938925522,1.6408430317593208
239005312.0,318.3029697916034,3,3.1120533387879052,1.1352827458825991,0.720757435070816,0.31151435726756954,1.0127819885492237,1.0431651289188557
239005312.0,450.34036539623935,3,3.7786925794414374,1.329378071347101,0.8289056239145985,0.3890034231219412,1.1603644096244197,1.195533616326083
239005312.0,637.1490810720281,3,4.454271857232486,1.4938636036210304,0.9370538127583807,0.466492488976312,1.3079468306996138,1.346234262861523
239005312.0,900.548177853034,3,5.469241721830642,1.6991399819307214,1.0448903353518912,0.5437582434017076,1.4551039422039875,1.4948564216277875
239005312.0,1274.1106240283377,3,6.867462652755588,1.9267947007133983,1.1530385241956744,0.6212473092560793,1.6026863632791835,1.642305107999594
284207616.0,318.55158642746187,3,3.165193741441046,1.1522142674481048,0.7263936820347294,0.31302263588709645,1.018964095860054,1.0522493421638237
284207616.0,450.24164552944546,3,3.813603054459065,1.3385744258466585,0.8342302046282417,0.3902883903124929,1.1661212073644278,1.2014326560182922
284207616.0,637.0094105533641,3,4.809648869706719,1.5706240813920624,0.9423783934720239,0.4677774561668638,1.3137036284396237,1.3493421279727582
284207616.0,900.3507671766016,3,6.266451516706484,1.8352102481379673,1.0502149160655363,0.5450432105922602,1.4608607399439957,1.4951542610693305
336994944.0,319.3927429894087,3,3.0172802129100473,1.1043558338587425,0.7325195547474892,0.3149234564381147,1.0258392495551774,1.0587794310857115
336994944.0,451.8821947433532,3,3.650547552848231,1.2948771708223208,0.8406677435912715,0.39241252229248547,1.1734216706303715,1.2057328420242441
336994944.0,638.6914760916884,3,4.454044752178229,1.493812616422379,0.9485042661847821,0.46967827671788104,1.3205787821347452,1.3505297193994665
336994944.0,903.6313827260492,3,5.450811417245645,1.6957644814913286,1.0566524550285652,0.5471673425722527,1.4681612032099411,1.4940468224755739
397772800.0,321.69646768165336,3,2.8870435695331533,1.0602329921960003,0.7399218106060624,0.3178052737424451,1.0344958395977315,1.0640667200405756
397772800.0,455.14154296859124,3,3.4969520979322986,1.2518917599411796,0.8480699994498448,0.39529433959681576,1.1820782606729274,1.2084714478209677
397772800.0,643.2982473991007,3,4.19820340255559,1.4346566724770724,0.9559065220433572,0.4725600940222123,1.3292353721772994,1.3506997901144324
476931840.0,319.2951322187535,3,2.9246655104544383,1.0731801187445504,0.7432371074754216,0.31752972709380733,1.0374386179714978,1.0601485514433429
476931840.0,451.2925750958373,3,3.5695326890990273,1.2724346878114348,0.8510736300689321,0.394795481519203,1.1845957294758716,1.2015121405505238
476931840.0,638.4962832810817,3,5.033346385734975,1.616085048341786,0.9592218189127153,0.47228454737357456,1.3321781505510675,1.3414911790995385
