S,sigma_star,kappa,hicks_bias,lnR_offpath_M5x,pct_above_frontier_M5x
0.25,0.8888888888888888,2.8544000000000005,0.04643007286995516,-1.1129034728334894,1.4487076715320013
0.7136,0.7370283018867925,1.0000000000000002,0.13253000000000004,-1.0868382197053474,4.127757293213263
1.5,0.5714285714285714,0.4757333333333334,0.2785804372197309,-1.0462526041630356,8.440777697093637
4.0,0.3333333333333333,0.17840000000000003,0.7428811659192825,-0.959959618184781,18.21407577395742
