cell,statistic,corpus,scheme,n_rep,noise_free_value,mean_estimate,mean_bias,mc_sd,mc_sd_se,mean_boot_se,factor,factor_mc_se,coverage,coverage_mc_se,mean_halfwidth,truth,kappa,noise_sd,rho_trunk,applied_factor,coverage_calibrated,coverage_calibrated_mc_se,reject_zero,reject_zero_mc_se,mde80_oracle,mde80_uncalibrated,reject_zero_calibrated,reject_zero_calibrated_mc_se,mde80_calibrated
chin_s005_r5,mf_T,pooled,wcu,1000,0.691316212128267,0.6887320185131862,-0.0025841936150810254,0.015350761487660729,0.00034342521748632475,0.006473364475077633,2.371372961735888,0.06607206473193364,0.531,0.01578096955196353,0.011404698923659893,chin,1.0,0.005,0.5,1.743444986930914,0.776,0.013184233007649704,,,,,,,
chin_s005_r5,mf_T,pooled,cr2cv,1000,0.691316212128267,0.6887320185131862,-0.0025841936150810254,0.015350761487660729,0.00034342521748632475,0.010825597852656162,1.4180058872124346,0.03740734642259254,0.764,0.013427732496590778,0.019774034850690975,chin,1.0,0.005,0.5,1.743444986930914,0.931,0.008014923580421711,,,,,,,
chin_s005_r5,q3,edu,wcu,500,-0.006366232806198401,-0.046644915055744314,-0.040278682249545915,0.07223861839767722,0.0022866735095951494,0.0340375521445969,2.122321196624133,0.10379775879849525,0.516,0.022349228174592516,0.05872488188594279,chin,1.0,0.005,0.5,1.75,0.786,0.01834142851579451,,,,,,,
chin_s005_r5,q3,edu,cr2cv,500,-0.006366232806198401,-0.046644915055744314,-0.040278682249545915,0.07223861839767722,0.0022866735095951494,0.053490207257690145,1.3505017479118415,0.07313630390436271,0.714,0.020209106858047932,0.09480482485790251,chin,1.0,0.005,0.5,1.75,0.9,0.013416407864998736,,,,,,,
chin_s005_r5,q3,web,wcu,500,-0.003675507569085967,-0.029606114402484843,-0.025930606833398876,0.053661078032451105,0.0016986117447266912,0.025211567304762022,2.128430866030113,0.07716006890114262,0.504,0.022359964221796064,0.04321273649242512,chin,1.0,0.005,0.5,1.75,0.756,0.019207498535728174,,,,,,,
chin_s005_r5,q3,web,cr2cv,500,-0.003675507569085967,-0.029606114402484843,-0.025930606833398876,0.053661078032451105,0.0016986117447266912,0.039703404214508846,1.351548540838765,0.04834289714358236,0.708,0.0203340109176719,0.06978951980540796,chin,1.0,0.005,0.5,1.75,0.914,0.01253826144248077,,,,,,,
chin_s005_r5,q3,pooled,wcu,1000,-0.005020870187642183,-0.03812551472911458,-0.0331046445414724,0.06400335897058673,0.001431874730904871,0.02962455972467946,2.160483043981483,0.07265206574937173,0.51,0.0158082257068907,0.05096880918918396,chin,1.0,0.005,0.5,1.75,0.771,0.013287550564344055,,,,,,,
chin_s005_r5,q3,pooled,cr2cv,1000,-0.005020870187642183,-0.03812551472911458,-0.0331046445414724,0.06400335897058673,0.001431874730904871,0.0465968057360995,1.373556791275974,0.051180802763628,0.711,0.0143345387090063,0.08229717233165522,chin,1.0,0.005,0.5,1.75,0.907,0.009184280047995052,,,,,,,
chin_s005_r5,diff_mf_F,edu-web,wcu,500,0.005364272544945647,0.007174404383883676,0.0018101318389380288,0.02436515783336377,0.000771265594642784,0.010431765258535992,2.335669680970487,0.08102426775195727,0.522,0.0223390241505756,0.018235261891868755,chin,1.0,0.005,0.5,1.6406726604174067,0.742,0.019567115270269147,0.456,0.022273930950777416,0.06826106070858444,0.04095211286405469,0.27,0.019854470529329156,0.054051231993600665
chin_s005_r5,diff_mf_F,edu-web,cr2cv,500,0.005364272544945647,0.007174404383883676,0.0018101318389380288,0.02436515783336377,0.000771265594642784,0.016992741037873786,1.4338568321060259,0.05001616536338595,0.736,0.019713142824014644,0.030862258382256615,chin,1.0,0.005,0.5,1.6406726604174067,0.918,0.012269963325128561,0.264,0.019713142824014644,0.06826106070858444,0.05381138919642871,0.098,0.013296315279053818,0.07514909510487934
chin_s005_r5,diff_mf_P,edu-web,wcu,500,-0.002692362045903729,-0.00047764855369926087,0.0022147134922044683,0.021679568647579,0.0006862547543885814,0.0094337852016025,2.298077408408274,0.08219481266669626,0.544,0.022273930950777412,0.016538523840289455,chin,1.0,0.005,0.5,1.6406726604174067,0.75,0.019364916731037084,0.47,0.022320394261750844,0.06073715432952762,0.03673585962361773,0.254,0.019467100451787882,0.04858181983607765
chin_s005_r5,diff_mf_P,edu-web,cr2cv,500,-0.002692362045903729,-0.00047764855369926087,0.0022147134922044683,0.021679568647579,0.0006862547543885814,0.016183524429065455,1.3396073730789262,0.04794550231781579,0.76,0.019099738218101316,0.029624122320648216,chin,1.0,0.005,0.5,1.6406726604174067,0.936,0.01094568408095172,0.244,0.019207498535728174,0.06073715432952762,0.04996510551883293,0.058,0.010453324829928513,0.07028668189429643
chin_s005_r5,diff_mf_P6,edu-web,wcu,500,-0.0006179191482243995,0.0010963682505229452,0.0017142873987473447,0.014340445997246765,0.000453938886222364,0.007102623380978249,2.0190351125264994,0.07892715188343033,0.63,0.021591665058535898,0.012623262382111455,chin,1.0,0.005,0.5,1.6406726604174067,0.824,0.017030795636141023,0.374,0.021639038795658184,0.04017597839919658,0.02599010663292447,0.166,0.016639951923007473,0.03490883778665729
chin_s005_r5,diff_mf_P6,edu-web,cr2cv,500,-0.0006179191482243995,0.0010963682505229452,0.0017142873987473447,0.014340445997246765,0.000453938886222364,0.011399854817939821,1.2579498797370094,0.046470782768735036,0.83,0.016798809481626965,0.021056076690300237,chin,1.0,0.005,0.5,1.6406726604174067,0.944,0.010282412168358165,0.164,0.0165592270351004,0.04017597839919658,0.03441252554903742,0.058,0.010453324829928513,0.04872727023690623
chin_s005_r5,diff_mf_T,edu-web,wcu,500,0.006155813353653006,0.007316301080927423,0.0011604877272744169,0.02189523019084248,0.0006930814012563857,0.009405145116861439,2.328005567036808,0.08316506222524123,0.528,0.022325590697672478,0.016532730660445017,chin,1.0,0.005,0.5,1.6406726604174067,0.762,0.01904499934365974,0.458,0.022281651644346298,0.06134134847421143,0.03686123137227125,0.26,0.019616319736382767,0.04867122836349243
chin_s005_r5,diff_mf_T,edu-web,cr2cv,500,0.006155813353653006,0.007316301080927423,0.0011604877272744169,0.02189523019084248,0.0006930814012563857,0.015429546329060264,1.4190456234999365,0.04892114384015721,0.77,0.018820201911775546,0.02824924606008163,chin,1.0,0.005,0.5,1.6406726604174067,0.93,0.011410521460476728,0.258,0.019567115270269147,0.06134134847421143,0.04866884086973731,0.086,0.012538261442480771,0.06804365045086991
kap36_s005_r5,mf_F,edu,wcu,200,0.661151164293644,0.6487485733715946,-0.01240259092204933,0.034134575387289326,0.0017110116588321786,0.014833326022865663,2.3012084636089485,0.139641652843371,0.47,0.03529164207004259,0.025080441547691033,kappa,0.36,0.005,0.5,1.743444986930914,0.68,0.03298484500494128,,,,,,,
kap36_s005_r5,mf_F,edu,cr2cv,200,0.661151164293644,0.6487485733715946,-0.01240259092204933,0.034134575387289326,0.0017110116588321786,0.025641036962486673,1.3312478523091271,0.07634355902206892,0.705,0.03224709289222828,0.0453624088318716,kappa,0.36,0.005,0.5,1.743444986930914,0.87,0.02378024390118823,,,,,,,
kap36_s005_r5,mf_F,web,wcu,200,0.6537592686583339,0.6411583266380473,-0.012600942020286604,0.028908212865609264,0.0014490377773229335,0.012870381364844571,2.2461038291042414,0.12916759086256704,0.545,0.035211858797853886,0.021912057992505778,kappa,0.36,0.005,0.5,1.743444986930914,0.735,0.031206970375222264,,,,,,,
kap36_s005_r5,mf_F,web,cr2cv,200,0.6537592686583339,0.6411583266380473,-0.012600942020286604,0.028908212865609264,0.0014490377773229335,0.022063322814430863,1.3102384037413164,0.07483932350991425,0.755,0.030411757594719844,0.038527265919787154,kappa,0.36,0.005,0.5,1.743444986930914,0.9,0.021213203435596423,,,,,,,
kap36_s005_r5,mf_F,pooled,wcu,400,0.6574552164759889,0.6449534500048211,-0.012501766471167968,0.03159002261107193,0.0011182746784001334,0.013851853693855118,2.2805628264097044,0.09672854683093914,0.5075,0.024997187341779074,0.023496249770098405,kappa,0.36,0.005,0.5,1.743444986930914,0.7075,0.022745535276181124,,,,,,,
kap36_s005_r5,mf_F,pooled,cr2cv,400,0.6574552164759889,0.6449534500048211,-0.012501766471167968,0.03159002261107193,0.0011182746784001334,0.02385217988845877,1.3244081991163092,0.05337818952032647,0.73,0.022197972880423113,0.04194483737582938,kappa,0.36,0.005,0.5,1.743444986930914,0.885,0.01595109714094927,,,,,,,
kap36_s005_r5,mf_P,edu,wcu,200,0.7026747378587325,0.7066622020521447,0.003987464193412038,0.029004788849123917,0.0014538786939560517,0.012897347695670294,2.2488956282740964,0.13846592021383278,0.565,0.03505531343462785,0.022041755087324935,kappa,0.36,0.005,0.5,1.743444986930914,0.78,0.029291637031753616,,,,,,,
kap36_s005_r5,mf_P,edu,cr2cv,200,0.7026747378587325,0.7066622020521447,0.003987464193412038,0.029004788849123917,0.0014538786939560517,0.02218516533016676,1.307395659102167,0.07648427063716179,0.765,0.029981244136960027,0.03983970530044311,kappa,0.36,0.005,0.5,1.743444986930914,0.945,0.016120638945153514,,,,,,,
kap36_s005_r5,mf_P,web,wcu,200,0.704435217169993,0.7039658393481187,-0.00046937782187425224,0.026288197047524307,0.0013177082511693027,0.011711447187716266,2.2446582925376712,0.13960394036028648,0.535,0.03526861210765175,0.019923168611008756,kappa,0.36,0.005,0.5,1.743444986930914,0.78,0.029291637031753616,,,,,,,
kap36_s005_r5,mf_P,web,cr2cv,200,0.704435217169993,0.7039658393481187,-0.00046937782187425224,0.026288197047524307,0.0013177082511693027,0.020099857026549497,1.3078798029657999,0.07957877420421906,0.775,0.02952752952754429,0.035366246407160185,kappa,0.36,0.005,0.5,1.743444986930914,0.94,0.01679285562374667,,,,,,,
kap36_s005_r5,mf_P,pooled,wcu,400,0.7035549775143628,0.7053140207001317,0.001759043185768893,0.02773502499749585,0.0009818092421568516,0.01230439744169328,2.2540742144362227,0.10225174305460275,0.55,0.024874685927665497,0.020982461849166845,kappa,0.36,0.005,0.5,1.743444986930914,0.78,0.020712315177207976,,,,,,,
kap36_s005_r5,mf_P,pooled,cr2cv,400,0.7035549775143628,0.7053140207001317,0.001759043185768893,0.02773502499749585,0.0009818092421568516,0.02114251117835813,1.3118131882974213,0.05550331141837983,0.77,0.021041625412500813,0.03760297585380165,kappa,0.36,0.005,0.5,1.743444986930914,0.9425,0.01163977555625537,,,,,,,
kap36_s005_r5,mf_P6,edu,wcu,200,0.7040646811911259,0.7108411091656334,0.006776427974507218,0.02043478877605825,0.0010243034062942585,0.010168788582712123,2.0095598025117045,0.15354216615159205,0.605,0.03456696399743547,0.017552245896783693,kappa,0.36,0.005,0.5,1.743444986930914,0.795,0.028546015483776364,,,,,,,
kap36_s005_r5,mf_P6,edu,cr2cv,200,0.7040646811911259,0.7108411091656334,0.006776427974507218,0.02043478877605825,0.0010243034062942585,0.01688180740191666,1.2104621436291358,0.0893479242940916,0.78,0.029291637031753616,0.030341324475495063,kappa,0.36,0.005,0.5,1.743444986930914,0.93,0.01804161855266871,,,,,,,
kap36_s005_r5,mf_P6,web,wcu,200,0.7052054985621464,0.7086306644559589,0.0034251658938127165,0.019081406194895404,0.0009564644673604436,0.009148600190703616,2.085718667024606,0.11962215324624645,0.54,0.035242020373412196,0.015549452284175347,kappa,0.36,0.005,0.5,1.743444986930914,0.795,0.028546015483776364,,,,,,,
kap36_s005_r5,mf_P6,web,cr2cv,200,0.7052054985621464,0.7086306644559589,0.0034251658938127165,0.019081406194895404,0.0009564644673604436,0.015204534186847626,1.2549813075760905,0.06985516217098611,0.775,0.02952752952754429,0.027060913395201745,kappa,0.36,0.005,0.5,1.743444986930914,0.93,0.01804161855266871,,,,,,,
kap36_s005_r5,mf_P6,pooled,wcu,400,0.7046350898766361,0.709735886810796,0.005100796934159967,0.019816042843613803,0.0007014803126585529,0.00965869438670787,2.0516274819590836,0.09912849809008616,0.5725,0.02473579137606072,0.01655084909047952,kappa,0.36,0.005,0.5,1.743444986930914,0.795,0.020185081124434453,,,,,,,
kap36_s005_r5,mf_P6,pooled,cr2cv,400,0.7046350898766361,0.709735886810796,0.005100796934159967,0.019816042843613803,0.0007014803126585529,0.016043170794382142,1.2351699734165276,0.056459172966770506,0.7775,0.020796258677944938,0.028701118935348404,kappa,0.36,0.005,0.5,1.743444986930914,0.93,0.01275735082217307,,,,,,,
kap36_s005_r5,q3,edu,wcu,200,-0.1944402674426881,-0.36702486630195985,-0.17258459885927174,0.18298423965150915,0.00917217114535598,0.10553595156982819,1.7338569172841263,0.12406818147270784,0.595,0.0347113093962184,0.1825204960480227,kappa,0.36,0.005,0.5,1.75,0.81,0.02773986301336039,,,,,,,
kap36_s005_r5,q3,edu,cr2cv,200,-0.1944402674426881,-0.36702486630195985,-0.17258459885927174,0.18298423965150915,0.00917217114535598,0.13866373509377417,1.3196257805096794,0.08891391606230721,0.73,0.03139267430468452,0.24744682153191946,kappa,0.36,0.005,0.5,1.75,0.88,0.022978250586152115,,,,,,,
kap36_s005_r5,q3,web,wcu,200,-0.20175440126101718,-0.31655810182412986,-0.1148037005631127,0.16548861541664622,0.0082951947451883,0.08319275463639117,1.9892190869258248,0.15678601609495668,0.57,0.03500714212842859,0.1402341687122828,kappa,0.36,0.005,0.5,1.75,0.815,0.027456784225396828,,,,,,,
kap36_s005_r5,q3,web,cr2cv,200,-0.20175440126101718,-0.31655810182412986,-0.1148037005631127,0.16548861541664622,0.0082951947451883,0.11418698883686006,1.4492773397596221,0.11802511729479012,0.695,0.03255572146336186,0.20014016297911474,kappa,0.36,0.005,0.5,1.75,0.92,0.019183326093250873,,,,,,,
kap36_s005_r5,q3,pooled,wcu,400,-0.19809733435185264,-0.3417914840630448,-0.14369414971119224,0.17662199462875725,0.006252350834742296,0.0943643531031097,1.871702489559448,0.09520091933359638,0.5825,0.024657339171127123,0.16137733238015275,kappa,0.36,0.005,0.5,1.75,0.8125,0.019515618744994995,,,,,,,
kap36_s005_r5,q3,pooled,cr2cv,400,-0.19809733435185264,-0.3417914840630448,-0.14369414971119224,0.17662199462875725,0.006252350834742296,0.12642536196531712,1.3970455918268267,0.07019892484380393,0.7125,0.022629833737789592,0.2237934922555171,kappa,0.36,0.005,0.5,1.75,0.9,0.015,,,,,,,
kap36_s005_r5,diff_mf_F,edu-web,wcu,200,0.007391895635310175,0.007590246733547443,0.0001983510982372684,0.041315213268011214,0.0020709445126136884,0.02002522935516728,2.0631580560324667,0.1174558243103796,0.51,0.03534826728426727,0.03397438291761205,kappa,0.36,0.005,0.5,1.6406726604174067,0.75,0.030618621784789725,0.515,0.03533942557541082,0.1157480817634612,0.07402047973370796,0.25,0.030618621784789725,0.09916606712172696
kap36_s005_r5,diff_mf_F,edu-web,cr2cv,200,0.007391895635310175,0.007590246733547443,0.0001983510982372684,0.041315213268011214,0.0020709445126136884,0.03438296621885031,1.2016186446811077,0.06368611524630109,0.745,0.030820042180373472,0.060333274097201156,kappa,0.36,0.005,0.5,1.6406726604174067,0.925,0.01862458053218917,0.235,0.029981244136960027,0.1157480817634612,0.1021611271079996,0.065,0.017432010784760317,0.14533565791517414
kap36_s005_r5,diff_mf_P,edu-web,wcu,200,-0.0017604793112604433,0.002696362704025843,0.004456842015286287,0.0346644339331472,0.001737571067853926,0.01795080147792744,1.9310800119855973,0.1258192730793497,0.615,0.034407484650872115,0.030698107597720847,kappa,0.36,0.005,0.5,1.6406726604174067,0.825,0.02686773157525585,0.37,0.034139420030223126,0.0971153581405962,0.06435724021913386,0.17,0.02656124997058685,0.08689797816737267
kap36_s005_r5,diff_mf_P,edu-web,cr2cv,200,-0.0017604793112604433,0.002696362704025843,0.004456842015286287,0.0346644339331472,0.001737571067853926,0.030644534981321813,1.1311783309577241,0.06983902696431299,0.82,0.027166155414412252,0.05436797067463926,kappa,0.36,0.005,0.5,1.6406726604174067,0.95,0.015411035007422448,0.19,0.027739863013360393,0.0971153581405962,0.0892365009113807,0.05,0.015411035007422441,0.12771670099653953
kap36_s005_r5,diff_mf_P6,edu-web,wcu,200,-0.0011408173710202307,0.002210444709674269,0.0033512620806945,0.025513152323941624,0.0012788587695770949,0.01389879913951806,1.8356371703653738,0.11248263173354262,0.68,0.03298484500494128,0.023886770464812204,kappa,0.36,0.005,0.5,1.6406726604174067,0.81,0.02773986301336039,0.32,0.03298484500494128,0.07147726485347,0.04871355072871445,0.185,0.027456784225396828,0.0661662081816036
kap36_s005_r5,diff_mf_P6,edu-web,cr2cv,200,-0.0011408173710202307,0.002210444709674269,0.0033512620806945,0.025513152323941624,0.0012788587695770949,0.022775523744856817,1.1202004665075165,0.06685657923412922,0.79,0.028801041647829335,0.04060674739130265,kappa,0.36,0.005,0.5,1.6406726604174067,0.95,0.015411035007422448,0.205,0.028546015483776367,0.07147726485347,0.06611161139309263,0.05,0.015411035007422441,0.09471073065793237
chin_s002_r5,mf_F,edu,wcu,150,0.6950091542213758,0.6948031567642392,-0.0002059974571363991,0.008598520533274357,0.0004980989206662956,0.0034708537932699266,2.477350255993815,0.16603453369447665,0.5266666666666666,0.04076672571995359,0.005887009605982518,chin,1.0,0.002,0.5,1.743444986930914,0.7733333333333333,0.034184683596496734,,,,,,,
chin_s002_r5,mf_F,edu,cr2cv,150,0.6950091542213758,0.6948031567642392,-0.0002059974571363991,0.008598520533274357,0.0004980989206662956,0.005399060376256425,1.5925957359336587,0.10315676268444011,0.74,0.03581433604950211,0.009485775053985894,chin,1.0,0.002,0.5,1.743444986930914,0.9066666666666666,0.023751803050466473,,,,,,,
