cell,statistic,corpus,scheme,n_rep,noise_free_value,mean_estimate,mean_bias,mc_sd,mc_sd_se,mean_boot_se,factor,factor_mc_se,coverage,coverage_mc_se,mean_halfwidth,truth,kappa,noise_sd,rho_trunk,applied_factor,coverage_calibrated,coverage_calibrated_mc_se,reject_zero,reject_zero_mc_se,mde80_oracle,mde80_uncalibrated,reject_zero_calibrated,reject_zero_calibrated_mc_se,mde80_calibrated
chin_s005_r5,mf_P,pooled,wcu,1000,0.7376276411569459,0.7360895109730127,-0.0015381301839330983,0.015680970624733184,0.0003508126128807639,0.006540932004796673,2.397360286459763,0.07224627356380771,0.516,0.015803290796539814,0.011496705153772895,chin,1.0,0.005,0.5,1.743444986930914,0.757,0.013562853682024296,,,,,,,
chin_s005_r5,mf_P,pooled,cr2cv,1000,0.7376276411569459,0.7360895109730127,-0.0015381301839330983,0.015680970624733184,0.0003508126128807639,0.01138009056579895,1.377930213653997,0.04007283879380373,0.748,0.013729384545565033,0.020725574623981346,chin,1.0,0.005,0.5,1.743444986930914,0.933,0.007906389820898028,,,,,,,
chin_s005_r5,mf_P6,edu,wcu,500,0.7386682096622949,0.740896933136929,0.002228723474634361,0.011955945654322599,0.00037845884675415955,0.005357452360764605,2.231647590911339,0.09074950329617118,0.602,0.02189045454073533,0.009475406890276188,chin,1.0,0.005,0.5,1.743444986930914,0.784,0.01840347793217358,,,,,,,
chin_s005_r5,mf_P6,edu,cr2cv,500,0.7386682096622949,0.740896933136929,0.002228723474634361,0.011955945654322599,0.00037845884675415955,0.008826974565611356,1.3544783170556842,0.05295814009786359,0.762,0.01904499934365974,0.016202447853094926,chin,1.0,0.005,0.5,1.743444986930914,0.92,0.012132600710482479,,,,,,,
chin_s005_r5,mf_P6,web,wcu,500,0.7392861288105194,0.7398005648864061,0.0005144360758870155,0.008471526063194913,0.0002681614718585976,0.0045678755892200355,1.8545877394706858,0.07218528008182103,0.66,0.021184900282984576,0.008134946739267882,chin,1.0,0.005,0.5,1.743444986930914,0.878,0.014636666287102402,,,,,,,
chin_s005_r5,mf_P6,web,cr2cv,500,0.7392861288105194,0.7398005648864061,0.0005144360758870155,0.008471526063194913,0.0002681614718585976,0.007203896053140801,1.1759645059705495,0.04636239461642949,0.852,0.015880554146502572,0.013226474813843415,chin,1.0,0.005,0.5,1.743444986930914,0.978,0.006559878047646925,,,,,,,
chin_s005_r5,mf_P6,pooled,wcu,1000,0.7389771692364072,0.7403487490116677,0.0013715797752606883,0.01039151878976594,0.00023247769195405737,0.00496266397499232,2.093939634464576,0.06170796710915598,0.631,0.015259062880793171,0.008805176814772036,chin,1.0,0.005,0.5,1.743444986930914,0.831,0.011850696182081458,,,,,,,
chin_s005_r5,mf_P6,pooled,cr2cv,1000,0.7389771692364072,0.7403487490116677,0.0013715797752606883,0.01039151878976594,0.00023247769195405737,0.008015435309376078,1.2964384825875186,0.037250425540642375,0.807,0.012480024038438387,0.01471446133346917,chin,1.0,0.005,0.5,1.743444986930914,0.949,0.006956938982052382,,,,,,,
chin_s005_r5,mf_T,edu,wcu,500,0.6943941188050935,0.6923901690536499,-0.0020039497514438096,0.017504881159656746,0.0005541073310129278,0.007066228910998301,2.4772592821626684,0.09241364167356898,0.504,0.022359964221796064,0.012401759088895976,chin,1.0,0.005,0.5,1.743444986930914,0.744,0.01951737687293044,,,,,,,
chin_s005_r5,mf_T,edu,cr2cv,500,0.6943941188050935,0.6923901690536499,-0.0020039497514438096,0.017504881159656746,0.0005541073310129278,0.011881062281524635,1.4733431022306227,0.05195898598284856,0.738,0.01966499427917537,0.02169736291797984,chin,1.0,0.005,0.5,1.743444986930914,0.93,0.011410521460476728,,,,,,,
chin_s005_r5,mf_T,web,wcu,500,0.6882383054514405,0.6850738679727224,-0.003164437478718241,0.012832319081294168,0.0004061999628554808,0.005880500039156966,2.182181616503113,0.08121360385281967,0.558,0.022209727598509622,0.010407638758423812,chin,1.0,0.005,0.5,1.743444986930914,0.808,0.017614539448989292,,,,,,,
chin_s005_r5,mf_T,web,cr2cv,500,0.6882383054514405,0.6850738679727224,-0.003164437478718241,0.012832319081294168,0.0004061999628554808,0.009770133423787691,1.313423115599513,0.048347632021590266,0.79,0.01821537811850196,0.01785070678340211,chin,1.0,0.005,0.5,1.743444986930914,0.932,0.01125841907196565,,,,,,,
