cell,truth,noise_sd,rho_trunk,M_anchor,chi_true,statistic,corpus,conv,n_rep,mean,mc_se,true_value,rmse,levels_mean,n_points,power_normal,mde80_normal,reject_val1,decide_factor_biased,decide_neutral,decide_inconclusive,ci_halfwidth_mean,se_boot_mean,cover_true
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_kappa,web,P,150,0.7376763783474135,0.006716607550924527,0.7370283018867925,0.0067254790148107545,,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_chin,web,P,150,0.7371355539702181,0.005737190450255292,0.7370283018867925,0.005719040267109186,,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_modelfree_P,web,P,150,0.7328691924508474,0.00988981548668807,0.7375957146469775,0.010931441171936519,8.386666666666667,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_modelfree_P6,web,P,150,0.7400210119916064,0.00904596082333504,0.7370283018867925,0.009499483754779464,10.0,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,q3_slope,web,P,150,-0.03134066912913655,0.06459225823184903,,,,15.0,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,q3_slope_mainonly,web,P,150,-0.033030001700503214,0.09728471774194698,,,,15.0,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,tilt_chi,val1,P,150,0.22038978876404286,0.015557175326683086,0.22,0.015510130068166093,,,1.0,0.04356009091471264,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,tilt_chi,val2,P,150,0.2196865345386683,0.016135996075989735,0.22,0.01608517415191315,,,1.0,0.045180789012771255,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_kappa,edu,T,150,0.6601479625416086,0.007490542060320235,,,,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_chin,edu,T,150,0.6564230308494647,0.006783390116551219,,,,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_modelfree_T,edu,T,150,0.6898297286514524,0.014273326006627951,,,8.893333333333333,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,q3_slope,edu,T,150,0.12209749663654568,0.04873803668522026,,,,12.0,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,q3_slope_mainonly,edu,T,150,-0.11127181511668004,0.24121996013792618,,,,12.0,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_kappa,web,T,150,0.6603093312230479,0.006804724172813944,,,,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_chin,web,T,150,0.657138277573015,0.005751799192546187,,,,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,sig_modelfree_T,web,T,150,0.6852255028943307,0.012419602761070911,,,9.093333333333334,,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,q3_slope,web,T,150,0.11871249349127576,0.049317808126643485,,,,10.0,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,q3_slope_mainonly,web,T,150,-0.11874583048760144,0.32552112556524754,,,,10.0,,,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,tilt_chi,val1,T,150,0.2234606571507492,0.017409591662639255,,,,,1.0,0.04874685665538991,,,,,,,
chin_s005_r0,chin,0.005,0.0,20.0,0.22,tilt_chi,val2,T,150,0.22199244558295073,0.016916980825248867,,,,,1.0,0.047367546310696826,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_kappa,edu,P,150,0.7365164610327162,0.005386981352292882,0.7370283018867925,0.005393337126732074,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_chin,edu,P,150,0.7364810842276682,0.005341095746035444,0.7370283018867925,0.005351314689835872,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_modelfree_P,edu,P,150,0.7374268603513405,0.02197433981390027,0.7375957146469775,0.021901620441454536,7.86,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_modelfree_P6,edu,P,150,0.7418142427263702,0.012238028033515294,0.7370283018867925,0.01310252256888154,8.98,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope,edu,P,150,-0.048345885609286314,0.04362528312107045,,,,17.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope_mainonly,edu,P,150,-0.02233787097175116,0.035027917044333196,,,,17.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_kappa,web,P,150,0.7376389780043137,0.006409555297416178,0.7370283018867925,0.006417276818901378,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_chin,web,P,150,0.7376436883352386,0.006353558967643718,0.7370283018867925,0.00636217682552297,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_modelfree_P,web,P,150,0.7418894148785158,0.015429223085857164,0.7375957146469775,0.015965892204255445,8.56,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_modelfree_P6,web,P,150,0.7420437630807932,0.008984139762317565,0.7370283018867925,0.01026311452771155,10.0,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope,web,P,150,-0.031109045074845406,0.036729218797558826,,,,15.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope_mainonly,web,P,150,-0.021833952854757335,0.039105392875795786,,,,15.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,tilt_chi,val1,P,150,0.22000731793945544,0.0188981613762336,0.22,0.01883506358537336,,,1.0,0.05291485185345408,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,tilt_chi,val2,P,150,0.22171916899803204,0.01936298474874577,0.22,0.019374757269053838,,,1.0,0.05421635729648815,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_kappa,edu,T,150,0.6566872388353553,0.006978946430726025,,,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_chin,edu,T,150,0.6545551009268119,0.007027497038353002,,,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_modelfree_T,edu,T,150,0.6905603990063475,0.018808183057028305,,,8.78,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope,edu,T,150,0.1126449061376331,0.03165129477050259,,,,12.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope_mainonly,edu,T,150,-0.11352101475335656,0.05709700486338864,,,,12.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_kappa,web,T,150,0.6578575329387132,0.007484963628625044,,,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_chin,web,T,150,0.6565234586069838,0.007932919467624396,,,,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,sig_modelfree_T,web,T,150,0.6878117980501217,0.014328485549173379,,,9.053333333333333,,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope,web,T,150,0.1142952376086202,0.02919174143449068,,,,10.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,q3_slope_mainonly,web,T,150,-0.10491522875288255,0.06627291841204401,,,,10.0,,,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,tilt_chi,val1,T,150,0.2208469410103956,0.020744390904185527,,,,,1.0,0.05808429453171947,,,,,,,
chin_s005_r9,chin,0.005,0.9,20.0,0.22,tilt_chi,val2,T,150,0.22341707327086102,0.021268057370031845,,,,,1.0,0.05955056063608916,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_kappa,edu,P,150,0.7371894874247058,0.00660915890411949,0.7370283018867925,0.00658906333667654,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_chin,edu,P,150,0.7372800742889961,0.0062932117427955715,0.7370283018867925,0.006277250456097299,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_modelfree_P,edu,P,150,0.7379254997263687,0.011116669675306222,0.7377443435864749,0.011081033040850856,9.7,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_modelfree_P6,edu,P,150,0.7373226899257982,0.008592816688923763,0.7370283018867925,0.008569184304391332,9.986666666666666,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope,edu,P,150,-0.046534208844514306,0.05237791061072005,,,,17.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope_mainonly,edu,P,150,-0.018912602122026077,0.04737782472969962,,,,17.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_kappa,web,P,150,0.737097636611641,0.0066452401255829956,0.7370283018867925,0.006623415195744342,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_chin,web,P,150,0.737164413351264,0.006444033630109982,0.7370283018867925,0.006423959731134873,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_modelfree_P,web,P,150,0.7390410839992939,0.010032210734313757,0.7377443435864749,0.01008245106944738,9.953333333333333,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_modelfree_P6,web,P,150,0.7350770789541438,0.008506993938474205,0.7370283018867925,0.008700215926228655,9.666666666666666,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope,web,P,150,-0.03153953657009929,0.04041606398843947,,,,15.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope_mainonly,web,P,150,-0.015903116855070298,0.04238173659550643,,,,15.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,tilt_chi,val1,P,150,0.21912251266617253,0.02170337152530878,0.22,0.02164869689726168,,,1.0,0.06076944027086458,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,tilt_chi,val2,P,150,0.22129922551651987,0.020083166419612816,0.22,0.020058231973208763,,,1.0,0.056232865974915884,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_kappa,edu,T,150,0.6583306262669911,0.007785450126323397,,,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_chin,edu,T,150,0.6560346538151378,0.00747346631953542,,,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_modelfree_T,edu,T,150,0.6768906831846583,0.012776911361348283,,,9.913333333333334,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope,edu,T,150,0.06778510209841922,0.039066768814004955,,,,12.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope_mainonly,edu,T,150,-0.08845828683670277,0.11413349710651842,,,,12.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_kappa,web,T,150,0.6586724130373566,0.00863337222518332,,,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_chin,web,T,150,0.6564779234256548,0.008015509299193316,,,,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,sig_modelfree_T,web,T,150,0.670096195731108,0.010533425978205243,,,9.826666666666666,,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope,web,T,150,0.06472583256635314,0.03382024970500123,,,,10.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,q3_slope_mainonly,web,T,150,-0.08575371681974527,0.09064735446862247,,,,10.0,,,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,tilt_chi,val1,T,150,0.22045704269245267,0.022062723010309582,,,,,1.0,0.061775624428866825,,,,,,,
chin_s005_M60,chin,0.005,0.5,60.0,0.22,tilt_chi,val2,T,150,0.22218919167686627,0.02097463472404708,,,,,1.0,0.05872897722733182,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_kappa,edu,P,150,0.7002195933075095,0.009695524964201679,0.6999999999999998,0.009665647289410296,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_chin,edu,P,150,0.7295863957258697,0.011317583927222192,,,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_modelfree_P,edu,P,150,0.7058516696184999,0.020441550085240928,0.7000000000000001,0.0211970114421563,7.993333333333333,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_modelfree_P6,edu,P,150,0.709617789250037,0.012901944007820477,0.6999999999999998,0.016057779885293187,9.046666666666667,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope,edu,P,150,-0.24505124130263012,0.14666231722216977,,,,16.906666666666666,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope_mainonly,edu,P,150,-0.24045507879346473,0.15089627041229273,,,,16.906666666666666,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_kappa,web,P,150,0.6996795344338022,0.009307063227263816,0.6999999999999998,0.009281521853803366,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_chin,web,P,150,0.73092041545322,0.012107308896082875,,,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_modelfree_P,web,P,150,0.7049597595311221,0.013838935785803549,0.7000000000000001,0.014657373025168103,8.793333333333333,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_modelfree_P6,web,P,150,0.7079808793129956,0.010849213393727039,0.6999999999999998,0.013439314082055879,9.993333333333334,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope,web,P,150,-0.20168380924113186,0.10696425003246939,,,,14.98,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope_mainonly,web,P,150,-0.21634091228927285,0.10055035678607893,,,,14.98,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,tilt_chi,val1,P,150,0.20172517737821746,0.027938135809440826,,,,,1.0,0.07822678026643431,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,tilt_chi,val2,P,150,0.20501750281403114,0.028029251594526575,,,,,1.0,0.0784819044646744,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_kappa,edu,T,150,0.6230663098911938,0.009602724133849674,,,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_chin,edu,T,150,0.6504758165523454,0.010721292596038953,,,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_modelfree_T,edu,T,150,0.6577031908472937,0.02004732562952855,,,8.92,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope,edu,T,150,0.041533053177325314,0.08139184978650095,,,,12.0,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope_mainonly,edu,T,150,-0.4043773838934632,0.29077259283965495,,,,12.0,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_kappa,web,T,150,0.6225118160075198,0.009001713439338864,,,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_chin,web,T,150,0.6525395090886551,0.011538647676390667,,,,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,sig_modelfree_T,web,T,150,0.6503802935404502,0.014596209119011027,,,9.273333333333333,,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope,web,T,150,0.04589969631609192,0.06635796491805673,,,,10.0,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,q3_slope_mainonly,web,T,150,-0.3735711511312463,0.26781378989361065,,,,10.0,,,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,tilt_chi,val1,T,150,0.2065494630704488,0.02707814405108074,,,,,1.0,0.07581880334302607,,,,,,,
kappa_s005_r5,kappa,0.005,0.5,20.0,0.22,tilt_chi,val2,T,150,0.2095252933707422,0.029512625954500587,,,,,1.0,0.08263535267260164,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_kappa,edu,P,1,0.7370160060226917,,0.7370283018867925,1.2295864100786424e-05,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_chin,edu,P,1,0.7370186528659783,,0.7370283018867925,9.649020814128662e-06,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_modelfree_P,edu,P,1,0.7362907256281093,,0.7375957146469775,0.001304989018868219,8.0,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_modelfree_P6,edu,P,1,0.738694526023955,,0.7370283018867925,0.001666224137162553,9.0,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope,edu,P,1,-0.0066937100709771906,,,,,17.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope_mainonly,edu,P,1,-0.0025593161103346818,,,,,17.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_kappa,web,P,1,0.7370440803177538,,0.7370283018867925,1.5778430961344014e-05,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_chin,web,P,1,0.7370430796373342,,0.7370283018867925,1.4777750541705714e-05,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_modelfree_P,web,P,1,0.7389702142158928,,0.7375957146469775,0.0013744995689153328,9.0,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_modelfree_P6,web,P,1,0.7392583736039114,,0.7370283018867925,0.0022300717171189754,10.0,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope,web,P,1,-0.0036528375383849867,,,,,15.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope_mainonly,web,P,1,-0.0020506226986970947,,,,,15.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,tilt_chi,val1,P,1,0.22006722753983965,,0.22,6.722753983964824e-05,,,0.0,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,tilt_chi,val2,P,1,0.22004838021666373,,0.22,4.838021666372927e-05,,,0.0,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_kappa,edu,T,1,0.6557229687143313,,,,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_chin,edu,T,1,0.6545444163053858,,,,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_modelfree_T,edu,T,1,0.6943751462041702,,,,9.0,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope,edu,T,1,0.10743355127851606,,,,,12.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope_mainonly,edu,T,1,-0.08201299758391951,,,,,12.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_kappa,web,T,1,0.6558575658097555,,,,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_chin,web,T,1,0.6545891832645625,,,,,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,sig_modelfree_T,web,T,1,0.6882326002411054,,,,9.0,,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope,web,T,1,0.11252015464298944,,,,,10.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,q3_slope_mainonly,web,T,1,-0.0784024407011722,,,,,10.0,,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,tilt_chi,val1,T,1,0.22216244131347818,,,,,,0.0,,,,,,,,
chin_noisefree,chin,0.0,0.5,20.0,0.22,tilt_chi,val2,T,1,0.22210338887407044,,,,,,0.0,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_kappa,edu,P,1,0.6999818690243906,,0.6999999999999998,1.813097560920962e-05,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_chin,edu,P,1,0.7322397878751087,,,,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_modelfree_P,edu,P,1,0.7013898578738191,,0.7000000000000001,0.001389857873819067,8.0,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_modelfree_P6,edu,P,1,0.7035143832454682,,0.6999999999999998,0.0035143832454683777,9.0,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope,edu,P,1,-0.1252943257024926,,,,,17.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope_mainonly,edu,P,1,-0.13304199816243867,,,,,17.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_kappa,web,P,1,0.6999775147881956,,0.6999999999999998,2.2485211804257332e-05,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_chin,web,P,1,0.7326599664826157,,,,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_modelfree_P,web,P,1,0.703918351154644,,0.7000000000000001,0.003918351154643895,9.0,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_modelfree_P6,web,P,1,0.7048314585316391,,0.6999999999999998,0.004831458531639243,10.0,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope,web,P,1,-0.13009889899507562,,,,,15.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope_mainonly,web,P,1,-0.13410137356564025,,,,,15.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,tilt_chi,val1,P,1,0.20666482308828815,,,,,,0.0,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,tilt_chi,val2,P,1,0.20654370515544151,,,,,,0.0,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_kappa,edu,T,1,0.61909278002763,,,,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_chin,edu,T,1,0.654239331631009,,,,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_modelfree_T,edu,T,1,0.6588108581743531,,,,9.0,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope,edu,T,1,0.05446244774993564,,,,,12.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope_mainonly,edu,T,1,-0.2493834530881819,,,,,12.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_kappa,web,T,1,0.6190093074300905,,,,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_chin,web,T,1,0.6541259263981183,,,,,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,sig_modelfree_T,web,T,1,0.6514743066808271,,,,10.0,,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope,web,T,1,0.0504712300456625,,,,,10.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,q3_slope_mainonly,web,T,1,-0.24373322183295645,,,,,10.0,,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,tilt_chi,val1,T,1,0.2071201270776477,,,,,,0.0,,,,,,,,
kappa_noisefree,kappa,0.0,0.5,20.0,0.22,tilt_chi,val2,T,1,0.2070412271015396,,,,,,0.0,,,,,,,,
