tech,ra1_spec,variant,region,M_max,n,median_w_param,median_w_local_implied,median_s_param,median_s_local_implied,share_param_understates,n_highM_bin,delta_highM,delta_256_1024
farseer_q,kappa_full|ne,ra1 primary bandwidth,inside Farseer M range,2569.74598925328,57,3.098377290916215,3.5595631503650726,0.6772504100995744,0.7190666501035559,0.5614035087719298,13.0,-0.3554612772632681,-0.1387593068649859
farseer_q,kappa_full|ne,ra1 extended-grid CV bandwidth,inside Farseer M range,2569.74598925328,57,3.098377290916215,3.4879214621260233,0.6772504100995744,0.7132962967031772,0.5614035087719298,13.0,-0.2458587060094727,-0.1184274693031348
farseer_q,kappa_full|ne,--,outside Farseer M range (no model-free evidence),2569.74598925328,20,10.799030955865465,,0.9073988152380701,,,,,
farseer,chin_full|ne,ra1 primary bandwidth,inside Farseer M range,2569.74598925328,57,2.2938410909377316,3.7337926832787964,0.5640500102859366,0.7321758102750743,0.8421052631578947,13.0,-0.8213912260707029,-0.4871967775254656
farseer,chin_full|ne,ra1 extended-grid CV bandwidth,inside Farseer M range,2569.74598925328,57,2.2938410909377316,3.638203403744229,0.5640500102859366,0.725139062051655,0.8421052631578947,13.0,-0.6964934735940622,-0.4612622447001308
farseer,chin_full|ne,--,outside Farseer M range (no model-free evidence),2569.74598925328,20,5.675576540567353,,0.823806409925349,,,,,
farseer_emb,chin_full|emb,ra1 primary bandwidth,inside Farseer M range,1226.7994073922314,48,1.864693716351463,2.4288375437313237,0.4637157828630297,0.5882780170066442,1.0,3.0,-1.1702695870991475,-0.6558845643307513
farseer_emb,chin_full|emb,ra1 extended-grid CV bandwidth,inside Farseer M range,1226.7994073922314,45,1.8437644025082616,2.4759860286321813,0.45763135537295463,0.5961204996974745,1.0,0.0,,-0.6217076046991198
farseer_emb,chin_full|emb,--,outside Farseer M range (no model-free evidence),1226.7994073922314,29,5.294347775835672,,0.811119321521685,,,,,
