output,benchmark,sample,measure,n_models,n_families,theta_conv,delta_logodds,delta_lo,delta_hi,odds_ratio,odds_lo,odds_hi,compute_eq,compute_eq_lo,compute_eq_hi,B_ok,loss_Besiroglu,loss_Besiroglu_lo,loss_Besiroglu_hi,loss_Hoffmann,loss_Hoffmann_lo,loss_Hoffmann_hi,log_ratio_to_syverson_compute,log_ratio_to_syverson_loss_Besiroglu
y_hellaswag,strict benchmark (20 models),All dense base models,"Family effects, within-family (theta_N, theta_D) netting",128,38,0.43035028326263225,1.0415401306111605,0.7033098891991998,1.7128229539005817,2.8335777352588862,2.020429048686487,5.5445915320752714,11.248275338468925,5.089598849040964,53.668820363486816,999,1.5396025539622409,1.3366006795345096,2.034273356396236,1.4544811704558804,1.286455043902183,1.8525112617522692,3.7101354745236264,0.6615171551075625
y_hellaswag,strict benchmark (20 models),All dense base models,"Within-developer residuals (Mertens design), own theta_C",128,38,0.42504902928875066,1.0229944116010683,0.57877178315366,1.1538359945614334,2.781511295883182,1.78384613484419,3.170330986429309,11.098034519212057,4.069686334093739,17.291124563028898,999,1.5359156815212607,1.2843539182369537,1.6622787896294644,1.451456724708542,1.2426820722518697,1.5545869562181942,3.689521842487607,0.6578417445155403
y_hellaswag,strict benchmark (20 models),Drop distilled and synthetic-data,"Family effects, inputs netted with benchmark theta_C",121,36,0.43035028326263225,1.106026157350307,0.7040168000873269,1.7521398502190246,3.0223242583513676,2.0218578169261052,5.766929848249693,13.06661170367171,5.1116112805018155,58.86474752293315,999,1.5812912227705498,1.3376295577828332,2.0680696764293165,1.4886137637038623,1.287314758737192,1.8792024534975922,3.939845198022804,0.702474398807466
y_hellaswag,strict benchmark (20 models),Drop distilled and synthetic-data,"Family effects, within-family (theta_N, theta_D) netting",121,36,0.43035028326263225,0.9563690661626119,0.6349041234557223,1.745252432361396,2.602230771393073,1.88684122896961,5.727347060700444,9.228567088883413,4.326847489495967,58.88550492894446,999,1.4862211625702881,1.2984622023752366,2.0681996441615724,1.4105964468870837,1.254524908161548,1.8793049851315864,3.406742279843671,0.6074221484961264
y_hellaswag,strict benchmark (20 models),Drop distilled and synthetic-data,"Within-developer residuals (Mertens design), own theta_C",121,36,0.4298751933660703,1.0442501592436737,0.5756891561309809,1.170242392902765,2.841267226718771,1.7783556694209608,3.2227737213374805,11.349728364957077,4.019344596946714,18.39578351598051,999,1.542069362827857,1.281505612028324,1.680734668528647,1.4565042304560536,1.2402890327825558,1.5695613312753767,3.723900077790833,0.6639713838701055
y_hellaswag,strict benchmark (20 models),Also drop code-specialised,"Family effects, inputs netted with benchmark theta_C",107,32,0.43035028326263225,0.8296815542189613,0.5396684979425246,1.0183636935621907,2.292588558854534,1.715438096658082,2.76866067810733,6.875205115740849,3.5194559902170486,10.44426046664257,999,1.4102237779306752,1.2515164955478846,1.5193781927673118,1.347757694952101,1.215050711636228,1.4378787433050582,2.955460741641712,0.5269586502347171
y_hellaswag,strict benchmark (20 models),Also drop code-specialised,"Family effects, within-family (theta_N, theta_D) netting",107,32,0.43035028326263225,0.6393144698371991,0.5086235401157088,1.5582108626002413,1.8951812299843154,1.663000565261975,4.750314672052574,4.417472390752623,3.265812418893321,37.333233169022414,999,1.303270294140033,1.2349362571452298,1.906793858818392,1.258557062351858,1.201062915430837,1.7512961558446738,2.277342201425725,0.40605011451420686
y_hellaswag,strict benchmark (20 models),Also drop code-specialised,"Within-developer residuals (Mertens design), own theta_C",107,32,0.43352756465464204,0.921275050447304,0.539282772396318,1.130145210924558,2.5124919023816,1.7147765359598985,3.096106055906624,8.373457123751859,3.812357808583237,14.612824417123349,999,1.4606761091480176,1.2694826104049626,1.613140017829716,1.3895227548082711,1.2301801444327116,1.5146099868058462,3.257680191089345,0.5808443780712301
y_core,"legacy benchmark (Table 8 design, 57 models)",All dense base models,"Family effects, inputs netted with benchmark theta_C",128,38,0.38761199728435963,0.9790201352915666,0.6564951680471375,1.6073834886673122,2.6618467139917428,1.928023081881901,4.989738425586454,12.500561491391103,5.450401634531185,68.3649471678428,999,1.5688540152056758,1.3530229892816712,2.1239781962101105,1.4784433555833156,1.3001669098810378,1.923231432179272,3.8719546886497547,0.6903695209862512
y_core,"legacy benchmark (Table 8 design, 57 models)",All dense base models,"Family effects, within-family (theta_N, theta_D) netting",128,38,0.38761199728435963,1.1895038693282203,0.7438090960219512,1.7355645249067628,3.2854507900589693,2.103934358636183,5.672128958225554,21.516077446800963,6.689590768292239,102.87850934432319,999,1.7283498668814632,1.4033588535755248,2.284533199636971,1.6080950966505172,1.3420597438482935,2.0488390624108725,4.7044028186823565,0.8387950225710641
