m_label,m,g_label,g,L,phi,rho,p,s_fleet
All 2019-2025,1.781510745139944,frontier (estimated),1.6217254381592587,2.0,0.2962804304362891,10.416666666666666,2.0,0.09201744038728746
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,1.0,1.0,0.5194773394052349
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,1.0,2.0,0.683757929037063
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,4.424778761061947,1.0,0.1963489888589604
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,4.424778761061947,2.0,0.32824700933835677
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,8.130081300813009,1.0,0.11736509250166494
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,8.130081300813009,2.0,0.21007474332117648
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,10.416666666666666,1.0,0.09402438001397675
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,1.0,0.6068261510845583,10.416666666666666,2.0,0.17188717496912737
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,1.0,1.0,0.4188450665318072
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,1.0,2.0,0.5904028232703696
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,4.424778761061947,1.0,0.1400666403048856
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,4.424778761061947,2.0,0.24571658419446055
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,8.130081300813009,1.0,0.08142903716067117
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,8.130081300813009,2.0,0.15059524825496806
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,10.416666666666666,1.0,0.06471105907931118
All 2019-2025,1.781510745139944,3x per year (illustrative),1.0986122886681098,2.0,0.4045507673897055,10.416666666666666,2.0,0.12155609454318782
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,1.0,1.0,0.5623801608310869
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,1.0,2.0,0.7199018202227253
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,4.424778761061947,1.0,0.2250644947962121
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,4.424778761061947,2.0,0.3674328914962984
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,8.130081300813009,1.0,0.13649125880169588
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,8.130081300813009,2.0,0.24019763943562714
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,10.416666666666666,1.0,0.1098201385921523
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,10.416666666666666,2.0,0.19790619177529647
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,1.0,1.0,0.49078739401886495
All 2019-2025,1.781510745139944,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,1.0,2.0,0.6584270781842342
