cell,label,estimator,param,truth,R,mean,median,bias,mc_se_bias,median_bias,sd,rmse,mae,q05,q95,wald_computable,wald_cover,wald_median_width,boot_R,boot_cover,boot_median_width,corner_share,wald_cover_mcse,boot_cover_mcse,share_obj_above_truth,median_obj_minus_truth
onpath,(i) On-path (s=0.02),dual,sigma_star,0.7370283018867925,500,0.7371448525121532,0.7365384781446052,0.00011655062536081618,0.0005049867476373263,-0.0004898237421873675,0.01129184695453593,0.011281151540407788,0.007797111222373421,0.718373415351174,0.7553771129548229,,,,,,,,,,,
onpath,(i) On-path (s=0.02),dual,lnMstar,2.8979598554678856,500,2.898406823496751,2.89737332703303,0.0004469680288647986,0.0004224338993439478,-0.0005865284348556266,0.009445909149333711,0.00944703814308901,0.006542256308883054,2.883564154191867,2.9149369548581405,,,,,,,,,,,
iso16,"(ii) IsoFLOP, +-16x",primal,alpha,0.3478,500,0.3470493225790569,0.34683603832132803,-0.0007506774209430714,0.00036294317599777653,-0.0009639616786719929,0.008115656135006984,0.008142214891722453,0.005634333025922339,0.3341730387820022,0.3601426553306694,1.0,0.968,0.03467228643634569,150.0,0.9733333333333334,0.03536806559422137,0.0,0.007870959280799264,0.013154354299509981,0.0,-1.956683994590113e-05
iso16,"(ii) IsoFLOP, +-16x",primal,beta,0.3658,500,0.3658858680721485,0.36603071482245575,8.586807214854064e-05,0.0003838012929945524,0.00023071482245576314,0.008582057809881331,0.008573901454148826,0.005522581235556462,0.3513548554848804,0.37973935595387337,1.0,0.946,0.03577668488051111,150.0,0.9866666666666667,0.038111822570942616,0.0,0.010107818755794947,0.009365025558091315,0.0,-1.956683994590113e-05
iso16,"(ii) IsoFLOP, +-16x",primal,a,0.5126121076233184,500,0.5132072801063482,0.5136432895725287,0.0005951724830297088,0.00032392869862620704,0.0010311819492102026,0.007243265899912418,0.007260454626233547,0.004939867651878871,0.501113486925658,0.5248934092875303,1.0,0.944,0.029960836748563376,150.0,0.9733333333333334,0.031026777507120157,0.0,0.010282412168358165,0.013154354299509981,0.0,-1.956683994590113e-05
iso16,"(ii) IsoFLOP, +-16x",primal,gamma,0.17828649103139016,500,0.17807209355742717,0.17804258315974833,-0.00021439747396298349,0.00014672376965184255,-0.0002439078716418297,0.0032808432285654065,0.0032845655272325347,0.0022698153621681094,0.17274271611653724,0.18332646520702364,1.0,0.962,0.013963747944217699,150.0,0.9666666666666667,0.01453643770422701,0.0,0.008550555537507495,0.014656562175858798,0.0,-1.956683994590113e-05
iso16,"(ii) IsoFLOP, +-16x",primal,sigma_star,0.7370283018867925,500,0.7372261441307922,0.7372235334371333,0.00019784224399976247,0.00015960093975476031,0.00019523155034084638,0.0035687855056449266,0.0035707000824546403,0.0024520424320598755,0.7316383424706037,0.7430070958877987,1.0,0.96,0.015171968368141142,150.0,0.9666666666666667,0.01578299027234059,0.0,0.008763560920082661,0.014656562175858798,0.0,-1.956683994590113e-05
iso16,"(ii) IsoFLOP, +-16x",primal,lnMstar,2.8979598554678856,500,2.8823121451535263,2.8740086751505998,-0.01564771031435938,0.0072142650107146,-0.023951180317285825,0.16131586971656095,0.16191236839984693,0.11310326417917471,2.617410318293603,3.1681184737082924,1.0,0.96,0.6773593545958969,150.0,0.9733333333333334,0.6911681573498185,0.0,0.008763560920082661,0.013154354299509981,0.0,-1.956683994590113e-05
iso16,"(ii) IsoFLOP, +-16x",dual,alpha,0.3478,500,0.34809684727610796,0.34783762502684346,0.00029684727610795604,0.0013040278149232718,3.762502684342972e-05,0.029158948387189507,0.02913128731810561,0.020547727159163975,0.301638767338464,0.39518158020241423,,,,,,,,,,,
iso16,"(ii) IsoFLOP, +-16x",dual,beta,0.3658,500,0.36649971342693116,0.36764559205342945,0.0006997134269311311,0.001361839263277898,0.0018455920534294346,0.030451651671176135,0.03042923071987635,0.022119466365614487,0.315610604934818,0.41462750126323455,,,,,,,,,,,
iso16,"(ii) IsoFLOP, +-16x",dual,a,0.5126121076233184,500,0.5128914605460876,0.5133081353552269,0.0002793529227691628,0.0003063688685815526,0.0006960277319084662,0.006850616163380513,0.006849461145943823,0.004551975843764988,0.49984932704353036,0.5236142332429522,,,,,,,,,,,
iso16,"(ii) IsoFLOP, +-16x",dual,gamma,0.17828649103139016,500,0.1784974909744952,0.17883167566962693,0.00021099994310502896,0.0006572582810928319,0.0005451846382367731,0.014696741952982371,0.014683553948566993,0.010600250121272206,0.1550915386726644,0.20161116607756158,,,,,,,,,,,
iso16,"(ii) IsoFLOP, +-16x",dual,sigma_star,0.7370283018867925,500,0.7371028224291435,0.736383482139267,7.452054235108863e-05,0.0007140980532453576,-0.0006448197475255601,0.01596771789656884,0.0159519162518485,0.01144390921771532,0.7124786439289746,0.7627787261472007,,,,,,,,,,,
iso16,"(ii) IsoFLOP, +-16x",dual,lnMstar,2.8979598554678856,500,2.9225456937915975,2.916346542985547,0.024585838323711823,0.006027711168605229,0.018386687517661482,0.13478371921735988,0.1368750565669716,0.09120653717105753,2.708651635851157,3.1690086871728442,,,,,,,,,,,
iso4,"(ii') IsoFLOP, +-4x",primal,alpha,0.3478,500,0.3478197636136367,0.349101784693437,1.9763613636786024e-05,0.000882035869381312,0.0013017846934370303,0.01972292162529739,0.019703198744446856,0.012765603013124682,0.31365122032768816,0.37964816274867197,1.0,0.938,0.07726937285819643,,,,0.0,0.010784804124322337,,0.0,-2.018258456786611e-05
iso4,"(ii') IsoFLOP, +-4x",primal,beta,0.3658,500,0.3653191667680217,0.3655102911911636,-0.00048083323197837147,0.0008905893166846662,-0.0002897088088363864,0.019914182521420014,0.019900068260245044,0.013095419896990562,0.3338312482493587,0.39847225115326795,1.0,0.96,0.08120224394947628,,,,0.0,0.008763560920082661,,0.0,-2.018258456786611e-05
iso4,"(ii') IsoFLOP, +-4x",primal,a,0.5126121076233184,500,0.5122929500348209,0.5120283999239904,-0.00031915758849747735,0.000665083547893527,-0.0005837076993280288,0.014871720238066636,0.014860268782223882,0.009653062091681486,0.48912623557562385,0.5384941996143531,1.0,0.964,0.06334743808695231,,,,0.0,0.008331146379700699,,0.0,-2.018258456786611e-05
iso4,"(ii') IsoFLOP, +-4x",primal,gamma,0.17828649103139016,500,0.17802074914240268,0.17775086237932042,-0.00026574188898748,0.0003758111378886011,-0.0005356286520697279,0.008403392510204588,0.008399189866931457,0.005655294155875984,0.16438148789321985,0.19228394667191867,1.0,0.94,0.03259665841453426,,,,0.0,0.010620734437881408,,0.0,-2.018258456786611e-05
iso4,"(ii') IsoFLOP, +-4x",primal,sigma_star,0.7370283018867925,500,0.7372659148423797,0.7373454200760119,0.0002376129555872628,0.0004073603961054592,0.0003171181892193675,0.009108855370330474,0.0091028437085312,0.006028143436657862,0.7218384918585984,0.7524011745995917,1.0,0.938,0.035410547330883044,,,,0.0,0.010784804124322337,,0.0,-2.018258456786611e-05
iso4,"(ii') IsoFLOP, +-4x",primal,lnMstar,2.8979598554678856,500,2.901863460280154,2.910185493080559,0.003903604812268128,0.013843347332078072,0.012225637612673257,0.30954665670666925,0.30926159241562856,0.202352452173425,2.3477862056026444,3.371755760455733,1.0,0.958,1.3220842880905,,,,0.0,0.00897061870775924,,0.0,-2.018258456786611e-05
iso4,"(ii') IsoFLOP, +-4x",dual,alpha,0.3478,500,0.35018203283056976,0.3483656303112535,0.00238203283056973,0.0014559168201340666,0.0005656303112535066,0.032555289794051076,0.032609834102512836,0.02182795265402218,0.2968927149849719,0.40497909772083956,,,,,,,,,,,
iso4,"(ii') IsoFLOP, +-4x",dual,beta,0.3658,500,0.3674880207338233,0.366077963670576,0.0016880207338233202,0.001487880753189195,0.0002779636705759758,0.033270025065446275,0.033279576210004984,0.022203579736627205,0.31897620650480885,0.4223322224221805,,,,,,,,,,,
iso4,"(ii') IsoFLOP, +-4x",dual,a,0.5126121076233184,500,0.5120865000024976,0.5119449441960233,-0.000525607620820859,0.0007990091699441556,-0.0006671634272951699,0.01786638818640814,0.01785625029352004,0.009814901373537133,0.4856843520065657,0.5356225007744747,,,,,,,,,,,
iso4,"(ii') IsoFLOP, +-4x",dual,gamma,0.17828649103139016,500,0.17908027728800027,0.1782073927165554,0.0007937862566101372,0.0006734742681118319,-7.909831483476903e-05,0.015059342445949751,0.015065202419342337,0.010014263814177929,0.15405201479248468,0.20369615466772487,,,,,,,,,,,
iso4,"(ii') IsoFLOP, +-4x",dual,sigma_star,0.7370283018867925,500,0.7362868284857559,0.7366975417441467,-0.0007414734010366207,0.0007310692812041098,-0.0003307601426457696,0.01634720609034299,0.01634767468084288,0.010906304275399792,0.7100461450826037,0.764440617009449,,,,,,,,,,,
iso4,"(ii') IsoFLOP, +-4x",dual,lnMstar,2.8979598554678856,500,2.9155290022985074,2.9151921526565445,0.017569146830621687,0.01615932915914773,0.01723229718865893,0.3613335847064884,0.3613993780270289,0.19824956237507463,2.4139500787822095,3.451202971515989,,,,,,,,,,,
fact,(iii) Factorial grid,primal,alpha,0.3478,500,0.348890833826163,0.3487953142208463,0.0010908338261629812,0.0005686803765189563,0.0009953142208463384,0.012716079793665616,0.012750106132285121,0.008379719884446857,0.32826177303895704,0.37027351845516443,1.0,0.946,0.04999140361690589,150.0,0.94,0.050618806297588165,0.0,0.010107818755794947,0.019390719429665325,0.0,-1.945139204022323e-05
fact,(iii) Factorial grid,primal,beta,0.3658,500,0.3656793342236461,0.36583941876937787,-0.00012066577635388875,0.0005572483965107059,3.941876937785249e-05,0.01246045294950695,0.01244857108912689,0.008804939231659453,0.3455684277955484,0.3840636910722705,1.0,0.954,0.05085683771026929,150.0,0.96,0.0513793505156078,0.0,0.009368457717255283,0.016000000000000007,0.0,-1.945139204022323e-05
