cell,label,estimator,param,truth,R,mean,median,bias,mc_se_bias,median_bias,sd,rmse,mae,q05,q95,wald_computable,wald_cover,wald_median_width,boot_R,boot_cover,boot_median_width,corner_share,wald_cover_mcse,boot_cover_mcse,share_obj_above_truth,median_obj_minus_truth
fact,(iii) Factorial grid,primal,a,0.5126121076233184,500,0.511760678554716,0.5114314588720988,-0.0008514290686025621,0.000541529498135324,-0.001180648751219593,0.0121089676965193,0.012126779289525255,0.007594339673136108,0.49255423911342566,0.5321227782635967,1.0,0.954,0.04953995946766453,150.0,0.94,0.0506592448535744,0.0,0.009368457717255283,0.019390719429665325,0.0,-1.945139204022323e-05
fact,(iii) Factorial grid,primal,gamma,0.17828649103139016,500,0.1784396341933122,0.1786158909598986,0.00015314316192201866,0.00020599491987363677,0.0003293999285084309,0.004606186438570742,0.004604125587763952,0.002998773391972173,0.17061700927031095,0.18595824991068946,1.0,0.952,0.01786432416896137,150.0,0.96,0.017889550968136853,0.0,0.009559916317625384,0.016000000000000007,0.0,-1.945139204022323e-05
fact,(iii) Factorial grid,primal,sigma_star,0.7370283018867925,500,0.7367984511322573,0.7364959307269079,-0.00022985075453516845,0.00022261907736262785,-0.000532371159884637,0.004977913900711205,0.004978242553215787,0.0032053357415905426,0.7288841436670639,0.7451693944509639,1.0,0.946,0.01928832783929794,150.0,0.9666666666666667,0.01924465858903046,0.0,0.010107818755794947,0.014656562175858798,0.0,-1.945139204022323e-05
fact,(iii) Factorial grid,primal,lnMstar,2.8979598554678856,500,2.919419084225077,2.919740723518361,0.021459228757191612,0.012345991982711357,0.02178086805047519,0.27606477323010004,0.2766221863831657,0.1768807625202371,2.427368606120798,3.360771159308557,1.0,0.964,1.1405631012123592,150.0,0.9466666666666667,1.1404582883107113,0.0,0.008331146379700699,0.018346459947155818,0.0,-1.945139204022323e-05
opt_s0,"(iv) Optimizing labs, s=0",primal,alpha,0.3478,500,0.7993885918005719,0.3573461160618343,0.45158859180057187,0.04632858225547603,0.009546116061834337,1.0359385922443494,1.1291389133369842,0.028714562876860694,0.21026204772441717,3.5252799945488977,0.046,1.0,7.692997222091419,,,,0.868,0.0,,0.0,-1.1731051731719779e-05
opt_s0,"(iv) Optimizing labs, s=0",primal,beta,0.3658,500,1.5086601076113535,1.1286246826993969,1.1428601076113531,0.050700613586011585,0.7628246826993968,1.1337001847927128,1.6089856377079528,0.7628246826993968,0.3314829866960417,3.415835579136865,0.046,1.0,12.181807647267323,,,,0.868,0.0,,0.0,-1.1731051731719779e-05
opt_s0,"(iv) Optimizing labs, s=0",primal,a,0.5126121076233184,500,0.6528275991988162,0.7705067292147161,0.14021549157549787,0.01340884380153528,0.2578946215913976,0.29983086239909584,0.33072516238207533,0.36259921085884433,0.09053128095943457,0.9182824281993146,0.046,0.43478260869565216,0.4727198966669813,,,,0.868,0.10336652638557517,,0.0,-1.1731051731719779e-05
opt_s0,"(iv) Optimizing labs, s=0",primal,gamma,0.17828649103139016,500,0.27093223375918546,0.28167502553411516,0.09264574272779526,0.002871729488259736,0.103388534502725,0.06421382348739454,0.11268718623783873,0.10966543603876405,0.09252413985828808,0.33827436594123317,0.046,1.0,0.7370355529262909,,,,0.868,0.0,,0.0,-1.1731051731719779e-05
opt_s0,"(iv) Optimizing labs, s=0",primal,sigma_star,0.7370283018867925,500,0.4970222785159182,0.47052358836688424,-0.2400060233708743,0.005704248597572822,-0.26650471351990823,0.12755087624730674,0.2717343902300434,0.26650471351990823,0.33901134875975153,0.6927506085687742,0.046,1.0,1.5411301567090392,,,,0.868,0.0,,0.0,-1.1731051731719779e-05
opt_s0,"(iv) Optimizing labs, s=0",primal,lnMstar,2.8979598554678856,500,-8.868215500907517,-15.498912511958995,-11.766175356375404,1.1238959161916575,-18.39687236742688,25.13107668238953,27.726354893903498,21.706206439110048,-38.960769637543365,34.624094728595814,0.046,0.4782608695652174,9.914423070149079,,,,0.868,0.10415861863104658,,0.0,-1.1731051731719779e-05
opt_s0,"(iv) Optimizing labs, s=0",dual,alpha,0.3478,500,0.3485570259631214,0.3484613532101864,0.0007570259631213594,0.0009348706410919365,0.0006613532101863995,0.02090434303650378,0.020897144852373692,0.015130442023112478,0.31475057634499876,0.3836758942628565,,,,,,,,,,,
opt_s0,"(iv) Optimizing labs, s=0",dual,beta,0.3658,500,0.36659620499514084,0.36649558080588374,0.0007962049951408376,0.0009832538255072768,0.0006955808058837498,0.021986223929709878,0.021978653211611028,0.015913501127240853,0.3310401403881562,0.40353261104471855,,,,,,,,,,,
opt_s0,"(iv) Optimizing labs, s=0",dual,a,0.5126121076233184,500,0.5126121076233189,0.5126121076233188,3.3306690738754696e-16,4.9700408348379315e-18,3.3306690738754696e-16,1.111334915764742e-16,3.3306690738754696e-16,3.3306690738754696e-16,0.5126121076233188,0.5126121076233188,,,,,,,,,,,
opt_s0,"(iv) Optimizing labs, s=0",dual,gamma,0.17828649103139016,500,0.17867455170587146,0.17862550869434735,0.0003880606744813205,0.00047922600968530076,0.00033901766295720004,0.010715819342423051,0.010712129466085069,0.00775604777474001,0.16134495631586412,0.19667690880234445,,,,,,,,,,,
opt_s0,"(iv) Optimizing labs, s=0",dual,sigma_star,0.7370283018867925,500,0.7367899573425805,0.7366599357503167,-0.00023834454421202422,0.0005200245175900282,-0.00036836613647572847,0.011628101712978383,0.011618912688811796,0.008453707120293918,0.717563826423189,0.7559176943536925,,,,,,,,,,,
opt_s0,"(iv) Optimizing labs, s=0",dual,lnMstar,2.8979598554678856,500,2.8979598554678745,2.8979598554678745,-1.1102230246251565e-14,0.0,-1.1102230246251565e-14,0.0,1.1102230246251565e-14,1.1102230246251565e-14,2.8979598554678745,2.8979598554678745,,,,,,,,,,,
opt_s0.05,"(iv) Optimizing labs, s=0.05",primal,alpha,0.3478,500,0.3579376586376494,0.33780553618999154,0.01013765863764943,0.013523354476838837,-0.009994463810008486,0.3023913989403775,0.30225891080242084,0.14322046528367177,0.053290739200058064,0.6497526615107517,0.756,0.9629629629629629,0.9746068734886429,,,,0.132,0.009713528302091897,,0.07,-1.7339442409180258e-05
opt_s0.05,"(iv) Optimizing labs, s=0.05",primal,beta,0.3658,500,0.5411105613305481,0.4027384020792582,0.17531056133054798,0.023772943388769344,0.03693840207925819,0.5315791744254247,0.5592361386386633,0.13951299098484632,0.09469385529788721,1.133650141021824,0.756,0.9867724867724867,1.3034129126880185,,,,0.132,0.005876269675101861,,0.07,-1.7339442409180258e-05
opt_s0.05,"(iv) Optimizing labs, s=0.05",primal,a,0.5126121076233184,500,0.5688072076755621,0.5575181365889088,0.05619510005224366,0.011332228579332793,0.04490602896559037,0.25339633439953996,0.2593051718582391,0.2226208512069588,0.10836010244972002,0.9273179310957529,0.756,0.8544973544973545,1.4389888033811462,,,,0.132,0.01813614194332132,,0.07,-1.7339442409180258e-05
opt_s0.05,"(iv) Optimizing labs, s=0.05",primal,gamma,0.17828649103139016,500,0.15308826228937295,0.16343474515534623,-0.025198228742017187,0.002803251652686604,-0.014851745876043931,0.06268261253445878,0.06749964759946396,0.03699388474485585,0.040791392421624724,0.24927636464960204,0.756,1.0,0.32763988333724686,,,,0.132,0.0,,0.07,-1.7339442409180258e-05
opt_s0.05,"(iv) Optimizing labs, s=0.05",primal,sigma_star,0.7370283018867925,500,0.7050705276111645,0.7271969832346533,-0.03195777427562798,0.0037018341599642343,-0.009831318652139154,0.08277552823110859,0.08865316595837491,0.025454653579084552,0.5680646484271458,0.7804035347664485,0.756,1.0,0.22912605486175142,,,,0.132,0.0,,0.07,-1.7339442409180258e-05
opt_s0.05,"(iv) Optimizing labs, s=0.05",primal,lnMstar,2.8979598554678856,500,2.6969325979110366,1.5178793304436544,-0.20102725755684908,0.4577631008443893,-1.3800805250242312,10.23589411079146,10.227628911391019,5.257432156841922,-7.092629772860269,24.742198392746527,0.756,0.8015873015873016,28.024482225943114,,,,0.132,0.020512294643403605,,0.07,-1.7339442409180258e-05
opt_s0.05,"(iv) Optimizing labs, s=0.05",dual,alpha,0.3478,500,0.34729385889058734,0.348058479779932,-0.0005061411094126499,0.0009569995332413743,0.000258479779931986,0.021399160107632827,0.02138374111394256,0.014680233697520029,0.31205023772791557,0.381812873917027,,,,,,,,,,,
opt_s0.05,"(iv) Optimizing labs, s=0.05",dual,beta,0.3658,500,0.3652103233220348,0.3662548788108509,-0.0005896766779652402,0.0010106387481615946,0.00045487881085087833,0.022598569415846162,0.02258365930375474,0.015643957786393353,0.32764826031685285,0.40291838339957825,,,,,,,,,,,
opt_s0.05,"(iv) Optimizing labs, s=0.05",dual,a,0.5126121076233184,500,0.5125687371601897,0.5125930142082386,-4.337046312875748e-05,5.9438921679563456e-05,-1.9093415079884934e-05,0.0013290946938478987,0.0013284730772116584,0.0009072006332344063,0.5104000074321308,0.5148342831029278,,,,,,,,,,,
opt_s0.05,"(iv) Optimizing labs, s=0.05",dual,gamma,0.17828649103139016,500,0.17801215656227573,0.1784194671220995,-0.00027433446911443094,0.0004910826991251188,0.00013297609070934968,0.01098094297817842,0.010973386253730897,0.007563003808437857,0.15989600281888883,0.19650851690924867,,,,,,,,,,,
opt_s0.05,"(iv) Optimizing labs, s=0.05",dual,sigma_star,0.7370283018867925,500,0.7375195355320052,0.7368854325914237,0.0004912336452126662,0.0005351354983556951,-0.0001428692953687749,0.011965993514965611,0.011964110551678614,0.008197316687296508,0.71772401002076,0.757567861741263,,,,,,,,,,,
opt_s0.05,"(iv) Optimizing labs, s=0.05",dual,lnMstar,2.8979598554678856,500,2.8991341867337077,2.8988594396689535,0.0011743312658222854,0.0010989425806233275,0.0008995842010679489,0.024573103136428038,0.024576590017329706,0.016397801347742824,2.860546828991469,2.937377324962172,,,,,,,,,,,
opt_s0.1,"(iv) Optimizing labs, s=0.1",primal,alpha,0.3478,500,0.34631395481672145,0.33907559915588714,-0.001486045183278564,0.007535231921754079,-0.008724400844112828,0.168492908032685,0.16833089041374125,0.1227546622383935,0.08269429193457951,0.6353791638625569,0.93,0.9290322580645162,0.6617878709962192,,,,0.002,0.011907467751717773,,0.002,-2.0149293213395173e-05
opt_s0.1,"(iv) Optimizing labs, s=0.1",primal,beta,0.3658,500,0.3940130715678982,0.3782279513733981,0.02821307156789827,0.008355512966011645,0.012427951373398083,0.18683494978882928,0.1887682740106624,0.13182611268361732,0.10340161419490763,0.7124936379335373,0.93,0.9526881720430107,0.7641920937956048,,,,0.002,0.009845409267241183,,0.002,-2.0149293213395173e-05
opt_s0.1,"(iv) Optimizing labs, s=0.1",primal,a,0.5126121076233184,500,0.5267849705366909,0.5237338051560414,0.014172862913372485,0.010069769490312372,0.011121697532722963,0.22516689098091874,0.22538766288239062,0.18050004698372926,0.15555102342458774,0.8963214028283598,0.93,0.8774193548387097,0.9481920289098013,,,,0.002,0.01520855945990433,,0.002,-2.0149293213395173e-05
opt_s0.1,"(iv) Optimizing labs, s=0.1",primal,gamma,0.17828649103139016,500,0.14644223107962237,0.15896098974771347,-0.03184425995176782,0.0017996330957669015,-0.019325501283676688,0.04024101936693181,0.0512850646122842,0.02105499218766066,0.05336918987863212,0.1903539624593599,0.93,0.9956989247311828,0.20288606666376835,,,,0.002,0.0030347719690244704,,0.002,-2.0149293213395173e-05
opt_s0.1,"(iv) Optimizing labs, s=0.1",primal,sigma_star,0.7370283018867925,500,0.730673787774426,0.7335474586117632,-0.006354514112366411,0.0010871362816471468,-0.0034808432750292884,0.024309106265693776,0.025102402907813078,0.012188220128905192,0.6870026558655566,0.7655963815864797,0.93,0.989247311827957,0.10325572186101292,,,,0.002,0.004782824978221172,,0.002,-2.0149293213395173e-05
opt_s0.1,"(iv) Optimizing labs, s=0.1",primal,lnMstar,2.8979598554678856,500,2.648618081363739,2.4654750260553286,-0.24934177410414599,0.2047305537657799,-0.43248482941255695,4.577914352914594,4.5801262584441504,3.583360229359375,-4.442887279818094,10.227535207519232,0.93,0.8623655913978494,18.82502958993866,,,,0.002,0.015976540474357676,,0.002,-2.0149293213395173e-05
opt_s0.1,"(iv) Optimizing labs, s=0.1",dual,alpha,0.3478,500,0.3474218327405786,0.34878090310947774,-0.0003781672594214347,0.0009599679178477633,0.0009809031094777376,0.021465535205265326,0.0214473931684316,0.013709396299974197,0.3131805522169554,0.38145736291847904,,,,,,,,,,,
opt_s0.1,"(iv) Optimizing labs, s=0.1",dual,beta,0.3658,500,0.36540080412041137,0.3671836431584716,-0.0003991958795886447,0.0009896559815476154,0.0013836431584715592,0.02212938049079746,0.02211084392995787,0.014363930816755827,0.3277094385999245,0.4009911104536731,,,,,,,,,,,
opt_s0.1,"(iv) Optimizing labs, s=0.1",dual,a,0.5126121076233184,500,0.512629105402578,0.5124763397335074,1.6997779259503076e-05,0.00011949818872327481,-0.00013576788981106702,0.002672060731733413,0.002669441451214713,0.0017379778982074545,0.5081928138517509,0.51725940925527,,,,,,,,,,,
opt_s0.1,"(iv) Optimizing labs, s=0.1",dual,gamma,0.17828649103139016,500,0.17808720291763244,0.1788397554187074,-0.00019928811375768857,0.00048546857186082044,0.0005532643873172455,0.010855407276205362,0.01084637742060974,0.007008005390288341,0.16003183968762388,0.19547672417868178,,,,,,,,,,,
opt_s0.1,"(iv) Optimizing labs, s=0.1",dual,sigma_star,0.7370283018867925,500,0.7374281964472117,0.7363950632931762,0.00039989456041919567,0.000528328750815803,-0.0006332385936162477,0.01181379001291683,0.011808743322632079,0.0076374910429817255,0.7188049173884633,0.7574278384916069,,,,,,,,,,,
opt_s0.1,"(iv) Optimizing labs, s=0.1",dual,lnMstar,2.8979598554678856,500,2.897832643313174,2.8987920424127545,-0.00012721215471100678,0.0021841694214915675,0.0008321869448688624,0.04883951300831535,0.048790814891329005,0.03176759312157129,2.809533411328462,2.9767155229238615,,,,,,,,,,,
opt_s0.2,"(iv) Optimizing labs, s=0.2",primal,alpha,0.3478,500,0.34815469524915893,0.34728157865683323,0.0003546952491589439,0.004824673328695953,-0.0005184213431667639,0.10788297532194338,0.10777562201307951,0.06660129253208827,0.17607354515143744,0.5345521784933797,0.992,0.9274193548387096,0.38870226788820383,,,,0.0,0.01164950981154645,,0.0,-2.1560246885023957e-05
opt_s0.2,"(iv) Optimizing labs, s=0.2",primal,beta,0.3658,500,0.37754686390870656,0.3687617261001783,0.01174686390870654,0.005323966542631526,0.00296172610017828,0.11904751099258624,0.11950712976836385,0.07474161440964547,0.18492731130196796,0.5885896811373333,0.992,0.9193548387096774,0.43644372941570575,,,,0.0,0.012226155137949899,,0.0,-2.1560246885023957e-05
opt_s0.2,"(iv) Optimizing labs, s=0.2",primal,a,0.5126121076233184,500,0.5181522437786166,0.5166658777518072,0.0055401361552982085,0.006662256230842944,0.004053770128488732,0.14897257815686354,0.1489266144556998,0.09755551886019001,0.2619041574262437,0.7547980126119694,0.992,0.905241935483871,0.5502680830107601,,,,0.0,0.013150721626011672,,0.0,-2.1560246885023957e-05
opt_s0.2,"(iv) Optimizing labs, s=0.2",primal,gamma,0.17828649103139016,500,0.16481894089394813,0.17001329549903949,-0.013467550137442032,0.0010850745788219438,-0.008273195532350675,0.0242630051890282,0.02772888278791121,0.011594837786267825,0.11788508063477848,0.19149869889441795,0.992,0.9818548387096774,0.08103767571510553,,,,0.0,0.00599326140614614,,0.0,-2.1560246885023957e-05
opt_s0.2,"(iv) Optimizing labs, s=0.2",primal,sigma_star,0.7370283018867925,500,0.7340398263818303,0.7339348203219347,-0.0029884755049622226,0.0006440829928401758,-0.003093481564857725,0.014402133551421434,0.014694815200439653,0.00887083523139548,0.708908779667401,0.7553908436262905,0.992,0.9657258064516129,0.058416207180453344,,,,0.0,0.008169015172041116,,0.0,-2.1560246885023957e-05
opt_s0.2,"(iv) Optimizing labs, s=0.2",primal,lnMstar,2.8979598554678856,500,2.7347574675138193,2.758298074893494,-0.1632023879540659,0.13387134345889445,-0.13966178057439138,2.9934542421330983,2.994909311244509,1.8901425938455287,-1.963148872246359,7.961638213822955,0.992,0.8931451612903226,11.064950554526746,,,,0.0,0.013871303790880059,,0.0,-2.1560246885023957e-05
opt_s0.2,"(iv) Optimizing labs, s=0.2",dual,alpha,0.3478,500,0.3493167884551514,0.3492426828881688,0.0015167884551514606,0.0009489379692936694,0.0014426828881687892,0.02121889805771253,0.021251865770602594,0.014561139464558143,0.3150282682119328,0.383195861941924,,,,,,,,,,,
opt_s0.2,"(iv) Optimizing labs, s=0.2",dual,beta,0.3658,500,0.36749551451071727,0.3685193270388247,0.001695514510717274,0.001001339364340031,0.0027193270388246593,0.022390628872107382,0.022432395106673848,0.015911591640555278,0.3300115465695911,0.4045298927099156,,,,,,,,,,,
opt_s0.2,"(iv) Optimizing labs, s=0.2",dual,a,0.5126121076233184,500,0.5126769906071673,0.512354444008345,6.488298384890356e-05,0.00022868712971811883,-0.0002576636149734246,0.005113599676290261,0.005108895540882617,0.003498151737296673,0.5041174192799202,0.521012261156312,,,,,,,,,,,
opt_s0.2,"(iv) Optimizing labs, s=0.2",dual,gamma,0.17828649103139016,500,0.17906910910944412,0.17898629404052674,0.0007826180780539627,0.0004802051898426692,0.0006998030091365792,0.010737714476364,0.010755482611564301,0.007561246618772624,0.16162707699461865,0.19678641904812866,,,,,,,,,,,
opt_s0.2,"(iv) Optimizing labs, s=0.2",dual,sigma_star,0.7370283018867925,500,0.7363407409927228,0.7361930257089626,-0.0006875608940696429,0.0005209185450158237,-0.0008352761778298023,0.011648092773956661,0.011656734067620047,0.008246710345342911,0.7174349092578967,0.755670868090078,,,,,,,,,,,
opt_s0.2,"(iv) Optimizing labs, s=0.2",dual,lnMstar,2.8979598554678856,500,2.8953135206506975,2.8964962215103007,-0.002646334817187796,0.0042208647395935,-0.0014636339575848645,0.09438140481563013,0.09432410595275509,0.06304666996692632,2.7453257541408407,3.0512184158490885,,,,,,,,,,,
opt_s0.3,"(iv) Optimizing labs, s=0.3",primal,alpha,0.3478,500,0.3505660926417132,0.3483017953956115,0.0027660926417131635,0.0031953095329941236,0.0005017953956115151,0.07144929324927968,0.07143138505805734,0.048122772697318794,0.2375094857447001,0.4742615266426583,1.0,0.946,0.2798194890967125,150.0,0.9533333333333334,0.2854407664362774,0.0,0.010107818755794947,0.017221863795553384,0.0,-2.028152408823042e-05
opt_s0.3,"(iv) Optimizing labs, s=0.3",primal,beta,0.3658,500,0.3706012105431402,0.3661973131221701,0.004801210543140206,0.0035226653884074637,0.00039731312217008985,0.07876919270464788,0.0788367184158678,0.05068914553034751,0.24249024399328603,0.5024873054179173,1.0,0.952,0.3054603621671924,150.0,0.9733333333333334,0.31899979243458176,0.0,0.009559916317625384,0.013154354299509981,0.0,-2.028152408823042e-05
opt_s0.3,"(iv) Optimizing labs, s=0.3",primal,a,0.5126121076233184,500,0.5128940141672614,0.5104798482238257,0.0002819065439429076,0.004404355786603813,-0.0021322593994926864,0.09848438935940684,0.09838625955335314,0.06543924758760156,0.3430705691109012,0.668650160509815,1.0,0.93,0.38172906262215106,150.0,0.96,0.38350442332313234,0.0,0.011410521460476728,0.016000000000000007,0.0,-2.028152408823042e-05
opt_s0.3,"(iv) Optimizing labs, s=0.3",primal,gamma,0.17828649103139016,500,0.1731816825733763,0.17444493011692935,-0.005104808458013852,0.000699883378183009,-0.0038415609144608065,0.015649868099394015,0.016446507355009556,0.008639666289630143,0.14690406052004787,0.19491668421435934,1.0,0.97,0.05660055593251191,150.0,0.9133333333333333,0.07223825658053686,0.0,0.007628892449104264,0.022971802360801027,0.0,-2.028152408823042e-05
opt_s0.3,"(iv) Optimizing labs, s=0.3",primal,sigma_star,0.7370283018867925,500,0.7352077507381125,0.7347148681910347,-0.0018205511486800111,0.0005812418688627772,-0.002313433695757705,0.012996963301461883,0.01311097324512517,0.008739923001623129,0.7137171268231054,0.755893064024046,1.0,0.932,0.05131726805440293,150.0,0.96,0.05519505572985667,0.0,0.01125841907196565,0.016000000000000007,0.0,-2.028152408823042e-05
opt_s0.3,"(iv) Optimizing labs, s=0.3",primal,lnMstar,2.8979598554678856,500,2.900868113545118,2.8742882363587796,0.0029082580772326026,0.08841082261226331,-0.02367161910910598,1.976926093076963,1.9749503188431379,1.2876023496121345,-0.39874059916269466,6.344177812347926,1.0,0.938,7.712983680328632,150.0,0.9666666666666667,7.6805950783917645,0.0,0.010784804124322337,0.014656562175858798,0.0,-2.028152408823042e-05
opt_s0.3,"(iv) Optimizing labs, s=0.3",dual,alpha,0.3478,500,0.3487339897686802,0.3483107244688812,0.0009339897686801852,0.0009904699039822672,0.0005107244688812296,0.02214758034972039,0.022145126362353985,0.01519048766656636,0.31208675815786513,0.3854461014137053,,,,,,,,,,,
opt_s0.3,"(iv) Optimizing labs, s=0.3",dual,beta,0.3658,500,0.3673039535257666,0.36738087684440623,0.0015039535257665563,0.001056649748995223,0.0015808768444062204,0.023627406671614087,0.02365163236526071,0.015326723285127353,0.3299304254276449,0.40453180780346576,,,,,,,,,,,
opt_s0.3,"(iv) Optimizing labs, s=0.3",dual,a,0.5126121076233184,500,0.5129514247168008,0.5132718913740133,0.00033931709348250175,0.0003470856655024338,0.0006597837506948645,0.007761071420791956,0.007760727880126053,0.005392066384302174,0.5002956207721508,0.5250681616434475,,,,,,,,,,,
opt_s0.3,"(iv) Optimizing labs, s=0.3",dual,gamma,0.17828649103139016,500,0.17884616044316953,0.17848257995875844,0.0005596694117793908,0.0004959258835428478,0.00019608892736827643,0.011089239874034519,0.011092273362678672,0.007532742552677968,0.1610563302224874,0.19668270662296042,,,,,,,,,,,
opt_s0.3,"(iv) Optimizing labs, s=0.3",dual,sigma_star,0.7370283018867925,500,0.7365634124979344,0.7366570723152988,-0.00046488938885801633,0.0005391691761793445,-0.00037122957149376967,0.012056189293095746,0.012053095826976876,0.008285122713043935,0.7176069268168556,0.756361395365294,,,,,,,,,,,
opt_s0.3,"(iv) Optimizing labs, s=0.3",dual,lnMstar,2.8979598554678856,500,2.8909209003337937,2.8797911344554414,-0.007038955134091655,0.006410543136878949,-0.018168721012444156,0.1433441022675607,0.14337358013582163,0.10011624199428226,2.672345763033607,3.1207587573344475,,,,,,,,,,,
opt_s0.5,"(iv) Optimizing labs, s=0.5",primal,alpha,0.3478,500,0.3501890882462476,0.35039609413638895,0.002389088246247594,0.0021029755222194526,0.002596094136388921,0.04702396222700815,0.04703762600438498,0.028718091494401382,0.26850530504274267,0.42965557476518274,1.0,0.946,0.17968189523985276,,,,0.0,0.010107818755794947,,0.0,-2.0431021423506477e-05
opt_s0.5,"(iv) Optimizing labs, s=0.5",primal,beta,0.3658,500,0.36355615408303127,0.36171013482358105,-0.002243845916968687,0.002302191617540956,-0.004089865176418961,0.05147856954051776,0.051475993241443564,0.034804562880942996,0.28143177433424915,0.4437769750569945,1.0,0.94,0.19140482797114,,,,0.0,0.010620734437881408,,0.0,-2.0431021423506477e-05
opt_s0.5,"(iv) Optimizing labs, s=0.5",primal,a,0.5126121076233184,500,0.5090032778424283,0.510198276555091,-0.003608829780890107,0.002734118373491015,-0.002413831068227401,0.06113674541657069,0.061182104321752084,0.038520611401034494,0.4093769510531105,0.6153741777573551,1.0,0.926,0.22951075377197255,,,,0.0,0.011706750189527404,,0.0,-2.0431021423506477e-05
opt_s0.5,"(iv) Optimizing labs, s=0.5",primal,gamma,0.17828649103139016,500,0.17570298272671936,0.175840141071723,-0.0025835083046707834,0.0005147009613002424,-0.0024463499596671656,0.011509063375518307,0.011784232595397818,0.008220379230358635,0.15738759726836365,0.19312423952167387,1.0,0.944,0.046811336910290435,,,,0.0,0.010282412168358165,,0.0,-2.0431021423506477e-05
opt_s0.5,"(iv) Optimizing labs, s=0.5",primal,sigma_star,0.7370283018867925,500,0.7371907847973644,0.7366221340928788,0.00016248291057199382,0.0005472823623333486,-0.00040616779391366986,0.01223760565064038,0.012226441623493409,0.007946764930258088,0.7178398820335037,0.75743619807997,1.0,0.94,0.04836339364829338,,,,0.0,0.010620734437881408,,0.0,-2.0431021423506477e-05
opt_s0.5,"(iv) Optimizing labs, s=0.5",primal,lnMstar,2.8979598554678856,500,2.979926775503324,2.9372724729382025,0.08196692003543875,0.055805965618436267,0.03931261747031711,1.247859326728396,1.249302673287997,0.7937345938533753,0.9354381074754341,5.022740490398121,1.0,0.932,4.62845369081632,,,,0.0,0.01125841907196565,,0.0,-2.0431021423506477e-05
opt_s0.5,"(iv) Optimizing labs, s=0.5",dual,alpha,0.3478,500,0.34699794378389576,0.3467589030099617,-0.0008020562161042379,0.0010687819071684118,-0.0010410969900382927,0.023898689975504386,0.02388824777906439,0.015431483742161856,0.3092319847074101,0.38357223903438736,,,,,,,,,,,
opt_s0.5,"(iv) Optimizing labs, s=0.5",dual,beta,0.3658,500,0.3651218287449717,0.36664351754953584,-0.0006781712550283767,0.0011560439741197164,0.0008435175495357938,0.025849929111106937,0.025832969508562155,0.01792684963076499,0.32365677223120193,0.407631588024637,,,,,,,,,,,
opt_s0.5,"(iv) Optimizing labs, s=0.5",dual,a,0.5126121076233184,500,0.5126866430037903,0.5125131920741877,7.453538047185892e-05,0.0005826154317346057,-9.89155491307736e-05,0.013027677100989668,0.013014856335330685,0.008909490716913215,0.4920784873208105,0.5346769866149579,,,,,,,,,,,
opt_s0.5,"(iv) Optimizing labs, s=0.5",dual,gamma,0.17828649103139016,500,0.17779326763953385,0.1781298435515991,-0.0004932233918563073,0.0005138762084686763,-0.00015664747979106386,0.011490621341558132,0.011489716244177457,0.008110173688549008,0.15881473550032077,0.19602815078435787,,,,,,,,,,,
opt_s0.5,"(iv) Optimizing labs, s=0.5",dual,sigma_star,0.7370283018867925,500,0.7376438749849494,0.7369447673020759,0.0006155730981569698,0.0005625283059190594,-8.353458471660469e-05,0.01257851531302814,0.012580999150476793,0.008894558915691297,0.7175680003273304,0.7585134104872286,,,,,,,,,,,
opt_s0.5,"(iv) Optimizing labs, s=0.5",dual,lnMstar,2.8979598554678856,500,2.8964313941950723,2.899067823242124,-0.0015284612728135335,0.010847159328735673,0.001107967774238272,0.24254985621823955,0.24231200564530062,0.17106330025291783,2.5085356479501026,3.2820103016585236,,,,,,,,,,,
opt_s1,"(iv) Optimizing labs, s=1",primal,alpha,0.3478,500,0.3513839334572346,0.3526041317616102,0.0035839334572345923,0.0012559593005731435,0.004804131761610209,0.028084103730546397,0.02828398889140779,0.019337796941412244,0.30720580774994377,0.39626718183028453,1.0,0.956,0.11242037957230261,150.0,0.9733333333333334,0.12024357181507467,0.0,0.009172131704244116,0.013154354299509981,0.0,-1.9030650292415632e-05
opt_s1,"(iv) Optimizing labs, s=1",primal,beta,0.3658,500,0.3664742840417622,0.3648718528822913,0.0006742840417622092,0.0014183574556989986,-0.0009281471177087497,0.031715436873366074,0.03169087971586315,0.02007602458385732,0.31772560782413556,0.41748226080395484,1.0,0.942,0.1210440197912454,150.0,0.9733333333333334,0.12957125239755837,0.0,0.010453324829928518,0.013154354299509981,0.0,-1.9030650292415632e-05
opt_s1,"(iv) Optimizing labs, s=1",primal,a,0.5126121076233184,500,0.5103364193616676,0.5095005227521227,-0.0022756882616507936,0.0012986471621770836,-0.0031115848711957828,0.02903863333415153,0.02909870269492578,0.01755562245372294,0.46343792923044597,0.5606017776960004,1.0,0.95,0.11523710094340826,150.0,0.9733333333333334,0.12850769520267638,0.0,0.00974679434480897,0.013154354299509981,0.0,-1.9030650292415632e-05
opt_s1,"(iv) Optimizing labs, s=1",primal,gamma,0.17828649103139016,500,0.1787809808090293,0.17871271374316056,0.0004944897776391498,0.0004775898248575542,0.0004262227117703965,0.010679233137437101,0.010680002270744927,0.007074218499362628,0.1617797225645359,0.19547373445450422,1.0,0.954,0.04129323424688081,150.0,0.98,0.04387115796169182,0.0,0.009368457717255283,0.01143095213298817,0.0,-1.9030650292415632e-05
