tech,conv,n,median_w,share_w_gt1,median_s,median_w_headFLOP,median_s_headFLOP,median_w_sub1B,n_sub1B
chin_q,total,77,3.986234596660721,0.974025974025974,0.7491366913433287,3.986234596660721,0.7491366913433287,15.104260075390584,8
chin,total,77,3.336123407238904,1.0,0.7002508966454464,3.336123407238904,0.7002508966454464,9.964947954613828,8
farseer_emb,total,77,2.638470205823901,0.8831168831168831,0.620992498686285,2.638470205823901,0.620992498686285,10.669603121580653,8
chin_ne,nonemb,77,3.647335899172349,1.0,0.7258272811596762,3.7446424090351966,0.7329518039994508,9.126870065132763,8
farseer,nonemb,77,2.73735338561897,1.0,0.6346836308188685,2.861323666312847,0.6505114007991211,6.847304346842714,8
farseer_q,nonemb,77,3.9059880629700987,1.0,0.7439828325436295,4.1486996026115275,0.7589606151839677,14.26327271305777,8
minicpm,nonemb,77,1.203372074386714,0.6363636363636364,0.16900182305656417,1.2660238672314363,0.21012547560669775,3.0357688999828283,8
