set,variant,members,k,mu_fixed,se_fixed,Q,df,p_Q,I2,tau2,tau,mu_re,se_re,lo_re,hi_re,se_hksj,lo_hksj,hi_hksj,pi_lo,pi_hi
"model-free sigma*, excluding Porian; Farseer path at the extended-grid CV bandwidth (plain mean over C; primary SE)","leave out Marin, DCLM","Chinchilla; Llama 3; Marin, Comma; Marin, Nemotron-CC; Farseer (local path)",5,0.6746356052237534,0.0090480612738353,3.7156392901837365,4,0.4458553651859003,0.0,0.0,0.0,0.6746356052237534,0.0090480612738353,0.6569014051270362,0.6923698053204707,0.0090480612738353,0.6495141597884837,0.6997570506590232,0.6458406360528557,0.7034305743946512
"model-free sigma*, excluding Porian; Farseer path at the extended-grid CV bandwidth (plain mean over C; primary SE)","leave out Marin, Nemotron-CC","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Farseer (local path)",5,0.6742456699218878,0.00923660456228839,3.969360679401963,4,0.41016831158222766,0.0,0.0,0.0,0.6742456699218878,0.00923660456228839,0.6561419249798026,0.6923494148639731,0.00923660456228839,0.6486007443962746,0.6998905954475011,0.6448506718592665,0.7036406679845092
"model-free sigma*, excluding Porian; Farseer path at the extended-grid CV bandwidth (plain mean over C; primary SE)",leave out Farseer (local path),"Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC",5,0.6888499439944374,0.011240642503623282,3.40765499816514,4,0.4920577764109576,0.0,0.0,0.0,0.6888499439944374,0.011240642503623282,0.6668182846873358,0.710881603301539,0.011240642503623282,0.6576409171359743,0.7200589708529006,0.6530772027897666,0.7246226851991083
"model-free sigma*, excluding Porian; Farseer path at the extended-grid CV bandwidth (plain mean over C; primary SE)",one estimate per study (inverse-variance within study),Hoffmann et al. (2022); Grattafiori et al. (2024); Marin (2026); Li et al. (2025),4,0.6784241018765454,0.008584593727956693,5.359796690002816,3,0.1472689968249373,0.4402772766370689,0.0002558374202444838,0.015994918575737854,0.6775967135707766,0.012191063038047163,0.6537022300162041,0.701491197125349,0.012191063038047163,0.6387993100478626,0.7163941170936905,0.591065303176096,0.7641281239654572
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)",all technologies,"Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Farseer (local path)",6,0.6863314264305368,0.008584593727956693,3.5281129711488433,5,0.6191381130673033,0.0,0.0,0.0,0.6863314264305368,0.008584593727956693,0.6695056227237417,0.7031572301373319,0.008584593727956693,0.6642640257271338,0.7083988271339398,0.6624967731944398,0.7101660796666338
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)",leave out Chinchilla,"Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Farseer (local path)",5,0.6877489005148503,0.009044866483932875,3.280498529499297,4,0.512028017590797,0.0,0.0,0.0,0.6877489005148503,0.009044866483932875,0.6700209622063419,0.7054768388233587,0.009044866483932875,0.6626363252383672,0.7128614757913333,0.6589640985912737,0.7165337024384268
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)",leave out Llama 3,"Chinchilla; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Farseer (local path)",5,0.6908112085064885,0.00927377964313622,1.8975578542960885,4,0.7545936082132829,0.0,0.0,0.0,0.6908112085064885,0.00927377964313622,0.6726346004059415,0.7089878166070355,0.00927377964313622,0.6650630684096199,0.716559348603357,0.6612979027451743,0.7203245142678026
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)","leave out Marin, Comma","Chinchilla; Llama 3; Marin, DCLM; Marin, Nemotron-CC; Farseer (local path)",5,0.6847325215491157,0.009073895288998142,3.232233307772819,4,0.5197405008356855,0.0,0.0,0.0,0.6847325215491157,0.009073895288998142,0.6669476867826793,0.702517356315552,0.009073895288998142,0.6595393493888995,0.7099256937093319,0.6558553370121123,0.7136097060861191
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)","leave out Marin, DCLM","Chinchilla; Llama 3; Marin, Comma; Marin, Nemotron-CC; Farseer (local path)",5,0.6834197834190138,0.0090480612738353,2.490729762713206,4,0.646296538436369,0.0,0.0,0.0,0.6834197834190138,0.0090480612738353,0.6656855833222965,0.701153983515731,0.0090480612738353,0.658298337983744,0.7085412288542835,0.654624814248116,0.7122147525899115
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)","leave out Marin, Nemotron-CC","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Farseer (local path)",5,0.6833997513922341,0.00923660456228839,2.788439668793292,4,0.5938298762600924,0.0,0.0,0.0,0.6833997513922341,0.00923660456228839,0.6652960064501489,0.7015034963343193,0.00923660456228839,0.6577548258666208,0.7090446769178473,0.6540047533296127,0.7127947494548554
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)",leave out Farseer (local path),"Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC",5,0.6888499439944374,0.011240642503623282,3.40765499816514,4,0.4920577764109576,0.0,0.0,0.0,0.6888499439944374,0.011240642503623282,0.6668182846873358,0.710881603301539,0.011240642503623282,0.6576409171359743,0.7200589708529006,0.6530772027897666,0.7246226851991083
"model-free sigma*, excluding Porian; Farseer path at the h_N x 0.75 (plain mean over C; primary SE)",one estimate per study (inverse-variance within study),Hoffmann et al. (2022); Grattafiori et al. (2024); Marin (2026); Li et al. (2025),4,0.6863314264305368,0.008584593727956693,3.4159781519664296,3,0.3318240814910401,0.12177424253342169,4.509828229186652e-05,0.006715525466548878,0.685788058321612,0.00937072014861109,0.6674214468303343,0.7041546698128898,0.00937072014861109,0.6559662446068171,0.715609872036407,0.6361844847836986,0.7353916318595255
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)",all technologies,"Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",7,0.672723323535037,0.007013580783330613,11.398278610290928,6,0.07681997374115927,0.47360472531502223,0.000343309071975185,0.018528601457616412,0.6715625896700214,0.011023238382558948,0.6499570424402058,0.6931681368998369,0.014395326049028734,0.6363384957595569,0.7067866835804858,0.6161416050027808,0.7269835743372619
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)",leave out Chinchilla,"Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.6733408599605919,0.007378039398536061,11.325573112898752,5,0.045293572897025604,0.5585212377194868,0.0004691423955697099,0.021659695186445026,0.6716577386976329,0.013141196273522381,0.645900994001529,0.6974144833937368,0.01859800064140243,0.6238500560696912,0.7194654213255746,0.60131807950944,0.7419973978858257
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)",leave out Llama 3,"Chinchilla; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.6697669523820166,0.007515584715581398,10.199966020512868,5,0.06976355871404812,0.5098022885620757,0.0004060694822744805,0.020151165779539418,0.6668613720187574,0.012718058688171325,0.6419339769899416,0.6917887670475732,0.017462177971015496,0.6219734145158163,0.7117493295216984,0.6007016213456919,0.7330211226918228
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)","leave out Marin, Comma","Chinchilla; Llama 3; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.6711895498574866,0.007941250566866669,11.228709153144074,5,0.0470292555943788,0.5547128408255205,0.0005554087505374888,0.023567111629079384,0.6684813088403226,0.014411844641307825,0.6402340933433593,0.6967285243372859,0.020202529513425275,0.6165490534392051,0.7204135642414402,0.5917835509751107,0.7451790667055346
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)","leave out Marin, DCLM","Chinchilla; Llama 3; Marin, Comma; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.6766581146982552,0.008356253513526707,10.648032036219943,5,0.05882273334871613,0.5304296622143708,0.0005480963562355576,0.023411457798171338,0.6726789663031422,0.014504628175874733,0.6442498950784277,0.7011080375278567,0.02034280527740945,0.6203861205711468,0.7249718120351375,0.5962142065668005,0.7491437260394839
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)","leave out Marin, Nemotron-CC","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Porian, RefinedWeb; Porian, OpenWebText2",6,0.6713850800942934,0.008123443420207786,11.291677798931538,5,0.04589392902482928,0.5571960085087515,0.0005856192500367931,0.02419957127795435,0.6686157763279147,0.014744872143819171,0.6397158269260291,0.6975157257298003,0.02066261133136067,0.6155008429627059,0.7217307096931235,0.5899374500301564,0.747294102625673
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)","leave out Porian, RefinedWeb","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, OpenWebText2",6,0.6735357506665358,0.0070222794024316255,5.992235690190096,5,0.3069751529073671,0.16558689302132887,6.335057705489495e-05,0.00795930757383423,0.6737035269790034,0.007963974719069048,0.658094136529628,0.6893129174283787,0.008450513826818443,0.6519807896339904,0.6954262643240163,0.6424422505663757,0.704964803391631
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)","leave out Porian, OpenWebText2","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb",6,0.6733527179291035,0.007020359404184642,7.234143846019862,5,0.20380098366314778,0.30883320729778696,0.00014251835236679073,0.011938105057620775,0.6734494079645026,0.008966477051517667,0.655875112943528,0.6910237029854772,0.010278051890253043,0.6470288344696906,0.6998699814593146,0.6319960445902205,0.7149027713387847
"sigma*_kappa on the IsoFLOP designs (same runs, wild SEs)",one estimate per study (inverse-variance within study),Hoffmann et al. (2022); Grattafiori et al. (2024); Marin (2026); Porian et al. (2024),4,0.6727233235350372,0.007013580783330613,10.666772800631483,3,0.013671226189776294,0.7187527984263059,0.0009899680606172108,0.03146375789090062,0.6657637908515877,0.020298207914583904,0.6259793033390032,0.7055482783641721,0.03509152646249765,0.5540868921142466,0.7774406895889288,0.5046591592730529,0.8268684224301224
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)",all technologies,"Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",7,0.7308744456604346,0.0042875759029798455,121.50257865517436,6,7.878185768550953e-24,0.9506183320024173,0.00337898810547698,0.05812906420610072,0.679219710994145,0.023276814557300227,0.6335971544618366,0.7248422675264534,0.023276814557300227,0.6222633975969831,0.7361760243913069,0.5182594455718296,0.8401799764164605
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)",leave out Chinchilla,"Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.7353228669627645,0.004525731205764597,112.0747286628058,5,1.4925697567158284e-22,0.9553869096123956,0.00397505951822093,0.06304807307302047,0.6761632105602814,0.027200547893535834,0.6228501366889512,0.7294762844316116,0.027200547893535834,0.6062419762258026,0.7460844448947602,0.4855176551999357,0.8668087659206271
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)",leave out Llama 3,"Chinchilla; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.6784005698123454,0.0065858534902848405,11.318900407176265,5,0.045411170036330335,0.5582609776449695,0.0003516948304671362,0.01875352848045232,0.6726636043153146,0.010737431764493977,0.6516182380569064,0.6937089705737227,0.013218342894184932,0.6386847721743104,0.7066424364563187,0.6126649357834898,0.7326622728471394
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)","leave out Marin, Comma","Chinchilla; Llama 3; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.7346328527223225,0.0044782921265275446,113.05319433645695,5,9.268864432167586e-23,0.955773032072676,0.003828674443229224,0.06187628336632077,0.6767807536924308,0.02671828765688245,0.6244129098849412,0.7291485974999204,0.02671828765688245,0.6080992087623429,0.7454622986225188,0.489652857376816,0.8639086500080457
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)","leave out Marin, DCLM","Chinchilla; Llama 3; Marin, Comma; Marin, Nemotron-CC; Porian, RefinedWeb; Porian, OpenWebText2",6,0.7381693568371238,0.004549781350683881,98.5370792435086,5,1.0747744792204942e-19,0.9492576800694101,0.0035547980781741348,0.059622127420733105,0.6800812707083297,0.02587212977738656,0.6293718963446521,0.7307906450720073,0.02587212977738656,0.6135748438533544,0.746587697563305,0.49963016928317266,0.8605323721334868
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)","leave out Marin, Nemotron-CC","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Porian, RefinedWeb; Porian, OpenWebText2",6,0.7358114802348849,0.004509180423316577,108.99909127015981,5,6.668045706021903e-22,0.9541280579339213,0.003798816381993327,0.06163453887223727,0.6777313171018099,0.026640695633670896,0.6255155536598149,0.7299470805438049,0.026640695633670896,0.6092492288171798,0.74621340538644,0.49130500799260296,0.8641576262110169
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)","leave out Porian, RefinedWeb","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, OpenWebText2",6,0.7333191362893264,0.004327168268099883,103.98016273366585,5,7.65081799624893e-21,0.9519139048396474,0.0030144675527155537,0.05490416698863169,0.6908887934502292,0.023591559222685323,0.6446493373737661,0.7371282495266924,0.023591559222685323,0.630244759838056,0.7515328270624025,0.5249737393241284,0.8568038475763301
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)","leave out Porian, OpenWebText2","Chinchilla; Llama 3; Marin, Comma; Marin, DCLM; Marin, Nemotron-CC; Porian, RefinedWeb",6,0.7323526964225698,0.004313472971553693,111.69200955886853,5,1.7982584815912005e-22,0.9552340402885786,0.003204509007294903,0.05660838283589192,0.6880873082504703,0.02407662214438372,0.6408971288474782,0.7352774876534623,0.02407662214438372,0.6261963807026384,0.7499782357983021,0.517292086949333,0.8588825295516075
"sigma* under kappa = 1 on the IsoFLOP designs (same runs, wild SEs)",one estimate per study (inverse-variance within study),Hoffmann et al. (2022); Grattafiori et al. (2024); Marin (2026); Porian et al. (2024),4,0.7308744456604347,0.0042875759029798455,120.69034680564138,3,5.479680527567499e-26,0.9751429995902557,0.0037834555946683894,0.06150980080172906,0.689284648287482,0.03158998888226192,0.6273682700782487,0.7512010264967154,0.033623963380199594,0.5822781902591712,0.7962911063157929,0.39176677464192516,0.986802521933039
