dataset,null,bootstrap,cov,d_a,d_lnNstar_ref,d_gamma,d_Lstar_ref,W_slope,p_slope_chi2,p_slope_boot,W_path,p_path_chi2,p_path_boot,W_frontier,p_frontier_chi2,p_frontier_boot,W_all,p_all_chi2,p_all_boot,B,se_a_ols,sd_a3_strat,rse_a3_strat,t_a_ols_plus_a3,p_a_ols_plus_a3
"Marin 2026-03, Comma","A3 (this fit), design-consistent","wild, fixed design",robust,0.004734722145364523,0.046773237042970095,-0.14646002026468505,0.01548164076619507,0.037952426862196464,0.8455386979626087,0.8428927680798005,5.765095746978757,0.055991920609308576,0.7381546134663342,8.446095567362468,0.014653914414488052,0.38902743142144636,13.02054252567002,0.011175854484218224,0.683291770573566,400,,,,,
"Marin 2026-03, Comma","A3 (this fit), design-consistent","wild, fixed design",sd,0.004734722145364523,0.046773237042970095,-0.14646002026468505,0.01548164076619507,0.006562646704347886,0.9354338692088663,0.8428927680798005,6.174337340644218,0.04563096799234364,0.6658354114713217,8.51394090578616,0.014165151464414952,0.4089775561097257,14.387547299307029,0.006155562743656357,0.6184538653366584,400,,,,,
"Marin 2026-03, DCLM","A3 (this fit), analytic",stratified pairs,robust,0.05240220073533913,0.07314371215613846,-0.17880023740565662,0.013714640287961544,1.7060984404792396,0.1914923613907549,0.2885572139303483,6.9603619564154755,0.03080183606720618,0.19402985074626866,59.48875632321743,1.2083164743919935e-13,0.014925373134328358,73.84419281168068,3.4980789622832065e-15,0.024875621890547265,200,0.0140929240305896,0.02042808952189871,0.019558129769350435,2.173764662106517,0.0297228136933095
"Marin 2026-03, DCLM","A3 (this fit), analytic",stratified pairs,sd,0.05240220073533913,0.07314371215613846,-0.17880023740565662,0.013714640287961544,1.0156801037797092,0.31354589683567724,0.2885572139303483,2.8875208754079797,0.23603847969230593,0.20398009950248755,37.59929005192468,6.8457006369631036e-09,0.014925373134328358,39.28071413114952,6.09562876579225e-08,0.014925373134328358,200,0.0140929240305896,0.02042808952189871,0.019558129769350435,2.173764662106517,0.0297228136933095
"Marin 2026-03, DCLM","A3 (this fit), design-consistent",stratified pairs,robust,0.0026799180837945302,0.034426607150521704,-0.14408991493954734,0.015660425370748854,0.007981792314961716,0.9288110087361179,0.9552238805970149,1.528271258590399,0.4657363258763263,0.5074626865671642,69.13666943452708,9.70874252319227e-16,0.01990049751243781,90.15388719781258,1.2212815534173685e-18,0.024875621890547265,200,0.0140929240305896,0.017568770260817237,0.014552689153560571,0.13228861291733554,0.8947560137934194
"Marin 2026-03, DCLM","A3 (this fit), design-consistent",stratified pairs,sd,0.0026799180837945302,0.034426607150521704,-0.14408991493954734,0.015660425370748854,0.0032919561676876354,0.9542460223163153,0.9552238805970149,0.40215208526626384,0.8178502377036148,0.5522388059701493,37.75603360118873,6.329675913537084e-09,0.014925373134328358,37.82989110534395,1.214849961792244e-07,0.014925373134328358,200,0.0140929240305896,0.017568770260817237,0.014552689153560571,0.13228861291733554,0.8947560137934194
"Marin 2026-03, DCLM","A3 (this fit), analytic","wild, fixed design",robust,0.05240220073533913,0.07314371215613846,-0.17880023740565662,0.013714640287961544,2.997136048819086,0.0834118455901394,0.14214463840399003,12.290318930150358,0.0021438339980041667,0.09476309226932668,12.831578260240471,0.0016355287537584454,0.11471321695760599,19.550045819377768,0.0006126038079662034,0.12219451371571072,400,,,,,
"Marin 2026-03, DCLM","A3 (this fit), analytic","wild, fixed design",sd,0.05240220073533913,0.07314371215613846,-0.17880023740565662,0.013714640287961544,0.4719715430633702,0.4920815620912421,0.14214463840399003,12.993726591957206,0.0015081624405823548,0.07231920199501247,9.974480494627393,0.006824472383722482,0.1745635910224439,21.557428961598504,0.00024544922969638487,0.10723192019950124,400,,,,,
"Marin 2026-03, DCLM","A3 (this fit), design-consistent","wild, fixed design",robust,0.0026799180837945302,0.034426607150521704,-0.14408991493954734,0.015660425370748854,0.008059646840093937,0.9284655892227124,0.9476309226932669,2.8199574817240975,0.2441484734843443,0.6932668329177057,7.15686083200762,0.027919485860283554,0.341645885286783,10.364521990965812,0.034715224770929025,0.7082294264339152,400,,,,,
"Marin 2026-03, DCLM","A3 (this fit), design-consistent","wild, fixed design",sd,0.0026799180837945302,0.034426607150521704,-0.14408991493954734,0.015660425370748854,0.001203594649748243,0.9723246530773949,0.9476309226932669,2.762980673239101,0.2512038955816638,0.5885286783042394,6.872406906831152,0.03218665177857922,0.33665835411471323,11.32755546382328,0.02311921518226187,0.655860349127182,400,,,,,
"Marin 2026-03, Nemotron-CC","A3 (this fit), analytic",stratified pairs,robust,0.037260555317533695,0.051203368285040796,-0.17151951992801714,0.015798860011369875,1.6810390781172315,0.1947864406831722,0.24875621890547264,3.71223726331515,0.156278027311529,0.31840796019900497,66.16754765803977,4.2844944591329325e-15,0.009950248756218905,74.73937066142204,2.2622474532872703e-15,0.014925373134328358,200,0.0136274719824842,0.020998629163788814,0.01665713199781695,1.7313307061942087,0.08339279780232664
"Marin 2026-03, Nemotron-CC","A3 (this fit), analytic",stratified pairs,sd,0.037260555317533695,0.051203368285040796,-0.17151951992801714,0.015798860011369875,1.2385836011385876,0.2657442031241803,0.24875621890547264,2.6038267287311454,0.27201083895914996,0.2835820895522388,52.67728975265796,3.641429191443214e-12,0.004975124378109453,55.941953329981054,2.062159804059207e-11,0.014925373134328358,200,0.0136274719824842,0.020998629163788814,0.01665713199781695,1.7313307061942087,0.08339279780232664
"Marin 2026-03, Nemotron-CC","A3 (this fit), design-consistent",stratified pairs,robust,-0.002836798791951922,0.03408835507282504,-0.13715509700885914,0.017563169919430077,0.013010630004960796,0.9091869419313724,0.9353233830845771,1.2518178235589268,0.5347751441297991,0.6019900497512438,80.12481832588551,3.991322026361087e-18,0.009950248756218905,117.32272318763926,1.9924504027883814e-24,0.014925373134328358,200,0.0136274719824842,0.01894836472309715,0.01695910172462825,-0.13039216830204745,0.8962561624822148
"Marin 2026-03, Nemotron-CC","A3 (this fit), design-consistent",stratified pairs,sd,-0.002836798791951922,0.03408835507282504,-0.13715509700885914,0.017563169919430077,0.009505685651289104,0.9223316324707542,0.9353233830845771,0.6476984510926389,0.7233592982612254,0.6368159203980099,48.26395960124867,3.308371989465787e-11,0.009950248756218905,53.97478076958305,5.327061130594811e-11,0.014925373134328358,200,0.0136274719824842,0.01894836472309715,0.01695910172462825,-0.13039216830204745,0.8962561624822148
"Marin 2026-03, Nemotron-CC","A3 (this fit), analytic","wild, fixed design",robust,0.037260555317533695,0.051203368285040796,-0.17151951992801714,0.015798860011369875,2.124010904538476,0.14500636200149525,0.2817955112219451,20.754819606092894,3.112778270352339e-05,0.06234413965087282,12.879899424899174,0.0015964869620122403,0.10224438902743142,31.961626360151662,1.947957617568742e-06,0.034912718204488775,400,,,,,
"Marin 2026-03, Nemotron-CC","A3 (this fit), analytic","wild, fixed design",sd,0.037260555317533695,0.051203368285040796,-0.17151951992801714,0.015798860011369875,0.7469072600699652,0.3874571805366973,0.2817955112219451,18.294958048756534,0.00010648791809385873,0.0199501246882793,17.297918231873723,0.00017530922980554223,0.059850374064837904,36.74429047925186,2.033557318827832e-07,0.004987531172069825,400,,,,,
"Marin 2026-03, Nemotron-CC","A3 (this fit), design-consistent","wild, fixed design",robust,-0.002836798791951922,0.03408835507282504,-0.13715509700885914,0.017563169919430077,0.012507616268035354,0.910952289264656,0.9152119700748129,6.832540225025915,0.0328346764726336,0.6733167082294265,7.355256687026296,0.025282866059745668,0.38902743142144636,14.054839820272873,0.00712207089263153,0.6109725685785536,400,,,,,
"Marin 2026-03, Nemotron-CC","A3 (this fit), design-consistent","wild, fixed design",sd,-0.002836798791951922,0.03408835507282504,-0.13715509700885914,0.017563169919430077,0.0041837206728981375,0.948427443697373,0.9152119700748129,6.104294452359969,0.04725734316679355,0.600997506234414,8.209984355762716,0.01649014782575028,0.36159600997506236,14.792279154861458,0.005152014110557439,0.5187032418952618,400,,,,,
(Mis)Fitting FineWeb/C4,"A3 (this fit), analytic",stratified pairs,robust,-0.018541338787434247,0.08692078143412729,-0.1615767709146528,0.008850640297553003,0.15611482009814692,0.6927589934019489,0.7213930348258707,5.054426872758426,0.07988130477499425,0.13432835820895522,4.5342222165816075,0.10361106930502902,0.21393034825870647,32.00610396042077,1.907610542385441e-06,0.03980099502487562,200,0.0171418701130104,0.016941268080159128,0.017017974695002894,-0.7676041990323328,0.4427223669904016
(Mis)Fitting FineWeb/C4,"A3 (this fit), analytic",stratified pairs,sd,-0.018541338787434247,0.08692078143412729,-0.1615767709146528,0.008850640297553003,0.07800865800004783,0.7800143755020454,0.7213930348258707,1.533809186690856,0.46444850252420067,0.22388059701492538,3.7581917648103875,0.15272812754085174,0.1890547263681592,22.17894666467659,0.00018463341654352829,0.029850746268656716,200,0.0171418701130104,0.016941268080159128,0.017017974695002894,-0.7676041990323328,0.4427223669904016
(Mis)Fitting FineWeb/C4,"A3 (this fit), design-consistent",stratified pairs,robust,0.01896078801495049,0.049528295924123,-0.19753398109552336,0.018275673178124396,0.163152438686834,0.686270572570946,0.6915422885572139,4.457034999615031,0.10768795927594146,0.14925373134328357,5.238263458535624,0.07286610287321557,0.16417910447761194,17.890311084457075,0.0012965219929556833,0.05970149253731343,200,0.0171418701130104,0.012333651777874604,0.012989136420765494,0.8816002398723192,0.37799302536664303
(Mis)Fitting FineWeb/C4,"A3 (this fit), design-consistent",stratified pairs,sd,0.01896078801495049,0.049528295924123,-0.19753398109552336,0.018275673178124396,0.08368774810491766,0.7723607285014641,0.6915422885572139,2.1685443685432446,0.33814780564679664,0.14427860696517414,5.462836339070545,0.06512686321209088,0.1044776119402985,13.519587878473597,0.008997233303609756,0.05970149253731343,200,0.0171418701130104,0.012333651777874604,0.012989136420765494,0.8816002398723192,0.37799302536664303
(Mis)Fitting FineWeb/C4,"A3 (this fit), analytic","wild, fixed design",robust,-0.018541338787434247,0.08692078143412729,-0.1615767709146528,0.008850640297553003,0.04339977164509668,0.8349743393946251,0.8653366583541147,0.9623745339424825,0.618049166669571,0.71571072319202,5.619310001367619,0.06022576665692763,0.5087281795511222,13.997605602119165,0.007302701575562068,0.3915211970074813,400,,,,,
(Mis)Fitting FineWeb/C4,"A3 (this fit), analytic","wild, fixed design",sd,-0.018541338787434247,0.08692078143412729,-0.1615767709146528,0.008850640297553003,0.03419778605294199,0.8532867371022552,0.8653366583541147,0.7713003989674775,0.68000835135449,0.7082294264339152,4.596371923103775,0.1004408821825427,0.5785536159600998,14.531637888797341,0.005778043593645556,0.3541147132169576,400,,,,,
(Mis)Fitting FineWeb/C4,"A3 (this fit), design-consistent","wild, fixed design",robust,0.01896078801495049,0.049528295924123,-0.19753398109552336,0.018275673178124396,0.05139921832500272,0.8206461735253268,0.8653366583541147,0.6598784132831291,0.7189674405486781,0.8379052369077307,6.171279796280549,0.045700780697104135,0.46384039900249374,11.52494809202076,0.021256655348551076,0.5187032418952618,400,,,,,
(Mis)Fitting FineWeb/C4,"A3 (this fit), design-consistent","wild, fixed design",sd,0.01896078801495049,0.049528295924123,-0.19753398109552336,0.018275673178124396,0.03651557726270523,0.8484546943488931,0.8653366583541147,0.4493244545084206,0.7987859813318026,0.8453865336658354,5.147915597828748,0.07623323176827511,0.48877805486284287,11.684029719835472,0.019862284406090322,0.5012468827930174,400,,,,,
